"kelime","anlam"
"ilmelyakîn","ilme ve sağlam delillere dayanarak, kuşkuya yer bırakmayacak şekilde kesin bilme"
"inşaallah","Allah’ın izniyle, dilemesiyle"
"Kur’ân-ı Mu’cizü’l-Beyan","Allah tarafından, Peygamber Efendimiz vasıtasıyla gönderilen ve ifade ve anlatımıyla benzerini yapmakta akılları âciz bırakan Kur’ân"
"kusurat","kusurlar, eksiklikler"
"Küçük Sözler","Risale-i Nur’dan iman hakikatlerine dair bazı meselelerin derlenmesinden oluşan küçük bir eser"
"mecmua","Risale-i Nur Külliyatının büyük kitaplarından herbiri"
"meşhudat","görünen, bilinen; mânâ âleminde seyredilen İlâhî tecellî ve hakikatler"
"mükerreren","defalarca, tekrarla"
"neşredilmek","yayımlanmak"
"neşretmek","yayınlamak"
"nev’i","çeşit, tür"
"risale","küçük çaplı kitap; Risale-i Nur’un bölümlerinden herbiri"
"risalet-i Ahmediye","Hz. Muhammed’in (a.s.m.) peygamberliği"
"sadakat","bağlılık"
"sûret","biçim, şekil"
"şakirt","talebe, öğrenci"
"tekrarat","tekrarlar"
"telif","yazılış, yazılma"
"vücud","varlık"
"yâdigâr","hatıra"
"âlâm","elemler, acılar"
"azîm","büyük, yüce"
"bilâ-faide","faydasız"
"deruhte etmek","yerine getirmek"
"elîm","acı ve sıkıntı veren"
"emsâl","benzerler, eşler"
"gafil","duyarsız, umursamaz; âhiretten ve Allah’ın emir ve yasaklarından habersiz davranan kimse"
"hakikî","asıl, gerçek"
"hâlet","durum, hâl"
"hasaret","zarar, ziyan"
"hıyanet","hainlik, ihanet"
"külfet-i idare","idare etme zorluğu, sıkıntısı"
"makine-i murassaa-i acibe","mücevherlerle süslü hayret verici makine"
"mâlik","sahip"
"miskin","zavallı"
"mizan","ölçü, terazi"
"muamele","davranış, iş"
"muhafaza","koruma"
"nihayetsiz","sınırsız, sonsuz"
"Rabb-i Kerîm","her bir varlığı terbiye edip idaresi ve tasarrufu altında bulunduran, sonsuz cömertlik ve ikram sahibi olan Allah"
"semere","meyve, netice"
"tekâlif-i idare","idare yükümlülükleri, zorlukları"
"zahmet-i muhafaza","koruma sıkıntısı"
"zayi olma","yok olma, kaybolma"
"zayi","ziyan"
"zelzele","sarsıntı, deprem"
"zimmet","sorumluluk"
"acip","acayip, şaşırtıcı, hayret verici"
"âdi","basit, normal, sıradan"
"âlem-i berzah","öldükten sonra ruhların kıyamete kadar kalacakları mânevî âlem, kabir âlemi"
"arz","dünya"
"bâki","devamlı, kalıcı"
"bostan","bahçe"
"cihazat","cihazlar, donanımlar"
"fena bulmak","yok olmak, son bulmak"
"firak","ayrılık"
"hadsiz","sayısız, sınırsız"
"hakikat","gerçek"
"Hâlık","herşeyin yaratıcısı olan Allah"
"hasâret","zarar"
"haşin","sert"
"havas","duyular, hisler"
"havass-ı insaniye","insanın duyguları"
"havf etmek","korkmak"
"hıyanet","hainlik, ihanet"
"istimal","kullanma"
"kıymettar","kıymetli, değerli"
"kitab-ı kebir-i kâinat","büyük kâinat kitabı, kâinat"
"külfet","yük, zorluk"
"letâif","lâtifeler, duyular; insanın yapısındaki ince duyu ve duygular"
"masârıf","masraflar, giderler"
"meyvedar","meyveli, meyve veren"
"miskin","zavallı"
"mizan","ölçü, tartı"
"muhafaza etmek","korumak"
"mücehhez","cihazlanmış, donanmış"
"mütalâacı","etraflıca inceleyip düşünen"
"nam","ad, unvan"
"nefer","asker, er"
"nihayetsiz","sınırsız, sonsuz"
"Resul","elçi, peygamber"
"safâ","neşe, zevk, gönül hoşluğu"
"semerat-ı bâkiye","kalıcı meyveler, neticeler"
"semere","meyve, netice"
"seyyid","efendi, sahip"
"sıklet","ağırlık"
"sukut","alçalma, düşme"
"sûret","biçim, şekil"
"tâciz","rahatsız etmek"
"tasarruf etmek","kullanmak"
"temsil","analoji, kıyaslama tarzında benzetme"
"vücud-u hayattar","canlı beden"
"zayi","ziyan"
"zelzele","deprem, sarsıntı"
"zeval","geçip gitme, yok olma"
"elîm","acı ve sıkıntı veren"
"hakikî","asıl, gerçek"
"âdi","basit, değersiz"
"âlâm-i hazinâne","hüzün veren elemler, acılar"
"âlât","aletler"
"beşer","insan"
"sadâ","ses"
"münevver","aydın, nurlu"
"müzevver","sahte, aldatıcı"
"küffar","kâfirler, inkârcılar; dinle mücadele edenler"
"mâlik","sahip"
"vesvese","kuruntu, şüphe"
"sada-yı semâvî","semâvî ses"
"Kur’ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet, mu’cize ve faydalar bulunan Kur’ân"
"felsefe-i medeniye","çağdaş medenî felsefe"
"dehâ","olağanüstü zekâ ve akıl sahibi"
"mâbeyn","ara"
"hüdâ","hidayet, doğru yol; İslâmiyet"
"bâki","devamlı, kalıcı"
"beşer","insan"
"bîçare","çaresiz"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"cevher-i âli ve gâli","yüksek ve değerli cevher"
"cihazat","cihazlar, duygular"
"cihazat-ı beşeriye","insanın donanımları, duygu ve cihazları"
"dehâ","olağanüstü zekâ ve akıl sahibi"
"ehvâl-i muhavvifane","korkutucu kötü hâller, dehşetli korkular"
"elhasıl","kısaca, özetle"
"fâni","geçici, yok olucu"
"felsefe-i medeniye","çağdaş medenî felsefe"
"gàli","pahalı, kıymetli"
"hakaik","gerçekler; gerçek mahiyetler, asıl ve esaslar"
"hazâin-i rahmet","Allah’ın rahmet hazineleri"
"hüdâ","hidayet, doğru yol; İslâmiyet"
"istimal edilmek","kullanılmak"
"keşşaf","keşfedici, açığa çıkarıcı"
"Kur’ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet, mu’cize ve faydalar bulunan Kur’ân"
"kuvve-i zâika","tat alma duygusu"
"küffar","kâfirler, inkârcılar; dinle mücadele edenler"
"künûz-u esmâ-i İlâhiye","Allah’ın isimlerinin hazineleri"
"lisân","dil"
"mabeyn","ara"
"mâlik","sahip"
"marifet","bilme, tanıma"
"masnuat","san’at eseri varlıklar"
"matbaha-i nimet","Allah’ın nimet mutfağı"
"mâzi","geçmiş"
"mehâsin","güzellikler"
"meş’um","uğursuz, kötü, kötülük getiren"
"mevcudat","var edilenler, varlıklar"
"miftah","anahtar"
"muhabbet","sevgi"
"müfettiş-i âli","yüksek rütbeli müfettiş"
"münevver","aydın, nurlu"
"müstakbel","gelecek"
"müzevver","sahte, aldatıcı"
"müzeyyen","zinetli, süslenmiş"
"nâzır","bakan, gözeten"
"nefis","bir kimsenin kendisi; insanı daima kötülüğe, maddî zevk ve isteklere sevk eden duygu"
"nur-u şehadet","Allah ve resulüne inanıp iman etmenin verdiği nur, ışık"
"Rahmânü’r-Rahîm","rahmet ve merhameti herşeyi kuşatan ve her bir varlığa özel rahmet ve merhamet tecellîleri olan Allah"
"sadâ","ses"
"sada-yı semâvî","semâvî ses"
"sukut etmek","düşmek, alçalmak"
"şehd","bal"
"şehvet","nefsin hoşlandığı aşırı arzu ve istekler; yeme içme ve cinsî arzular gibi"
"vazifedar","vazifeli, görevli memur"
"vesvese","kuruntu, şüphe"
"zâil","gelip geçici"
"havass-ı insaniye","insanın duyguları"
"letâif","lâtifeler, duyular; insanın yapısındaki ince duyu ve duygular"
"mizan","ölçü, tartı"
"adi","normal, basit, sıradan"
"arşın","yaklaşık 68 cm’lik bir ölçü birimi"
"âzâde-ser","serseri"
"bi’r","kuyu"
"emniyet","güven"
"göğermiş","yeşermiş"
"hâlât","durumlar, hâller"
"hâli","boş, ıssız"
"haşarat","böcekler"
"havf","korku"
"insan-ı gâfil","gâfil insan; âhirete, Allah’ın emir ve yasaklarına karşı duyarsız olan insan"
"külfet","zorluk"
"mânen","mânevî olarak"
"muhtelif","çeşitli"
"musallat olmak","ilişmek, rahatsızlık vermek"
"muzır","zararlı"
"nizam","düzen"
"saadet","mutluluk"
"sadâ","ses"
"sahra","ova, meydan, çöl"
"serbestiyet","serbestlik"
"sû-i fehm","kötü anlayış"
"sû-i hulk","kötü ahlâk"
"sû-i talih","kötü talih, baht"
"şekâvet","sıkıntı, mutsuzluk"
"tebaiyet","uyma, bağlılık"
"temsilî","kıyaslamalı benzetme şeklinde, analojik"
"tevekkeltü alâllah","“Allah’a dayandım ve güvendim”"
"zahiren","görünüşte, dış görünüş itibariyle"
"acip","acayip, hayrette bırakıcı, hayranlık verici"
"arşın","yaklaşık 68 cm’lik bir ölçü birimi"
"azap","acı, sıkıntı"
"bedbaht","talihsiz"
"bi’r-i muattala","kullanılmayan kuyu, kör kuyu"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"elem","acı, keder, sıkıntı"
"elîm","üzücü, acı verici"
"enîn","inleme"
"fehmetmek","anlamak"
"feryad ü figan","bağırıp çağırma, ağlayıp sızlama"
"fîzar","ağlayıp inleme"
"hadîs-i kudsî","Peygamber Efendimiz (a.s.m.), Cenâb-ı Haktan “Allah Teâlâ şöyle buyurmuştur” diyerek rivayet ettiği (naklettiği) Kur’ân-ı Kerîm dışındaki sözler"
"hakikat","gerçek"
"hizmetkâr","hizmetçi"
"hüsn-ü nazar","güzel bakış"
"hüsn-ü sîret","ahlâk ve sıfat güzelliği"
"hüsn-ü zan","güzel düşünce"
"intikal etmek","zihin bir hâlden diğerine geçmek, anlamak, kavramak"
"letâif","lâtifeler; insanın yapısındaki ince duyu ve duygular"
"meş’um","kötü, uğursuz"
"miskin","zavallı"
"muamele etmek","davranmak"
"murdar","pis"
"muzır","zararlı"
"mülevvesat","pislikler, kirler"
"müstakzer","çirkin, kirli, pis"
"nâşi","doğan, kaynaklanan"
"nefs-i emmâre","insanı daima kötülüğe, yasak zevk ve isteklere teşvik eden duygu"
"sahrâ","geniş ve düz saha, ova, çöl"
"sahrâ-i azîme","büyük ova, çöl"
"sû-i zan","kötü düşünce"
"tecâhül etmek","bilmezlikten gelmek"
"tegafül","gafilmiş gibi davranma; farkına vardığı halde fark etmemiş gibi davranma"
"telâkki etmek","zannetmek"
"tılsımlı","herkesin çözemediği sırlı, gizemli"
"ünsiyet","dostluk, alışkanlık"
"vaziyet","durum"
"yümünlü","uğurlu, bereketli"
"acip","acayip, tuhaf, şaşırtıcı"
"alâkadar","alâkalı, ilgili"
"azîm","büyük"
"bahtiyar","talihli"
"bedbaht","talihsiz"
"bîçare","çaresiz"
"dehşet","korku, ürküntü"
"elîm","acı verici"
"et’ime","yiyecekler, yemekler"
"fehim","anlayış, kavrayış"
"fihriste","bir bütünü gösteren özet liste, içindekiler"
"hafî","gizli"
"hâkim","hükmeden, idareci"
"havf","korku"
"hüsn-ü zan","güzel düşünce"
"ihzar etmek","hazırlamak"
"ilham edilme","kalbine, gönlüne hissettirilme, bildirilme"
"itimat etme","güvenme"
"mahlûk","yaratık, yaratılmış"
"melik-i kerîm","herşeyin mutlak sahibi olan ve bütün mahlûkatına sınırsız ikram ve ihsan eden Allah"
"merak-ı mârifet","bilme, tanıma merakı"
"mesabe","derece"
"meyvedar","meyveli"
"miftah","anahtar"
"muhabbet","sevgi"
"muntazır","hazır, bekleyen"
"musahhar","emre hazır, emre boyun eğen"
"mutî","emre uyan, itaat eden"
"muvazene","karşılaştırma"
"neş’et etmek","doğmak, meydana gelmek"
"nezih","temiz, hoş"
"nidâ","sesleniş"
"nümune","örnek"
"revnaktar","göz alıcı güzellikte, parlak"
"sahib-i tılsım","gizemli işin sahibi"
"taam","yiyecek, yemek"
"takarrüb etmek","yaklaşmak"
"tedehhüş etmek","dehşete kapılmak, korkmak"
"tılsım","gizem, sır, herkesin açamayacağı sır"
"umur-u acîbe","hayret verici, şaşırtıcı işler"
"zâil olmak","yok olup gitmek"
"zira","çünkü"
"acip","tuhaf, şaşırtıcı"
"âlem-i berzah","öldükten sonra ruhların kıyamete kadar kalacakları mânevî âlem, kabir âlemi"
"arşın","yaklaşık 68 cm’lik ölçü birimi"
"arz","yer, dünya"
"aziz","izzetli, şerefli, değerli"
"bahtiyar","talihli"
"bedbaht","talihsiz"
"beden-i insan","insan bedeni"
"beliye","belâ, musibet"
"bostan","bahçe"
"cemiyet-i beşeriye","insanlık cemiyeti, insan topluluğu"
"fehmetmek","anlamak"
"garaib","şaşkınlık verici, hayret verici şeyler"
"hakikat","gerçek"
"haşerat-ı muzırra","zararlı böcekler"
"havf","korku"
"hayat-ı içtimaiye","toplumsal hayat, sosyal hayat"
"hayır","iyilik"
"hikâye-i temsiliye","benzetmeye dayanan kıyaslamalı hikâye, analojik öykü"
"ihzar edici","hazırlayıcı"
"intizar","bekleme"
"istihrac etme","çıkarım yapma"
"iştiyak","şiddetli arzu ve istek"
"kalb-i fâsık","günahkâr insanın kalbi; fâsık kalp"
"kalb-i salih","dinin gereklerine, emir ve yasaklarına uygun hareket eden insanın kalbi, sâlih kalp"
"leziz","lezzetli"
"mahbub","sevgili, sevimli"
"mahpus","hapsedilmiş"
"marifet","tanıma, bilme"
"melik-i kerîm","herşeyin mutlak sahibi olan ve bütün mahlûkatına sınırsız ikram ve ihsan eden Allah"
"meyve-i Cennet","Cennet meyvesi"
"musibet","belâ, dert, felâket"
"mutî","emre uyan, itaatkâr"
"muvakkat","geçici"
"müddet-i ömür","yaşam süresi"
"müşabih","benzer"
"niam-ı dünyeviye","dünya nimetleri"
"niam-ı uhreviye","âhiret nimetleri, Cennet nimetleri"
"nümune","örnek"
"ömr-ü gàlibî","ortalama ömür"
"ruh-u kâfir","inkârcı kimsenin ruhu; Allah’ı veya Allah’ın bildirdiği şeyleri inkâr eden ruh"
"ruh-u mü’min","mü’minin ruhu, inanan ruh"
"sahrâ","ova, çöl"
"şer","kötülük"
"tâcil","çabuklaştırma, hızlandırma"
"tarik","yol"
"tarik-i isyan","isyan, günahkârlık yolu"
"tarik-i Kur’ân ve iman","Kur’ân ve iman yolu"
"tehir etmek","ertelemek, sonraya bırakmak"
"telezzüz etmek","lezzetlenmek, lezzet almak"
"telezzüz","lezzet alma"
"tuğyan","azgınlık, isyan ve inançsızlıkta çok ileri gitme"
"ünsiyet etmek","yakınlık hissedip dostluk kurmak"
"ünsiyet","alışkanlık, dostluk hissi"
"vahşet","ürküntü, yalnızlık"
"vasatî","ortalama"
"yeis","ümitsizlik"
"ahbap","sevgililer, dostlar"
"ahz-ı ücret","ücret alma"
"bostan-ı cinân","Cennet bahçesi"
"Deyyân","emrine itaat edenlere mükâfatı ve isyan edenlere ise cezayı hakkıyla veren Allah"
"ehl-i hidayet","doğru yolda olanlar"
"elhasıl","özetle, sonuç olarak"
"fazl","cömertlik, ihsan"
"hakikî","gerçek"
"Hannân","rahmetin en hoş cilvelerini gösteren ve çok merhametli olan Allah"
"hayat-ı bâkiye","devamlı ve kalıcı olan âhiret hayatı"
"hayat-ı fâniye","geçici, ölümlü dünya hayatı"
"maksat","gaye"
"mazhar","erişmiş, nail olmuş"
"Mennân","rahmetinin en şirin cilvelerini gösteren, bitmez tükenmez ikram ve nimetleriyle yarattıklarını güven içinde tutan Allah"
"mevt","ölüm"
"mukabil","karşılık"
"müştak","özlem içinde olan, aşırı istekli ve arzulu"
"müteveccih","yönelik"
"Rahmân","şefkat, merhamet ve rahmet tecellîleri bütün varlıkları kaplayan Allah"
"rahmet","şefkat ve merhamet tecellîsi olan iyilik ve güzellik, ihsan ve ikram"
"saadet-i dareyn","dünya ve âhiret mutluluğu"
"visal","ulaşma, kavuşma"
"vusûl","ulaşma, varma"
"zahiren","görünüşte"
"zindan-ı dünya","dünya zindanı, hapsi"
"batn","karın, mide"
"bostan-ı bekà","devamlı, kalıcı bahçe"
"cennet-i kâzibe-i dünyeviye","aldatıcı dünya cenneti"
"cihazât-ı hayvaniye","hayvana ait organlar; canlı organlar"
"cild-i basit","basit cilt, deri"
"dehliz-i cinan","cennet koridoru, cennet kapısı"
"Ehad","her bir varlık üzerinde birliğinin izleri görünen ve bütün kemâl sıfatların sahibi olan bir Allah"
"ehl-i dalâlet ve tuğyan","doğru yoldan sapmış ve büyük isyan içinde olan kimseler"
"ehl-i dalâlet","doğru yoldan sapmış, sapkın kimseler"
"ehl-i Kur’ân ve iman","Kur’ân ve iman ehli; Kur’ân’ı dinleyip yaşayan ve iman etmiş olan kimseler"
"elîm","üzücü, acı verici"
"firak-ı ebedî","sonsuz ayrılık"
"halk etmek","yaratmak"
"hâtem-i mahsus","özel mühür"
"hâtem-i rububiyet","Allah’ın rablığının, idare ve terbiye ediciliğinin mührü"
"hizmetkâr","hizmetçi"
"icad","var etme, yaratma"
"ihraç","çıkarılma"
"infirad","yalnızlık, tek başına olma"
"inkılâb","dönüşme"
"ithâl olunma","girdirilme, sokulma"
"lahm-ı mahsus","varlığa özel et, özel bir et"
"lezaiz-i muharreme","yasaklanan lezzetler"
"mahbubât","sevilenler, sevgililer"
"mevt","ölüm"
"miftah","anahtar"
"munis","canayakın, dost"
"musahhar","emre hazır, emre boyun eğen"
"mütebayin","ayrı ayrı"
"nescetmek","dokumak"
"nümune","örnek"
"rahmet-i Rahmân","Rahmân’ın rahmeti; şefkat ve merhameti sınırsız olan Allah’ın rahmeti, ikram ve ihsanı"
"Samed","Kendisi hiçbirşeye muhtaç olmayan, ama herşey Kendisine muhtaç olan Allah"
"sırr-ı hikmet-i hilkat","yaratılış hikmetinin, gayesinin sırrı"
"sırr-ı iman","iman sırrı, esprisi"
"sikke-i hassa","özel damga"
"sikke-i kudret","Allah’ın güç ve iktidarının mührü, damgası, işareti"
"su’ban","büyük yılan, ejderha"
"Sultan-ı Ezel ve Ebed","varlığının başlangıcı ve sonu olmayan sonsuz egemenlik ve hâkimiyet sahibi Allah"
"taam","gıda, yiyecek"
"tılsım","sır, gizem"
"turra","sultana, padişaha özel mühür, imza"
"turra-i ulûhiyet","İlâhlık mührü; Allah’ın kâinattaki tasarruf ve hâkimiyeti ile herşeyi kendisine ibadet ve itaat ettirmesini gösteren mühür, imza"
"vahşet-i nisyan","dehşet verici yalnızlık, unutulmuşluk"
"zîhayat","canlı"
"zindan-ı dünya","dünya zindanı, hapsi"
"zindan-ı mezar","mezar zindanı, hapsi"
"belâhet kesbetmek","ahmaklaşmak, aptallaşmak"
"bîçare","çaresiz, zavallı"
"cânip","taraf, yön"
"cerahat","iltihap, irin"
"çare-i necat","kurtuluş çaresi"
"duhul","girme"
"ecanib","yabancılar"
"gafil","duyarsız, sorumsuz; âhiretten ve Allah’ın emir ve yasaklarından habersiz davranan kimse"
"habisat","kötülükler, pislikler"
"hayat-ı dünyeviye","dünya hayatı"
"hayırhah","başkasının iyiliğini isteyen"
"hevâ","faydasız ve gelip geçici arzular"
"hevesat","hevesler ve arzular"
"huruc","çıkma"
"irae etmek","göstermek"
"irşad","doğru yol gösterme"
"istimal etmek","kullanmak"
"kâfi","yeterli"
"lehv","eğlence"
"lehviyat","eğlenceler, oyunlar"
"lû’b","oyun"
"mağrur","gururlu"
"muharremât","dinen yasaklanan, haram kılınan şeyler"
"muslih","ıslah eden, iyileştiren, düzelten"
"müheyyâ","hazır"
"mühim","önemli"
"mürşid","doğru yolu gösteren"
"müvesvis","vesvese veren, şüphe ve kuruntu veren"
"müz’iç","rahatsız edici, sıkıcı"
"müzahrafat","süslü, yaldızlı ve sahte şeyler"
"râyihalı","güzel ve hoş kokulu"
"şeâir","işaretler, İslâma sembol olmuş iş ve ibadetler"
"taharrî etmek","araştırmak"
"tayyibat","güzel ve hoş şeyler"
"teşcî","cesaretlendirme, teşvik etme"
"acz","âcizlik, güçsüzlük"
"acz-ı mutlak-ı beşer","insanın sınırsız, son derece güçsüzlüğü"
"arz-ı bakiye","devamlı, kalıcı yer; âhiret yurdu"
"arz-ı fâniye","gelip geçici yer, dünya"
"bekà","kalıcılık, devamlılık"
"beşer","insan"
"çare-i necat","kurtuluş çaresi"
"daire-i meşrûâ","dinin uygun gördüğü helâl daire"
"dalâlet-âlûd","inkâr ve sapıklıkla dolu"
"derman","güç; kurtuluş sebebi"
"fakr","fakirlik, muhtaçlık"
"fakr-ı beşer","insanın ihtiyaç sahibi olması"
"fena","geçicilik, ölümlülük"
"firak","ayrılık"
"gına-yı mutlaka","sınırsız zenginlik"
"hakikat","asıl, gerçek, doğru"
"hakikî","gerçek, asıl"
"hevâ","faydasız ve gelip geçici arzular"
"hıfz","koruma, muhafaza etme"
"hırz-ı can etmek","bağrına basıp canı gibi korumak"
"hüdâ","hidayet, doğru yol"
"idlâl","doğru yoldan çıkarma, saptırma"
"iktidar-ı mutlaka","sınırsız güç ve kudret"
"istimal etmek","kullanmak"
"izale etmek","yok etmek, ortadan kaldırmak"
"kâfi","yeterli"
"kalb etmek","dönüştürmek"
"Kerîm-i Rahîm","sonsuz ikram ve ihsan sahibi, pek merhametli olan Allah"
"lezaiz","lezzetler"
"lezzet-i hayat","hayatın zevk ve lezzeti"
"lisân","dil"
"musahhar","emre hazır, emre boyun eğen"
"musibetzede","belâya, sıkıntıya düşmüş olan kimse"
"nihayetsiz","sınırsız, sonsuz"
"saadet","mutluluk"
"sakîm","hastalıklı, hasta"
"sefahetperver","yasak zevk ve eğlenceyi çokça seven"
"sûret","çıplak resim, çıplak fotoğraf"
"şakirt","öğrenci"
"şeytan-ı insî","insî şeytan; insan türünden olan şeytan"
"tahvil","dönüştürme"
"tebdil","değiştirme"
"temsil","analoji, kıyaslama tarzında benzetme"
"temyiz etmek","ayırd etmek"
"tenezzüh","gezinti"
"tılsım","herkesin kolayca çözemeyeceği sır, gizem, gizli gerçek"
"vâfi","yeterli, elverişli, uygun"
"zeval","gelip geçicilik, yok oluş, sona erme"
"acip","acayip, tuhaf"
"acz","âcizlik, güçsüzlük"
"âdât","âdetler, alışkanlıklar"
"âlât","âletler, organlar"
"âyât-ı tekviniye","yaratılışa ait âyetler, deliller"
"beşer","insan, insanlık"
"burak","Cennete mahsus bir binek"
"cihet","taraf, yön"
"dalâlet","doğru yoldan ayrılmışlık, sapkınlık"
"desise","hile, aldatma"
"ebedî","sonu olmayan sonsuz"
"ecnebî","yabancı"
"emvâc","dalgalar"
"esed","aslan"
"fakr","fakirlik, muhtaçlık"
"fena","geçicilik, ölümlülük"
"firak","ayrılık"
"fusul","mevsimler"
"gafil","akıbetinden ve sorumluluklarından habersiz"
"hakikat-bîn","hakikatı gören"
"helâket","mahvolma, yok oluş"
"ihtirasat","aşırı hırs ve rağbet uyandırma, hırsa yöneltme, kışkırtma"
"iltizam","gerekli görme, sarılma"
"îsâl","ulaştırma, kavuşturma"
"istiğna etmek","ihtiyaç hissetmemek, yüz çevirip bakmamak"
"iş’ar","şuurlandırma, bilinçlendirme"
"kıraat etmek","okumak"
"Kur’ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur’ân"
"melek-i ra’d","gök gürültüsü için görevli melek"
"mevt","ölüm"
"mukabele etmek","karşılık vermek"
"nara","haykırma, haykırış"
"nisbeten","göre, oranla"
"nur-u İslâm","İslâmın nuru, aydınlığı"
"rahmet-i Rahmân","Rahmân’ın rahmeti; rahmet eserleri bütün varlık âlemini kuşatan Allah’ın rahmeti"
"sadâ","ses"
"Seyyid-i Kerîm","bütün varlıkların sahibi ve onlara sınırsız ikram ve cömertlikte bulunan Allah"
"şeâir","semboller, İslâma sembol olmuş iş ve ibadetler"
"şuur","bilinç, anlayış"
"tefer’unluk","firavunlaşma, kendisini Firavun gibi ilâh seviyesinde görme"
"tefrik","birbirinden ayırma"
"temevvüc etme","dalgalanma"
"terk-i şeair-i İslâmiye","İslâma sembol olan iş ve ibadetleri terk etme"
"tilmiz","talebe, öğrenci"
"usur","asırlar, çağlar"
"vesvese","kuruntu, şüphe"
"vusul","kavuşma, erişme"
"zeval","geçip gitme, sona erme"
"zira","çünkü"
"âciz","güçsüz, savunmasız"
"acz","âcizlik, güçsüzlük"
"akl-ı beşer","insan aklı"
"cemâl-i esmâ","isimlerin güzelliği"
"Cenâb-ı Kadîr-i Zülcelâl","kudreti herşeyi kuşatan ve sonsuz haşmet ve yücelik sahibi olan Allah"
"cihet","taraf, yön"
"cilve-i cemâl-i mücerred-i esmâ-i İlâhî","İlâhî isimlerdeki mücerret (soyut) güzelliğin tecellîsi, yansıma ve görüntüsü"
"dehşetli","korkunç"
"elem","acı, keder, sıkıntı"
"elîm","acı ve sıkıntı veren"
"elvâh-ı mütehavvile","değişen levhalar"
"esmâ-i hüsnâ","Cenâb-ı Hakkın güzel isimleri"
"fakr","fakirlik, muhtaçlık"
"fevkinde","üstünde"
"gayet","son derece"
"hadsiz","sayısız, sınırsız"
"Hâlık-ı Zülcelâl","sonsuz büyüklük ve azamet sahibi, herşeyi yaratan Allah"
"hayvânat","hayvanlar"
"iktidar","güç, kuvvet"
"irşad-ı Kur’ânî","Kur’ân’ın irşadı, doğru ve hak yolu göstermesi"
"istiğna","ihtiyaç duymama, minnetsizlik"
"istinad","dayanma, güvenme"
"itimat etme","dayanma, güvenme"
"izale etmek","gidermek, yok etmek"
"Kadîr-i Mutlak","sınırsız kudret ve iktidar sahibi Allah"
"kalem-i kudret","Allah’ın kudret kalemi"
"lâtif","güzel, hoş"
"leziz","lezzetli"
"lezzet-i hayat-ı dünyeviye","dünya hayatının lezzeti"
"merâkib","binekler"
"merâyâ","aynalar"
"mevcudât-ı seyyale","akıp giden varlıklar; varlık dünyasına çıkıp sonra kaybolan"
"mutlak","sınırsız"
"müşahede etmek","seyretmek, gözlemlemek"
"müz’iç","sıkıntı veren, rahatsız edici"
"neş’et etmek","doğmak, kaynaklanmak"
"nihayetsiz","sınırsız, sonsuz"
"nokta-i istinad","dayanak noktası"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"semerat","meyveler, neticeler"
"sem-i îkan","iyi dinlemek, inanarak dinlemek"
"seyir","gezme"
"seyl","sel"
