"kelime","anlam"
"maruz kalma","birşeyin tesirinde ve karşısında kalma"
"musibet","belâ, felâket, sıkıntı"
"mütemâdi","aralıksız, devamlı"
"müteveccih","yönelen, yönelik"
"nazar","bakış (bk. n-ẓ-r)"
"Rahîm","çok merhametli; rahmetinin çok özel tecellileri olan ve sonsuz şefkat ve merhamet sahibi Allah (bk. r-ḥ-m)"
"Rahmân","bütün yarattıklarını esirgeyip koruyan, şefkat eden ve rızıklandıran sonsuz rahmet sahibi Allah (bk. r-ḥ-m)"
"rahmet","şefkat, merhamet (bk. r-ḥ-m)"
"Rezzâk","bütün varlıkların rızıklarını bol bir şekilde tekrar tekrar veren ve ihtiyaçlarını karşılayan Allah (bk. r-z-ḳ)"
"rikkat","acıma, yufka yüreklilik"
"saadet-i ebediye","sonsuz mutluluk (bk. e-b-d)"
"seyahat-i hayaliye","hayalî yolculuk"
"sûret","şekil, biçim (bk. ṣ-v-r)"
"sûretinde","şeklinde (bk. ṣ-v-r)"
"şefkat","acıma, merhamet (bk. ş-f-ḳ)"
"şekvâ","şikâyet"
"şükür","teşekkür, övgü (bk. ş-k-r)"
"tasavvurât","düşünceler, hayaller (bk. ṣ-v-r)"
"tulû etmek","doğmak"
"zaaf","zayıflık, kuvvetsizlik"
"zevâl","geçip gitme, gidip kaybolma (bk. z-v-l)"
"zîhayat","canlı, hayat sahibi"
"zulümat-ı ebedî","sonsuz karanlık, Cehennem (bk. ẓ-l-m; e-b-d)"
"Âdil","sonsuz adalet sahibi, adaletle iş gören, herşeyin hakkını veren Allah (bk. a-d-l)"
"âhiret","öteki dünya, öldükten sonraki hayat"
"aynelyakîn","gözlem ve müşahedeye dayanarak, kuşkuya yer bırakmayacak şekilde kesin bilme (bk. y-ḳ-n)"
"Bâis","ölüleri ve ölmüş olan gönülleri dirilten Allah (bk. b-a-s)"
"bîçare","çaresiz, zavallı"
"Cehennemî","Cehenneme benzeyen"
"Cenâb-ı Hak","Hakkın ta kendisi olan şeref ve yücelik sahibi Allah (bk. ḥ-ḳ-ḳ)"
"dalâlet","hak ve doğru yoldan ayrılma, sapkınlık (bk. ḍ-l-l)"
"elhamdü lillâh","“ezelden ebede her türlü hamd ve övgü Allah’a mahsustur” (bk. ḥ-m-d)"
"eşşükrü lillâh","“ezelden ebede bütün şükürler ancak Allah’adır” (bk. ş-k-r)"
"feryat","çaresizlik içinde bağırıp çağırma"
"Gafûr","bağışlaması sürekli olan ve günahları her zaman bağışlayan Allah"
"hadsiz","sınırsız"
"Hakîm","hikmetle iş gören ve herşeyi belirli maksat ve faydalara uygun şekilde tam yerli yerinde yaratan Allah (bk. ḥ-k-m)"
"hâlet","durum, hâl"
"Hâlık-ı Arz ve Semâvât","gökleri ve yeri yaratan Allah (bk. ḫ-l-ḳ; s-m-v)"
"hikmet-i Kur’âniye ve imaniye","Kur’ân ve iman gerçeklerine dayanan hikmet (bk. ḥ-k-m; e-m-n)"
"itaat etme","emre uyma"
"kàbil","kabiliyetli; elverişli"
"kabir","mezar"
"kavânin-i ilmiye","ilmî kanunlar (bk. ḳ-n-n; a-l-m)"
"Kerîm","sonsuz cömertlik ve ikram sahibi olan Allah (bk. k-r-m)"
"kuvvet-i iman","imanın kuvveti (bk. e-m-n)"
"küre-i arz","yer küre; dünya"
"letâif-i insaniye","insan yapısında bulunan duygular, ince hisler (bk. l-ṭ-f)"
"Mâlik","sahip; herşeyin gerçek sahibi olan Allah (bk. m-l-k)"
"mezaristan","mezarlık"
"Muhsin","yarattıklarına bağış ve iyiliklerde bulunan Allah (bk. ḥ-s-n)"
"Muhyî","hayat veren, cansız varlıkları canlandıran Allah (bk. ḥ-y-y)"
"müstaid","müsait, elverişli, uygun (bk. a-d-d)"
"nev-i insan","insan türü, insanlık"
"nuranî","nurlu, aydınlık (bk. n-v-r)"
"Rab","yaratılış gayelerine ulaşmaları için her bir varlığa muhtaç olduğu şeyleri veren, onları terbiye eden ve idaresi ve egemenliği altında bulunduran Allah (bk. r-b-b)"
"Rahmân","bütün yarattıklarını esirgeyip koruyan, şefkat eden ve rızıklandıran sonsuz rahmet sahibi Allah (bk. r-ḥ-m)"
"seyahat-i hayaliye","hayalen yapılan yolculuk"
"sür’atli","hızlı"
"tulû etmek","doğmak"
"umum","bütün"
"vahşetli","dehşet veren, ürkütücü"
"Vâris","herşeyin gerçek sahibi ve vârisi olan ve herşeyin mülkünü elinde tutan Allah"
"vaziyet","durum"
"yakînen","kesin olarak (bk. y-ḳ-n)"
"zelzeleli","sarsıntılı"
"zerrât-ı kâinat","kâinatın atomları, zerreleri (bk. k-v-n)"
"zerrât-ı vücud","bedenin atomları, zerreleri (bk. v-c-d)"
"zulümat","karanlıklar (bk. ẓ-l-m)"
"âfâk","ufuklar; insanın dış dünyasında bulunan varlıklar ve cereyan eden olaylar"
"Alîm","herşeyi hakkıyla bilen, ilmi herşeyi kuşatan, sonsuz ilim sahibi Allah (bk. a-l-m)"
"asır","yüzyıl"
"azamet","büyüklük (bk. a-ẓ-m)"
"azap","acı, sıkıntı, ceza"
"beşer","insan"
"cereyan","akım, hareket"
"cilve","görüntü, yansıma"
"dalâlet","hak ve doğru yoldan sapma, ayrılma (bk. ḍ-l-l)"
"derece-i iman","iman derecesi, seviyesi (bk. e-m-n)"
"ehl-i dalâlet","doğru ve hak yoldan sapanlar, sapkın kimseler (bk. ḍ-l-l)"
"ehl-i hidayet","doğru yolda olanlar, iman nimetine ermiş kimseler (bk. h-d-y)"
"ehl-i iman ve salâhat","Allah’a iman eden ve Allah’ın emir ve yasaklarına göre hareket eden insanlar (bk. e-m-n; ṣ-l-ḥ)"
"ehl-i sefahet ve dalâlet","yasak eğlence ve zevklere düşkün olan, doğru ve hak yoldan sapan, sapık kimseler (bk. ḍ-l-l)"
"elhamdü lillâhi alâ ni’meti’l-iman","iman nimetini veren Allah’a hamdolsun (bk. ḥ-m-d; e-m-n)"
"erzak","rızıklar; Allah’ın ihsan ettiği nimetler, yiyecek ve içecekler (bk. r-z-ḳ)"
"fen","maddî ilimler, deney ve tecrübeye dayalı bilimler"
"gaflet basma","önemli bir mesele hakkında duyarsız kalma"
"hakikî","asıl, gerçek (bk. ḥ-ḳ-ḳ)"
"hâlet","durum"
"hüccet","güçlü, sarsılmaz delil"
"iptal-i his","duyguları duyarsız ve işlemez hâle getirme"
"Kadîr","herşeye gücü yeten, herşeyi yapabilen, sonsuz güç ve kudret sahibi Allah (bk. ḳ-d-r)"
"kâfi","yeterli"
"kıyasen","kıyaslama yaparak; bu ölçeğe göre"
"küfr-ü inadî","inatla inkârdan vazgeçmeme (bk. k-f-r)"
"küfr-ü mutlak","tam bir küfür, inkâr ve inançsızlık; hiçbir dinî, kutsal değere inanmama ve onları inkâr etme (bk. k-f-r)"
"küre-i arz","yerküre, dünya"
"mahsulât","neticeler, ürünler"
"memleket-i Rabbâniye","herşeyin Rabbi ve sahibi olan Allah’ın mülkü; bütün varlıklar âlemi (bk. m-l-k; r-b-b)"
"muhakkik","gerçekleri araştıran ve delilleriyle bilen (bk. ḥ-ḳ-ḳ)"
"muntazam","düzenli, intizamlı (bk. n-ẓ-m)"
"musahhar","emre itaat eden, bir otoritenin emirlerine boyun eğen"
"muvakkaten","geçici olarak"
"muvazene","karşılaştırma (bk. v-z-n)"
"müheyyâ","hazırlanmış olan"
"Müsahhirü’ş-Şemsi ve’l-Kamer","Aya ve Güneşe boyun eğdiren ve onları itaat ettiren, Allah"
"nazar","bakış, dikkat (bk. n-ẓ-r)"
"nev’","çeşit, tür"
"nisbeten","oranla (bk. n-s-b)"
"Rabbü’s-Semâvâti ve’l-Arz","göklerin ve yerin Rabbi, Allah (bk. r-b-b; s-m-v)"
"rahmet","şefkat, merhamet (bk. r-ḥ-m)"
"rububiyet","Rablık, terbiye edicilik; her bir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması (bk. r-b-b)"
"şimendifer","tren"
"takdir etme","kıymet bilme, birşeyin değerini kavrama"
"tayyare","uçak"
"tecelliyat","tecelliler, yansımalar (bk. c-l-y)"
"temerrüd","inat etme, ayak direme"
"tenezzüh","gezinti, seyir (bk. n-z-h)"
"tulû etme","doğma"
"zerrât","atomlar"
"zîruh","ruh sahibi, ruh taşıyan canlı"
"bilmüşahede","görerek, gözlem yapmak sûretiyle (bk. ş-h-d)"
"burhan","güçlü delil"
"Cenâb-ı Hak","Hakkın ta kendisi olan şeref ve yücelik sahibi Allah (bk. ḥ-ḳ-ḳ)"
"dalâlet","hak ve doğru yoldan ayrılma, sapıklık (bk. ḍ-l-l)"
"firavunluk","kendini Firavun gibi tanrı seviyesine çıkaracak derecede büyük görme"
"galebe etme","üstün gelme"
"hadsiz","sonsuz, sınırsız"
"hakaik-i iman","iman hakikatleri, esasları (bk. ḥ-ḳ-ḳ; e-m-n)"
"hakikat","gerçek, esas (bk. ḥ-ḳ-ḳ)"
"hakikat-i kudsiye","İlâhî, kutsî kaynağa bağlı olan gerçek (bk. ḥ-ḳ-ḳ; ḳ-d-s)"
"hakikat-i Kur’âniye","Kur’ânî hakikat, Kur’ân’a ait gerçek (bk. ḥ-ḳ-ḳ)"
"hidayet","doğru ve hak yol (bk. h-d-y)"
"hilkat-i âlem","bütün varlıklar âleminin yaratılışı (bk. ḫ-l-ḳ)"
"hüccet","delil, kanıt"
"hücum","saldırı"
"ihtar etme","hatırlatma"
"izale","giderme"
"kâfir-i mutlak","tam inkârcı; hiçbir dinî, kutsal değere inanmayan ve onları inkâr eden (bk. k-f-r; ṭ-l-ḳ)"
"kâinat","evren, bütün yaratılmışlar (bk. k-v-n)"
"Kur’ân-ı Mu’cizü’l-Beyan","açıklamaları mu’cize olan ve açıklamalarıyla akılları âciz bırakan Kur’ân (bk. a-c-z; b-y-n)"
"küfr-ü meşkûk","şüphe içinde kâfir olma (bk. k-f-r)"
"küfr-ü mutlak","tam bir küfür, inkâr; hiçbir kutsal değere inanmama şeklindeki imansızlık (bk. k-f-r; ṭ-l-ḳ)"
"lemeat","parıltılar"
"mağlup olma","yenilme"
"mecmua","belirli konularda kaleme alınan yazıların bir kitap halinde toplanmasıyla ortaya çıkan eser; Tılsımlar Mecmuası isimli risale"
"mevkıf","bölüm, kısım"
"mezkûr","anılan, sözü geçen"
"mu’cize-i mâneviye","insanların benzerini yapmada âciz kaldıkları mânevî mu’cize (bk. a-c-z; a-n-y)"
"muamma","anlamı gizli ve zor anlaşılır şey"
"muannid","inatçı, direnen"
"muâraza etme","karşı gelme, saldırma"
"mukayese","kıyaslama (bk. ḳ-y-s)"
"muvazene","karşılaştırma (bk. v-z-n)"
"mütemerrid","inatçı, inadında ısrar eden, dik kafalılık yapan"
"sair","diğer, başka"
"sefahet","yasak zevk ve eğlencelere düşkünlük; yararı zararı fark edememe hâli"
"şükür","teşekkür, övgü (bk. ş-k-r)"
"tecavüzat","tecavüzler, saldırılar"
"tecellî etme","görünme, yansıma (bk. c-l-y)"
"Tılsımlar Mecmuası","din, iman ve Kur’ân’ın yüzlerce sır ve tılsımlarını keşfedip açıklayan Risale-i Nur’dan derlenmiş bir kitaptır (bk. bilgiler)"
"tiryak","derman, ilâç"
"umumî","genel, bütün"
"vahdâniyet-i İlâhiye","Allah’ın birliği; ortağının ve benzerinin olmayışı (bk. v-ḥ-d; e-l-h)"
"zerre","atom"
"ehl-i dalâlet","doğru ve hak yoldan sapanlar, sapık kimseler (bk. ḍ-l-l)"
"ehl-i hidâyet","doğru yolda olanlar, iman nimetine ermiş olanlar (bk. h-d-y)"
"inşaallah","Allah’ın izni ve dilemesiyle"
"lezâiz-i cennet","cennet lezzetleri"
"mecmuacık","küçük çaplı bir eser; kitapçık"
"neşretme","kitap gibi okunacak şeylerin basılıp dağıtılması, yayımlama"
"zakkum","Cehennemde bulunan bir ağaç"
"ahlâk-ı hasene","güzel ahlâk (bk. ḫ-l-ḳ; ḥ-s-n)"
"Aleyhissalâtü Vesselâm","Allah’ın salât ve selâmı onun üzerine olsun (bk. ṣ-l-v; s-l-m)"
"Arabî","Arapça"
"arz etme","sunma"
"beşer","insanlık"
"beyan etme","açıklama (bk. b-y-n)"
"bi'set","gönderilme; bir zâtın peygamber olarak Allah tarafından gönderilmesi"
"Câmi-i Emevî","Şam’da bulunan tarihî bir camiin adı (bk. bilgiler – Câmiü’l-Emevî)"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah (bk. ḥ-ḳ-ḳ)"
"haddimin fevkinde","sınır ve kapasitemin üzerinde"
"hadsiz","sınırsız"
"Hâlık","Yaratıcı; herşeyi yaratan Allah (bk. ḫ-l-ḳ)"
"hamd","şükür ve minnet duyma, övgü (bk. ḥ-m-d)"
"haslet","huy, karakter"
"hikmet","gaye ve fayda; sır (bk. ḥ-k-m)"
"irşad","doğru yolu gösterme (bk. r-ş-d)"
"lisân-ı hâl","hâl dili, beden dili"
"medrese","okul, eğitim yeri"
"minber","câmide hutbe okunan yer"
"misâl","örnek (bk. m-s̱-l)"
"nisbeten","oranla, kıyasla (bk. n-s-b)"
"rahmet-i İlâhiye","Allah’ın herşeyi kuşatan sonsuz rahmeti (bk. r-ḥ-m; e-l-h)"
"sabî","ergenlik çağına gelmemiş çocuk"
"salât ve selâm","dua ve selâm (bk. ṣ-l-v; s-l-m)"
"salât","Peygamberimiz için yapılan dua ve niyaz (bk. ṣ-l-v)"
"takdim etme","sunma"
"talebe","öğrenci"
"tasvib","uygun bulma, onaylama"
"tekmil etme","tamamlama, en mükemmel hâle getirme (bk. k-m-l)"
"ulema","âlimler (bk. a-l-m)"
"üstad","hoca, öğretmen"
"Zât-ı Vacibü'l-Vücud","varlığı zorunlu olan, var olmak için hiçbir sebebe ihtiyacı olmayan Zât, Allah (bk. v-c-b; v-c-d)"
"zîhayat","canlı, hayat sahibi (bk. ẕî; ḥ-y-y)"
"adavet","düşmanlık"
"âlem-i İslâm","İslâm dünyası (bk. a-l-m; s-l-m)"
"bâhusus","özellikle; bilhassa"
"beşer","insanlık"
"beyan etme","açıklama (bk. b-y-n)"
"bilhassa","özellikle"
"binaen","-dayanarak"
"cemaat","topluluk (bk. c-m-a)"
"Asr-ı Saadet","Peygamber Efendimizin (a.s.m.) yaşadığı dönem, mutluluk asrı"
"avam","halk tabakası"
"bilâkis","aksine, tersine"
"burhan","güçlü delil (bk. d-l-l)"
"cihet","yön"
"dâvâ","iddia (bk. d-a-v)"
"delil-i yakinî","şüphe edilmeyecek derecede kesin olan delil (bk. y-ḳ-n)"
"ecnebî","yabancı (Batılı, Avrupalı)"
"ehl-i İslâm","Müslümanlar"
"etbâ","tabi olanlar, bağlananlar"
"hakaik","gerçek mahiyetler, asıl ve esaslar (bk. ḥ-ḳ-ḳ)"
"hakaik-i Kur'âniye ve imaniye","Kur’ân ve imana ait hakikatler, gerçekler (bk. ḥ-ḳ-ḳ)"
"hakikat","gerçek (bk. ḥ-ḳ-ḳ)"
"hakikat-i İslâmiyet","İslâmın temelini meydana getiren gerçekler (bk. ḥ-ḳ-ḳ; s-l-m)"
"hakikî","asıl, gerçek (bk. ḥ-ḳ-ḳ)"
"hâkim","hükmeden, egemenliği yürüten, egemen (bk. ḥ-k-m)"
"hakkaniyet","doğruluk, gerçekçilik (bk. ḥ-ḳ-ḳ)"
"hercümerc","karmakarışık"
"ihtilâl","ayaklanma, karışıklık"
"istidad","yetenek (bk. a-d-d)"
"istikbâl","gelecek zaman"
"kabil","kabiliyetli, müsait"
"kader-i İlâhî","İlâhî kader; Allah’ın meydana gelecek hâdiseleri olmadan önce takdir etmesi, plânlaması (bk. ḳ-d-r; e-l-h)"
"mağlûp eden","yenilgiye uğratan"
"mânen","mânevî olarak (bk. a-n-y)"
"mânen","mânevî yönden (bk. a-n-y)"
"maruz kalma","yüz yüze gelme, karşılaşma"
"mâzi","geçmiş zaman"
"muhakeme-i akliye","bir mesele üzerinde akıl yoluyla değerlendirmelerde bulunma, akıl yürütme (bk. ḥ-k-m)"
"mukaddemat","öncüller, hazırlık bölümleri (bk. ḳ-d-m)"
"müşevveş","dağınık, karışık, düzensiz"
"nisbet","kıyas, oran (bk. n-s-b)"
"nisbetinde","ölçüsünde, oranında (bk. n-s-b)"
"sair","başka, diğer"
"salâbet","katılık; dinin emirlerini korumada ve uygulamada sağlam durma, ciddiyet"
"sûret","şekil (bk. ṣ-v-r)"
"şehadet","şahidlik, tanıklık (bk. ş-h-d)"
"taassup","birşeye çok sıkı şekilde sarılma, sorgusuz ve muhakemesiz olarak ona bağlanma"
"taklidî","araştırmaksızın taklide dayanan"
"tedennî","alçalma, gerileme"
"temeddün","medenileşme"
"terakki","ilerleme, kalkınma, yükselme"
"tevahhuş etme","ilkelleşme"
"vahşet","ilkellik"
"vukuat","olanlar, meydana gelmiş hâdiseler"
"zaafiyet","zayıflık"
"zikretme","anma"
"ziyade","fazla"
"acz-i beşerî","insanî zayıflık ve güçsüzlük (bk. a-c-z)"
"âhiret","öldükten sonraki sonsuz hayat"
"ahlâk-ı İslâmiye","İslâmî ahlâk (bk. ḫ-l-ḳ; s-l-m)"
"bedbaht","mutsuz, talihsiz"
"beşer","insanlık"
"burhan","güçlü delil, kanıt (bk. d-l-l)"
"cemaat","topluluk (bk. c-m-a)"
"dahil olma","katılma"
"dahilî","içe ait, içeride olan"
"dâvâ","iddia (bk. d-a-v)"
"dehâlet etme","dahil olma, katılma"
"din-i hakkın cevheri","hak din olan İslâmın en değerli cevheri ve özü; iman"
"ebed","sonsuzluk (bk. e-b-d)"
"ef'âl","fiiler, işler (bk. f-a-l; e-l-h)"
"fakr","fakirlik, ihtiyaç hâli (bk. f-ḳ-r)"
"fenler","ilim dalları"
"hadsiz","sayısız, sınırsız"
"hakaik-i imaniye","iman hakikatleri, esasları (bk. ḥ-ḳ-ḳ; e-m-n)"
"hakikat","gerçek (bk. ḥ-ḳ-ḳ)"
"harb-i umumî","dünya savaşı (Birinci ve İkinci Dünya Savaşları)"
"hâricî","dışa ait, dışta bulunan"
"haşiye","dipnot, açıklayıcı not"
"hatip","konuşan, hitap eden (bk. ḫ-ṭ-b)"
"hayvanat","canlılar (bk. ḥ-y-y)"
"hususan","bilhassa, özellikle"
"ihtiyâcât","ihtiyaçlar (bk. ḥ-v-c)"
"ikazat","ikazlar, uyarılar"
"iltica etme","sığınma"
"insaniyet","insanlık"
"intibaha gelme","uyanma, kendine gelme"
"istibdad-ı mutlak","sınırsız bir baskı yönetimi, mutlak diktatörlük (bk. ṭ-l-ḳ)"
"istimdad","yardım isteme"
"istinat","dayanak (bk. s-n-d)"
"ittifak","anlaşma, uyuşma"
"izhar etme","gösterme, açığa çıkarma (bk. ẓ-h-r)"
"kat'î","kesin bir şekilde"
