"kelime","anlam"
"halk etmek","yaratmak"
"ilm-i tabakatü’l-arz","yeraltı ilmi, jeoloji"
"inbisat","genişleme, yayılma"
"inkılâp","dönüşme"
"inkişaf","açılma, gelişme"
"işârât","işaretler"
"kâinat","evren, yaratılmış herşey"
"kamer","ay"
"kübrâ","büyük"
"mahlûk","yaratık"
"malûm","bilinen"
"medar-ı senevî","(dünyanın) güneş etrafındaki bir yıllık yörüngesi"
"menzil","yer, mekân"
"meydan-ı haşir","haşir meydanı"
"muvafık","uygun"
"münasebettar","ilgili, bağlantılı"
"münasip","uygun"
"nısf-ı kutr-u arz","dünyanın yarıçapı"
"perde-i gayb","mânevî âlemleri gözümüzden saklayan perde"
"rivâyât","rivayetler, nakledilen şeyler"
"rivayet-i hadis","Peygamberimizden rivayet edilen söz, emir veya davranışlar"
"sekene","sâkinler, ikâmet edenler"
"suğrâ","küçük"
"şedit","şiddetli"
"şiddet-i hararet","sıcaklığın şiddeti"
"tezayüd","artma"
"vezâif","vazifeler, görevler"
"vücud","varlık"
"âlem-i nur","nur âlemi"
"arz","yer, dünya"
"azamet-i kudret","kudret ve düzenin büyüklüğü"
"Cehennem-i Kübrâ","Büyük Cehennem"
"Cehennem-i Suğra","Küçük Cehennem"
"ebed","sonu olmayan, sonsuzluk"
"ehl-i azâp","azâp ve ceza görecek kimseler"
"Fâtır-ı Hakîm","herşeyi hikmetle ve harika üstün san’atıyla yoktan yaratan Allah"
"Hakîm-i Zülkemâl","sonsuz kemâl sahibi ve herşeyi hikmetle yaratan Allah"
"hararet","sıcaklık"
"haşmet-i Rububiyet","Rablığın haşmeti; Allah’ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurmasının görkemi"
"hikmet","herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde olması"
"hikmet-i İlâhiye","Allah’ın hikmeti; herşeyi belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde yaratması"
"intizam","düzenlilik, tertip"
"ism-i Hakîm","Allah’ın herşeyi hikmetle yaptığını bildiren ismi"
"iş’âl","tutuşturma"
"Kadîr-i Zülcelâl","kudreti herşeyi kuşatan ve sonsuz haşmet ve yücelik sahibi olan Allah"
"kamer","ay"
"kemâl-i hikmet","hikmet ve düzenin mükemmelliği"
"mahpes","hapis yeri"
"mâlik","sahip"
"medar-ı senevî","(dünyanın) güneş etrafındaki bir yıllık yörüngesi"
"mesken","yer"
"müntehâ","son nokta, uç"
"nar","ışığı olmayan ateş"
"nur","aydınlık, ışık"
"nuranî","nurdan yaratılmış"
"raptetmek","bağlamak"
"saltanat-ı rububiyet","Rablık saltanatı; Allah’ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"semâ","gök"
"seyyârât","gezegenler"
"sür’at-i seneviye","dünyanın yıllık hızı"
"şecere-i hilkat","yaratılış ağacı"
"şemsü’ş-şumus","güneşler güneşi, en büyük güneş"
"tevkil","vekil tayin etme"
"vezâif","vazifeler, görevler"
"Zât-ı Zülcelâl","sonsuz haşmet ve yücelik sahibi Zât, Allah"
"âlâ","yüce ve yüksek yer"
"aşk-ı hakikî","gerçek aşk; gerçek güzellik sahibi olan Allah'a duyulan sevgi"
"aşk-ı mecazî","gerçek olmayan aşk; geçici ve sınırlı bir güzelliğe karşı duyulan sevgi"
"âyine-i esmâ","Allah'ın isimlerini gösteren ayna, varlıklar"
"bâki","devamlı, kalıcı, ölümsüz"
"cereyan","hareket"
"ehl-i dalâlet ve gaflet","doğru ve hak yoldan sapmış, inançsız ve âhiretten habersiz, mânevî sorumluluklarına karşı duyarsız kimseler"
"ekser","pekçok"
"esfel","aşağı ve alçak yer"
"fâni","geçici, ölümlü"
"fenâ","gelip geçicilik, ölümlülük"
"fena","kötü"
"gayr-ı meşru","helâl olmayan, dine aykırı"
"habîsât","kötü ve çirkin şeyler"
"haricî","dışa ait"
"iltibas","karıştırma"
"inkılâp","dönüşme"
"Kahhâr-ı Zülcelâl","sonsuz haşmet ve yücelik sahibi olan ve herşeye her zaman mutlak galip gelen ve kahretmeye gücü yeten Allah"
"kahr","mahvetme, yok etme"
"mahsulât","mahsuller, ürünler"
"mahsulât-ı mâneviye-i arziye","yeryüzünün mânevî ürünleri"
"mecazî","gerçek olmayan"
"mevcudat-ı seyyâle","devamlı akıp giden varlıklar"
"mezraa-i âhiret","âhiretin tarlası"
"muvaffak","başarılı olma"
"müzahrefât","süprüntüler, atıklar"
"nas","insanlar"
"nuranî","nurlu, parlak"
"Rahmân-ı Zülcemâl","sonsuz güzellik sahibi ve kullarına karşı çok merhametli olan ve rahmet eserleri bütün varlık âlemini kuşatan Allah"
"rahmet","şefkat, merhamet"
"sâfiyât","saf ve temiz şeyler"
"sakîl","ağır"
"seyl","sel, akıntı"
"seyl-i şuûnât","olayların, iş ve fiillerin akışı"
"silsile-i kâinat","kâinat zinciri, varlık halkaları"
"süflî","aşağı, alçak"
"tayyibât","iyi ve güzel şeyler"
"tecellîgâh","yansıma ve görünme yeri"
"tecemmu","birikme, toplanma"
"ulvî","yüksek, yüce"
"yakin","şüpheye yer bırakmayacak derecede kesinlik"
"zâil","geçici, yok olucu"
"zeval","geçip gitme, sona erme"
"âfâk","dış dünya"
"âhiret","öteki dünya, öldükten sonraki hayat"
"ahkâm","hükümler, esaslar"
"âlem","dünya"
"aşk-ı hakikî","gerçek aşk; gerçek güzellik sahibi olan Allah’a duyulan sevgi"
"bina","yapma, kurma"
"cilve-i esmâ-i İlâhiye","Allah’ın isimlerinin görüntüsü"
"derk etmek","anlamak, kavramak"
"dest-i inâyet","koruyucu el"
"endam","boy"
"fâni","gelip geçici, ölümlü"
"fevâid","faydalar"
"hâkezâ","böylece, bunun gibi"
"hakikat","gerçek, doğru"
"hakikî","gerçek, doğru"
"harap","yıkma, yok etme"
"haricî","dışa ait"
"heyet","şekil, suret, yapı"
"hissiyat","hisler, duygular"
"hususî","özel"
"inkılâp","dönüşme"
"intikal","geçme"
"mazhar","erişme, sahip olma"
"mecazî","gerçek olmayan"
"menzil","durak, yer"
"misalî","görüntüden ibaret"
"muhabbet","sevgi"
"muvakkat","geçici"
"nefis","kişinin kendisi"
"nukuş-u esmâ-i İlâhiye","Allah’ın güzel isimlerinin nakışları, işlemeleri"
"sahife-i a’mâl","iş ve davranışların yazıldığı sayfa"
"semere","meyve, sonuç"
"şedit","şiddetli"
"tabiat","doğa, canlı cansız bütün varlıklar, maddî âlem"
"tağyir","değiştirme"
"talep","istek"
"tasarruf","kullanma ve yönetme"
"temsil","kıyaslama tarzında benzetme, analoji"
"temsil etmek","adına hareket etmek"
"tenvir","nurlandırma, aydınlatma"
"uhrevî","âhirete ait"
"umumî","genel, herkese ait"
"zâil","geçici, yok olucu"
"zeval","geçip gitme, sona erme"
"ziynet","süs"
"âyine-i ervah","ruhların aynası"
"azap","acı, şiddetli sıkıntı"
"bâki","devamlı, kalıcı, sonsuz"
"cemâl-i münezzeh","kusur ve çirkinlikten uzak güzellik"
"cilve","görüntü, akis"
"daimî","devamlı, sürekli"
"elem","acı, keder, üzüntü"
"esmâ","isimler"
"farz etmek","varsaymak"
"fenâ","gelip geçicilik, ölümlülük"
"firkat","ayrılık"
"gaflet","âhirete, Allah’ın emir ve yasaklarına duyarsız davranma hâli, umursamazlık"
"hadsiz","sınırsız"
"hissiyat","hisler, duygular"
"hüsn-ü mukaddes","kutsal ve kusursuz güzellik"
"ihsan","bağış, iyilik, lütuf"
"ihsas","hissettirme"
"inkılâp","dönüşme"
"lâyemut","ölümsüz"
"mahlûkat","yaratıklar"
"maruz","tesiri altında ve karşısında olma"
"mevt","ölüm"
"meyusâne","ümitsizce"
"muhabbet","sevgi"
"rikkat","acıma"
"sürur","mutluluk, sevinç"
"şedit","şiddetli"
"şefkat","içten ve karşılıksız merhamet, sevgi"
"şevk","şiddetli arzu ve istek"
"tahsin","güzelleştirme"
"tecdid-i lezzet","lezzeti yenileme, tazeleme"
"tenvir-i daimî","daimî, sürekli aydınlık, aydınlatma"
"teşhir-i san’at","san’atın sergilenmesi"
"tevellüt","doğma, meydana gelme"
"tezyid-i hüsün","güzelliğin ziyadeleşmesi, artması"
"tezyin","süsleme"
"tiryak","ilaç, derman"
"ulvî","yüksek, yüce"
"umumî","genel, herkese ait"
"ye’s-i mutlak","tam bir ümitsizlik"
"yetimâne","yetimce"
"Zât-ı Bâkî","kendi varlığı sonsuza kadar devam eden ve dilediği varlığa bekâ veren, onları sonsuz ve kalıcı hale getiren Zât; Allah"
"zeval","geçip gitme, sona erme"
"zîhayat","hayat sahibi, canlı"
"biçare","çaresiz"
"biraderzade","kardeş çocuğu, yeğen"
"ehl-i dalâlet","hak ve doğru yoldan sapmış, inançsız kimseler"
"ehl-i ilmi","ilim ehli kimseler"
"enbiya","nebîler, peygamberler"
"esbab","sebebler"
"fiilen","davranışla"
"hak","doğru, gerçek"
"haslet","huy, karakter"
"insaf","merhamet ve adâlet dâiresinde hareket, vicdana uygun davranış"
"irsiyet","soya çekim, aslından gelen benzerlik"
"istiğna","tokgönüllülük, ihtiyaç duymama"
"istinat","dayanma"
"ittiham","suçlama"
"ittibâ","tabi olma, uyma"
"kaide","düstur, prensip"
"Kur’ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur’ân"
"malûm","bilinen"
"medar-ı maişet","geçim kaynağı"
"meşakkat","sıkıntı, zorluk"
"mezkûr","adı geçen"
"minnet","iyilik karşısında kendini borçlu hissetme"
"mükellef","yükümlü, görevli"
"münasebet","bağlantı, ilişki"
"neşretme","yayma"
"neşr-i hak","hakkı ve doğruyu yayma"
"salisen","üçüncü olarak"
"sun’î","uydurma, yapmacık"
"tekzip","yalanlama"
"tezehhüd","yapmacık bir tarzda dindar görünme"
"vasıta-i cer","dilencilik vasıtası"
"ahz-ı mal","mal ve servet toplayıp biriktirme"
"âlâ","en üstün, en kıymetli"
"bakiye-i ömür","geriye kalan ömür"
"beyan","açıklama"
"ekseriya","genellikle"
"emâre","işaret, belirti"
"esbab","sebebler"
"gafil","duyarsız, sorumsuz, âhiretten ve Allah’ın emir ve yasaklarından habersiz davranan kimse"
"gayr","diğer, başkası"
"hususan","bilhassa, özellikle"
"iktisat","tutumluluk"
"istiğna","tokgönüllülük, ihtiyaç duymama"
"istinaden","dayanarak"
"kaide","düstur, prensip"
"kanaat","kısmetine razı olma, Allah’ın nasip ettiği rızıkla yetinme"
"kat’î","kesin"
"kerem","cömertlik, ikram"
"libas","elbise"
"mânen","mânevî olarak"
"mânidar","anlamlı"
"mezheb","dinde tutulan yol"
"mezun","izinli"
"minnet","iyilik karşısında kendini borçlu hissetme"
"murassâ","süslü"
"muteber","itibarlı, geçerli"
"Mün’im-i Hakiki","gerçek nimet verici olan Allah"
"nâhoş","hoş olmayan"
"nam","ad"
"nehiy","yasaklama"
"niyaz","duâ, istek, yakarış"
"rahmet","şefkat, merhamet"
"Rezzâk-ı Zülcelâl","sonsuz haşmet, yücelik ve heybet sahibi ve bütün canlıların rızıklarını veren Allah"
"senâ","övgü"
"Sûre-i Yâsin","Yâsin Sûresi, Kur’ân-ı Kerimin 36. sûresi"
"suret","biçim, şekil"
"tasannu","yapmacık hareket"
"temelluk","yaltaklanma, dalkavukluk yapma"
"tevahhuş","ürküntü, kaçma, çekinme, yabanîleşme"
"tevekkül","Allah’a dayanma ve güvenme"
"zahirî","görünürdeki"
"zımnî","gizli, örtülü"
"zillet","alçaklık, aşağılık"
"a’mâl","ameller, işler"
"adem","yokluk"
"âhiret","öteki dünya, öldükten sonraki sonsuz hayat"
"alâmet-i gurur","gurur belirtisi"
"bâki","devamlı, kalıcı"
"biçare","çaresiz"
"caiz","sakıncasız"
"fâni","gelip geçici, ölümlü"
"haram","dinen yapılması yasaklanmış şey"
"hâşâ","asla"
"İbn-i Hâcer","(bk. bilgiler – İbni Hacer-i Askalânî)"
"mukabil","karşılık"
"müteveccih","yönelik"
"sadaka","Allah rızası için ihtiyaç sahibi kişilere yapılan yardım"
"salâhat","dindarlıkta çok ileri olma hâli, günahsız ve temiz oluş"
"sâlih","dinin emir ve yasaklarına uygun hareket eden, Allah’ın sevgili kulu"
"suret","biçim, şekil"
"tama’","aşırı arzu, açgözlülük"
"tasavvur","düşünme, hayal etme"
"velî","Allah dostu"
"âli","yüce, yüksek"
"fecir","tan yerinin ağarması, sabah"
"feza","uzay, gökyüzü"
"gayet","son derece"
"hamisen","beşinci olarak"
"hissedar","pay sahibi, ortak"
"hissiyat","hisler, duygular"
"hunnes künnes","gizlenen ve açığa çıkan yıldızlar; takım yıldızlar, genellikle yedi gezegene birden verilen bir isimdir"
"hususuyla","özellikle"
"ifa","yerine getirme"
"intişar","açığa çıkma, yayılma"
"irtifa","yükseklik"
"istitar","gizlenme, saklanma"
"kâinat","evren, yaratılmış herşey"
"kasem","yemin"
"Kur’ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur’ân"
"levha-i ibret","ibret tablosu"
"malûm","bilinen"
"mekik","nakış dokumada kullanılan âlet"
"nakş-ı san’at","san’atlı nakış, işleme"
"nazar-ı temâşâ","temâşâ bakışı, içtenlikle seyredip bakma"
"nur-u i’câz","mu’cizelik nuru"
"semâ","gök"
"seyyar","gezen, dolaşan"
"seyyare","gezegen"
"sırr-ı belâğat","belâğat sırrı; düzgün, kusursuz, yerinde ve hâlin ve makamın icabına göre söz söyleme sırrı"
"suret","biçim, şekil"
"şaşaalı","gösterişli, göz alıcı"
"tabir edilme","adlandırılma"
"ulvî","yüksek, yüce"
"vazife-i teftişiye","teftiş görevi, denetleme vazifesi"
"Zühre","Çoban Yıldızı"
"âhir","son"
"âli","yüce, yüksek"
"cesamet","büyüklük"
"dakik","ince"
"gayet","son derece"
"güya","sanki"
"haşmet","görkem"
"haşmet-i rububiyet","Rablığın haşmeti; Allah’ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurmasının görkemi"
"hayretfezâ","hayrette bırakan, hayranlık uyandıran"
"hilâl","yay şeklinde görülen yeni ay"
"hususan","özellikle"
"intisap","bağlanma, mensup olma"
"Kadîr","herşeye gücü yeten, herşeyi yapabilen, sonsuz güç ve kudret sahibi Allah"
"kamer","ay"
"kat etme","aşma, yol alma"
"kemâl-i intizam","mükemmel ve kusursuz düzen"
"küre-i arz","yerküre, dünya"
"menzil","durak, yer"
"nuranî","nurlu"
"nur-u i’câz","mu’cizelik nuru"
"saadet","mutluluk"
"saltanat","egemenlik, hâkimiyet"
"semâ","gök"
"seyr ü seyahat","seyir, hareket ve yolculuk"
"Sultan","otorite, kudret, hâkimiyet ve egemenlik sahibi olan Allah"
"suret","biçim, şekil"
"sür’at","hız"
"Süreyya","Ülker yıldızı"
"şâşaa-i saltanat-ı ulûhiyet","Cenâb-ı Hakkın ilâhlık saltanatının göz alıcı ihtişamı"
"tahayyül","hayal etme"
"takdir","Allah’ın ezelî ilmiyle belirlemesi"
"tanzim","düzenleme, düzene koyma"
"tayyare","uçak"
"tedbir","idare etme, ihtiyacını karşılama"
"tedvir","çekip çevirme, idare etme"
"temâşâ","seyretme, hoşlanarak bakma"
"tenvir","nurlandırma, aydınlatma"
"ubudiyet","kulluk"
"vücud","varlık"
"zemin","yer"
"zerre","atom, en küçük madde parçası"
"zîşuur","şuur ve bilinç sahibi"
"acip","şaşırtıcı"
"âli","yüce, yüksek"
"belâğat","düzgün, kusursuz, yerinde ve halin ve makamın icabına göre söz söyleme"
"berk","şimşek"
"burak","iman ehlini Sırat köprüsünden geçirecek olan çok hızlı binek"
"ehl-i Cehennem","Cehennem ehli, Cehennemlikler"
"ehl-i Cennet","Cennet ehli, Cennetlikler"
"ehl-i fikir","düşünen kimseler"
"fesübhânallah","“Allah her türlü eksiklikten, kusur ve noksandan sonsuz derecede yücedir” anlamında bir hayret ifadesi"
"feza-yı kâinat","uzay"
"gâli","pahalı, kıymetli"
"garib","hayret verici"
"gaybî","görünmeyen"
"haşir","öldükten sonra âhirette tekrar diriltilip Allah’ın huzurunda toplanma"
"hilâl","yay şeklinde görülen yeni ay"
"kıraat","okuma"
"küre-i arz","yerküre, dünya"
"letâfet","hoşluk, güzellik"
"lütf-u İlâhî","Allah’ın ikramı, ihsanı, yardımı"
"merkûp","binek"
"mest","kendinden geçme"
"mevki","yer, konum"
"muhteşem","ihtişamlı, görkemli"
"musahhar","boyun eğen, emre uyan"
"nükte-i imaniye","imana dair ince ve mânâlı husus"
"sair","diğer, başka"
"sakil","ağır"
"sefine","gemi"
"semâvât","gökler"
"sünnet","Peygamberimizin söz, fiil ve hareketlerine dayanan yüce prensipler"
"sür’at","hız"
"Süreyya","Ülker yıldızı"
"telkin","zihinde yer ettirme, fikir aşılama"
"teşbih","benzetme"
"umumî","genel"
"zemin","yer"
"acaib-i san’at","san’at harikaları"
"ahali","halk"
"âhiret âlemi","öteki dünya, öldükten sonraki sonsuz hayat"
"bahr-i muhît-i kâinat","geniş kâinat denizi"
"bâki","devamlı, kalıcı"
"berzah","dünya ile âhiret arasındaki âlem, kabir âlemi"
"beyan","açıklama"
"cemâl-i hikmet","Allah’ın hikmetinin güzelliği"
"delâlet","delil olma, işaret etme"
"delil-i vahdet","Allah’ın birlik delili"
"derece-i hararet","sıcaklık derecesi"
"deveran","dönüş"
"ef’al","fiiller, hareketler"
"efrad","fertler, bireyler"
"emr-i İlâhî","Allah’ın emri"
"esbab","sebebler"
"eşya","şeyler, varlıklar"
"Fâtır-ı Hakîm","herşeyi hikmetle ve harika üstün san’atıyla yoktan yaratan Allah"
"fusul-ü erbaa","dört mevsim"
"garaib-i hikmet","hikmet harikaları"
"hadis","Peygamberimize ait söz, emir veya davranışlar"
"hâsıl","meydana gelme"
"imtinâ","imkânsızlık"
"isnad","dayandırma"
"istihsal","üretme, ortaya çıkarma"
"kâinat","evren, yaratılmış herşey"
"kemâl-i kudret","Allah’ın kudretinin mükemmelliği"
"kesretli","çoklu"
"küre-i arz","yerküre, dünya"
"mahşer","haşir meydanı; kıyametten sonra insanların tekrar diriltilip toplanacakları yer"
"menzil","yer, mekân"
"merkez-i arz","yerin merkezi"
