"kelime","anlam"
"münafık","iki yüzlü, inanmadığı halde inanmış görünen"
"münasebât-ı belâgat","belâgat ilişkileri, bağlantıları"
"mütalâa","etraflıca okuyup düşünme"
"müteferrik","farklı, değişik, çeşitli"
"nazîre","örnek, benzer"
"nifak","münafıklık, ikiyüzlülük"
"nükte","ince ve anlamlı söz"
"risale","Risale-i Nur’un her bir bölümü"
"sair","diğer, başka"
"sünuhat","kalbe doğan mânâ ve hakikatler"
"tafsilât","detaylı, ayrıntılı açıklamalar"
"tahkik","kesin doğruluğa ulaşmak için araştırma"
"tefsir","Kur’ân-ı Kerimi mânâ bakımından açıklayan, yorumlayan kitap"
"tefsir-i câmî","Kur’ân’ı yorumlayan kapsamlı, geniş muhtevalı kitap, eser"
"tefsir-i Kur’ânî","Kur’ân’ı yorumlayan tefsir eseri, kitabı"
"temessük etmek","yapışmak, tutunmak"
"ulema","âlimler"
"vücûh","vecihler, yönler"
"zaman-ı âhir","âhir zaman; dünyanın son zamanı ve son devresi, dünya hayatının kıyâmete yakın son devresi,"
"âhir","son"
"alâmet-i makbûliyet","bir şeyin kabul görmesinin işaret ve belirtisi"
"Arabî","Arapça"
"bâkî","ebedî, devamlı, sürekli"
"Bayram",""
"belâğat","sözün düzgün, kusursuz, hâlin ve makamın icabına uygun olması"
"beşer","insan"
"cezalet","güçlü ve düzgün ifade, güzel anlatım"
"delâlet","delil olma, işaret etme"
"envâ","çeşitler, türler"
"Eski Said","(bk. bilgiler – Bediüzzaman Said Nursî)"
"haşiye","dipnot, açıklayıcı not"
"ihtiyar","irade, dileme, tercih"
"işârât","işaretler, belirtiler"
"itham","suçlama"
"izah etmek","açıklamak"
"izale etmek","gidermek"
"kelimât","kelimeler, sözler"
"Kur’ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur’ân"
"lâfz","söz, ifade"
"mahiyet","esas nitelik, özellik"
"mâni","engel"
"matbu","basılmış olan eser"
"meyve-i uhrevî","âhiret meyvesi"
"muhafaza etmek","korumak"
"muhtasar","kısa, özet"
"münasebet","bağlantı, ilişki"
"neşretmek","yayınlamak"
"nükte","ince ve derin anlamlı söz"
"tarz","biçim, şekil"
"tefsir","açıklama, yorum; Kur’ân-ı Kerimi mânâ bakımından açıklayan, yorumlayan kitap, eser"
"tevafuk","denk gelme, uygunluk"
"vehim","kuruntu, varsayım"
"vesvese","kuruntu, şüphe"
"zerre","atom, çok küçük parça"
"Zübeyir","(bk. bilgiler – Zübeyir Gündüzalp)"
"avcı hattı","savaşta düşmana doğru dağılarak ön safta ilerleyen asker birliği"
"beşer","insanlar"
"beyan etmek","açıklamak"
"cephe","üzerinde savaş yapılan bölge, savaş alanı"
"cevher","asıl, öz"
"cüz’î","küçük, ferdî"
"efkâr","fikirler, düşünceler"
"ervah","ruhlar"
"eyyam-ı mübareke","Cuma ve kandil geceleri gibi mübarek günler"
"fehmetmek","anlamak"
"gayet","son derece"
"hakikaten","gerçekten"
"Hâlık-ı Zülcelâl","sonsuz haşmet ve yücelik sahibi ve her şeyin yaratıcısı olan Allah"
"Harb-i Umumî","I. Dünya Savaşı (bk. bilgiler – Birinci Harb-i Umûmî)"
"hitap etme","bir topluluğa karşı konuşmak, seslenmek"
"i’câz","mu’cize oluş; bir benzerini yapma konusunda başkalarını âciz bırakan olağanüstülük"
"ilm-i belâğat","belâğat ilmi"
"inhisar etmek","bir şeyle sınırlı, sadece bir şeye ait olmak"
"ittihaz etmek","edinmek, kabul etmek"
"kâinat","evren, bütün yaratılmışlar"
"kavâid-i Arabiye","Arapça dilbilgisi kuralları, kaideleri"
"kelâm","ifade, söz"
"Kelâm-ı Ezelî","varlığının başlangıcı olmayan Allah’ın kelâmı, Kur’ân-ı Kerim"
"kelâmullah","Allah’ın kelâmı; Kur’ân"
"kıraat","okuma"
"kulûb","kalpler"
"Kur’ân-ı Hakîm","her bir âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur’ân"
"küllî","bütün fertleri içine alan, kapsamlı"
"lâfz-ı Kur’ânî","Kur’ân’ın lâfzı, sözü, ifadesi"
"mertebe","derece, makam"
"muayyen","belirli"
"muhatap","hitap edilen"
"muhtelif","çeşitli, farklı"
"münasebetiyle","ilişkilisiyle, bağlantısıyla"
"nazm","tertip, diziliş, düzen; Kur'ân-ı Kerîmin Allahü taâlâ tarafından dizilen mübârek sözleri, ifadeleri"
"nev-i beşer","insanlar, insanlık türü"
"rububiyet","Rablık; Cenâb-ı Hakkın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"sadef","inci kabuğu"
"sırr-ı azîm","büyük sır"
"taife","grup, topluluk"
"tavaif-i nev-i beşer","insanlık taifeleri, kavimleri, milletleri"
"tefsir","Kur’ân-ı Kerimi mânâ bakımından açıklayan, yorumlayan kitap, eser"
"telif etmek","yazmak"
"ukul","akıllar"
"umum","bütün"
"umumî","genel"
"vücuh-u i’câz","mu’cizelik yönleri"
"beyan etmek","açıklamak"
"îma","gizli ve ince bir mânâyı işaret etme, gösterme"
"kavaid-i Arabiye","Arapça dilbilgisi kuralları"
"maksud","kast edilen, hedeflenen şey"
"muhalif","aykırı, zıt"
"murad","irade edilen, istenen"
"müfessirîn","müfessirler, tefsirciler, Kur’ân’ı açıklayıp yorumlayan âlim kimseler"
"remiz","gizli bir mânâyı ince bir işaretle gösterme"
"sarahat","açıklık"
"tefsir","Kur’ân-ı Kerimi mânâ bakımından açıklayan, yorumlayan kitap, eser"
"telmih","imalı söz söyleme; bir ibarede geçmeyen bir kıssaya, fıkraya, atasözüne veya meşhur bir şiire, bir söze işaret etme"
"telvih","dolaylı anlatım; asıl mânâ ile kinâye yoluyla kastedilen mânâ arasındaki vesilelerin çok olması durumu"
"usul-ü din","dinin usulü, temel prensipleri; din metodolojisi"
"usul-ü nahv","Arapça dil bilgisinde, cümle kurgusunu inceleyen bilim dalının kuralları"
"Arabî","Arapça"
"ayn-ı hakikat","gerçeğin ta kendisi"
"âzamî","en büyük, en çok"
"beşer","insanlar"
"beyan","açıklama, anlatım"
"câmiiyet","kapsamlılık, genişlik"
"cemâl","mânevî, iç güzellik"
"cezalet","güçlü ve düzgün ifade, güzel anlatım"
"cüz","bölüm, parça"
"cüz’î","küçük, ferdî"
"ehl-i tetkik","gerçeği ilmen derinlemesine inceleyip araştıran ve delilleriyle bilen kimseler"
"esrar","sırlar, incelikler"
"eyyam-ı mübareke","mübarek günler"
"hasebiyle","özelliğiyle, cihetiyle"
"hey’ât","Kur’ân’ın kelime, cümle ve âyetlerinin aldığı konum, şekil, tarz"
"hurufat","harfler"
"huruf-u Kur’âniye","Kur’ân’ın harfleri"
"hususî","özel"
"hüsün","maddî, dış güzellik"
"i’câz","mu’cize oluş; bir benzerini yapma konusunda başkalarını âciz bırakan olağanüstülük"
"i’câz-ı Kur’ân","Kur’ân’ın benzerini yapmaktan başkalarını âciz bırakan olağanüstülüğü, mu’cizeliği"
"ihtimam","özen, önem"
"israf","gereğinden fazla harcama"
"itibariyle","özelliğiyle, bakımından"
"izhar etmek","göstermek, açığa çıkarmak"
"kat’î","kesin, şüphesiz"
"kelâm","ifade, söz"
"kelâm-ı ezelî","ezelî söz, bütün zamanları kapsayan Allah’ın sözü; Kur’ân"
"kelâm-ı İlâhî","Allah’ın kelâmı, konuşması"
"keyfiyât","Kur’ân’ın âyet ve cümlelerinin oluşturduğu konumlar, keyfiyetler"
"Kur’ân-ı Hakîm","her bir âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur’ân"
"külliyet","bütünlük, kapsamlılık"
"külliyet-i harika","bahsettiği konunun bütün fertlerini içine alan harika bir kapsamlılık"
"lâfz","ifade, söz"
"lisan","dil"
"mecmu","bütün"
"menba","kaynak"
"mevcudiyet","var olma, bulunma"
"meyve-i Cennet","Cennet meyvesi"
"misillü","gibi, benzeri"
"mu’cize-i nazm","diziliş, tertip ve düzendeki başkalarını âciz bırakan olağanüstülük, mu’cizelik özelliği"
"muhit","kapsamlı, kuşatıcı"
"münhasır","ait, mahsus, sınırlı"
"nakış","işleme, süsleme"
"nazar","bakış açısı"
"nazara almak","dikkate almak"
"nazm","tertip, diziliş, düzen; Kur'ân-ı Kerîmin Allahü Teâlâ tarafından dizilen, tanzim edilen mübârek sözleri, ifadeleri"
"sebeb-i kusur","kusur sebebi"
"semere-i uhrevî","âhiret meyvesi, neticesi"
"sevâb-ı uhrevî","âhiret mükâfatı, sevabı"
"tabakat-ı beşer","insan tabakaları, sınıfları"
"tahlil etmek","analiz etmek, incelemek"
"tâife-i insaniye","insan taifesi, topluluğu"
"tefsir","Kur’ân-ı Kerimi mânâ bakımından açıklayan, yorumlayan kitap, eser"
"tevehhüm etmek","sanmak, kuruntu yapmak"
"tezahür etme","görünme, ortaya çıkma"
"umum","bütün, genel"
"ahvâl-i ruhiye","ruhî haller, psikolojik haller ve durumlar"
"Arş-ı Âlâ","Allah’ın büyüklük ve yüceliğinin ve herşeyi kuşatan sınırsız egemenliğinin tecelli ettiği yüce yer"
"beyan etmek","açıklamak"
"bihakkın","hakkını vererek, gerçek anlamıyla"
"bilhassa","özellikle"
"binaenaleyh","bundan dolayı"
"bîtarafane","tarafsızca"
"câmi","bulunması gereken her şeyi kendinde toplayan, bulunduran"
"cemaat","topluluk, grup"
"dâire-i ihata","kapsam alanı, dairesi"
"dâvâ","iddia"
"fehm","anlama, kavrayış"
"ferd","kişi, şahıs"
"hakaik-ı Kur’âniye","Kur’ân hakikatleri, esasları"
"hakikat","asıl,  gerçek, doğru"
"hâli olmak","uzak, beri olma"
"hitabe","konuşma, sesleniş"
"hitaben","hitap ederek, seslenerek"
"hitap","sesleniş, konuşma"
"ıttırad","tertip ve düzen içinde olma"
"icma","fikir birliği; bir asırdaki İslâm âlimlerinin herhangi bir mesele üzerinde içtihad ve delile dayanarak varmış oldukları görüş birliği"
"ifadetü’l- meram","maksadın ifadesi, söylenmesi"
"ihtisasca","uzmanlık bakımından"
"iktidar","güç, kuvvet"
"irad etmek","sunmak, söylemek"
"itibar","hususiyet, bakımından"
"karîha","zihin gücü, akıldan çıkan fikirler"
"keşf","açığa çıkarma"
"Kur’ân-ı Azîmüşşan","şan ve şerefi yüce olan Kur’ân"
"maddiyat","maddî şeyler"
"mazhar olmak","erişmek, nail olmak"
"mehâsin","güzellikler, iyilikler"
"mekânca","yer bakımından"
"meslek","ilimde tutulan yol"
"meşrep","hareket tarzı, metot"
"muhakkıkîn-i ulema","gerçekleri delilleriyle araştırıp inceleyen ve bilen âlimler"
"mütehassıs olmak","ihtisas sahibi olmak, uzmanlaşmak"
"nazar-ı dikkat","dikkatlice bakış"
"nev-i beşer","insanlar, insanlık türü"
"nevi","çeşit, tür"
"nutuk","konuşma"
"Rabbanî","Rabbe ait"
"sahib-i ihtisas","uzmanlık sahibi"
"şümûl","kapsam"
"taassup","aşırı derecede bağlılık"
"tahkikat","doğruluğu hakkında araştırma çalışmaları"
"tanzim","düzenleme, düzene koyma"
"tasdik","doğrulama, kabul etme"
"tecellî etmek","belirmek, görünmek, yansımak"
"tefsir","Kur’ân-ı Kerimi mânâ bakımından açıklayan, yorumlayan kitap, eser"
"tetkikat","araştırmalar, incelemeler"
"umumî","genel"
"vâkıf","bir şeye hâkim olacak derecede bilgi sahibi olan"
"acz","acizlik, güçsüzlük"
"arefe","dinî bayramların bir gün öncesi anlamındaki bu kelime mecaz olarak “az önce” mânâsında kullanılmıştır"
"âzâde olma","kurtulma, hür ve serbest olma"
"azîm","büyük"
"bilhassa","özellikle"
"binaen","-dayanarak"
"Birinci Harb-i Umumî","I. Dünya Savaşı"
"caiz","sakıncasız, doğru"
"cumhur-u nas","halkın çoğunluğu, halk kitlesi"
"cüz","bölüm, parça"
"dehâ","olağanüstü zeka ve akıl sahibi kimse"
"emniyet","güven"
"Erzurum",""
"esnâ-yı ders","ders esnasında"
"hâiz","sahip, elde etmiş"
"hakikat","asıl, gerçek, doğru"
"hakikaten","gerçekten"
"Hamza","(bk. bilgiler – Müküslü Hamza)"
"Harb-i Umumî","I. Dünya Savaşı"
"haşiye","dipnot, açıklayıcı not"
"heyet","kurul"
"hiss-i kablelvuku","bir şeyi olmadan önce hissetme duygusu"
"husule gelmek","meydana gelmek"
"hüccet","delil"
"hürriyet-i fikir","düşünce özgürlüğü"
"i’câz","mu’cize oluş; bir benzerini yapma konusunda başkalarını âciz bırakan olağanüstülük"
"icma-ı millet","milletin görüş birliğine varması"
"içtihad","dinen kesin olarak belirtilmeyen konularda Kur’ân ve hadisten hükümler çıkarma"
"ihlâs","sadece Allah rızasını gözetme; samimiyet"
"itimad","güven"
"kabil","gibi, tür"
"kaide","kural, düstur, prensip"
"kefalet-i zımniye","dolaylı olarak kefil olma, gizli güvence"
"Kur’ân-ı Azîmüşşan","şan ve şerefi büyük olan Kur’ân"
"küll","bütün, genel"
"mâlik","sahip"
"Mehmed Mihri",""
"müfessir","Kur’ân-ı Kerimi mânâ bakımından tefsir eden, yorumlayan âlim kimse"
"nâfiz","nüfuz sahibi, etkin, hükmü geçen"
"nazm","tertip, diziliş, düzen; Kur'ân-ı Kerîmin Allahü taâlâ tarafından dizilen mübârek sözleri, ifadeleri"
"şahs-ı mânevî","tüzel kişilik; bir topluluktan meydana gelen mânevî kişilik, topluluk"
"taassup","aşırılık; önyargıdan doğan körü körüne bağlılık ve aşırılık"
"tefsir","Kur’ân-ı Kerimi mânâ bakımından açıklayan, yorumlayan kitap, eser"
"telâhuk-u efkâr","fikirlerin birikimi"
"tenasüp","uygunluk"
"tesanüd","dayanışma"
"umumî","genel"
"velâyet-i kâmile","mükemmel velilik; kulluk noktasında mânevî mertebeleri aşarak Allah’ın yakınlığını ve dostluğunu elde etme mükemmelliği"
"zelzele","deprem manasındaki bu kelimeyle Birinci Dünya Savaşı kast edilmiştir"
"zuhur","ortaya çıkma"
"atfetmek","bağlamak, göndermek"
"cevaz verme","izin verme, müsaade etme"
"cihet","şekil, yön"
"ehl-i tahkik","hakikatleri delilleriyle bilen araştırmacı âlimler"
"hakikî","doğru, gerçek"
"haşiye","dipnot, açıklayıcı not"
"hatt-ı harb","savaş bölgesi, cephe"
"himaye etmek","korumak"
"hulûs","samimiyet"
"i’câz-ı Kur’âniye","Kur’ân’ın, benzerini yapmaktan başkalarını âciz bırakan olağanüstülüğü, mu’cize oluşu"
"ibare","bir metinde bulunan ifade, söz"
"ihlâs","sadece Allah rızasını gözetme; samimiyet"
"istikbal","gelecek"
"maahaza","bununla beraber, bununla birlikte"
"mazhar olma","ulaşma, erişme"
"me’haz","kaynak"
"muhalif","aykırı, zıt"
"muhtelif","çeşitli, farklı"
"muvafık","uygun"
"nurun âlâ nur","nur üstüne nur, güzelden de güzel, iyiden de iyi"
"sünuhat","kalbe doğan mânâ ve hakikatler"
"sünûhat-ı kalbiye","kalbe gelen mânâlar, hakikatler"
"sünuhat-ı Kur’âniye","Kur’ân’ın nuruyla kalbe gelen mânâlar, hakikatler"
"takdir","beğeni"
"tashih","düzeltme"
"tebdil","değiştirme"
"tefsir","Kur’ân-ı Kerimi mânâ bakımından açıklayan, yorumlayan kitap, eser"
"ulema-i İslâm","İslâm âlimleri"
"yadigâr","hediye, armağan"
"ahval","haller, davranışlar"
"anâsır-ı esasiye","esas, temel unsurlar"
"azîm","çok büyük"
"benî Adem","Âdemoğlu, insanlık"
"beyan etmek","açıklamak"
"celb etmek","kendine çekmek"
"fenn-i hikmet","varlıkların hakikatlerini varlık âlemindeki keyfiyetlerine göre açıklayan ilim, felsefe"
"haşir","insanın öldükten sonra âhirette diriltilerek tekrar Allah’ın huzurunda toplanması"
"hilkat","yaratılış"
"i’câz","mu’cize oluş; bir benzerini yapma konusunda başkalarını âciz bırakan olağanüstülük"
"ibare","bir metnin ifadesi"
"istikbal","gelecek"
"kafile","grup, topluluk"
"lâfz","ifade, söz"
"mahlûk","yaratık, yaratılmış"
"mâzi","geçmiş zaman"
"muhavere","karşılıklı konuşma"
"müteselsilen","zincirleme olarak, peş peşe"
"müteveccihen","yönelmiş olarak"
"müzeyyen","süslü"
"nazar-ı dikkat","dikkat içeren bakış"
"nazm","tertip, diziliş, düzen; Kur'ân-ı Kerîmin Allah teâlâ tarafından dizilen mübârek sözleri, ifadeleri"
"nübüvvet","peygamberlik, elçilik"
"remiz","gizli bir mânâyı ince bir işaretle gösterme"
"saniyen","ikinci olarak"
"tecelli etmek","yansımak, görünmek"
"tevhid","birleme; herşeyin bir olan Allah’a ait olduğunu bilme ve inanma"
"vech","yön, yüz"
"Aleyhissalâtü Vesselâm","Allah’ın salât ve selâmı onun üzerine olsun"
"anâsır-ı erbaa","Kur’ân’ın dört unsuru olan tevhid, haşir, nübüvvet, ibadet ve adalet"
"anâsır-ı esasiye","esas, temel unsurlar"
"azîm","büyük"
"benî Adem","Âdemoğlu, insanlık"
"berat","nişan, rütbe, vesika, belge"
"cüz","bölüm, kısım"
"efrad","fertler, bireyler"
"emanet-i kübrâ","en büyük emanet, halifelik; başka varlıkların yüklenmekten çekindiği ve insanın yüklendiği İlâhî yükümlülük, kulluk vazifesi"
"emsal","benzerler, örnekler"
"haşir","insanın öldükten sonra âhirette diriltilerek Allah’ın huzurunda toplanması"
"hikmet","varlıkların hakikatlerini varlık âlemindeki keyfiyetlerine göre açıklayan ilim, felsefe"
"istidat","yetenek, kabiliyet"
"kelâm","ifade, söz"
"kudret","Allah’ın bütün varlığı kuşatan güç ve iktidarı"
"Kur’ân’ın hey’et-i mecmuası","Kur’ân’ın bütünü, tümü"
"Kur’ân-ı Azîmüşşan","şan ve şerefi büyük olan Kur’ân"
"küll","bütün, genel"
"küllî","bütün fertleri içine alan tür; kapsamlı"
"lisan","dil"
"mahlûk","yaratık, yaratılmış varlık"
"makasıd-ı erbaa","dört asıl gaye, dört maksat"
"mevcudat","varlıklar"
"Muhammed-i Arabî","Arap olan peygamberimiz Hz. Muhammed (a.s.m.)"
"muktebes","iktibas edilen, alıntı"
"müşahhas","somut"
"müteveccihen","yönelmiş olarak"
"nemalandırmak","geliştirmek, kârını artırmak"
"nev-i beşer","insanlar, insanlık türü"
"re’sü’l-mal","sermâye"
"remzen","gizli bir mânâyı ince bir işaretle göstererek"
"risalet","elçilik, peygamberlik"
"riyaset","başkanlık"
"saadet-i ebediye","sonsuz mutluluk"
"sarahaten","açıkça"
"Sultan-ı Ezelî","hüküm ve saltanatı bütün zamanları kapsayan Ezelî Sultan, Allah"
"temerküz etmek","odaklaşmak, toplanmak"
"temin etmek","güvence altına almak"
"vekâleten","vekil olarak"
"ziyadar","ışıklı, parlak"
"besmele","Bismillâhirrahmânirrahîm’in kısaltılmış ismi"
"binaenaleyh","bundan dolayı"
"câr","başına geldiği ismin sonunu esre okutarak kendinden önceki fiilin mânâsını, başına geldiği isme veya daha sonra gelen başka bir isme çekip bağlayan harf, burada “be” harfi kastedilir"
"delâlet etmek","delil olmak, işaret etmek"
"hasr","yalnızca bir şeye, ait kılma; bir hükmün yalnızca bir şeye verilmesi"
"haşr","yeniden diriliş; insanların öldükten sonra tekrar diriltilip Allah’ın huzurunda toplanması"
"ihtisas","bir şeye ait kılma ve ona has özgü yapma; meselâ,"
"İlâhî","Allah tarafından olan, Allah’a ait"
"îma","gizli ve ince bir mânâyı işaret etme, gösterme"
"kezâ","bunun gibi"
"kezâlik","bunun gibi, böylece"
"kıyamet","dünyanın sonu, varlığın bozulup dağılması"
"makasıd-ı erbaa","Kur’ân’ın dört asıl gayesi"
"mecrûr","gr. başına câr harflerinden biri gelerek önceki mânânın kendine bağlandığı ve esre okunduğu kelime"
"memur olmak","görevli olmak"
"mezkûr","kelime olarak bizzat var olan, zikredilen"
"mukadder","gr. bir ifadede lâfız olarak söylenmediği hâlde gizli olarak kastedilen mânâ; meselâ bazı âyetlerin başında “Ey Muhammed kullarıma de ki” mânâsı gizli olarak vardır"
"nizam","düzen, kanun"
"nübüvvet","peygamberlik, elçilik"
"remiz","gizli bir mânâyı ince bir işaretle gösterme"
"resul","elçi, peygamber"
"risalet","elçilik, peygamberlik"
"sarahaten","açıkça"
"takdim","bir gaye ve maksada binaen sıraya uymayarak bir şeyi öne geçirme, öne alma"
"tâlim","öğretme"
"tebliğ","ulaştırma, bildirme"
"tevhid","birleme; her şeyin bir olan Allah’a ait olduğunu bilme ve inanma"
"zımnî","gizli ve dolaylı bir şekilde"
"besmele","Bismillâhirrahmânirrahîm’in kısaltılmış ismi"
"câr","başına geldiği ismin sonunu esre okutarak kendinden önceki fiilin mânâsını, başına geldiği isme veya daha sonra gelen başka bir isme çekip bağlayan harf, burada “be” harfi kastedilir"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"Gaffar","ne kadar çok ve büyük olursa olsun dilediği kullarının her türlü suç ve günahını tekrar tekrar bağışlayan Allah"
"hasr","yalnızca bir şeye, ait kılma; bir hükmün yalnızca bir şeye verilmesi"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"ihtar","hatırlatma, ikaz"
"istilzam etmek","gerektirmek"
"kelâm","ifade, söz"
"kezâ","bunun gibi"
"makasıd-ı erbaa","Kur’ân’ın dört asıl gayesi olan tevhid, haşir, nübüvvet, ibadet ve adalet"
"mecrûr","gr. başına câr harflerinden biri gelerek önceki mânânın kendine bağlandığı ve esre okunduğu kelime"
"mezkûr","anılan, sözü geçen"
"Muhyî","bütün canlılara hayat veren Allah"
"mukadder","gr. bir ifadede lâfız olarak söylenmediği hâlde gizli olarak kastedilen mânâ; meselâ bazı âyetlerin başında “Ey Muhammed kullarıma de ki” mânâsı gizli olarak vardır"
"Mümît","ölümü yaratan, diriltip can verdiği varlıkları vakti gelince öldüren Cenâb-ı Allah (bk. m-v-t)"
"müstakil","bağımsız, başlı başına"
"müstefâd","anlaşılan mânâ"
"müteallik","bağlı, ilişkili"
"nevi","çeşit, tür"
"örfen","gelenek, teamül ve uygulama olarak"
"Rezzâk","bütün varlıkların rızıklarını bol bir şekilde tekrar tekrar veren ve ihtiyaçlarını karşılayan Allah"
"sadef","inci kabuğu anlamındaki bu söz “inci gibi değerli manaları içinde taşıyan kabuk” anlamında Kur’ân lâfzı için kullanılmıştır"
"takdir","lâfız olarak söylenmediği hâlde, söylenen sözün altında kapalı olarak bulunan mânânın belirtilmesi"
"tazammun etmek","içine almak"
"tevhid","birleme; herşeyin bir olan Allah’a ait olduğunu bilme ve inanma"
"zâtî","zatına ait"
"abd","köle"
"ayn","bir şeyin aynısı, kendisi, tıpkısı; iki şey arasında esasta bir derece farkı bulunmaksızın anlam ve kavram itibariyle bir olma, zıtlık ve çelişki olmama"
"besmele","Bismillâhirrahmânirrahîm’in kısaltılmış ismi"
"celâl","büyüklük, azamet, haşmet"
"celb etmek","kendine çekmek"
"cemâl","güzellik"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"cihet","şekil, yön"
"delâlet etmek","delil olmak, işaret etmek"
"delâlet-i iltizamiye","bir sözün, kastedilen mânâ ile birlikte, bulunması gerekli olan başka bir mânâya olan işareti"
"füruat","dallar, şubeler, kısımlar"
"havf","korku"
"husule gelmek","meydana gelmek, ortaya çıkmak"
"icap etmek","gerektirmek"
"ihtar","hatırlatma, ikaz"
"ism-i has","özel isim"
"istilzam etmek","gerektirmek"
"itibar","özellik, bakımından"
"kâinat","evren, bütün yaratılmışlar"
"kesb","kazanma, elde etme"
"kesret","çokluk"
"kudret-i ezeliye","varlığının başlangıcı olmayan ve ezelden beri var olan Allah’ın kudreti"
"lâfza-i mukaddese","kutsal kelime, söz; burada “Allah” kelimesi kastedilmiştir"
"lâfz-ı Celâl","“Allah” kelimesi"
"mevcudat","varlıklar, var edilenler"
"münasebet","bağlantı, ilişki, alâka"
"nehiy","yasak"
"nevi","çeşit, tür"
"nisbet","oran, kıyas"
"recâ","ümit"
