"kelime","anlam"
"İşârât-ül İ’caz","Kur’ân’ın mu’cizeliğine dair yazılan Risale-i Nur’dan bir eser"
"kal","sözlü ifade"
"kelâm","söz, cümle"
"kelime-i şehâdet","“Allah’tan başka ilâh olmadığına ve Hz. Muhammed’in onun kulu ve elçisi olduğuna şehadet ederim” ifadesi"
"layuad","sayısız, sayılamayacak kadar çok"
"maksad-ı âliye","yüce maksat, yüksek gaye"
"mârifet-i Nebi","peygamberi bilme ve tanıma"
"mârifetullah","Allah’ı bilme ve tanıma"
"Meslek-i nazar","teorik ve aklî yol"
"minhâc-ı hadsî-i ilhamî","ilhâmın hadsî, sezgiye dayalı metodu"
"mirâc-ı zevkî-i işrâkî","yaşayıp zevk etmeye, keşif ve sezgi sayesinde aydınlanmaya dayalı yol ile yükselme"
"mûcez","kısaca; kısa ve özlü"
"muhtelif","çeşitli, farklı"
"muvaffak","uygun"
"nazar","bakış, dikkat"
"netice-i yegâne","tek netice, sonuç"
"nübüvvet","peygamberlik"
"nüfûs-u ehl-i iman","iman sahiplerinin kendileri, sayıları"
"nüfûs-u mü’minîn","mü’minlerin kendileri, sayıları"
"risale","küçük kitap"
"sıdk-ı nübüvvet","peygamberliğin doğruluğu"
"şuâ","ışık kaynağından çıkan ince ışık teli, ışın"
"tarik-i tefehhüm","anlayış yolu, tarzı"
"tarik-i telâkki","kabul etme yolu, anlama yöntemi"
"tarz-ı tefehhüm","anlayış tarzı"
"tarz-ı telâkkî","kabul etme tarzı, algılama şekli"
"tevhid","birleme; herşeyi bir olan Allah’a verme ve Ona ait kılma"
"tezahür etme","ortaya çıkma, görünme"
"vücud-u Sâni","herşeyi san’atlı ve mükemmel bir şekilde yaratan Allah’ın varlığı"
"zerre","atom, en küçük parça"
"Arabî","Arapça"
"beyan","tefsir; açıklama"
"burhan","güçlü ve sarsılmaz kesin delil, kanıt"
"cevher-i iman","iman cevherî, iman hakikati"
"evham","kuruntular, şüpheler"
"fehim/fehm","anlayış, kavrayış"
"hidayet-i İlâhiye","Allah’ın doğru yola erdirmesi"
"ihtiramsızlık","saygısızlık, hürmetsizlik"
"ilâahir","sonuna kadar"
"istifaza etme","feyizlenme, mânevî olarak gıdalanma"
"kâri’","okuyucu"
"Kayyûm","herşeyi ayakta tutan ve varlıklarını devam ettiren"
"kelime-i şehâdet","“Allah’tan başka ilâh olmadığına ve Hz. Muhammed’in Onun kulu ve elçisi olduğuna şehadet ederim” ifadesi"
"lâfz","ifade, söz"
"lâkaytlık","ilgisizlik, gevşeklik"
"mücahid","cihad eden, din uğrunda çaba harcayan"
"perişaniyet","perişanlık, dağınıklık"
"tard etmek","uzaklaştırmak, kovmak"
"tehzib","terbiye etme, ıslâh etme, düzeltme; temizleme"
"âlem-i melekût ve ervâh","gözle görünmeyen mânâ ve ruhlar âlemi; melekler ve ruhlar dünyası"
"âlem-i mülk ve şehâdet","gözle görünen maddî ve cismanî âlem"
"âlem-i mülk","dış âlem; görünen maddî ve cismanî âlem"
"âlet-i mükebbir","büyütme âleti, büyüteç, mikroskop"
"asar-ı hayat","hayat emâreleri, belirtileri"
"âzâ","organlar"
"batn","iç, görünmeyen iç taraf"
"esas","temel"
"hâdim","hizmetçi, hizmet eden"
"hâkim","hükmeden, egemen"
"hararet-i ruh","ruhun sıcaklığı"
"havas","duyular, hisler"
"hurdebînî","mikroskobik; gözle görülemeyecek kadar küçük"
"huveyne","en küçük canlı organizma, hayvancık"
"hüküm","karar"
"ilâahir","sonuna kadar"
"irca’","döndürme"
"izah edilme","açıklanma"
"katiyen","kesinlikle"
"kışır","kabuk"
"kuvva","güçler, duyular (işitme, koklama güçleri gibi…)"
"lâtif","ince, güzel, hoş"
"lemaat","parıltılar"
"lüb","öz, iç"
"madde-i meşhure","herkesçe eşyanın yapı taşı olarak bilinen unsur, madde, cisim"
"mahdum","efendi, kendisine hizmet edilen"
"mahkûm","hükmedilen, başka birşeyin egemenliği altında olan"
"medhal","başlangıç, giriş, önsöz"
"melâike tasdiki","meleklerin varlığının tasdiki, inanılması, kabulü"
"melekût","birşeyin iç yüzü, arka plânı, ruhu, canı"
"menâbi","kaynaklar"
"muntazam","düzenli"
"müheyyâ","hazır, hazırlanmış"
"müstekar","yerleşmiş, sabit, kararlı"
"nisbetinde","oranında"
"nur-u hayat","hayat nuru, ışığı"
"nur-u ruh","ruhun ışığı, canlılık"
"nükte","ince anlam"
"rükn","esas, şart"
"san’atkârane","san’atlı bir biçimde"
"semerat","meyveler, neticeler"
"sûret","görüntü"
"şedid","şiddetli"
"tâbi","bağımlı, başkasına uyan"
"tecelli","görünme, yansıma"
"tentene","tül gibi, ince ve şeffaf"
"tereşşuhat","sızıntılar, izler"
"tesâgur","küçültme, küçüklük"
"teşeddüd etme","şiddetlenme, kuvvetlenme"
"tezâyüd etme","artma, çoğalma"
"zahir","görünen yüz, dış"
"zebed","köpük"
"akdetmek","yapmak"
"âlem","dünya"
"âlem-i hava","hava âlemi, dünyası"
"âlem-i misâl","görüntü âlemi; bütün varlıkların ve olayların görüntülerinin yansıdığı madde ötesi âlem"
"âlem-i turab","toprak âlemi, dünyası"
"avâlim","âlemler, dünyalar"
"avâlim-i ulviye ve ruhiye ve cismâniye","yüce âlemler, ruh âlemleri, cismânî âlemler"
"azîm","büyük"
"burhan-ı vahdet","sarsılmaz birlik delili; Allah’ın birliğinin güçlü ve sarsılmaz kesin delili"
"cüz’","parça, bölüm"
"ecsâm","cisimler"
"ekser","pek çok"
"elvanın sebeb-i vücudu","renklerin varlık sebebi"
"envâ","türler, çeşitler"
"esas","temel"
"esbab-ı maddiye","maddî sebepler"
"garib","yalnız, kimsesiz, zavallı"
"hane","ev"
"havass-ı aşere","on hasse, on duyu; görme, işitme, dokunma, koklama, tatma, hayal, akıl, vehim, hafıza ve tasarruf etme duyuları"
"ihtisas","hisleşme, duygularıyla algılama"
"ihtiva eden","içeren"
"inbisat","genişleme, yayılma"
"inkişaf","açığa çıkma, gelişme"
"istihdam etme","hizmetkâr etme, çalıştırma, kullanma"
"istinad","dayanma"
"iştirak etme","katma, ortak etme"
"ittihad ettirme","birleştirme"
"kâinat","evren"
"kemâlât-ı vücud","varlığın olgunlaşma, mükemmelleşme noktaları"
"kesret","çokluk"
"keşşaf","açığa çıkaran, keşfeden"
"küll","bütün"
"mâdum","yok, ölü"
"menzil","ev"
"mevcudat","var edilenler, varlıklar"
"mir’ât-ı ruh","ruh aynası"
"mübadele","değiş tokuş"
"mülk","dış dünya, dış âlem"
"münasebat","ilişkiler, bağlantılar"
"münasebet","bağlantı, ilgi"
"münferit","başka birşeye bağlı bulunmayan, yalnız olan, kendi başına"
"müzehher","parlak"
"nisbeten","kıyasla, oranla"
"nükte","ince anlam, ince mânâ"
"saika","sevk edici güç, duyu"
"şâika","şevk verici güç, duyu"
"şecer-i meyvedâr","meyve veren ağaç, meyveli ağaç"
"tabaka-i insaniye","insanlık tabakası, derecesi"
"tâbi","başka şeye bağlı olan, uyan"
"taife","grup, topluluk"
"tasarruf","kullanma, faaliyet"
"tecelli-i vahdet","Allah’ın birliğinin tecellîsi, yansıması"
"tenevvür","nurlanma, aydınlanma"
"tesis","kurma, meydana getirme"
"ünsiyet","alışkanlık, yakınlık"
"zâhir","görünen, dış"
"Zât-ı Zülcelâl","haşmet ve yücelik sahibi olan Zât, Allah"
"zerre","atom, en küçük parça"
"ziya","ışık"
"ziyâ-yı akıl","akıl ışığı, akıl nuru"
"âdi","basit, sıradan"
"âlem","dünya; evren, kâinat"
"bîçare","çaresiz"
"burûc-u sâmiye","yüksek burçlar"
"dakik","ince"
"dest-i kudret","kudret eli"
"ednâ","en basit, en küçük"
"ehemmiyet","önem"
"envâ-ı hayat","hayat çeşitleri, türleri"
"esbab-ı zâhiriye","görünürdeki sebepler"
"esir","kâinatı kapladığına inanılan ince ve lâtif madde"
"hads-i sadık","doğru sezgi"
"hafî","gizli"
"hakikat","gerçek mâhiyet, asıl ve esas, iç yüz"
"halk etme","yaratma"
"hayat-ı nebat","bitki hayatı"
"hikmet-i beşer","insanlığın hikmeti, ilmî düşüncesi"
"intizam-ı kâmil","mükemmel düzenlilik"
"itkân-ı muhkem","kusursuz sağlamlık"
"izzet-i kudret","kudretin izzeti; Allah’ın herşeye gücü yeten sonsuz iktidarının haşmet ve haysiyeti"
"kesif","yoğun, katı, saydam olmayan"
"kesret","çokluk"
"Kudret-i Ezeliye","Ezelî Kudret; Allah’ın başlangıcı olmayan sonsuz kudreti, güç ve iktidarı"
"kusûr-u semâviye","gök sarayları"
"küre","dünya"
"mebzuliyet","bolluk"
"melâike","melekler"
"melekût","birşeyin iç yüzü, görünmeyen iç tarafı, ruhu, özü"
"meyyit","ölü"
"mübaşeret","temas etme, meşgul olma"
"mülk ciheti","dış yönü, maddî yüzü"
"mülk","birşeyin dış yüzü, görünen maddî yönü, dış tarafı"
"münasip","uygun"
"nakş-ı nezih","kusursuz san’at nakşı"
"nar","ateş"
"nazar","göz, bakış, dikkat"
"nazar-ı zahirî","dışa ait kısmı gören bakış, görüş"
"nezih","kusurdan uzak, temiz, hoş"
"nimet","iyilik, lütuf, ihsan"
"nurânî","nurdan yaratılmış, nurlu"
"ruhaniyât","maddî yapısı olmayan ruh âlemine ait varlıklar"
"sair","diğer, başka"
"sebeb-i zahirî","görünürdeki sebep"
"seyyâlât-ı lâtife","ince ve akıcı özelliğe sahip olan varlıklar"
"sükkân","sakin olanlar, ikâmet edenler, oturanlar"
"şems","güneş"
"tasdik","doğrulama, onaylama"
"teâlî etmek","yükselmek, yücelmek"
"tecellî-i merhamet","merhametin tecellîsi, yansıması"
"temsil","kıyaslama tarzında benzetme, analoji"
"tenebbüh","uyanış; filizlenip hayat belirtisi kazanma"
"ukde-i hayatiye","hayat düğümü, çekirdeği"
"umur-u hasise","basit ve değersiz işler"
"ülfet","alışkanlık"
"vahşi","medenî olmayan, kaba"
"vaz edilme","konulma, yerleştirilme"
"vech","yüz, yön"
"vücud","varlık"
"zaman-ı Âdem","Hz. Âdem’in (a.s.) yaratılış zamanı"
"zevi’l-ervâh","ruh sahipleri, ruh taşıyan canlılar"
"ziya","ışık"
"zuhur","ortaya çıkma, görünme"
"adem-i rü’yet","görünmezlik, görülememe"
"adem-i vücud","olmama, yokluk"
"âkilü’n-nebat","ot yiyen, otçul"
"âkilü’s-simak (-semek)","balık yiyen, balıkçıl"
"binaen","dayanarak"
"bittarîki’l-evlâ","daha kolay yolla, daha güçlü bir öncelikle"
"burûc","burçlar"
"cân","cinler"
"cezm etmek","kesin inanmak, tasdik etmek"
"cüz","kısım, bölüm, parça"
"delâlet etme","delil olma, işaret etme"
"ecnas-ı muhtelife","farklı cinsler, çeşitli türler"
"feza-yı lâyetenâhî","sonsuz, uçsuz bucaksız uzay"
"hakaret","küçüklük"
"hakir","küçük, basit"
"hâli","ıssız, boş"
"hane","ev"
"hasis","âdi, sıradan, basit"
"hikmet","fayda, gaye, maksada uygunluk"
"ihtiyar","irade, dileme, seçim gücü"
"intizam","düzenlilik, tertiplilik"
"intizam-ı muttarid","sürekli düzenlilik"
"itikat","inanma, tasdik etme"
"kasır","köşk, saray"
"kasr-ı nazar","kısa nazar, kısa görüş"
"kesafet","yoğunluk, katılık, saydam olmama"
"kıyas-ı evlevî","evlâ kıyas; fer’deki illetin asıldaki illetten daha güçlü olduğu kıyas türü"
"kıyas-ı hafî-yi hadsiye","zihnin birşey hakkında, sezgi ve âni kavramayla yaptığı gizli kıyas. Meselâ “Eğer Ayın ışığı Güneşten gelmeseydi, durumu değiştikçe ışık yapısı değişmezdi” şeklinde zihne doğan gizli bir kıyasla aklın “O halde Ay ışığını Güneşten alır” şeklinde hükmetmesi"
"kusûr-u âliye","yüksek saraylar, köşkler"
"kusûr-u müzeyyene","süslenmiş saraylar, köşkler"
"küre-i arz","yerküre, dünya"
"mâbeynlerinde","aralarında"
"mahlûk","yaratılmış, varlık"
"mebni olan","dayanan, istinad eden"
"melâike","melekler"
"memlu","doldurulmuş, dolu"
"menbâ-ı hayat","hayat kaynağı"
"muvafık","lâyık, uygun"
"müesses","kurulu"
"münasip","uygun"
"müteaffin","kokuşmuş"
"müzeyyen","süslü"
"nar","ateş"
"nimbedevî","yarı bedevî, yarı köylü"
"nücûm","yıldızlar"
"sakin","oturan, ikâmet eden, yerleşmiş olan"
"sefil","yoksul, aşağı seviyede"
"seyyâlât","seyyaleler; maddî olmayan ince ve akıcı lâtif maddeler"
"sükkân","sakin olanlar, ikâmet edenler, oturanlar"
"şerâit-i hayat","hayat şartları"
"şerait-i hayatiye","hayat şartları"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"tasdik","doğrulama, onaylama"
"tenezzühgâh","gezinti yeri, mesire alanı"
"tesettür","gizlenme"
"vahşi","yabanî; medenî olmayan"
"zevi’l-ervâh","ruh sahipleri, ruh taşıyan canlılar"
"zîruh","ruh sahibi, canlı"
"zîşuur","şuur sahibi, bilinçli"
"akıl ile nakil","fen ve felsefe gibi akla dayanan ilimler ile Kur’ân ve hadis gibi nakle dayanan ilimler"
"âlem-i şehâdet","görünen âlem, dünya"
"câmid","cansız"
"cârî","akıp giden, sürüp giden, yürürlükte olan"
"cihet","şekil, taraf"
"ehl-i akıl","akıl sahipleri"
"ehl-i din","din sahipleri; din âlimleri"
"ehl-i edyan","din sahipleri, dine inananlar"
"ehl-i hikmet","bilginler, filozoflar"
"envâ","türler, çeşitler"
"erbabu’l-enva","türlerinin idarecileri, terbiye edicileri"
"feza-yı vâsia","geniş gökyüzü, uzay"
"hakikat","gerçek mahiyet, asıl ve esas"
"hakikat-i hâriciye","birşeyin zihin dışındaki gerçekliği, dış gerçeklik"
"hâli","boş, ıssız"
"hayeviye","canlılık, canlı olma durumu"
"hilkat","yaratılış"
"hüviyet","birşeyi diğer fertlerden ayıran kendine has gerçekliği"
"icmâ-ı mânevî","mânevî olarak görüş birliğine varma; uzmanların aynı konuyu faklı tarzlarda belirtmeleriyle veya susmak sûretiyle onu tasdik etmeleriyle görüş birliğine varmaları"
"ihtilâf","ayrılık, uyuşmazlık"
"inkâr","reddetme"
"irtibat","bağ, ilişki"
"İşrâkiyyun",""
"ittifak etmek","birleşmek, görüş birliğine varmak"
"kâfi","yeterli"
"kâinat","yaratılmış herşey, evren"
"kavânin","kanunlar"
"kavânin-i sâriye","varlıklara geçen ve onlarda işleyen kanunlar"
"keşşaf","keşfedici, ortaya ve açığa çıkarıcı"
"kuva-yı sâriye","kâinattaki herşeye sirayet edip giren mânevî güçler, kuvvetler"
"maddiyyun","materyalistler, herşeyi madde ile açıklamaya çalışanlar"
"mahiyât-ı mücerrede-yi ruhaniye","ruhânî soyut mâhiyetler, özellikler"
"mânâ-yı melâike","“melekler” mânâsı, “melek” kavramı"
"meâkis","makesler, aynalar"
"mecâl","güç, kuvvet, takat"
"melâike","melekler"
"melekü’l-bihar","denizler ile ilgili görev yapan melek"
"melekü’l-cibal","dağlar ile ilgili görev yapan melek"
"melekü’l-emtar","yağmur ile ilgili görev yapan melek"
"Meşşaiyyûn",""
"mevcudat","var edilenler, varlıklar"
"mevcudat","varlıklar"
"mutevattinîn","vatandaşlar; bir yeri vatan edinenler ve orada yerleşik olanlar"
"muztar","mecbur, çaresiz"
"mümessilât","temsilciler"
"nam","ad, isim, unvan"
"nâmuvafık","uygun olmayan, uygun düşmeyen"
"nevâmis","anayasalar"
"nevâmis-i câriye","akıp giden, süregelen, yürürlükte olan kanunlar"
"nevâmis-i fıtrat","yaratılış kanunları, yasaları"
"nükte","ince ve derin mânâlı söz"
"sakinîn","oturanlar, ikâmet edenler, yerleşik olanlar"
"semâvât-ı lâtife","lâtif, şeffaf gökler"
"tabiiyyun","tabiatçılar, herşeyin tabiatın tesiriyle meydana geldiğini iddia edenler"
"tâbir","işaretleme, adlandırma"
"tasdik","doğrulama, onaylama"
"tesmiye etme","isimlendirme"
"teşahhus etme","ayırt edilebilen bir vasıf ve kimlikle ortaya çıkma"
"teşekkül-ü ervâh","ruhların meydana gelmesi"
"tevsim etme","işaretleme, adlandırma"
"turuk-u tabir","ifade tarzları, yorum şekilleri"
"ukalâ","akıllılar; akıl sahipleri"
"ukûl-u aşere","on akıl"
"ukûl-u selime","doğru ve sağlıklı düşünen akıllar"
"umur-u itibâriye","itibârî işler; öyle sayılan işler"
"vehmiye","varsayılan, olmadığı hâlde var tasavvur edilen"
"vücud taayyün etme","varlık verilme, varlık olarak belirme"
"vücud","varlık"
"zâhir","görünen, varlığın dış yönü"
"zübde","birşeyin özü"
"ahsen","en güzel"
"akaid-i beşer","insanların inançları"
"âlemü’l-gayb","gayb dünyası; görünmeyen âlem"
"avâlimü’l-ervâh","ruhların âlemleri, ruhların dünyaları"
"bilbedahe","açıkça"
"birader","kardeş"
"bizzarure","ister istemez, zorunlu olarak"
"cüz’","kısım, bölüm"
"ecsâm-ı lâtife-i nûrâniye","lâtif ve nurlu cisimler"
"ehl-i edyân","din sahipleri, dine inananlar"
"envâ-ı muhtelife","farklı, çeşitli türler"
"ervâh","ruhlar"
"eşhas","şahıslar"
"fert","birey"
"hamele","taşıyıcılar"
"ibâd-ı mükerrem","şerefli, saygın kullar"
"ibadullah","Allah’ın kulları"
"icma","görüş birliği, fikir birliğine varma"
"inhisar etme","yalnız birşeye ait veya onunla kayıtlı olma"
"inkılâbât-ı beşeriye","insanlığın köklü değişimleri"
"İrade-i Ezeliye","ezelî olan Allah’ın iradesi"
"istihsan","beğenme, güzel bulma"
"istimrar","devam etme"
"itikad-ı umumî","genelin inancı"
"ittifak","birleşme, görüş birliği"
"kat’î","kesin bir şekilde"
"keyfiyet","durum, nitelik, özellik"
"Kudret-i Fâtıra","Yaratıcı Kudret, Allah"
"küll","bütün, hep, birşeyin tamamı"
"malûm","bilinen"
"mânây-ı melâike","“melekler” mânâsı, “melek” anlamı"
"mebâdi-i zaruriye","zorunlu ilkeler"
"melâike","melekler"
"mesâil","meseleler, konular"
"mesele-i melâike","melekler meselesi, konusu"
"muhal","imkânsız, olmayacak şey"
"muhalefet etmek","aykırı davranmak"
"muhavere","karşılıklı konuşma"
"muvafık","lâyık, uygun"
"Müessir-i Hakikî","gerçek tesir sahibi ve varlıkların yaratıcısı olan Allah"
"mümessil","temsilci"
"mümtesil","imtisâl eden, aldığı emre uyan, boyun eğen"
"münhasır","birşeye bağlı, sınırlı ve kayıtlı olma"
"münkasım","kısımlara ayrılmış, bölünmüş"
"müsbet","olumlu, ispat ve kabule yönelik olan"
"müstemirren","sürekli, devamlı olarak"
"müşahede","görme, gözlemleme"
"müvellid","meydana getiren, doğuran"
"nevi","çeşit, tür"
"nükte","ince anlamlı söz"
"rivayet etme","aktarma, nakletme"
"rü’yet","görme"
"sıfat-ı İrade","İrade Sıfatı; Cenâb-ı Hakkın birçok ihtimaller arasında dilediğini dilediği şekilde yaratma, tercih etme sıfatı"
"sûret","biçim, şekil"
"şehâdet","tanıklık, şahitlik"
"şerh etme","izah etme, açıklama"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"şeriat-ı tekvîniye","Allah’ın kâinatta koyduğu yaratılış kanunları"
"tabakât-ı vücut","varlık tabakaları, katmanları"
"tâbi","bağlı, uyan"
"tahakkuk","gerçekleşme"
"taife","grup, topluluk"
"ukûl-u selime","doğru ve sağlıklı düşünen akıllar"
"umur","işler"
"ümmet","millet, topluluk"
"vehim","kuruntu, varsayım"
"vücud","varlık"
"vücûdî","varlıkla ilgili olan"
"zamân-ı Âdem","Âdem’in (a.s.) yaratılış zamanı"
"ahsen","en güzel"
"âlem-i Kur’ân","Kur’ân âlemi"
"bekà bulma","devamlı ve kalıcı hâle gelme"
"cennet-i Furkan","Furkan cenneti; hak ile batılı birbirinden ayırt eden Kur’ân cenneti"
"emarât","belirtiler, işaretler"
"emarat-ı müteferrika","birbirinden farklı emareler, ince deliller"
"esâsât-ı kat’iye","kesin esaslar"
"hads-i kat’î","doğru ve kesin sezgi, kalbe doğan kesin bilgi"
"hakâik","hakikatler, gerçekler, doğrular"
"hâsıl olma","meydana gelme, oluşma"
"icmâ","görüş birliği"
"istinad etme","dayanma"
"itikad-ı umumî","çoğunluğun, genelin inancı"
"kalben","kalple"
"kerrat","defalarca"
"makbul","kabul gören, geçerli"
"mâkul","akla uygun"
"mebadi-i zaruriye","zorunlu prensip ve ilkeler"
"medhal","başlangıç, giriş, önsöz"
"melâike","melekler"
"müfettehatü’l-ebvab","kapıları açık"
"müşahedât","gözlemler"
"müşahede","gözlemleme"
"neş’et etme","doğma, ortaya çıkma"
"nev’","tür"
"nev-i muhtelifü’l-esnaf","farklı farklı sınıfları olan tür"
"nükte","ince anlam, ince mânâ"
"ruhânî","ruh âlemine ait varlık"
"rü’yet","görme"
"Sahib-i Mirac","Mirac’ın sahibi; Allah’ın huzuruna yükselen ve yükselirken bütün kâinat âlemlerini gezen Peygamberimiz (a.s.m.)"
"senet","dayanak, belge, delil"
"Sûre-i Kadir","Kur’ân-ı Kerimin 97. Sûresi olan Kadîr Sûresi"
"sûret-i tahakkuk","gerçekleşme şekli"
"şerh etme","izah etme, açıklama"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi, İslâmiyet"
"tahakkuk etme","gerçekleşme"
"tâhir","temiz"
"tevatür-ü mânevî","bir olay ve haberi yalan üzerine birleşmeleri mümkün olmayan toplulukların farklı sözlerle zincirleme birbirlerine aktarması"
"tevellüd etme","doğma, meydana gelme"
"vâkıât","olaylar, gerçekler"
"vücut","varlık"
"Arabî","Arapça"
"burhan","güçlü ve sarsılmaz delil, kanıt"
"cihet","taraf, yön"
"fâil","işi yapan, özne"
"fehmetmek","anlamak"
"güzel telâkki etmek","güzel karşılayıp anlamak, kabullenmek"
"hads","güçlü sezgi, kavrama"
"haşir","öldükten sonra âhiret âleminde tekrar diriltilip Allah’ın huzurunda toplanma"
"hükm-ü Kur’ân","Kur’ân’ın hükmü"
"ihzar etme","hazırlama"
"işârât","işaretler, izler"
"İşârât-ül İ’caz","Kur’ân’ın mu’cize yönünün tefsiri olan Risale-i Nur Külliyatından bir eser"
"iz’an","kesin ve şüphesiz bir şekilde inanma, tasdik"
"kâbil","kabule uygun, elverişli"
"kabiliyet-i kabul verme","kabul yeteneği verme"
"kâinat","evren"
"lem’a-yı ihtiyar","işin en iyi seçimle yapıldığını gösteren parıltı"
"lemeât-ı kast","işin bir maksat için bilerek kasten yapıldığını gösteren parıltılar"
"mahal","yer, konum"
"mâni","engel"
"medhal","başlangıç, giriş, önsöz"
"menâbi","kaynaklar"
"mevcut","var"
"muktazi","gerekçe, gerektirici sebep"
"muktedir","gücü yeten, yapabilen"
"nazar-ı dikkate çarpmak","dikkati çekmek, gören göze çarpmak"
"nizam-ı ekmel-i kasdî","bilerek kasten plânlanmış olan en mükemmel düzen"
"nur-u kast","işin bir maksat için bilerek kasten yapıldığını gösteren nur, ışık"
"reşahat-ı ihtiyar","işin en iyi seçimle yapıldığını gösteren sızıntılar"
"saadet-i ebediye","sonu olmayan sonsuz mutluluk"
"şe’n","iş, durum, hâl"
"şûle-i hikmet","hikmet alevi; belli bir yarar ve gayeye yönelik olarak herşeyin yerli yerine yerleştirildiğini gösteren alev"
"tahallüb etme","damlama, sağılma"
"terkip","bileşik veya birleşik"
"vücud","varlık"
"ziyâ-yı irade","işin iradeyle yapıldığını gösteren ziya, ışık"
"abes","anlamsız, faydasız"
"adem-i abesiyet","boş ve anlamsız olmama"
"adem-i israf","israfsızlık"
"adem-i sırf","tam anlamıyla yokluk, mutlak yokluk"
"âmâl","emeller, arzular, istekler"
"bilbedahe","apaçık bir şekilde"
"cevher","değerli taş, mücevher"
"cevher-i yegâne","tek, eşsiz cevher"
"cihet","yön"
"efkâr","fikirler, düşünceler"
"ezcümle","örneğin, meselâ"
"fenn-i menâfiu’l-âzâ","organların yararlarını inceleyen fen, anatomi; canlıların yapısını ve bu yapıyı oluşturan organları inceleyen bilim dalı"
"fevâid","faydalar"
"fıtrat","yaratılış"
"gubar","toz"
"hebâ","faydasız, boş"
"hebaen gitme","boşu boşuna gitme"
"hikem","hikmetler; fayda ve gayeler"
"hikmet","varlıkların hakikatlerini ve sırlarını varlık âlemindeki keyfiyetlerine göre açıklayan ilimler ve bilimler"
"hikmet-i İlâhiye","İlâhî hikmet; Cenâb-ı Hakkın herşeyi belirli gayelere yönelik olarak, mânâlı, faydalı, san’atlı ve tam yerli yerinde yaratma sıfatı"
"hikmet-i tâmme","tam ve mükemmel hikmet; belli gayelere yönelik anlam, fayda, san’at ve tam yerindelik"
"hilkat","yaratılış"
"ihtiyar","tercih"
"iltizam-ı hikem","hikmetlere sarılma, hikmetlere bağlılık"
"inayet-i ezeliye","ezelî inayet; bütün yararların, huzur ve güvenin kaynağı olan düzen"
"intihab etmek","seçmek"
"istidâdât-ı mâneviye","mânevî istidatlar, mânevî yetenekler"
"istikrâ","tümevarım; cüz’î olaylardan küllî kanunlara, eserden müessire, yani eserden eseri yapana ulaşma metodu; dumandan ateşe varmak gibi"
"itina edilme","özen gösterilme"
"kâinat","evren, yaratılmış varlıklar"
"kat’î","kesin"
"kemâlin vücudu","mükemmelliğin, olgunluğun varlığı"
"keyfiyet","durum, nitelik, özellik"
"lisân","dil"
"mahiyet-i hakikiye","gerçek mahiyet, iç yüz"
"mâneviyat","akıl, sır, kabiliyet gibi insanın mânevî yapısını oluşturan unsurlar, iç yüzündeki yetenekler"
"menba","kaynak"
"meyl-i saadet","saadete yönelim, mutlu olma eğilimi"
"meyl-i tekemmül","olgunlaşma, mükemmelleşme eğilimi"
"mükâbere","göz göre göre inkâr etme, büyüklenme"
"müsaade etmeyen","izin vermeyen"
"müyûlât","meyiller, eğilimler"
"namzet","aday"
