"kelime","anlam"
"hissiyat","hisler, duygular"
"tenvir","nurlandırma, aydınlatma"
"hazine-i Kur’âniye","Kur’ân hazinesi"
"dellal","davetçi, ilâncı"
"me’haz","kaynak"
"merci","başvurulacak, sığınılacak yer"
"mu’cize-i mâneviye","Kur’ân’ın mu’cizeliği"
"zındık","dinsiz"
"galebe çalmak","üstün gelmek"
"dalâlet","hak yoldan sapkınlık, inançsızlık"
"Tabiat Risalesi","Yirmi Üçüncü Lem’a"
"gaflet","umursamazlık, âhiretten ve Allah’ın emir ve yasaklarından habersiz davranma"
"daire-i âfâk","çok büyük ve geniş daire"
"fen","bilim dalı"
"nur-u tevhid","Allah’ın birliğini gösteren nur"
"nev-i beşer","insanlık, insan türü"
"hayat-ı bâkiye","devamlı ve kalıcı hayat"
"elzem","çok gerekli"
"tedrisat","eğitim ve öğretim kurumları"
"hususî","özel"
"binaen","dayanarak"
"dershane-i Nuriye","Risale-i Nur’un okunduğu yerler"
"hakikat","gerçek, esas; bir şeyin gerçek mahiyeti"
"izah","açıklama"
"haşiye","dipnot"
"taallüm etme","öğrenme"
"marifet","bilme ve tanıma"
"müştak","arzulu, çok istekli"
"mukabil","karşılık, denk gelen"
"inşaallah","Allah dilerse, izin verirse"
"temin etme","sağlama"
"hayat-ı dünyeviye ve siyasiye ve uhreviye","dünya hayatı, siyasî hayat ve âhiret hayatı"
"lemeat","parıltılar"
"dellâl","duyurucu, ilân edici"
"terviç","bir düşünceyi tutma, destekleme"
"neşr","yayımlama"
"kefaret","günahın bağışlanmasına vesile olan şey"
"müthiş","dehşet veren, korkutan"
"sed","engel"
"salisen","üçüncü olarak"
"Ramazan-ı Şerif","mübarek Ramazan ayı"
"elemli","acı veren, üzücü"
"meşgale","meşguliyet, iş"
"mu’cizat","mu’cizeler; insanların benzerini yapmakta âciz kaldıkları olağanüstü hâller, işler"
"cüz","kısım, parça"
"keramet","Allah’ın bir ikramı olarak, görünen olağanüstü hâl"
"suret","biçim, şekil"
"ders-i Kur’âniye","Kur’ân dersi"
"ruh u can","ruh ve can; çok büyük istek, bütün içtenlik"
"kast u azmetmek","kesin olarak amaçlayıp karar vermek"
"tab etmek","yazmak, basmak"
"aziz","çok değerli, izzetli"
"sıddık","çok doğru ve sadık"
"evvelâ","ilk olarak"
"has şakirt","Üstadın çok değer verdiği ilk sıradaki talebeler"
"müştemilât","içindekiler"
"evliya-yı meşhûre","meşhur velîler"
"sarih","açık"
"ihbar","haber verme"
"ehl-i kalb","kalb ehli olanlar, kalbiyle mânevî olarak yükselmiş olanlar"
"zahir","açık, âşikar"
"hakikat","asıl,  gerçek, doğru"
"dâvâ","iddia"
"iltibas","karıştırma"
"biçare","çaresiz"
"ziyade","çok, fazla"
"kanaat","görüş, fikir"
"tâdil etme","düzeltme"
"bahadır","kahraman, cesur, yiğit"
"hak","doğru"
"tabir","açıklama, ifade"
"ümmet","Hz. Peygambere inanıp onun yolundan gidenler, mü’minler"
"âhirzaman","dünya hayatının kıyamete yakın son devresi"
"zât","kişi"
"kıymettar","değerli"
"iman-ı tahkikî","sağlam, sarsılmaz bir iman"
"neşir","yayma"
"ehl-i iman","Allah’a ve Ondan gelen her şeye inananlar, mü’minler"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"vazife","görev"
"bitemâmihâ","tamamen, bütünüyle, hepsi"
"Gavs-ı Âzam","Abdülkadir-i Geylânî Hazretlerinin nâmı; en büyük gavs, evliyâ"
"şahs-ı mânevî","belli bir kişi olmayıp bir topluluktan meydana gelen tüzel kişilik"
"keşf","kalb gözüyle görme, manevî âlemlere ait bazı olayları ve hakikatleri görme"
"hâdim","hizmetçi, hizmet eden"
"mültefitane","iltifat edene yakışır şekilde"
"mübarek","bereketli, hayırlı"
"tatbik","uygulama"
"zât","kişi"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi"
"icra","yürütme, yerine getirme"
"tatbik","uygulama"
"itikad","inanma"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"sadakat","bağlılık, sebat"
"hâkimiyet","egemenlik, hükümranlık"
"hilâfet-i İslâmiye","İslâm halifeliği"
"ittihad-ı İslâm","İslâm birliği"
"İsevî ruhanîler","Hz. İsa’nın (a.s.) dinine mensup din adamları, rahipler"
"ittifak","birleşme, birlik"
"din-i İslâm","İslâm dini"
"ziyade","çok, fazla"
"kıymettar","değerli"
"şaşaalı","gösterişli, göz alıcı"
"umum","bütün, genel"
"avâm","halk tabakası, sıradan insanlar"
"nazar","bakış, görüş, düşünce"
"has Nurcular","Üstadın çok değer verdiği ilk sıradaki talebeler"
"evliya","Allah dostları, velîler"
"tâbir","yorum, açıklama"
"tevil","yorum"
"ehl-i dünya","dünyaya dalıp, âhireti düşünmeyenler"
"ehl-i siyaset","siyasetle uğraşanlar, politikacılar, idareciler"
"hakikat","asıl,  gerçek, doğru"
"haml","yüklenme"
"iltibas","karıştırma"
"fâni","geçici olan, ölümlü"
"pişdar","öncü"
"şakirt","öğrenci, talebe"
"şahs-ı mânevî","belli bir kişi olmayıp bir topluluktan meydana gelen tüzel kişilik"
"âciz","güçsüz"
"hakikî","asıl, gerçek"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"uhrevî","ahirete ait"
"makamat","makamlar, yerler"
"evham","kuruntular, şüpheler"
"neşir","yayma"
"bâkî","ölümsüz, devamlı, kalıcı"
"sukut","düşme, alçalma"
"bina etme","üzerine kurma, yapma"
"elhasıl","kısaca, özetle"
"avâm-ı mü’min","mü’minlerin avam tabakası"
"yakîniyet-i bürhaniye","kesin delile ait olan şüphesizlik"
"kazâyâ-yı makbûle","kabul görmüş olan realite, mevcut durum"
"zann-ı galib","“belki budur” şeklindeki kanaat"
"inkılâp","değişim, dönüşüm"
"muannid","inatçı, direnen"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"mütemerrid","inatçı, dikkafalı"
"zındıka","dinsizlik, inançsızlık"
"galebe","üstünlük"
"zât","kişi"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi"
"icra","yürütme, yerine getirme"
"tatbik","uygulama"
"itikad","inanma"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"sadakat","bağlılık, sebat"
"hâkimiyet","egemenlik, hükümranlık"
"hilâfet-i İslâmiye","İslâm halifeliği"
"ittihad-ı İslâm","İslâm birliği"
"İsevî ruhanîler","Hz. İsa’nın (a.s.) dinine mensup din adamları, rahipler"
"ittifak","birleşme, birlik"
"din-i İslâm","İslâm dini"
"ziyade","çok, fazla"
"kıymettar","değerli"
"şaşaalı","gösterişli, göz alıcı"
"umum","bütün, genel"
"avâm","halk tabakası, sıradan insanlar"
"nazar","bakış, görüş, düşünce"
"has Nurcular","Üstadın çok değer verdiği ilk sıradaki talebeler"
"evliya","Allah dostları, velîler"
"tâbir","yorum, açıklama"
"tevil","yorum"
"ehl-i dünya","dünyaya dalıp, âhireti düşünmeyenler"
"ehl-i siyaset","siyasetle uğraşanlar, politikacılar, idareciler"
"hakikat","asıl,  gerçek, doğru"
"haml","yüklenme"
"iltibas","karıştırma"
"fâni","geçici olan, ölümlü"
"pişdar","öncü"
"şakirt","öğrenci, talebe"
"şahs-ı mânevî","belli bir kişi olmayıp bir topluluktan meydana gelen tüzel kişilik"
"âciz","güçsüz"
"hakikî","asıl, gerçek"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"uhrevî","ahirete ait"
"makamat","makamlar, yerler"
"evham","kuruntular, şüpheler"
"neşir","yayma"
"bâkî","ölümsüz, devamlı, kalıcı"
"sukut","düşme, alçalma"
"bina etme","üzerine kurma, yapma"
"elhasıl","kısaca, özetle"
"avâm-ı mü’min","mü’minlerin avam tabakası"
"yakîniyet-i bürhaniye","kesin delile ait olan şüphesizlik"
"kazâyâ-yı makbûle","kabul görmüş olan realite, mevcut durum"
"zann-ı galib","“belki budur” şeklindeki kanaat"
"inkılâp","değişim, dönüşüm"
"muannid","inatçı, direnen"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"mütehayyir","hayrete düşen"
"ehl-i iman","Allah’a ve Ondan gelen her şeye inananlar, mü’minler"
"ehl-i siyaset","siyasetle uğraşanlar, politikacılar, idareciler"
"evham","kuruntular, şüpheler"
"münasip","uygun"
"müceddid","yenileyici; hadis-i sahih ile her yüz senede bir geleceği bildirilen, dinin hakikatlerini, asrın ihtiyacına göre ders veren peygamber vârisi olan âlim zât"
"pişdar","öncü"
"umum","bütün, genel"
"aziz","çok değerli, izzetli"
"sıddık","çok doğru ve bağlı"
"sebatkâr","sebat eden"
"vefadar","vefâlı, sözünde ve dostluğunda devamlı olan"
"Ankara ehl-i vukufu","Ankara Mahkemesi bilirkişi heyeti"
"keramet","Allah’ın bir ikramı olarak görünen olağanüstü hâl ve fiil"
"işaret-i gaybiye","geleceğe veya bilinmeyen bir olaya işaret yoluyla verilen haber"
"inkâr etme","inanmama, kabul etmeme"
"izhar","gösterme, açığa çıkarma"
"tenkid","eleştiri"
"mukàbil","karşılık"
"müdafaat","savunmalar"
"had","sınır, yetki"
"mu’cize-i mâneviye","mânevî mu’cize"
"tereşşuhat","sızıntılar, izler"
"lem’a","parıltı"
"hakikî","asıl, gerçek"
"tefsir","açıklama, yorum; Kur’ân’ın mânâlarını açıklayan kitap"
"şakirt","öğrenci, talebe"
"kuvve-i mâneviye","mânevî güç, moral"
"takviye etme","destekleme, güçlendirme"
"ikrâmât-ı İlâhiye","Allah tarafından gelen ikramlar, ihsan ve lütuflar"
"nev'","çeşit, tür"
"şükür","nimetlere karşı memnunluk gösterme, Allah’a teşekkür etme"
"caiz","sakıncasız, doğru"
"makbul","kabul gören, geçerli"
"binaen","dayanarak"
"tahşidat yapma","öneminden dolayı bir şeyin üzerinde fazla durma"
"mevzu","konu"
"ekser","çoğunluk"
"hizmet-i imâniye","iman hizmeti"
"tahribat","tahripler, yıkıp bozmalar"
"lâakal","en az"
"kâtip","yazan, yazıcı"
"ehl-i idare","idareciler, yöneticiler"
"takdir","beğeniyi dile getiren ifade"
"zarurî","zorunlu, gerekli"
"hayat-ı imaniye","imanlı şekilde yaşanan hayat"
"hayat-ı bâkiye","devamlı ve kalıcı olan âhiret hayatı"
"hayat-ı fâniye","geçici dünya hayatı"
"meşgale","meşguliyet, uğraş"
"ehl-i iman","Allah’a ve Allah’tan gelen her şeye inanan kimseler, mü’minler"
"vâcip","zorunlu"
"misâl","örnek"
"men etme","yasaklama, engel olma"
"garip","kimsesiz, zavallı"
"biçare","çaresiz, zavallı"
"tecrid","soyutlama, ayırma, yalnız bırakma"
"tazyik","baskı"
"nev'","çeşit, tür"
"ihtilât","insanların arasına girmek, onlar arasında bulunmak"
"ihtiyar","irade, dileme, tercih"
"mâni","engel"
"medar","dayanak noktası, kaynak"
"beyan etme","açıklama, anlatma"
"hikmet","sır, fayda, gaye; her şeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde yapılması"
"hâşâ","asla, kesinlikle öyle değil!"
"temeddüh etmek","övünmek, böbürlenmek"
"hodfuruşluk","kendi kendini beğenme"
"esas","temel, özellik"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme samimiyet"
"inşaallah","Allah’ın izniyle"
"müdafaa","savunma"
"mânen","mânevî olarak"
"kuvve-i mâneviye","mânevî güç, moral"
"şakirt","öğrenci, talebe"
"ikrâmât-ı İlâhiye","Allah tarafından gelen ikramlar, ihsan ve lütuflar"
"tahşidat","öneminden dolayı bir şeyin üzerinde fazla durma"
"umum","bütün"
"hemşire","kız kardeş"
"hâssaten","özellikle"
"makbul","kabul gören, geçerli"
"taife","grup, topluluk"
"muhterem","hürmete lâyık, saygıdeğer"
"Ramazan-ı Şerif","şerefli Ramazan ayı"
"Ankara ehl-i vukufu","Ankara Mahkemesi bilirkişi heyeti"
"dalâlet-i mutlaka","mutlak dalâlet, tam bir sapkınlık"
"ehl-i iman","Allah’a ve Allah’tan gelen herşeye inanan kimseler, mü’minler"
"emâre","alâmet, belirti"
"gaybî imdat","bilinmeyen, gayb âleminden gelen yardım"
"gaybî","bilinmeyen, gayb âlemine ait"
"hodfuruşluk","kendini beyendirmeye çalışma"
"îma","işaret"
"İşarât-ı Kur'âniye","Kur’ân’ın işaretleri; Birinci Şuâ"
"izhar","meydana çıkarma, söyleme"
"keramet","Allah’ın bir ikramı olarak görünen olağanüstü hâl ve fiil"
"keramet-i gaybiye","gelecekle ilgili Allah’ın bir ikramı olarak verilen haberler"
"kesretli","pek çok"
"kuvve-i mâneviye","mânevî güç, moral"
"makbuliyet","kabul edilmişlik, geçerlilik"
"mecburiyet-i kat'iye","kesin zorunluluk"
"metanet","sağlamlık"
"Radiyallahu Anh","Allah ondan razı olsun"
"risale","küçük çaplı kitap; Risale-i Nur’un her bir bölümü"
"rumuz","gizli ve ince işaret"
"saadet","mutluluk"
"sair","diğer, başka"
"sarahat","sarih olma, açıklık"
"sebat","kararlı olma"
"sukut etme","düşme, değer kaybetme"
"tefsir","Kur’ân-ı Kerimi mânâ bakımından açıklama, yorum"
"teşci","cesaret verme, cesaretlendirme"
"tetimme","ek, tamamlayıcı not"
"tetkik etme","inceleme, araştırma"
"teyid etme","destekleme, kuvvetlendirme"
"uhrevî","âhirete ait"
"vahdet-i mesele","konu birliği"
"İşârât-ı Kur’âniye","Kur’ân’ın işâretleri; Birinci Şuâ"
"Kerâmet-i Aleviye","Hz. Ali’nin (r.a.) kerameti; Sikke-i Tasdik-i Gaybî’de yer alan Otuz Birinci Mektubun On Sekizinci Lem'ası"
"Kerâmet-i Gavsiye","Abdülkadir Geylânî’nin Risale-i Nur’la ilgili kerametli bir şekilde verdiği haberlerin yeraldığı Sekizinci Lem’a"
"tenbih","ikaz, uyarı"
"ihtar","hatırlatma, ikaz"
"mahrem","gizli olan, herkese söylenmeyen, gizli sır"
"muannit","inatçı"
"nâmahrem","yabancı"
"sathî","sığ, yüzeysel"
"sebebiyet vermek","sebep olmak"
"mecmua","kitap"
"has","özel, ait"
"ehass-ı havas","seçkinlerin en seçkini"
"intişar","yayılma"
"mezkûr","anılan, sözü geçen"
"ehl-i insaf","insaflı olanlar"
"alâkadar","alâkalı, ilgili"
"tensib","uygun görme"
"risale","küçük çaplı kitap; Risale-i Nur’un her bir bölümü"
"emare","belirti, işaret"
"makbuliyet","kabul edilmişlik"
"gaybî","bilinmeyen, gayb âlemine ait"
"kesretli","çok"
"ima","işaret"
"ilmelyakîn","ilme ve sağlam delillere dayanarak, kuşkuya yer bırakmayacak şekilde kesin bilme"
"aynelyakîn","gözlem ve müşahedeye dayanarak, kuşkuya yer bırakmayacak şekilde kesin bilme"
"hakkalyakin","bizzat yaşamak suretiyle, kuşkuya yer bırakmayacak şekilde kesin bilme"
"mütalâa","dikkatlice okuyup inceleme"
"hususan","bilhassa, özellikle"
"cifrî","cifir ilmiyle ilgili"
"hesabat","hesaplar"
"umum","genel, bütün"
"âhir","son"
"fıkra","belli bir düşünceyi anlatmak üzere kaleme alınan yazı; makâle"
"mukaddeme","ilk söz, başlangıç"
"nazar","bakış, görüş"
"şakirt","talebe, öğrenci"
"kutbü’l-ârifîn","ariflerin en büyüğü, en ileri geleni"
"kuddise sirruhu","sırrı mukaddes olsun, sırrı temiz olsun"
"mektubat","mektuplar"
"resâil-i şerife","şerefli mektuplar"
"muktebes","iktibas edilmiş, alıntı yapılmış, aktarılmış"
"nasâyih-i kudsiye","kutsal nasihatler, ögütler"
"mukaddem","evvel, önce"
"mütalâa","dikkatlice okuma, inceleme"
"muvaffak olma","başarma"
"pîr","reis; herhangi bir meslek veya sanatın kurucusu, başlatıcısı"
"tercüme-i hâl","biyografi, bir kişinin hayatını anlatan eser"
"Ashâb-ı Kütüb-i Sitte","Kütüb-ü sitte ashabı, meşhur altı sahih hadis kitabı olan Sahih-i Buhâri, Sahih-i Müslim, İbn-i Mâce, Ebu Davud, Tırmizi ve Neseî’nin yazarları"
"tahriç buyurma","hadisleri, ilk rivayet edene ulaşarak zikretme"
"Cenâb-ı Hak","Hakkın tâ kendisi olan, şeref ve yücelik sahibi Allah"
"müceddid-i din","dini yenileyen"
"hadis-i şerif","Peygamber Efendimizin (a.s.m.) mübarek söz, fiil ve hareketi veya onun onayladığı başkasına ait söz, iş veya davranış"
"mazhar olan","elde eden, erişen"
"mâsadak olan","doğrulayan, onaylayan"
"müzhir-i tâm","tam izhar eden, gösteren"
"eş-şehîr","meşhur, bilinen"
"gavsü’l-vâsılîn","hakikate, marifete ermiş anlamına gelen, Allah’ın sevgili kullarından büyükleri için kullanılan bir ifade"
"vâris-i Muhammedî","Hz. Muhammed’in (a.s.m.) vârisi, mirasçısı"
"kâmilü’t-tarikati’l-âliyye ve’l-müceddidiyye Hâlid-i Zülcenâheyn","müceddid ve yüksek tarikat sahibi  olan  Halid-i Zülcenaheyn"
"ilâ âhir","sonuna kadar"
"tarihçe-i hayat","hayat hikayesi, biyografi"
"fıkra","kısa yazı"
"tevellüd","doğum"
"payitaht","başkent"
"dahil olma","katılma, içeri girme"
"hazret","saygıdeğer; saygı, hürmet maksadıyla büyüklere verilen ünvan"
"füyûzât-ı mâneviye","mânevî feyizler, bereketler"
"silsile","zincir"
"müceddid","yenileyici; sahih hadis ile her yüz senede bir geleceği bildirilen, dinin hakikatlerini asrın ihtiyacına göre ders veren, Peygamber vârisi olan âlim"
"ehl-i siyaset","siyaset adamları, politikacılar"
"nazar-ı dikkati celb etme","dikkat çekme"
"diyar-ı Şam","Şam diyarı, bölgesi"
"hicret","göç, bir memleketten başka bir memlekete taşınma"
"radıyallahü anh","Allah ondan razı olsun"
"mensup","bağlı"
"tercüme-i hâl","biyografi, hayat hikâyesi"
"istidad-ı fıtrî","yaratılışındaki yetenek"
"kabiliyet-i harika","harika kabiliyet"
"sin","yaş"
"bâliğ olmak","ulaşmak"
"a’lem-i ulemâ-i asr","asrın bilinen âlimlerinden"
"allâme-i vakit","zamanın en büyük âlimi"
"tedris-i ulûm","ilimlerin öğretimi, ders vermesi"
"iştigal etme","meşgul olma, ilgilenme"
"tevafuk etme","denk düşme, uygun gelme"
"tecdid-i din","dinin yenilenmesi, yeniden yorumlanması"
"mücahede","cihad etme, mücadele"
"mukaddeme","başlangıç"
"mücahede-i mâneviye","mânevî cihad etme, mücadele"
"tevehhüm etmek","kuruntuya kapılmak, az tehlike ihtimali olsa çok korkmak"
"nakl-i mekân","yer değiştirme"
"vaki olma","gerçekleşme, meydana gelme"
"inziva","yalnız başına bir yere çekilip dünya işleriyle uğraşmama"
"müteakip","sonrasında"
"vuku","gerçekleşme"
"münasebetiyle","sebebiyle"
"vehim","kuruntu, olmayan şeyi varmış gibi gösteren düşünce"
"ikamet","oturum"
"tarihçe-i hayat","hayat hikâyesi, biyografi"
"hitam","son"
"a’lem-i ulemâ-i zaman","zamanın en iyi bilen, en büyük âlimi"
"allâme-i zaman","zamanın en büyük âlimi"
"azîm","büyük, yüce"
"ba’del-memat","ölümden sonra"
"bâliğ olma","erişme, ulaşma"
"bilâkis","tersine"
"cihet-i tevafuk","denk düşme, uygun gelme yönü"
"eczâ","kısımlar, bölümler; ilâcın etkili olan maddesi"
"esrâr","sırlar"
"etbâ","tabi olanlar, uyanlar"
"fasıla","ara"
"fuhûl-u ulemâ","ilim ve faziletçe benzerlerinden üstün olan âlimler"
"hadis-i şerif","Peygamber Efendimizin (a.s.m.) mübarek söz, fiil ve hareketi veya onun onayladığı başkasına ait söz, iş veya davranış"
"haşiye","dipnot, açıklayıcı not"
"icâzet alma","eski medrese usûlüne göre bir öğrencinin hocasından öğrendiği ilimler hakkında yeterlilik belgesi alması"
"ihyâ","canlandırma, kuvvetlendirme"
"ittifak","anlaşma, birlik"
"Kur’ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur’ân"
"mâlum","bilinen, belli"
"mâsadak","doğrulayıcı ve onaylayıcı unsur"
"medh ü senâ","övme ve yüceltme"
"meslek","gidilen yol, usül"
"meşreb","yol, metod"
"meşreben","hareket metodu açısından"
"muaraza","sözle mücadele"
"müceddid","yenileyici; sahih hadis ile her yüz senede bir geleceği bildirilen, dinin hakikatlerini asrın ihtiyacına göre ders veren, Peygamber vârisi olan âlim"
"nass-ı hadis","hadisin kesin ifadesi"
"neslen","nesil bakımından"
"Sünnet-i Seniye","Peygamberimizin söz, fiil ve hareketlerine dayanan yüce prensipler"
"takviye-i din","dini kuvvetlendirme, güçlendirme"
"tarihçe-i hayat","hayat hikayesi, biyografi"
"tarikat","tasavvufa dayalı, mânevî derecelere ulaşmayı esas alan yol"
"tecdid ve takviye-i din","dini yenileme ve güçlendirme"
"tedris etme","ders verme"
"tesirât","tesirler, etkiler"
"tevafukat","birbirine uygun gelişmeler"
"zülcenâheyn","iki taraflı, iki kanatlı"
"azletmek","ayırmak, uzaklaştırmak"
"bidâyeten","başlangıçta, ilk olarak"
"binaen","dayanarak"
"câ-yı kabul görme","kabul edilme"
"eczâ","kısımlar, bölümler"
"ehl-i hakikat","varlıkların ve olayların ardındaki gerçeğe ulaşan kişiler"
"ehl-i keşif","maneviyat âlemlerinde iman hakikatlerini gözleme yeteneğine sahip insanlar, veliler"
"ehl-i velâyet","veliler, Allah dostları"
"ekser","çoğunluk"
"elhasıl","sonuç olarak"
"hadise-i ruhaniye","ruhlarla ilgili olay"
"hadis-i şerif","Peygamber Efendimizin (a.s.m.) mübarek söz, fiil ve hareketi veya onun onayladığı başkasına ait söz, iş veya davranış"
"hakaik-i imaniye","iman hakikatleri, gerçekleri"
"hitam bulma","sona erme, son bulma"
"ilm-i hakikat","hakikat ilmi"
"ilm-i tarikat","tarikat, tasavvuf ilmi"
"iltimas","istirham, rica"
"iltizam etme","gerekli görme"
"kutbü’l-irşad","büyük irşad edici, doğru yolu gösteren"
"mânen","mânevî olarak"
"merci","başvurulacak, sığınılacak yer"
"mercii’l-hâs ve’l-âmm","seçkin insanlarla halkın müracaat yeri"
"merciiyyet","müracaat yeri olma"
"meşhud olma","görünme"
"mukteza","bir şeyin gereği"
"müceddid","yenileyici; sahih hadis ile her yüz senede bir geleceği bildirilen, dinin hakikatlerini asrın ihtiyacına göre ders veren, Peygamber vârisi olan âlim"
"müşahede etme","görme, gözlemleme"
"müşir","mareşal"
"müvâzi","denk, eşit"
"nass-ı hadis","hadisin kesin ifadesi"
"ruhaniyet","ölmüş bir kimsenin devam etmekte olan ruhunun kudreti"
"sarf-ı himmet","ciddî gayret etme"
"Sünnet-i Seniyye","Peygamberimizin (a.s.m.) söz, fiil ve hareketlerine dayanan yüce prensipler"
"şahsiyet","kişilik; bir insanın kendisi"
"tarikat","tasavvufa dayalı, mânevî derecelere ulaşmayı esas alan yol ve yöntemler"
"tasarruf","dilediği gibi kullanma ve yönetme"
"tecdid etme","yenileme, yeniden yorumlama"
"tecdid-i din","dinin yenilenmesi, yeniden yorumlanması"
"tevafuk etme","denk düşme, uygun gelme"
"vaad-i İlâhî","Allah’ın verdiği söz"
"vakıa","olay"
"vâki olma","gerçekleşme"
"ziyade","fazla"
"zül’ecniha","çok kanatlı"
"acib","şaşırtıcı, ilginç"
"Cenâb-ı Hak","Hakkın tâ kendisi olan, şeref ve yücelik sahibi Allah"
"delâlet eden","delil olan, ifade eden"
"eczâ","kısımlar, bölümler"
"ehl-i dünya","sadece dünya ile ilgilenen, âhireti düşünmeyen kişiler"
"esaret","esirlik, tutsaklık"
"evham","vehimler, kuruntular"
"feyiz","mânevî gıda, bereket"
"harekât-ı zahiriye","görünürdeki hareketler"
"inâyât","inâyetler, İlâhî yardımlar"
"inâyât-ı Rabbaniye","Allah tarafından gönderilen inâyetler, yardımlar"
"inâyet","Allah’tan gelen yardım"
"intişar etme","yayılma"
"iska","sulama"
"istifaza etme","feyizlenme, mânevî olarak gıdalanma"
"kerem","cömertlik"
"kısm-ı mühim","önemli kısım"
"Kur’ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur’ân"
"külliyet","kapsayıcılık, genellik"
"lâtif","güzel, hoş"
"lütuf","iyilik, ihsan, bağış"
"mahal","yer"
"mazhar olma","erişme, nail olma"
"menba’","kaynak"
"müellif","yazar"
"müşiriyet-i mâneviye","mânevî mareşallik"
"müteveccih olma","yönelme"
"nâhiye","kazadan küçük, köyden büyük olan yerleşim yeri; bucak"
"nazar","bakış, dikkat"
"rahmet","İlâhî şefkat, merhamet"
"sebeb-i âdi","sıradan, normal sebep"
"senâ etme","övme, yüceltme"
"şakirt","öğrenci, talebe"
"takviye etme","kuvvetlendirme"
"temâşâ eden","gözlemleyen"
"tereşşuh eden","sızan"
"teşebbüskârâne","teşebbüs ederek"
"teşrif etme","şeref verme, şereflendirme"
"tevafuk","uygunluk, denk gelme"
"tevafukat-ı acibe","hayret verici, şaşırtıcı uygunluklar, denk gelmeler"
"tevafuk-u lâtif","lâtif, güzel tevafuk, anlamlı denklik"
"vâkıa","meydana gelmiş olay"
