"kelime","anlam"
"ilelebed","sonsuza kadar, sonsuz bir şekilde"
"inhiraf","sapma"
"inşâd etme","sesli olarak dile getirme"
"intak etme","söyletme, dile getirme"
"istintak etme","sorgulama"
"kamer","ay"
"kubbe-i mîna","gök kubbesi, gökyüzü"
"lisân","dil"
"lisân-ı mahsus","türün kendine özel dili"
"meclis-i sâmî","yüce meclis"
"menbâ’","su kaynağı"
"metâ-ı âlî","değeri çok yüce ve yüksek olan şey, şey"
"mevcudat","varlıklar"
"mirac","Peygamberimizin (a.s.m.) Allah’ın huzuruna yükseldiği ve bütün kâinat âlemlerini gezdiği yolculuk"
"mu’cizât","mu’cizeler"
"mu’cizât-ı Ahmediye","Hz. Muhammed’in (a.s.m.) peygamberliğini ispat için gösterdiği mu’cizeler"
"mu’cize","Allah’ın izniyle peygamberler tarafından ortaya konulup bir benzerini yapmakta başkalarını âciz ve hayrette bırakan olağanüstü hâl, fiil, eser"
"muhbir","haber veren, haberci"
"müselsel","peş peşe, zincirleme olarak gelme"
"nağamat","nağmeler, hoş ve güzel sesler"
"nev’","tür, çeşit"
"risalet","elçilik, peygamberlik; Hz. Peygamber’in (a.s.m.) peygamberliği"
"sadâ-yı şîrîn","güzel ve şirin ses"
"sâdık","doğruluğunda şüphe olmayan"
"senâhan olma","bütün güzellik ve mükemmel özellikleri dile getirme"
"Sultan-ı Ezel","Ezel Sultanı; egemenlik ve saltanatının başlangıcı olmayan ve bütün zamanlara hükmeden Allah"
"şecer","ağaç, bitkiler"
"şehâdet","şâhidlik, tanıklık"
"Şeriat","Allah tarafından bildirilen hükümlerin hepsi; İslâmiyet"
"tanînendaz etme","çınlama, sesli olarak yankılanma"
"teşrif etme","şereflendirme"
"zaman-ı mâzî","geçmiş zaman"
"zaman-ı müstakbel","gelecek zaman"
"Zât-ı Nûrânî","Nuranî Zât; nurlu olan ve nuruyla etrafını aydınlatan Hz. Muhammed (a.s.m.)"
"zemin ve âsuman","yeryüzü ve gökler"
"zemin","yer, yer yüzü"
"Asr-ı Saadet","mutluluk çağı, Peygamber Efendimizin (a.s.m.) yaşadığı devir"
"bahusus","özellikle"
"bedeviyet-i sırf","bütün yönleriyle bedevîlik ve köylülük, medenî olmama özelliği"
"beşaret verme","müjdeleme"
"burhan","kesin delil, sarsılmaz kanıt"
"cevv-i feza","dünya atmosferi"
"cin ve ins","cinler ve insanlar"
"defaten","bir defada, birdenbire, aradan herhangi bir zaman geçmeden"
"enbiya","peygamberler"
"etvar-ı müdakkikane","inceden inceye araştıran tavırları, davranışları"
"fecr-i sadık","sabahleyin gerçek aydınlığın çıkmaya başlaması; sabahleyin güneşin doğacağını müjdeleyen doğu ufkundaki gerçek aydınlık"
"fermân-ı risalet","peygamberlik fermânı, buyruğu; Hz. Muhammed’in (a.s.m.) bütün cin ve insanlara tebliğ ettiği Kur’ân-ı Kerim"
"fünun","ilimler"
"hatib-i beliğ","insanlara son derece derin ve hikmetli sözler söyleyen hatip"
"icmâ","fikir, görüş birliği, aynı görüşte toplanma"
"inkılâb-ı azîm","büyük değişim ve dönüşüm"
"irşadat","doğru ve hak yolu gösterme gayretleri"
"istikbal","karşılama"
"ittifak","bir noktada birleşme"
"kâhin","geleceğe dair haberler veren"
"kütüb","kitaplar; peygamberlere Allah tarafından kullara tebliği için verilen kutsal Kitaplar"
"lisân-ı beliğane","belâgatli dil, maksadı muhatabın hâline tam bir uygunluk içinde anlatan dil"
"lisân-ı fasihâne","fasih dil; meramı güzel, açık ve düzgün ifadelerle aktaran dil"
"lisân-ı hakîmâne","son derece hikmetli sözler söyleyen dil"
"lisân-ı hâl","hâl ve beden dili"
"medeniyet-i mahza","tam bir medeniyet; bütün yönleriyle medenîlik özelliğini kazanma"
"mevkib-i ikbâl","talihli kâfile, gelmesi arzu edilen topluluk"
"muhakkik","meseleleri delilleriyle derinlemesine araştıran âlim kişi"
"muhalefet etme","aykırı tavır sergileme; kabul etmeme"
"Nebiy-yi Ümmî","okuma ve yazma bilmeyen peygamber; yani beşerî ilimleri tahsil etmemiş ve ilmi İlâhî olan Hz. Muhammed (a.s.m.)"
"nev-i beşer","insanlık"
"nübüvvet","peygamberlik, elçilik"
"rumuz","remizler, ima ve işaretler"
"sâyebanlık etme","güneşin yakıcı sıcaklığına karşı gölgelik etme, şemsiyelik etme"
"şems","güneş"
"Şems-i Hakikat","hakikat güneşi; Hz. Muhammed (a.s.m.)"
"tabiat-ı Arap","Arap milletinin kendine özel yapısı, mizacı, karakteri"
"telvihât","maksadın lâzımı olan şeylerden bahsetmek sûretiyle yapılan kinayeler"
"tevatür-ü mevcudat","bütün varlıkların aynı hakikatte birleşmeleri ve aynı noktaya parmak basmaları"
"tevellüd","doğma"
"vukuat","meydana gelen olaylar, hâdiseler"
"zaman-ı hâl","şimdiki zaman; içinde bulunulan zaman dilimi"
"zaman-ı mâzî","geçmiş zaman"
"zaman-ı müstakbel","gelecek zaman"
"Zât-ı Zülcelâl","sonsuz büyüklük, yücelik ve haşmet sahibi olan Zât, Allah"
"âhir","son"
"ahval","haller, durumlar"
"âsâr-ı enbiya","peygamberlerin eserleri"
"azher","en zâhir, en açık"
"beşaret verme","müjdeleme"
"cereyan eden","meydana gelen"
"cihetü’l-vahdet-i nübüvvet","peygamberlik müessesesinin birlik yönü, bütün peygamberlerin ortak niteliği"
"düstur-u hareket","hareket kanunu, davranış kuralı, yasası"
"ekmel","en mükemmel"
"enbiya","peygamberler"
"esaslar","temeller"
"evlâd-ı beşer","beşeroğlu, insanoğlu"
"hukuk-u ibad","kul hakları"
"Hukukullah","Allah’a ait haklar, kamu hakları; belirlenmesinde mükellefin müdahele, irade ve tercihinin söz konusu olmadığı, ibadet ve ceza gibi toplumun yararının gözetildiği haklar; namaz, oruç, zekât, içki, zina kumar gibi  hususlarda emir ve yasaklar"
"hususan","özellikle"
"iane","yardım, destek"
"iddia-yı nübüvet","peygamberlik davası ve iddiasında bulunma"
"istikra","birey veya olayları tek tek inceleyerek onlardaki ortak vasıfları tesbit etmek sûretiyle çıkartılan genel sonuç; tümevarım, endüksiyon; yani peygamberleri tek tek araştırıp “peygamberliğin sebebi olan küllî esaslar”ı tespit etmek bir istikra işlemidir. İşte bu esaslar Peygamber Efendimizde en mükemmel ve en açık bir şekilde toplanmıştır."
"izhar etme","ortaya koyma, gösterme"
"keyfiyet-i muamele","davranış ve tavırların niceliği, temel özelliği"
"keyfiyet-i telâkki","görüş ve anlayış keyfiyeti, kabul niteliği"
"kıyas-ı evleviye","fer’deki illetin asıldaki illetten daha kuvvetli olduğu kıyas (Ferdeki illet"
"kıyas-ı hadsî-i hafî","gizli olan hükmün illetine (sebebine) güçlü bir sezgi ile (zihnin hemen intikali olan hads ile) ulaşmak sûretiyle yapılan kıyas; yani peygamberlik sebebi olan bütün peygamberlerdeki esasların Peygamber Efendimizdeki (a.s.m.) esaslar ile kıyaslanmasıdır ki, zihin bu esasların Peygamber Efendimizde daha mükemmel ve daha açık olduğuna hemen intikal eder."
"lisân","dil"
"lisân-ı hâl","hâl diliyle anlatım"
"lisân-ı kal","söz dili, sözle anlatım"
"medar olma","sebep ve vesile olma"
"medâr-ı nübüvvet","peygamberliğin sebebi, dayanak noktası"
"menkuş","nakışlarla yazılmış"
"meziyyât","meziyetler, üstün nitelikler ve özellikler"
"mu’cize","Allah’ın izniyle peygamberler tarafından ortaya konulup bir benzerini yapmakta başkalarını âciz ve hayrette bırakan olağanüstü hâl, fiil, eser"
"muhafaza","koruma"
"Muhammed-i Hâşimî","soyu ve nesebi Hâşimoğulları kabilesine dayanan Hz. Muhammed (a.s.m.)"
"müracaat","başvuru"
"nazar-ı mütâlaaya alma","dikkate alma, dikkatlice ele alıp değerlendirme"
"nebî","peygamber"
"nev-i vahid","bir tür, aynı tür"
"nübüvvet","peygamberlik, elçilik"
"sahife-i itibar-i âlem","âlemin itibar sayfası; dünyanın şeref, kıymet, değer sayfası"
"sebeb-i temayüz","seçkinlik ve üstünlük sebebi"
"şehâdet","şâhidlikte bulunma"
"şuâ","ışık kaynağından çıkan ışık telleri, ışın"
"tecrid etme","soyutlama, arındırma"
"terk-i menafi-i şahsiye","şahsî, kişisel yararları terketme"
"tesirat-ı hususiye","özel etkileri"
"ümem","ümmetler, milletler"
"ümmet","bir peygambere inanan toplum"
"üstad","büyük öğretmen, büyük usta"
"yakîn","kesin ve doğru bilgi"
"ahvâl-i enbiya","peygamberlerin halleri, özellikleri"
"beşaret","müjde"
"burhan-ı bâhire","çok açık olan kesin delil, sarsılmaz kanıt"
"ehl-i tetkik","meselelerin iç yüzünü araştırarak ortaya koyan âlimler"
"ehline havale etme","açıklamaları konunun uzmanlarına bırakma"
"enbiya","peygamberler"
"ezcümle","meselâ, bu cümleden olarak"
"haşiye","dipnot, açıklayıcı not"
"Hazret-i Ahmed","Hazret-i Muhammed (a.s.m.)"
"Hazret-i İsâ","]"
"Hüseyn-i Cisrî",""
"İbn-i insan","İnsanoğlu"
"iktisaren","kısa ve özet şeklinde"
"işârât","işaretler"
"kesret","çokluk"
"Kur'ân-ı Hakîm","her bir âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur’ân"
"Kütüb-ü Münzele","Allah tarafından peygamberler vasıtasıyla insanlığa gönderilen mukaddes kitaplar"
"lisân","dil"
"mu’cizat","Allah’ın izniyle peygamberler tarafından ortaya konulup bir benzerini yapmakta başkalarını âciz ve hayrette bırakan olağanüstü hâller, fiiller, eserler"
"mukaddeme","başlangıç"
"mükerreren","tekrar tekrar"
"nakletme","aktarma"
"Nübüvvet-i Ahmediye","Hz. Muhammed’in (a.s.m.) peygamberliği"
"nübüvvet-i Muhammediye","Hz. Muhammed’in (a.s.m.) peygamberliği"
"risale","küçük çaplı kitap"
"sıdk-ı nübüvvetine","peygamberliğinin doğruluğuna, sıdkına"
"şehâdet etme","şahitlikte bulunma"
"tâdat etme","sayma, sıralama"
"tağyir","değiştirme"
"tahrif","bozma"
"te'yid","güçlendirme, sağlamlaştırma"
"vahdet-i Sâni'","herşeyi san’atla yaratan ve kâinatın san’atkârı olan Allah’ın birliği"
"zikretme","anma, dile getirme"
"âdatullah","Allah’ın âdetleri, kâinata koyduğu kanunları"
"adem-i iltifat","yüz vermeme, kale almama"
"adem-i mübâlât","aldırış etmeme"
"adem-i tahavvuf","korkusuzluk"
"adem-i tereddüd","tereddütsüz, şüphesiz"
"adem-i vüsûk","güvensizlik, itimatsızlık"
"bidayet ve nihayet","birşeyin başlangıcı ve sonu"
"bilâperva","pervasızca hareket etme"
"binaen","bu sebepten dolayı, buna dayanarak"
"cereyan-ı umumiye","genel akış, gidişat"
"ciddiyet","ciddilik, hafife almaktan ve sunîlikten uzaklık"
"delil-i sıdk","sıdkın, doğruluğun delili"
"destedâd-ı teslim","bir otoritenin ellerine teslim olma"
"elhâsıl","özet olarak"
"evamir","işler"
"hacet","ihtiyaç"
"hakikatin ruhu","gerçeğin ruhu, özü, aslı ve esası"
"hakkıyet","doğruluk"
"hâl","durum, vaziyet"
"harekat","hareketler, davranışlar"
"hârika","olağanüstü"
"hatarlı","tehlikeli"
"îma etme","dolaylı ifadelerle işarette bulunma"
"itminansızlık","güvensizlik, gönül rahatlığı içinde güvenememe"
"izhar","ortaya koyma, gösterme"
"kâl","söz, ifade"
"kavânin","kanunlar"
"kuvvet-i itminan","güçlü bir güven, tam bir kalp rahatlığı"
"lemeân etme","parlama, parıldama"
"mazbut-u ümmet","aynen yazıya geçirdiği"
"menabi-i şeriat","İslâm kanunlarının kaynakları"
"muarız","karşı çıkan"
"muhalif","karşıt, karşı görüşte olan"
"mukaddeme","giriş, önsöz"
"mutâbaat","uyum, uygunluk"
"muteriz","itirazcı, itiraz eden"
"mübâlât","dikkatli davranma"
"müberra","arınmış, uzak"
"münasip","uygun"
"müracaat","başvuru"
"Nebiyy-i Kureyşî","Kureyş kabilesinden olan Hz. Muhammed (a.s.m.)"
"nihayette olan","son sınırda, en üst derecede olan"
"Resul-ü Ekrem","Allah’ın en şerefli ve değerli elçisi olan Hz. Muhammed (a.s.m.)"
"semere","meyve, netice"
"sıdk","doğruluk"
"şuâ","ışık kaynağından çıkan ışık huzmesi, ışın"
"tahavvuf","korkma"
"tasdik-i müddea","iddia edilen bir meseleyi onaylama, kabul etme"
"tereddüt","şüphe"
"tesis etme","kurma"
"umurlar","haller, durumlar, işler"
"Zât-ı Nûrânî","nurânî, nurlu Zât; Hz. Muhammed (a.s.m.)"
"zîhayat","canlı"
"ahlâk-ı âliye","yüksek, üstün ahlâk"
"arz-ı didar etme","yüzünün güzelliğini gösterme"
"bahusus","özellikle"
"berk-i lâmi’","parlak şimşek"
"binaen","bu sebepten dolayı, buna dayanarak"
"cereyan etme","meydana gelme"
"ciddiyet","ciddilik, hafife almaktan ve sunîlikten uzaklık"
"deveran-ı dem","kan dolaşımı"
"ecza","bir bütünün parçaları"
"eşya-yı mütezad","birbirine zıt şeyler"
"evvel","önce"
"feletât","yanlışlar, yanılmalar, sürçmeler, tutarsızlıklar"
"hakikat","gerçek"
"hakkiyyet","doğruluk"
"hasiyet","özellik"
"haysiyet","değer, şeref, itibar, kıymet"
"hebaen gitme","boşu boşuna gitme, zayi olma"
"hey’at","birşeyin hâl ve keyfiyetleri, yani birşeyin durum, vaziyet, özellik, nitelik, kalite, şekil gibi bütüncül olarak genel yapısı"
"heyet-i mecmua","birşeyi meydana getiren unsurların tamamı, genel yapısı"
"idame etme","sürdürme"
"imâ etme","dolaylı olarak ifadede bulunma"
"imtizaç","birbiriyle kaynaşma, uyuşma"
"in’ikasat","yansımalar"
"intizam","düzenlilik"
"kâide-i meşhûre","meşhur kaide, herkes tarafından bilinen kural"
"maddiyat","maddî olan şeyler"
"mâneviyat","mânevî olan şeyler"
"mecmu","birşeyin toplamı, bütünü"
"mecmu-u harekât","davranış ve hareketlerin tamamı"
"mesele-yi âliye-i zâtiye","Peygamber Efendimizin yüce zâtıyla ilgili mesele"
"muvâzenat","dengeler, dengeli ölçüler"
"muzahrefiyet","sahtecilik; süsleyip cilalamak sûretiyle aslı gibi, doğal gibi göstermeye çalışmak"
"nazar-ı ehl-i dikkat","dikkatli olan kimselerin gözü, bakışı, ilgisi"
"nükte","ince ve derin mânâ"
"rabıta","bağ"
"rabıta-i ittisal","bağlantı noktası"
"sıdk","doğruluk"
"sun'î","yapma"
"şu'le-i cevvale","sürekli hareket hâlinde etrafını aydınlatan ışık, alev"
"tasannuî","yapmacık"
"tecâzüb","birbirini çekme, cezbetme"
"tedâfü","birbirine karşı savunma vaziyeti alma"
"temaşa etme","seyretme"
"temayül","eğilim"
"tenafür","birbiriyle uyuşmama, nefretleşme"
"tevellüd etme","doğma, ortaya çıkma"
"tezahür ve tecelli etme","belirip ortaya çıkma ve yansıma"
"umur-u mütenasibe","birbirlerine uyumlu olan şeyler"
"a’dâ","düşmanlar"
"ahlâk-ı âliye","yüksek ve üstün ahlâk"
"ahlâk-ı âliye","yüksek, üstün ahlâk"
"ahlâk-ı hamide","büyük övgüye lâyık olan ahlâk"
"Aleyhisselâm","Allah’ın selâmı onun üzerine olsun"
"âsâr","eserler"
"binaen","bu sebepten dolayı, buna dayanarak"
"birader","kardeş"
"cemî-i ahlâk-ı âliye","bütün yüksek ve üstün ahlâklar"
"ekmel","en mükemmel"
"ferd","tek, birey"
"hakkıyet","doğruluk"
"hararet-i gariziye","vücudun sıcaklığı; şehvet duyguları"
"haysiyet","değer, şeref"
"Hazret-i Âişe","]"
"icmâ","ilim adamlarının görüş birliği"
"ihata","kuşatıcılık"
"ihlal etmeme","bozmama, zarar vermeme"
"ihtilat","ayrı türden olan şeylerin birbiriyle karışması, birinin diğerinin içine karışıp karma bir vaziyet alması"
"iştirak","katılma, ortaklık"
"izzet ve haysiyet","yüksek şeref ve itibar sahibi olma"
"kemâl-i istikamet","mükemmel doğruluk, istikamet"
"kemâl-i metanet","mükemmel ve tam metanet"
"kesret","çokluk"
"kibr-i nefs","nefsin büyüklüğü, izzeti"
"kizb","yalan"
"lasiyyema","özellikle"
"lemean etme","parıldama"
"maksad","gaye, hedef"
"malik","sahip"
"maye","maya, asıl, öz"
"mecmu","hepsi, tamamı"
"neşet etme","meydana gelme, ortaya çıkma"
"nokta-i nazar","görüş ve bakış açısı"
"nübüvvet","peygamberlik, elçilik"
"sâbit","kesin"
"sıdk","doğruluk"
"sırr-ı tezad","birbirine zıt olma esprisi; zıtlık sırrı"
"siyer","Hz. Muhammed’in (a.s.m.) hayatının detaylı olarak anlatan kitap"
"şâmil","kuşatan, kuşatıcı"
"şecaat","kahramanlık"
"şehâdet","şahidlikte bulunma"
"şiddet-i iltihab","şiddetli bir şekilde tutuşma"
"şû'le-i cevvâle","daima hareket hâlinde olan alev, ışık"
"tarih-i hayat","hayat hikâyesi"
"tazammun etme","içine alma, içinde bulundurma"
"teberri etme","yüz çevirip uzaklaşma"
"tecemmu’ etme","toplanma, bir araya gelme"
"tecemmu-u imtizac","hepsinin birbirleriyle kaynaşıp uyuşması"
"tenezzüh","temiz ve pak olma, çirkinlikten uzak olma"
"tenezzül etmeme","seviyesini düşürmeme, reddetme"
"tereffu’","kendini yüce tutma, yücelme"
"tevatür","yalan söyleme ihtimali olmayan toplulukların birbirine aktararak verdikleri kesin haber"
"tevellüd etme","doğma"
"vakar","ağırbaşlılık, ciddiyet"
"vücudu muhakkak","varlığı kesin olan"
"Zât-ı Peygamber","Peygamber Efendimizin zâtı, şahsiyeti"
"bihasebi’l-âdet","alışıldık şartlara göre, normal şartlara göre"
"ciddiyet","bir konuda sergilenen kararlı tutum"
"ehl-i inad","inatçı insanlar"
"Gâr","mağara; Peygamber Efendimizin müşriklerin baskıları sebebiyle Mekke’den Medine’ye hicret ederken, takip edilmeyi önlemek için birkaç günlüğüne sığındığı mağara; Sevr Mağarası"
"Hak","Hakkın ta kendisi olan Allah"
"hakikat","gerçek"
"hâl ve tavır","hâl ve davranışlar"
"hatarlı","tehlikeli"
"haytü’l-emel","ümit kaynağı, tutunacak bir ümit dalı"
"iffet","nefisin ifrat ve tefritten uzak orta ve dengeli hâli"
"imâ etme","bir meseleyi dolaylı ve üstü kapalı olarak ifade etme"
"inkılâb-ı azîm","büyük çaplı köklü değişim; Hz. Peygamber’in (a.s.m.) peygamberlik görevine başlaması"
"istimrar-ı ahlâk","ahlâkî özelliklerin aksamadan varlığını sürdürmesi"
"itminan","inanma, kalben tatmin olma, gönül rahatlığı"
"kemâl-i vüsûk","gayet mükemmel şekilde kendinden emin"
"levm etme","kınama, ayıplama"
"mefkud","yok, kayıp"
"mestûriyet","örtülülük, gizlilik"
"metanet","sağlam duruş ve kararlı oluş"
