"kelime","anlam"
"vecd","mânevî coşku"
"adlî","adalet sistemiyle bağlantılı"
"aksettirme","yansıtma"
"âlicenap","yüksek ahlâk sahibi"
"bâtıl","doğru olmayan, yalan, yanlış"
"beraat","temize çıkma, suçsuz olduğunun anlaşılması"
"berrak","duru, saf"
"cemiyet","dernek"
"cereyan etme","oluşma, meydana gelme"
"cihad","mücadele, din uğrunda çaba harcama"
"çehre","yüz, görünüm"
"dâvâ","takip edilen fikir ve düşünce sistemi"
"ebed","sonu olmayan sonsuzluk"
"emel","arzu, istek"
"ezel","başlangıcı olmayan sonsuzluk"
"fazilet","güzel ahlâk, mânevî değer, erdem"
"feragat","hakkından isteyerek vaz geçme, affetme"
"ferdî","ferde, kişiye ait"
"feyiz","ilham, bolluk, bereket"
"galebe çalmak","üstün gelmek"
"hakikat","gerçek mahiyet, esas"
"hülâsa","özet olarak"
"hüviyet","kimlik"
"ıslahatçı","yanlışlıkları ve eksiklikleri düzeltmeye ve iyileştirmeye çabalayan kişi"
"içtimaî","toplumsal, sosyal"
"idarî","yönetimle bağlantılı"
"İlâhî","Allah tarafından olan"
"irfan","bilgi, anlayış"
"küfr","inkâr, inançsızlık"
"mahiyet","asıl, nitelik, özellik"
"mahviyetkâr","alçak gönüllü"
"meşreb","hareket tarzı, metod"
"miyar","ölçü birimi"
"mukavemet","karşı koyma, direnç gösterme"
"muzaffer","zafer kazanan, galip gelen"
"müessese","kurum"
"mümtaz","seçkin"
"müselsel","silsile halinde, zincirleme"
"mütevâzi","alçakgönüllü, gösterişsiz"
"neş’e","sevinç"
"ruhî","ruh ile ilgili"
"sadakat","bağlılık, sebat"
"suret","biçim, şekil"
"şahsiyet","kişilik, yapı"
"tahakkuk etme","gerçekleşme"
"tarikat","İlâhî hakikatlere ulaşmak için, şeyhin gözetiminde takip edilen yol"
"tecellî","belirme, görünme, yansıma"
"teşekkül","oluşum"
"tetkik","inceleme, araştırma"
"uzvî","insanın organları ve bedeniyle ilgili"
"vücuda gelme","var olma, meydana gelme"
"zuhur etme","görünme, ortaya çıkma"
"zulmet","karanlık"
"amelî bir surette","uygulamalı bir şekilde"
"asır","yüzyıl"
"belâgat","sözün düzgün, kusursuz, yerinde, hâlin ve makamın icabına göre söylenmesi"
"beyan","açıklama"
"bilhassa","özellikle"
"cihad","mücadele, din uğrunda çaba harcama"
"çetin","zor"
"fazilet","güzel ahlâk, mânevî değer, erdem"
"hadis-i şerif","Peygamber Efendimizin (a.s.m.) mübarek söz, fiil ve hareketi veya onun onayladığı başkasına ait söz, iş veya davranış"
"hakikat","gerçek, doğru"
"halife","Fahr-i Kâinat (a.s.m.) Efendimizin vekili olarak Müslümanların başkanlığını yapan ve İslâmiyeti korumak ve yaşatmakla görevli olan zât"
"i’cazkâr","mu’cizeli, benzerini yapmakta başkalarını âciz ve hayrette bırakan"
"meftun eden","insanları kendisine bağlayan, kendisinden geçiren"
"meziyet","üstün özellik"
"misal","örnek"
"muazzam","büyük"
"muhakeme","mahkemede yargılama"
"mukaddes","her türlü çirkinlikten ve eksiklikten arınmış, kutsal"
"neşir","yayma"
"Rab","herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri veren, onları terbiye edip idaresi ve egemenliği altında bulunduran Allah"
"Sahabe","Peygamberimizi (a s m ) dünya gözüyle görüp onun yolundan gidenler, onun etrafında bulunup hizmet edenler"
"Sallâllahu Aleyhi ve Sellem","Allah’ın salât ve selâmı onun üzerine olsun"
"sema","gökyüzü"
"Sultanu’l-Enbiya","bütün peygamberlerin sultanı olan Hz. Muhammed (a.s.m.)"
"sür’atiyle","hızıyla"
"şaheser","üstün ve kalıcı nitelikte olan eser, başyapıt"
"tâzip","azap verme, cezalandırma"
"tazyik","baskı, ağırlık"
"tebliğ","bildirme, sunma"
"tecrid","insanlardan soyutlama, yalnız başına bırakma"
"tevkif","tutuklama"
"vâris","mirasçı"
"zira","çünkü"
"azim","kararlılık, irade, gayret"
"ilham","Allah tarafından insanın kalbine indirilen mânâ"
"kandil","lâmba"
"kemal","mükemmel hale gelmek, olgunlaşmak"
"lâkin","ancak"
"mahvolma","yıkılıp dağılma"
"manzume","vezinli ve kafiyeli söz, şiir"
"mehtap","ay ışığı"
"meş’ale","kandil, lamba; ucunda ateş yanan ve aydınlatmak için kullanılan değnek"
"mısra","şiirde yer alan her bir satır"
"mihrap","Camilerde Kâbe yönünü gösteren ve imamın namaz kıldırırken geçtiği yer; mecazî olarak umut bağlanılan yer"
"mukaddeme","başlangıç, giriş"
"mukaddes","her türlü çirkinlikten ve eksiklikten arınmış, kutsal"
"mübalağa","abartı"
"mücahid","cihad eden, din uğrunda çaba harcayan"
"Rab","herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri veren, onları terbiye edip idaresi ve egemenliği altında bulunduran Allah"
"sarp","çıkılması ve geçilmesi çok zor olan uçurum"
"şafak","güneş doğmadan az önce beliren aydınlık"
"şaheser","üstün ve kalıcı nitelikte olan eser, başyapıt"
"şâirane","şairce"
"vecd","coşku"
"zulmet","karanlık"
"âyet-i kerime","şerefli âyet, Kur’ân’ın herbir cümlesi"
"azîm","çok büyük"
"bahis mevzu","söz konusu"
"bahtiyarlık","yüce bir makâma erişmenin sağladığı mutluluk v huzur"
"Bediüzzaman Hazretleri","Bediüzzaman Said Nursî"
"Bezm-i Elest","Elest meclisi, Allah’ın ruhları yarattığında, “Ben sizin Rabbiniz değil miyim?” anlamındaki sorusuna, ruhların, “Evet, Rabbimizsin” diye cevap verdikleri an"
"billûr","kristal; duru, berrak ve akıcı"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"cihan","dünya"
"emel","arzu, istek"
"ezel","başlangıcı olmayan sonsuzluk"
"fâni","geçici, ölümlü"
"hâşâ","asla, kesinlikle öyle değil"
"hıfz","koruma"
"hidayet","doğru ve hak olan yol, İslâmiyet"
"himaye","koruma"
"hulf etme","verdiği sözü tutmama"
"huzur-u İlâhî","kulun kendisini her an Allah’ın huzurunda hissetmesi"
"icap ettirme","gerektirme"
"ihtiras","aşırı istek, tutku"
"iltifat","yönelme, değer verme"
"mârifet","Allah’ı tanıma, bilme"
"mazhar olma","ayna olma, erişme"
"meâl-i şerif","şerefli, yüce mânâ"
"mest","kendinden geçmiş"
"mısra","şiirde yer alan her bir satır"
"muhsin","Allah’ı görmese de, Allah’ı görür gibi Ona ibadet eden"
"mücahede etme","cihad etme, din uğrunda çaba harcama"
"mücahid","cihad eden, din uğrunda çaba harcayan"
"mürebbî","terbiye edici, eğitici"
"pespâye","aşağılık, âdi"
"sema","gökyüzü; yüksek dereceler"
"tahakkuk etme","gerçekleşme"
"tahlil","değerlendirme, çözümleme"
"tecellî","belirme, görünme, yansıma"
"teskin","sakinleştirme, rahatlatma"
"teveccüh","ilgi, yönelme"
"vaad","söz verme"
"vaad-i İlâhî","Allah tarafından kullara verilen vaad"
"velî","dost"
"yad etme","anma"
"yâr","dost, sevgili"
"zira","çünkü"
"âyet-i kerime","Kur’an’ın herbir cümlesi"
"bekabillâh","Allah ile var olmak"
"câni","katil, cinayet işleyen"
"celâdet","kahramanlık, yiğitlik"
"ebediyet","sonu olmayan sonsuzluk"
"emsalsiz","benzersiz, eşsiz"
"fâni","geçici, ölümlü"
"fena fillâh","Allah’ın varlığında yok olma, kulun zât ve sıfatlarının Allah’ın zât ve sıfatlarında fani olması"
"feyiz","ilham, bolluk, bereket"
"feyizyâb olma","feyiz bulma; manevî nimetlere ve ikramlara nail olma"
"gaflet","Allah’a ve Onun emir ve yasaklarına karşı duyarsız davranma hâli, umursamazlık"
"gülistan","gül bahçesi"
"haz","zevk; manevî lezzet"
"huşû","kulun, Allah’ın varlıklar üzerinde yansıyan haşmet ve görkemini düşünerek kendisinden geçmesi"
"huzur","kulun kendisini Allah’ın huzurunda hissetmesi"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"ihsan erbabı","Allah’ı görmese de, her an görüyormuşcasına hareket eden seçkin kullar"
"İlâhî","Allah tarafından olan"
"inâyet","Allah’tan gelen yardım, ihsan, iyilik"
"inkılâp etmek","dönüşmek"
"irfan","varlıklarda gizli olan hakikatlere tefekkür, keşif ve ilham yoluyla vâkıf olma"
"irşad","doğru yolu gösterme"
"istiğrak","Allah aşkıyla dünyayı unutup kendinden geçme"
"kesif","yoğun, katı"
"kudsî","her türlü kusur ve noksandan uzak, mukaddes"
"malik","sahip"
"mâneviyat","mânevî yönden elde edilen gelişmeler ve özellikler"
"mazhar","ayna olma, erişme"
"medrese-i Yusufiye","Hz. Yusuf’un (a.s.) hapiste kalmasına benzetilerek, iman ve Kur’ân hizmetinden dolayı tutuklananların hapsedildiği yer mânâsında hapishane"
"mefhum","bir sözden çıkarılan mânâ; kavram"
"metanet","sağlamlık, kararlılık"
"Mevlâ","bütün varlıklar âleminin yegâne sahibi ve efendisi olan Allah"
"mutasavvıf","tasavvuf ehli, kalbi dünyanın gelip geçici işlerinden ayırıp Allah sevgisi ile bağlayan tarikat ehli kimseler"
"mü’min","iman eden, Allah’a ve Onun gönderdiği şeylere inanan"
"mübarek","kutlu; kendisine çok saygı duyulan"
"mücahid","cihad eden; nefis ve şeytanlarla mücadele eden"
"nail olmak","erişmek"
"nefis","insanı daima kötülüğe, maddî zevk ve isteklere sevk eden duyu"
"nisbetinde","oranında"
"saadet","mutluluk"
"salâh","iyilik"
"sebat","kararlılık, sabit olma"
"şuur","bilinç, anlayış, idrak"
"takvâ","Allah’tan korkup emir ve yasaklarına titizlikle uyma"
"tavsif","vasıflandırma, niteleme"
"tecerrüd","soyutlanma, sıyrılma; bütün varlıklardan alâka ve bağlantıları koparıp, kendini onlardan arındırıp Allah’a yönelme"
"tefeyyüz","feyizlenme; manevî yönden ilerleme ve yükselme"
"ulvî","yüce, büyük"
"visal","kavuşma"
"zira","çünkü"
"allâme","büyük âlim"
"âmin","“Allahım kabul eyle”"
"azametli","büyük, yüce"
"bahtiyar","talihli, mutlu"
"bilhassa","özellikle"
"binaenaleyh","bundan dolayı"
"celâl","büyüklük, azamet, haşmet"
"cemâl","sonsuz güzellik"
"esrarlı","gizemli, sırlı"
"feragat","hakkından isteyerek vaz geçme, affetme"
"hâle","ay ve güneşin etrafında bazen görünen parlak, ışıklı halka"
"ıslahatçı","gerek insanlarda, gerekse toplum yapısında meydana gelen bozulmaları düzeltme, yenileme ve eksiklikleri tamamlama çabasında olan"
"ilhak eylemek","dahil etmek"
"istiğrak","Allah aşkıyla kendinden geçme"
"kemâl","sonsuz mükemmellik"
"kemalât","bir kimsenin sahip olduğu üstün meziyetler, manevî haslet ve özellikler"
"malûm","bilinen"
"meftun","düşkün, tutkun"
"merhum","vefat etmiş ve Allah’ın rahmetine kavuşmuş olan,"
"Mevlâ","bütün varlıklar âleminin yegâne sahibi ve efendisi olan Allah"
"meyyal","meyilli, eğilimli"
"meziyet","üstün özellik"
"muayyen","belirli"
"muhtelif","çeşitli"
"mutasavvıf","tasavvuf ehli, kalbi dünyanın gelip geçici işlerinden ayırıp Allah sevgisi ile bağlayan tarikat ehli kimseler"
"muttasıf","nitelenmiş; belli bir vasıf ve sıfatı üzerinde taşıyan"
"muvaffakiyet","başarı"
"mücahit","cihad eden, din uğrunda çaba harcayan kimse"
"mühim","önemli"
"mümtaz","seçkin"
"Rabbü’l-Âlemin","âlemlerin Rabbi, bütün âlemleri idare ve terbiye eden Allah"
"rıza","memnuniyet"
"sâdır olan","çıkan; dile getirilen"
"şahsiyet","kişilik, yapı"
"Şeyhülislâm","Osmanlı devletinde, kabinede sadrazamdan sonra yer alan ve din işlerine bakmakla birlikte dünya işlerine de din bakımından karışan kimse"
"tekâmül","ilerleme, mükemmelleşme"
"tekvin eden","oluşturan, meydana getiren"
"terakki","ilerleme, yükselme"
"tetkik etme","inceleme, araştırma"
"Üstad","bir ilim ve san’at alanında bilgi ve söz sahibi olan âlim; Bediüzzaman Said Nursî"
"vaktâ ki","ne zaman ki"
"zira","çünkü"
"zümre","grup, topluluk"
"aile reisi","ailenin başı, baba"
"Allahü Zü’l-Kerem Tealâ ve Tekaddes Hazretleri","Sonsuz cömertlik, yücelik sahibi, her türlü eksiklik ve noksanlıktan münezzeh ve mukaddes olan Allah"
"ârif-i billâh","Allah’ı tanıyan, bilen; manevî mertebelerin en üst seviyesi olan mârifetullah derecesine ulaşan"
"biiznillâh teâlâ","Yüce Allah’ın izni ile"
"Cenâb-ı Hak","Hakkın ta kendisi olan, sonsuz şeref ve azamet sahibi yüce Allah"
"cihad","mücadele, din uğrunda çaba harcama"
"derya","deniz"
"ebediyet","sonsuzluk"
"Erhamü’r-Râhimîn","merhametlilerin en merhametlisi olan Allah"
"fâni","geçici, ölümlü"
"fedaî","davası ve inançları uğruna canını feda eden"
"feragat","hakkından isteyerek vaz geçme, affetme"
"feyiz","manevî kaynaklardan gelen ilham; bolluk, bereket"
"hakikat","gerçek, doğru"
"ihsan etme","bağışlama, ikram etme"
"ilhad","dinsizlik, inkâr"
"inayet","lütuf, iyilik, yardım"
"kerem","cömertlik, ikram, yardım"
"kudsî","her türlü kusur ve noksandan uzak, mukaddes"
"küfür","inanmama, kabul etmeme"
"lâkin","ancak"
"lütûf","iyilik, ihsan, bağış"
"mânen","mânevî yönden"
"mes’ut","mutlu"
"meşru","helâl, dine uygun"
"muazzam","büyük"
"mukaddes","her türlü çirkinlikten ve eksiklikten arınmış, kutsal"
"murakabe","nefsini kontrol altına alma, Allah tarafından sürekli gözetlendiğine inanma"
"mücahid","cihad eden, din uğrunda çaba harcayan"
"mücerred","evlenmemiş olan, bekâr"
"münâcât","Allah’a yalvarma, yakarma"
"müstesna","seçkin, benzeri olmayan"
"rabıta","bağ"
"ruhî","ruhla ilgili, ruhtan gelen"
"şefkat","acıma, merhamet"
"taat","Allah’ın emirlerine uyma, yasaklarından kaçınma"
"tebellür etme","billurlaşma; kristaller gibi parıldama"
"tecellî","belirme, yansıma"
"tefekkür","Allah’ı tanımayı sonuç verecek şekilde varlıklar üzerinde düşünme"
"Üstad","bir ilim ve san’at alanında bilgi ve söz sahibi olan âlim; Bediüzzaman Said Nursî"
"aksetme","yansıma"
"arz etme","sunma, dile getirme"
"asır","yüzyıl"
"cemiyet","toplum"
"Cenâb-ı Hak","Hakkın ta kendisi olan, sonsuz şeref ve azamet sahibi yüce Allah"
"cihad","mücadele, din uğrunda çaba harcama"
"ehemmiyet","önem"
"fazilet","güzel ahlâk, mânevî değer, erdem"
"fütuhat","fetihler, zaferler"
"hâiz","sahip, elde eden"
"hikmet","sebep, sır, gaye"
"icra etme","yürütme, yerine getirme"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"inziva","yalnız başına bir yere çekilip dünya işleriyle uğraşmama"
"irşad","doğru yolu gösterme"
"istiğna","elindekilerle yetinip başkalarının yardımına ihtiyaç duymama; tok gözlü olma; gönül tokluğu"
"lâv","yanardağların püskürmesi sırasında ortaya çıkan kütle"
"mâ-i mukattar","saf su, damıtılmış su"
"mâsivâ","Allah’tan başka herşey"
"mebni","bina edilmiş olan; bundan dolayı"
"merhale","aşama, safha"
"müddet-i hayat","hayat süresi"
"mükellef","yükümlü"
"mürşid","irşad eden, doğru yolu gösteren"
"Rabbü’l-Âlemîn","Alemlerin Rabbi, Allah"
"ruhî","ruhla ilgili, ruha ait"
"sevk etme","yöneltme, yönlendirme"
"şefkat","acıma, merhamet"
"tasfiye","kalbini ve ruhunu her türlü manevî kirlerden arındırma, temizleme"
"tenvir","nurlandırma, aydınlatma; insanları iman ve Kur’ân ilimleriyle aydınlatma"
"terbiye","manevî eğitimden geçme"
"tezkiye","kusur ve hatalardan arınarak manen temizlenme"
"ulviyet","yücelik"
"uzlet","bir köşeye çekilip yalnız başına yaşama"
"uzvî","beden organları ile ilgili"
"Üstad","bir ilim ve san’at alanında bilgi ve söz sahibi olan; Bediüzzaman Said Nursî"
"binaenaleyh","bundan dolayı"
"cihan-kıymet","bütün kâinat kıymetinde olan"
"derya","deniz"
"ehl-i dalâlet","doğru ve hak yoldan sapanlar, inançsız kimseler"
"ehl-i ilim","ilim ehli kimseler; âlimler"
"enbiya","nebiler, peygamberler"
"fatih","fetheden"
"feyiz","ilham, bolluk, bereket"
"fütuhat","fetihler, zaferler"
"harikulâde","olağanüstü, şaşırtıcı şekilde"
"iktisat","tutumluluk; her hususta orta yolu takip etme, lüzumundan fazla veya noksan harcamaktan kaçınma"
"intikal etme","geçme, ulaşma"
"irfan","varlıklarda gizli olan hakikatlere tefekkür, keşif ve ilham yoluyla vâkıf olma"
"istiğna","elindekilerle yetinip başkalarının yardımına ihtiyaç duymama; tok gözlü olma; gönül tokluğu"
"itham","suçlama"
"itiyad","alışkanlık"
"ittibâ etme","uyma, tabi olma"
"izah","açıklama"
"izzet-i ilmiye","ilmin izzeti, şerefi"
"kabil","mümkün"
"kudsî","her türlü kusur ve noksandan uzak, mukaddes"
"Kur’ân-ı Hakîm","hikmetli Kur’ân; her âyet ve sûresinde sayısız hikmetler bulunan Kur’ân"
"lâzım","bir hususu ve özelliği gerektiren sebep"
"mazhar","sahip olma, erişme"
"medar-ı maişet","geçim kaynağı"
"mefkûre","gaye, ideâl"
"meşrep","hareket tarzı, metod"
"mezhep","tutulan yol, ekol"
"misal","örnek"
"muhafaza","koruma"
"mükellef","yükümlü"
"münhasır","ait, sınırlı"
"neşretmek","yaymak"
"neşr-i hak","hakkı ve hakikatleri bütün insanlara yayma, duyurma"
"sebat etme","kararlı ve sabit olma"
"sebat","kararlılık, sabit olma"
"şaheser","üstün ve kalıcı nitelikte olan eser, başyapıt"
"şahsî","kişisel"
"şuur","bilinç, anlayış, idrak"
"tefsir","açıklama"
"tekzip","yalanlama"
"unvan","isim"
"Üstad","bir ilim ve san’at alanında bilgi ve söz sahibi olan âlim; Bediüzzaman Said Nursî"
"vasıta-i cer","birşeyi herhangi bir çıkar için kullanmak, alet etmek"
"vecih","yön, taraf"
"atlas sayfa","ipekten dokunmuş kumaş gibi parlak bir sayfa"
"bilâkis","aksine, tersine"
"binaenaleyh","bundan dolayı"
"cihan","dünya, âlem"
"fiilen","uygulamalı olarak"
"harikulâde","olağanüstü, şaşırtıcı şekilde"
"haslet","huy, özellik, karakter"
"heder etme","boş yere harcama, israf etme"
"husule gelmek","meydana gelmek"
"ıslahatçı","gerek insanlarda, gerekse toplum yapısında meydana gelen bozulmaları düzeltme, yenileme ve eksiklikleri tamamlama çabasında olan"
"iktisat","tutumluluk; her hususta orta yolu takip etme, lüzumundan fazla veya noksan harcamaktan kaçınma"
"ilâve","ekleme"
"istidat","potansiyel, kabiliyet"
"istiğna","elindekilerle yetinip başkalarının yardımına ihtiyaç duymama; tok gözlü olma; gönül tokluğu"
"kabil","tür, çeşit gibi"
"kâfi","yeterli"
"kudret","güç, iktidar"
"lâzım","bir hususu ve özelliği gerektiren sebep"
"mahviyetkârlık","alçakgönüllülük"
"meşrep","hareket tarzı, metod"
"mihrak noktası","odak noktası"
"muhasebe","hesaba çekme, sorgulama"
"mukayese","kıyaslama"
"munsif","insaflı, hakkaniyetli"
"murakebe","kontrol etme, sürekli gözetleme"
"mücahid","cihad eden, din uğrunda çaba harcayan"
"mücerred","soyut, maddî özelliği olmayan"
"mülzem","bir husus ve özelliğin gerekli olduğu veya görüldüğü şey"
"mürebbî","terbiye edici, eğitici"
"nâdire-i fıtrat","yaratılış olarak benzersiz olan"
"nefis","bir kimsenin kendisi; insanı daima kötülüğe, maddî zevk ve isteklere sevk eden duygu"
"pedagog","eğitimci, terbiyeci"
"tatbik etmek","uygulamak"
"telif","kitap yazma"
"telkin etme","zihinde yer ettirme, aşılama"
"tevazu","alçakgönüllülük"
"usul","yöntem"
"Üstad","bir ilim ve san’at alanında bilgi ve söz sahibi olan âlim; Bediüzzaman Said Nursî"
"zira","çünkü"
"âteşîn","ateşli, coşkulu"
"âzamî","en büyük, en çok"
"cihad","mücadele, din uğrunda çaba harcama"
"dest-i kudret","Allah’ın kudret eli"
"ebedî","sonsuz, sonu olmayan"
"esaret","esirlik, tutsaklık"
"fazilet","güzel ahlâk, mânevî değer, erdem"
"fedaî","davası uğruna hayatını feda eden"
"Gavsu’l-vâsılîn","mârifetullah derecesine ulaşarak, Allah'a ulaşan büyük zâtların en büyüğü ve en önde geleni"
"hak","doğru, gerçek"
"hakikat","gerçek, doğru"
"halim-selim","yumuşak huylu, sakin"
"hâşâ","“kesinlikle öyle olamaz” mânâsını ifade eden bir ifade"
"hazin","hüzün veren, acıklı"
"hikmet","bilgelik; gerek sözleri, gerekse hareketleriyle bilgece davranma"
"hitabe","insanlara yönelik konuşma, nasihatte bulunma"
"hizmetkâr","hizmetçi"
"hudut","sınır"
"hususî","özel, şahsî"
"ıztırap","sıkıntı, aşırı elem"
"ibret","insanlara ders verecek ve örnek teşkil edecek söz ve davranışlar"
"kutbü’l-ârifîn","manevî mertebeler içinde en yüksek seviye olan mârifetullah derecesine ulaşanların en önde geleni"
"lisan-ı hâl","hal dili"
"mahrumiyet","yoksun kalma"
"meşakkat","güçlük, sıkıntı"
"mısra","bir şiirde bulunan her bir satır"
"muhit","çevre, etraf"
"müştak","arzulu, çok istekli, düşkün"
"mütevâzi","alçakgönüllü, gösterişsiz"
"nefer","asker, er"
"nefs","kişinin kendisi"
"saadet","mutluluk"
"sadık","sadakatle bağlanan"
"semâ","gök"
"sürur","mutluluk, sevinç"
"telkin","zihinde yer ettirme, aşılama"
"tevcih etme","yöneltme"
"tufan","büyük su baskını"
"ulvî","yüce, büyük"
"umman","büyük deniz, okyanus"
"Üstad","bir ilim ve san’at alanında bilgi ve söz sahibi olan âlim; Bediüzzaman Said Nursî"
"veciz","kısa, özlü ve çarpıcı söz"
"vuslat","kavuşma"
"yegâne","tek"
"zerre","atom; atom kadar küçük olan"
"zillet","alçaklık, aşağılık"
"âyine","ayna"
"aziz","çok değerli, izzetli, saygın"
"beyt","iki mısralık şiir"
"cephe","yön"
"dilşâd","gönül hoşluğu"
"düstur","kural, prensip"
"ebedî","sonsuz, sonu olmayan"
"ecdad","atalar, cedler"
"edebî","edebiyata ait"
"emel","arzu, istek"
"evvel","önce"
"fikrî","fikir ve düşünce yönü"
"fuzulî","fazladan, lüzumsuz"
"hakikat","gerçek, doğru"
"hulâsa etme","özetleme"
"hüsn","güzellik"
"idrak etme","anlama"
"ihtiyar","irade, bilinçli hareket edebilme"
"ilmî","ilme ait"
"intikal etme","geçme, ulaşma"
"kat’î","kesin"
"kudret-i ilmiye","ilimî kudret ve kapasite"
"lûtfedetme","bağışlama, sunma"
"merhum","vefat eden bir kişinin ardından söylenen ve “Allah’ın rahmetine kavuşmuş, rahmete ermiş” anlamında kullanılan ifade"
"mevzu","konu"
"muazzam","çok büyük"
"mukaddes","her türlü çirkinlikten ve eksiklikten arınmış, kutsal"
"müebbed","sonsuz"
"müessese","kurum, bina"
"mümtaz","seçkin"
"münasip","uygun"
"müstakil","bağımsız"
"müstesnâ","seçkin, benzeri olmayan"
"mütalâa etme","inceleme; bir konu üzerinde araştırma yaparak değerlendirmelerde bulunma"
"niyaz eyleme","isteme, rica etme"
"Rab","herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri veren, onları terbiye edip idaresi ve egemenliği altında bulunduran Allah"
"rütbe-i akl","aklî kapasitenin derecesi ve seviyesi"
"suret","biçim, şekil"
"şümullü","kapsamlı"
"tafsilât","ayrıntılar"
"tahlilî","bir meseleyi tüm ayrıntılarıyla açıklamaya ait"
"tasavvufî","tasavvufa ait"
"tetkik","inceleme, araştırma"
"Üstad","bir ilim ve san’at alanında bilgi ve söz sahibi olan âlim; Bediüzzaman Said Nursî"
"vuslat","kavuşma"
"aziz","çok değerli, izzetli, saygın"
"bahtiyar","talihli, mutlu"
"berrak","çok temiz ve pırıl pırıl olan"
"billûr","kristal; parlak ve ışıltılı"
"binaenaleyh","bundan dolayı"
"cemiyet","toplum"
"cephe","yön"
"derya","deniz"
"edebî","edebiyat ile ilgili"
"Ehl-i Sünnet ve Cemaat","Hz. Muhammed’in sünnetine uyan, onun yolundan giden büyük Müslüman topluluk"
"felsefî","felsefe ile ilgili"
"fikrî","düşünce ve fikirle bağlantılı"
"girdap","suların dönerek çukurlaştığı yer; tehlikeli yer"
"harikulâde","olağanüstü, şaşırtıcı"
"haz","zevk, lezzet"
"hidayet güneşi","tıpkı bir güneş gibi inkarcılık ve küfür karanlıklarını aydınlatan, insanları iman esaslarına ulaştıran vasıta; Kur’an-ı Kerîm"
"hidayet","doğru ve hak olan yol, İslâmiyet"
"hukukî","hukukla ilgili"
"huzme","ışık demeti"
"hülâsa etme","özetleme"
"içtimaî","toplumsal, sosyal"
"irfan","varlıklarda gizli olan hakikatlere tefekkür, keşif ve ilham yoluyla vâkıf olma"
"kat’î","kesin"
"katre","damla"
"kemâlât","mükemmel ve üstün meziyetler, yüksek özellikler"
