"kelime","anlam"
"ilm-i hakikat","hakikat ilmi; bir şeyin aslı ve esası, gerçek mahiyetini ortaya koyan ilim"
"ulemâ","âimler"
"münazara","ilmî tartışma"
"medrese","İslâm tarihi boyunca üniversite seviyesinde eğitim ve öğrenim yapılan müessese"
"fehim","anlayış, kavrayış"
"Eski Said","bk. Bediüzzaman Said Nursî"
"terakkiyat-ı fikriye ve kalbiye","fikren ve kalben ilerlemeler"
"muhtasar","kısa, özet"
"nev'inde","şeklinde, türünde"
"mecmua","derlenmiş eser"
"müdakkik","dikkatli; meseleleri bütün incelikleriyle ele alan"
"Mesnevî","Mesnevî-i Nuriye risalesi"
"turuk-u hafiye","gizli ve sessiz zikri temel alan tarikatlar, Nakşibendîlik gibi"
"enfüsî","iç dünyamıza ait"
"dahilî","iç, içsel"
"cihet","yön"
"muvaffak","başarılı olma"
"enfüsî","iç dünyamıza ait"
"ekseri","çoğunlukla"
"cihet","yön"
"turuk-u cehriye","zikirlerini âşikâr ve sesli yapan tarîkatler"
"âfâkî","dış dünyaya ait"
"haricî","dışa ait"
"marifetullah","Allah'ı bilme ve tanıma"
"Mûsâ aleyhisselâm","bk. Mûsâ (a.s.)"
"asâ","baston, değnek"
"hükema","aklî ilimlerde ve felsefede ileri seviyelere ulaşanlar"
"ulema","âimler"
"i'câz-ı mânevî","mânevî yönde görünen mu'cizeler"
"pencere-i marifet","Allah'ı bilme ve tanımaya yönelik bir pencere gibi açılan vasıta"
"mahsus","has, özel"
"hadsiz","sonsuz, sınırsız"
"ehl-i inad","dinsizlik ve inkarcılıkta inat edenler, direnenler"
"galebe","yenmek; üstün gelmek"
"Eski Said","bk. Bediüzzaman Said Nursî"
"Yeni Said","bk. Bediüzzaman Said Nursî"
"inkılâp","değişmek, dönüşmek"
"alâkadar","alâkalı, ilgili"
"risale","Risale-i Nur'dan herhangi bir bölüm"
"mevzu","konu, bahis"
"Said","bk. Bediüzzaman Said Nursî"
"telif","yazmak"
"i'lem","bil ki! mânâsında kullanılan uyarı ifadesi"
"i'lem","bil ki! mânâsında kullanılan uyarı ifadesi"
"i'lem","bil ki! mânâsında kullanılan uyarı ifadesi"
"risale","Risale-i Nur'dan herhangi bir bölüm"
"zikr","anmak, belirtmek"
"i'lem","bil ki! mânâsında kullanılan uyarı ifadesi"
"risale","Risale-i Nur'dan herhangi bir bölüm"
"i'lem","bil ki! mânâsında kullanılan uyarı ifadesi"
"muhtelif","çeşitli"
"fihrist","kitabın içindekiler bölümü"
"hükmünde","yerinde, bir şeyle aynı hükmü alma"
"mecmua","derlenmiş eser"
"nazara","göz önünde tutmak, dikkate almak"
"Said Nursî","bk. Bediüzzaman Said Nursî"
"Lem'a","parıltı"
"meal","anlam; mânâ"
"daire-i esbab","sebepler dairesi"
"zuhur","ortaya çıkan, görünen"
"esbab","sebebler"
"isnad","dayandıran"
"gafil","Allah'ın emir ve yasaklarından habersiz davranan"
"esbab","sebebler"
"kudret-i ezeliye","Allah'ın ezelden beri var olan kudreti, güç ve kuvveti"
"kudret","Allah'ın bütün varlığı kuşatan güç ve iktidarı"
"hakikî","asıl, gerçek"
"tesir","etki"
"neşretmek","yaymak"
"muvazzaf","görevli"
"daire-i esbab","sebepler dairesi"
"hükmünde","yerinde, bir şeyle aynı hükmü alma"
"tebliğat","duyurular"
"izzet ve azamet","yücelik, sınırsız büyüklük ve ululuk"
"iktizâ","gerektirmek"
"tevhid","her şeyin bir olan Allah'a ait olması"
"celâl","azamet, haşmet"
"şirket","ortaklık; ortak olma"
"tesir","etki"
"esbab","sebebler"
"Sultan-ı Ezelî","hüküm ve saltanatının başlangıcı olmayan ve bütün zamanlara hükmeden Allah"
"icraat","faaliyet, uygulamalar"
"saltanat","egemenlik, hâkimiyet, sultanlık"
"rububiyet","Rablık; Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"dellâl","ilân edici; duyuran"
"kudret","Allah'ın bütün varlığı kuşatan güç ve iktidarı"
"icraat","faaliyet, uygulamalar"
"nâzır","bakan, gözlemci"
"müşahit","şahit olan"
"evâmir-i tekviniye","Cenâb-ı Hakkın yaratmaya yönelik emirleri ve kanunları"
"inkıyad","boyun eğme"
"istidat","yetenek; temel özellikler"
"nev","çeşit, tür"
"ibad","kullar"
"esbab","sebebler"
"kudret","Allah'ın bütün varlığı kuşatan güç ve iktidarı"
"izzet","değer, itibar, şeref, yücelik, üstünlük"
"rububiyet","Rablık; Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"haşmet","büyüklük, görkem"
"izhar","göstermek, açığa vurmak"
"vaz","konulmak, yerleştirilmek"
"kudret","Allah'ın bütün varlığı kuşatan güç ve iktidarı"
"acz","acizlik, güçsüzlük"
"muavenet","yardım eden"
"Beşer","insanlık"
"sultan","hükümdâr, yönetici"
"sultan","hükümdâr, yönetici"
"acz","acizlik, güçsüzlük"
"def","uzaklaştırma"
"tayin","belirleme, belirli kılma"
"zaruret","zorunluluk"
"hasıl","meydana gelen"
"Binaenaleyh","bundan dolayı"
"münasebet","alâka, ilgi"
"gafil","Allah'ın emir ve yasaklarından habersiz davranan"
"vukuat","meydana gelen olaylar"
"hikmet","bir gaye ve faydaya yönelik olarak, tam yerli yerinde olma"
"şekva","şikayet"
"şekva","şikayet"
"esbab","sebebler"
"vaz","konulmak, yerleştirilmek"
"misal-i lâtif","güzel ve hoş bir örnek"
"temsil-i mânevî","mânevi örnek, benzetme"
"rivayet","bir sözü nakletme"
"Hazret-i Azrail","ölüm meleği; ruhları kabz etmekle görevli melek; bk. Azrail (a.s.)"
"Kabz-ı ervah","ruhları teslim alma"
"ibâd","kullar"
"şekva","şikayet"
"lisan-ı hikmet","hikmet dili"
"ibâd","kullar"
"şekva","şikayet"
"ecel","ölüm vakti"
"tevehhüm olunan","sanılan"
"fenalık","kötülük, şer"
"merci","kaynak, başvurulacak yer"
"kabz-ı ervah","ruhları teslim alma"
"hikmet","bir gaye ve faydaya yönelik olarak, tam yerli yerinde olma"
"Hazret-i Azrail","ölüm meleği; ruhları kabz etmekle görevli melek; bk. Azrail (a.s.)"
"müteallik","alâkalı, ilgili"
"Hazret-i Azrail","ölüm meleği; ruhları kabz etmekle görevli melek; bk. Azrail (a.s.)"
"Kabz-ı ervah","ruhları teslim alma"
"zahiren","dış görünüş itibariyle"
"rahmet","İlâhî şefkat ve merhamet"
"kemâl","olgunluk, mükemmellik"
"münasip","uygun"
"hâlât","durumlar, haller"
"merci","kaynak, başvurulacak yer"
"memuriyet","memurluk"
"nâzır","bakan, gözlemci"
"kudret-i İlâhiyye","Allah'ın sonsuz güç ve iktidarı"
"izzet","değer, itibar, şeref, yücelik, üstünlük"
"azamet","büyüklük, yücelik"
"esbab","sebebler"
"perdedar-ı dest-i kudret","kudret elinin perdecisi; sebepler"
"nazar","bakış, görüş, düşünce"
"Tevhid","birleme; her şeyi bir olan Allah'a verme ve birliğini ilan etme"
"celâl","azamet, haşmet"
"esbab","sebebler"
"tesir-i hakikî","gerçek tesir sahibi"
"Tenbih","ikaz, uyarı"
"Tevhid","birleme, her şeyi bir olan Allah'a verme"
"âmiyâne","âvamca; taklidî bir şekilde"
"tevhid","birleme, her şeyi bir olan Allah'a verme"
"şerik","Allah'a ortak koşulan şey"
"mülk","sahip olunan şey; hükmedilen yer"
"tevhid","birleme, her şeyi bir olan Allah'a verme"
"gaflet","âhirete, Allah'ın emir ve yasaklarına duyarsız davranma hâli, umursamazlık"
"dalâlet","hak yoldan sapkınlık"
"hakikî","asıl, gerçek"
"tevhid","birleme, her şeyi bir olan Allah'a verme"
"mülk","sahip olunan şey; hükmedilen yer"
"vücut","varlık"
"lâyetezelzel","sarsılmaz"
"itikad","sarsılmaz inanç"
"tevhid","birleme, her şeyi bir olan Allah'a verme"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"sikke","değerli damga, mühür"
"cephe","yüz"
"huzurî","Allah'ın bizzat huzurunda olduğunu hissetme şeklinde"
"tevhid","birleme, her şeyi bir olan Allah'a verme"
"meleke","maharet, kabiliyet"
"mâlik","sahip"
"dalâlet","hak yoldan sapkınlık"
"evham","kuruntular, şüpheler"
"taarruz","saldırı"
"Kur'ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur'ân"
"tevhid","birleme, her şeyi bir olan Allah'a verme"
"mertebe","derece, basamak"
"lem'a","parıltı"
"zımnında","içinde"
"LEM'A","parıltı"
"masnû","san'at eseri varlık"
"sikke","değerli damga, mühür"
"halk","yaratan"
"Hâlık","her şeyi yaratan Allah"
"mahsus","has, özel"
"mahlûk","varlık"
"cephe","yüz"
"hâtem","mühür, damga"
"Sâni","her şeyi san'atla yaratan Allah"
"maada","başka, dışında, ötesinde"
"hâtem","mühür, damga"
"kudret","Allah'ın güç ve iktidarı"
"neşr","yayma"
"âhir","son"
"kabil olamayan","mümkün olmayan"
"turra","padişaha özel mühür, nişan"
"Sultan-ı Ezel ve Ebed","başlangıç ve sonu olmaksızın, hüküm ve saltanatı ezelden ebede devam eden Sultan, Allah"
"sikke","değerli damga, mühür"
"sikke-i i'câz","mu'cizelik damgası, işareti"
"husule","meydana gelmek; ortaya çıkmak"
"icad","var etmek, yaratmak"
"emr-i Rabbâni","her şeyi terbiye edip tasarruf ve idaresi altında bulunduran Allah'ın emri"
"inkılâp","değişmek, dönüşmek"
"şey-i vahid","birşey, tek şey"
"uzuv","organ"
"cihaz","organ, duyu"
"menşe","esas, kaynak"
"icad","var etmek, yaratmak"
"muhtelif","çeşitli, değişik"
"Hâlık-ı Teâlâ","herşeyi yaratan, yüce yaratıcı Allah"
"icad","var etmek, yaratmak"
"cisim","madde, varlık"
"husule","meydana gelmek; ortaya çıkmak"
"şuur","bilinç, anlayış, idrak"
"cihet","yön, taraf"
"îcad","var etmek, ortaya çıkarmak"
"tahvil","dönüştürmek, değiştirmek"
"halk","yaratmak"
"Sâni","her şeyi san'atla yaratan Allah"
"mahsus","has, özel"
"sikke","damga, işaret"
"LEM'A","parıltı"
"hâtem","mühür"
"mahlûkat","yaratılmışlar, varlıklar"
"vaz' edilen","konulan, yerleştirilen"
"hâtem","mühür"
"mahlûk","yaratılmış, varlık"
"câmiiyet","kapsamlı oluş"
"itibarıyla","özelliğiyle"
"kâinat","evren, bütün yaratılmışlar"
"misal","örnek, benzetme"
"şecere-i âlem","âlem ağacı, bir ağaca benzeyen kâinat"
"kevn","varlık, âlem, kâinat"
"nüve","çekirdek"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"nüve","çekirdek"
"âlem","dünya, kâinat"
"derc","içine yerleştirmek"
"zîhayat","canlı"
"gayet","son derece"
"hakîmâne","hikmetle, bir maksat ve faydaya yönelik bir şekilde"
"muayyen","belirlenmiş, kararlaştırılmış"
"nizam","düzen"
"vücut","varlık, var oluş"
"katre","damla"
"itibarla","…bakımından, özellikle"
"zîhayat","canlı"
"halk","yaratmak"
"kâinat","evren, bütün yaratılmışlar"
"yed-i tasarruf","tasarruf eli, icraat sahibi"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"maada","başka, dışında, ötesinde"
"isnad","dayandırmak"
"teemmül","düşünme, inceden inceye araştırma"
"netice","son, sonuç"
"fihriste","özet, içindekiler bölümü"
"kitab-ı kâinat","kâinat kitabı"
"ekser","pek çok"
"mesâil","meseleler"
"mahiyet","öz nitelik, içyapı"
"nüve","çekirdek"
"derc","içine yerleştirmek"
"âlem","dünya, kâinat"
"beşer","insanlık"
"kuvve-i hafıza","hafıza gücü, bellek"
"tarih-i hayat","hayat tarihi, özgeçmiş"
"taallûkat","ilgili unsurlar"
"Hâlık","her şeyi yaratan Allah"
"tasarruf","dilediği gibi kullanma ve yönetme"
"Rabbü'l-Âlem","âlemlerin Rabbi olan Allah"
"mahsus","has, özel"
"hâtem","mühür"
"LEM'A","parıltı"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"mahlûkat","yaratılmışlar, varlıklar"
"hâtem","mühür"
"gayr-ı mütenâhî","nihayetsiz, sonsuz"
"nakış","işleme, süsleme"
"keyfiyet","hal, özellik, nitelik"
"nümune","örnek, misal"
"katre","damla"
"seyyar","hareketli, yerinde sabit durmayan"
"şems","güneş"
"cilve","görüntü, akis"
"şems","güneş"
"mahsus","has, özel"
"turra","padişaha özel mühür, nişan"
"cilve","görüntü, akis"
"Kezalik","bunun gibi"
"Şems-i Ezelî","Ezelî Güneş; ezelden beri bütün varlıkları aydınlatan Allah için kullanılan bir unvan"
"mahlûkat","yaratılmışlar, varlıklar"
"ihya","hayat verme, diriltme"
"nefh-i hayat","hayat üfleme; cansızlara can verme"
"cihet","yön, taraf"
"tecellî-i ehadiyet","Allah'ın birliğinin her bir varlıkta görünmesi"
"esbab","sebebler"
"iktidar","güç, kudret"
"ihtiyar","seçme gücü, irade"
"farz","varsayılmak"
"sikke","işaret, damga"
"misli","benzer, eş değer"
"münferiden","tek olarak"
"müçtemian","topluca, hepsi birden"
"aciz","acizlik, güçsüzlük"
"binaen","dayanarak"
"şeffaf","saydam, parlak"
"timsal","görüntü"
"şems","güneş"
"timsal","görüntü"
"şems","güneş"
"şeffaf","saydam, parlak"
"in'ikâs","yansımak"
"hükmedilme","karar verilmek"
"takdirde","durumda"
"katre","damla"
"zerre","atom, maddenin en küçük parçası"
"hakikî","gerçek"
"şems","güneş"
"mevcut","var"
"hükmetmek","hüküm ve karar vermek"
"Kezalik","bunun gibi"
"Şems-i Ezelî","Ezelî Güneş; ezelden beri bütün varlıkları aydınlatan Allah için kullanılan bir unvan"
"şua","ışık, parıltı"
"menzil","yer, konum"
"tecellî-i esma","Cenâb-ı Hakk'ın isimlerine ait büyük tecelliler, yansımalar"
"nokta-i merkeziye","merkezî nokta"
"Şems-i Ezelî","Ezelî Güneş; ezelden beri bütün varlıkları aydınlatan Allah için kullanılan bir unvan"
"isnad","dayandırmak"
"takdirde","durumda"
"zîhayat","canlı"
"nihayetsiz","sınırsız"
"kudret","güç, iktidar"
"muhit","her tarafı kuşatan"
"mutlak","kayıtsız, sınırsız"
"irade","dileme sıfatı"
"Vacibü'l-Vücud","varlığı zorunlu olan, var olmak için hiçbir sebebe ihtiyacı olmayan Allah"
"maada","başka, dışında, ötesinde"
"vücud","varlık"
"sair","diğer, başka"
"mevcut","var"
"cahilâne","cahilce, bilgisizce"
"ahmakane","ahmakça, akılsızca"
"hüküm","yargı, karar"
"hüküm","yargı, karar"
"zerre","atom, maddenin en küçük parçası"
"ulûhiyet-i mutlaka","hiçbir kayda ve şarta bağlı olmaksızın ilâh olma, mutlak ve sınırsız bir ilâhlık"
"isnad","dayandırmak"
"şerik","Allah'a ortak koşulan şey"
"mecburiyet","zorunlu olma, mecbur olma"
"hasıl","meydana gelmek"
"Maahaza","bununla beraber, bununla birlikte"
"habbe","dane, tohum"
"garip","tuhaf"
"acip","hayret verici, şaşırtıcı"
"muntazam","düzenli"
"vaziyet","durum, hal"
"habbe","dane, tohum"
"cism","varlık, beden"
"ecza","bütünü oluşturan parçalar"
"münasebettar","alâkalı, ilgili"
"nev'","çeşit, tür"
"ebnâ-yı cins","kendi cinsinden olanlar"
"mevcudat","varlıklar"
"münasebet","ilişki, bağ"
"münasebet","ilişki, bağ"
"nisbetinde","ölçüsünde"
"vazife","görev"
"habbe","dane, tohum"
"Kadir-i Mutlak","herşeye gücü yeten, sınırsız güç ve kudret sahibi Allah"
"nisbet","bağlantı; oran"
"nefs","kendisi"
"isnad","dayandırmak"
"muhit","her tarafı kuşatan"
"itikad","inanmak"
"sabık","geçen, önceki"
"temsil","analoji, kıyaslama tarzında benzetme"
"şeffaf","saydam, parlak"
"zerre","atom, maddenin en küçük parçası"
"hakikî","gerçek"
"şems","güneş"
"vücud","varlık"
"hamakat","ahmaklık"
"LEM'A","parıltı"
"âlât","aletler"
"edevat","bir iş için gerekli olan malzemeler, parçalar"
"mürettip","matbaada çalışan ve harfleri sıralayan kişi"
"Kezalik","bunun gibi"
"kitab-ı kâinat","kâinat kitabı"
"Vahid-i Ehad","bir ve tek olan, birliği bütün varlıkları kuşattığı gibi herbir varlıkta da tecellî eden Allah"
"kalem-i kudret","Allah'ın kudret kalemi"
"cihet","yön, taraf"
"hükmeden","bir karara varan"
"mâkul","akla uygun, aklın kabul ettiği"
"sülûk","yönelmek, yola girmek"
"esbab","sebebler"
"isnad","dayandıran"
"imtina","bir şeyin imkânsızlığı"
"muhal","imkânsız"
"suubet","zorluk"
"zehab","gitmek"
"zehab","gitmek"
"zîhayat","canlı"
"tab' ve bastırılması için ekser kâinatın tab'ına lâzım olan teçhizat lâzımdır. Bu ise, vehmin kabul edemediği bir hurafedir.","baskı, basma"
"ekser","pek çok"
"kâinat","evren, bütün yaratılmışlar"
"tab'","baskı, basma"
"teçhizat","cihazlar, âletler"
"vehm","kuruntu, zan"
"hurafe","gerçek dışı, saçma inanış"
"keza","aynı, aynı biçimde"
"cüz'","kısım, parça"
"nebatat","bitkiler"
"mahiyet","esas nitelik, içyapı"
"cihaz","organ, duyu"
"mütehalif","birbirine uymayan"
"teşkilât","yapı"
"nebatat","bitkiler"
"ziynet","süs"
"intizam","düzen"
"unsur","madde"
"cüz'","kısım, parça"
"hassa","nitelik, özellik"
"cihaz","organ, duyu"
"mizan","ölçü, tartı"
"kudret","güç, kudret, iktidar"
"unsur","madde"
"cüz'","kısım, parça"
"nebat","bitki"
"teşkil","şekillendirme, yapılma"
"medar","dayanak noktası, kaynak"
"menşe","öz, kaynak"
"cihaz","organ, duyu"
"sıfat","özellik, vasıf"
"muhalif","aykırı, zıt"
"nebat","bitki"
"kabiliyet","yetenek"
"Binaenaleyh","bundan dolayı"
"zehab","gitmek"
"vücud","varlık"
"hurafe","gerçek dışı, saçma inanış"
"LEM'A","parıltı"
"cihet","yön, taraf"
"delâlet","delil olmak, işaret etmek"
"kâtib","yazan"
"cihet","yön, taraf"
"delâlet","delil olmak, işaret etmek"
"nakkaş","nakış ustası"
"târif","anlatmak, tanıtmak"
"Kezalik","bunun gibi"
"kitab-ı kâinat","kâinat kitabı"
"mücessem","cisimleşmiş, maddî yapısı olan"
"cihet","yön, taraf"
"münferiden","tek başına"
"müçtemian","toplu, topluca, bir araya gelmiş olarak, hepsi birden"
"Sâni","her şeyi san'atla yaratan Allah"
"esmâ","Allah'ın isimleri"
"izhar","göstermek, ortaya çıkarmak"
"evsaf","nitelikler, özellikler"
"eşkâl","şekiller, biçimler"
"Sâni","her şeyi san'atla yaratan Allah"
"medih","övgü, şükür"
"kaside","övgü şiiri"
"binaen","dayanarak"
"Hebenneka","tarihte ahmaklığıyla meşhur bir şahsiyet"
"Sâni-i Zülcelâl","büyüklük ve yücelik sahibi olan ve her şeyi san'atlı bir şekilde yapan Allah"
"LEM'A","parıltı"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"cüz","bir bütünü oluşturan bölümlerden herbiri, parça"
