"kelime","anlam"
"kefil-i mutlak","tam bir teminat, koruyucu, güvence"
"üstad-ı küll","her yönden tam ve mükemmel rehber; her çeşit ilimde söz sahibi"
"Salavat-ı bînihaye","Peygamber Efendimiz'e sonsuz selâm ve duâlar"
"Server-i Kâinat","kâinatın reisi; Hz. Muhammed (a.s.m.)"
"Fahr-i Âlem","bütün varlık âleminin kendisiyle övündüğü Peygamberimiz (a.s.m.)"
"envâ","çeşitler, türler"
"ecnâs","cinsler, türler"
"risalet","elçilik, peygamberlik"
"şehadet","şahitlik, tanıklık"
"mu'cize","Allah'ın izniyle peygamberler tarafından ortaya konulup bir benzerini yapmakta başkalarını acz ve hayrette bırakan olağanüstü şey"
"delâlet","delil olma, işaret etme"
"hazine-i gayb","gayb hazinesi, görünmeyen âleme ait hazine"
"metâ-ı âlî","kutsal ve yüce değer"
"dellâllık","ilâncılık"
"teşrif","şeref vermek, şereflendirmek"
"nevi","tür, çeşit"
"lisan-ı mahsus","kendisine has ifade şekli"
"Sultan-ı Ezel","hüküm ve saltanatı bütün zamanları kaplayan Allah"
"zemin","yeryüzü, dünya"
"âsuman","gökyüzü, gökkubbe"
"evtâr","teller, kirişler"
"intak","konuşturmak"
"lisan","dil"
"mu'cizatının nağamatını inşad","mucizelerinin güzel sesleriyle okumak"
"sadâ-yı şirin","tatlı, hoş ses"
"kubbe-i minâ","mavi kubbe; gökyüzü, gökkubbe"
"ilelebed","sonsuza kadar"
"tanîn-endaz","çınlayan, tınlayan, velveleli ses çıkaran"
"âsuman","gökyüzü, gökkubbe"
"mirac","yükseliş, Allah'ın huzuruna çıkma"
"kamer","ay"
"elsine-i semaviye","semâvî diller"
"risalet","elçilik, peygamberlik"
"zemin","yeryüzü, dünya"
"hacer","taş, kaya"
"şecer","ağaç"
"mu'cize","Allah'ın izniyle peygamberler tarafından ortaya konulup bir benzerini yapmakta başkalarını aciz ve hayrette bırakan olağanüstü şey"
"senâhân","senâ edici, metheden"
"cevv-i feza","uzay boşluğu"
"işârât","işaretler, belirtiler"
"nübüvvet","peygamberlik"
"beşaret","müjde"
"sâyebân","gölgelik eden, koruyucu"
"zaman-ı mazi","geçmiş zaman"
"enbiya","nebiler, peygamberler"
"kütüp","kitaplar"
"kâhin","gelecekten haber veren kimse (Cenâb-ı Hak, Peygamber Efendimiz'i vahiyle göndermeden evvel, cinlerin göklere çıkıp meleklerin konuşmalarını dinlemelerine belli ölçüde müsaade ederdi. Cinler de duyduklarını kendileriyle temasta bulunan kâhinlere anlatırlardı)"
"rumuz","remizler; ince işaretler"
"telvihat","ince açıklamalar, mânâlı ifadeler"
"şems-i hakikat","hakikat güneşi"
"fecr-i sadık","gün doğmadan önceki sabah aydınlığı"
"zaman-ı hal","şimdiki zaman"
"asr-ı saâdet","Peygamberimiz'in (a.s.m.) yaşadığı dönem, mutluluk asrı"
"lisan-ı hal","hal dili"
"tabiat-ı Arap","Arap milletinin karakteri, mizacı"
"inkılâb-ı azîm","büyük inkılâp, her bakımdan köklü değişim"
"bedeviyet-i sırf","hâlis, katıksız tam bir bedevîlik; medeniyetten hiçbir nasibi olmama"
"medeniyet-i mahzâ","saf, hâlis medeniyet; eksiksiz tam bir medeniyet"
"def'aten","birden bire, âniden"
"tevellüd","doğma, meydana gelme"
"nübüvvet","peygamberlik"
"zaman-ı müstakbel","gelecek zaman"
"vukuat","meydana gelen olaylar"
"fünun","fenler, bilimler"
"etvar-ı müdakkikane","(ilim alanında) derinlemesine meydana gelen gelişmeler, derin araştırmalara dayalı tavırlar"
"mevkib-i ikbal","talihli kafile"
"istikbal","karşılama, geleni karşılamaya çıkma"
"lisan-ı hakîmâne","ifadeleri yerli yerinde anlatan dil"
"irşadat","nasihatler, irşatlar"
"nev-i beşer","insanlık âlemi, insanlar"
"muhakkik","gerçekleri araştıran ve delilleriyle bilen âlim"
"bahusus","özellikle"
"hatîb-i beliğ","belâğat ilminin inceliklerini bilen, maksadını muhatabın seviyesine göre noksansız ve güzel sözlerle anlatabilen hitabet sahibi kimse"
"şems","güneş"
"burhan","güçlü ve sarsılmaz kesin delil, kanıt"
"lisan-ı fasihâne","güzel, açık ve düzgün konuşan dil"
"Zât-ı Zülcelâl","sonsuz büyüklük ve haşmet sahibi olan Zât, Allah"
"lisan-ı beliğane","beliğ bir lisan; muhatabın hâline ve seviyesine uygun şekilde hitap eden dil"
"Nebiyy-i Ümmî","ümmî peygamber; burada Hz. Muhammed'in (a.s.m.) hem okuma yazma bilmediğine, hem de vahiyden başka bir kaynaktan beslenmediğine vurgu yapılıyor"
"ferman-ı risalet","peygamberlik fermanı, buyruğu"
"kıraat","okumak"
"Beyit","anlam bakımından birbirine bağlı, iki mısradan oluşan şiir parçası"
"Emmâ ba'd","bundan sonra anlamına gelen bu ibare, İslâmî eserlerde hamd ve salâvattan sonra asıl maksada geçilirken söylenir"
"garîb","gurbette olan; kolay anlaşılmayan"
"Bid'atüz-zaman","zamanın dışında, zamana aykırı olarak ortaya çıkan"
"müsemmâ","adlandırılan, isimlendirilen"
"Bediüzzaman","zamanın harikası; çağın eşsiz güzelliği, ziyneti"
"biçare","çaresiz"
"tedennî-i millet","milletin gerilemesi, seviye kaybetmesi"
"feryad ü figan","bağırıp çağırma, ağlayıp sızlama"
"Vâ esefâ","esefler olsun, çok yazık"
"mağz","öz"
"lübb","öz, iç"
"kışr","kabuk"
"zahir","dış görünüş"
"vakf-ı nazar","bakışın, dikkatin odaklanması"
"su-i fehim","kötü anlayış, yanlış anlamak"
"su-i edep","edep dışı, edebe aykırı"
"hak","doğru, gerçek"
"müstehak","hak etmiş, lâyık"
"ifa","yerine getirmek"
"hayâlât","hayaller"
"tesettür","örtünme, gizlenme"
"hak","doğru, gerçek"
"İsrailiyât","Yahudi ve Hıristiyanların inanç, ahlâk, tarih ve efsaneye dayalı kültüründen İslâma karıştığı veya karıştırıldığı bilenen şeyler; daha çok Yahudi kitaplardan nakledilen, Kur'ân ve hadisin getirmiş olduğu ölçülere uymayan hurafelerle karışık bir kısım hikâye ve haberler"
"usûl","asıllar, esaslar, temel prensipler"
"hikâyât","hikâyeler"
"akaid","iman esasları"
"mecazat","mecazlar; gerçek anlamı dışında başka bir mânâyı anlatan sözler"
"hakaik","gerçekler"
"ceza","karşılık"
"tedip","(terbiye etmek, ıslah etmek için) cezalandırma"
"zillet","alçaklık, aşağılık"
"sefalet","perişanlık, yoksulluk"
"ihvan-ı müslimîn","Müslüman kardeşler"
"tarziye","özür dileme, rızasını alma"
"dest-i sadakat","sadakat, bağlılık eli"
"biat","bağlılık yemini"
"hablü'l-metin","sağlam ip, çok kuvvetli ip (İslâm, Kur'ân)"
"bilâ-perva","pervasız, çekinmeden"
"efkâr","fikirler, düşünceler"
"mübareze","karşı koyma, mücadele"
"şecaat","yiğitlik, cesurluk"
"sevkü'l-ceyş","askerî birlikleri sevk ve idare etme"
"hayâlât ve evhâmın müdafaası","hayallerin ve vehimlerin defedilmesi, kovulması ve onlara karşı hakkın savunulması"
"itikad","inanç"
"yakîn","kuşku ve şüpheye yer bırakmayacak şekilde kesin bilme, görür gibi inanma"
"Hak","doğru, gerçek"
"neşvünema","büyüyüp gelişme"
"çendan","gerçi, her ne kadar"
"mültezim","taraftarlık gösteren, destekleyen"
"muzaffer","zafer kazanmış, galip"
"çendan","gerçi, her ne kadar"
"zemin","yer, dünya"
"itikad","inanç"
"İstikbal","gelecek"
"hâkim-i mutlak","herşey üzerinde sınırsız egemenlik sahibi olan"
"hakikat-i İslâmiyet","İslâmiyet gerçeği"
"saadet-saray-ı istikbâl","geleceğin mutluluk sarayı"
"taht-nişin","tahta oturan, padişah"
"hakaik","hakikatlar, gerçekler"
"maarif","bilgiler, bilimler"
"feth","açmak; hükmü altına almak"
"emare","belirti, işaret"
"mazi","geçmiş"
"vahşetâbâd","çok ıssız, korku veren yer"
"sahra","çöl"
"hayme-nişin","göçebe, çölde yaşayan, çadır hayatı süren"
"taassup","bir düşünceye körükörüne bağlılık"
"cehlistan","cahilliğin hüküm sürdüğü yer"
"menzil-nişin","mekân tutmuş, yerleşmiş, göçebe olmayan"
"müzahrefat","sahte, işe yaramaz şeyler; süprüntüler"
"istibdad","baskı ve zulüm"
"şeriat-ı garrâ","büyük ve parlak şeriat, İslâmiyet"
"galebe-i mutlak","mutlak galibiyet, kayıtsız ve şartsız üstünlük"
"istilâ-i tâmm","hükmünün her şeyi kaplaması"
"sed","engel"
"mâni","engel"
"hakikat","doğru, gerçek"
"zîr ü zeber","alt üst, darmadağın"
"mâni","engel"
"ecnebi","yabancı"
"cehalet","cahillik, bilgisizlik"
"taassup","bir düşünceye körükörüne bağlılık"
"kıssîs","keşiş, papaz"
"riyaset","reislik, başkanlık"
"mâni","engel"
"istibdad-ı mütenevvi","çeşitli baskı ve zulüm"
"müşevveşiyet-i ahval","hal ve işlerdeki karmakarışıklık"
"atâlet","tembellik, hareketsizlik"
"intaç","netice vermek, doğurmak"
"yeis","ümitsizlik"
"şems-i İslâmiyet","İslâmiyet güneşi"
"küsuf","kararma, tutulma"
"mâni","engel"
"ecnebi","yabancı"
"zevahir-i İslâmiyet","İslâmiyetin emir ve yasaklarla oluşan yaşam tarzının dışa yansıyan yönleri"
"mesail-i fünun","ilmî ve fenne ait meseleler"
"hayal-i bâtıl","gerçek dışı hayal"
"tevehhüm","olmayan bir şeyi var saymak, zannetmek"
"müsademet","çarpışma, çatışma"
"münakazat","zıtlıklar; tutarsızlıklar"
"maarif","bilgiler, bilimler"
"himmet-i feyyâzâne","bereketle coşan himmet; çok verimli himmet, gayret"
"fünun","fenler, bilimler"
"himmet-i merdâne","mertçesine himmet, gayret"
"meyl-i taharrî-i hakikat","gerçeği araştırma meyli, isteği"
"muhabbet-i insaniyet","insanlık sevgisi"
"meyl-i insaf","insaf meyli, merhamet ve adâlet dâiresinde hareket etme arzusu"
"hakaik","hakikatlar, gerçekler"
"teçhiz","donatmak"
"mâni","engel"
"zîr ü zeber","alt üst, darmadağın"
"ecnebi","yabancı"
"saâdet","mutluluk"
"mahrum","yoksun bırakmak"
"şems-i İslâmiyet","İslâmiyet güneşi"
"münkesif","tutulmuş, aydınlığı kesilmiş (güneş ve ay hakkında kullanılır)"
"su-i tefehhüm","yanlış anlama"
"tevehhüm-ü müsademet ve muhalefet","zıtlaşma ve çelişme, çatışma vehmi, kuruntusu"
"Feyâ lil'acep","ne kadar hayret vericidir ki"
"veled","çocuk"
"muarız","karşı gelen, karşıt"
"fünun","fenler, bilimler"
"seyyid","efendi"
"mürşid","doğru ve hak yolu gösteren"
"ulûm-u hakikiye","gerçek ve doğru ilimler"
"vâ esefâ","esefler olsun, ne yazık ki"
"su-i tefehhüm","yanlış anlama"
"tevehhüm-ü bâtıl","yanlış kuruntu, doğru olmayan zan"
"icra","yerine getirmek, yapmak"
"vesvese","kuruntu, şüphe"
"ye's","ümitsizlik"
"ilka","atmak, vermek, bırakmak, telkin etmek"
"bab-ı medeniyet ve maarif","ilim ve medeniyet kapısı"
"Ekrâd","Kürtler"
"emsal","benzer"
"zevahir-i diniye","dinin zahiri, dış görünüşü ile ilgili meseleler"
"fünun","fenler, bilimler"
"mesail","meseleler"
"muarız","karşı gelen, karşıt"
"tahayyül","hayal etmek"
"Ezcümle","meselâ, örneğin"
"Küreviyyet-i arz","dünyanın yuvarlaklığı"
"fünun","fenler, bilimler"
"münafi","zıt, aykırı"
"bedihî","çok belirgin, apaçık"
"mükâbere","büyüklük taslayarak doğruyu kabul etmemek"
"im'ân-ı nazar","dikkatlice, inceden inceye bakmak ve araştırmak"
"nazar","bakma, bakış"
"tarik-i müstakîm","doğru ve hak yol"
"ehl-i tefrit","doğru yolu reddedenler, doğru yolun gerisinde kalanlar"
"a'dâ-yı din","din düşmanları"
"teşkîkât","şüpheler, tereddütler"
"tarik-i müstakîm","doğru ve hak yol"
"cânib","taraf, yön"
"sadîk-ı ahmak","ahmak dost"
"ünvan","isim, nam"
"ehl-i ifrat","aşırıya gidenler, haddi aşanlar, doğru yoldan sapanlar"
"zahirperest","dış görünüşe göre hüküm verenler"
"tevehhüm","zan, kuruntu"
"tard","uzaklaştırma, kovma"
"rehber-i hakikat","hakikat rehberi, kılavuzu"
"âlem-i İslâmiyet","İslâm dünyası"
"ikbal","yüksek bir mevkiye erişme"
"istikbal","gelecek"
"sırat-ı müstakîm","dosdoğru yol"
"kemâl-i ümid-i zafer","tam bir zafer ümidi"
"muhakkikîn-i İslâm","hakikatleri araştırıp bulan büyük İslâm âlimleri"
"âkıl","akıllı, aklını çok iyi kullanan"
"sıddık","çok doğru ve bağlı"
"Elhasıl","kısaca, özetle"
"maksad","gaye, amaç"
"saykal","cilalamak, parlatmak"
"ulûm-u mütearife","herkesin bildiği bilgiler"
"burhan","güçlü ve sarsılmaz kesin delil, kanıt"
"telâhuk-u efkâr","düşünce ve tecrübelerin birikimi"
"tecârübün keşfiyatıyla","tecrübelerin artmasıyla ortaya çıkma; açığa çıkma"
"meydan-ı bedahet","herşeyin apaçık olduğu meydan, yer"
"mesail","meseleler"
"burhan","güçlü ve sarsılmaz kesin delil, kanıt"
"malûmu ilâm","bilinen bir şeyi tekrarlama, tekrar bildirme"
"Maatteessüf","ne yazık ki, üzülerek"
"iştirak","beraber olmak, ortak olmak, katılmak"
"cümlesi","herkes"
"çendan","gerçi, her ne kadar"
"sureten","görünüşte"
"terakki","ilerleme, yükselme"
"kurun-u vustâ","orta çağlar"
"yadigâr","hatıra, armağan"
"muasır","çağdaş, aynı dönemde yaşayan"
"fihriste","bir şeyin içindekilerinin özeti, listesi"
"enmûzec","örnek"
"melez","farklı türlerin birleşmesinden doğan"
"kavim","insan topluluğu, kabile"
"bedihiyat","delile ve isbata ihtiyacı olmayacak şekilde apaçık, meydanda olanlar; bütün parçalarından büyüktür gibi."
"mevhumat","gerçekte olmadığı halde var sayılan"
"Mukaddeme","giriş, önsöz"
"mürettep","düzenlenmiş, dizilmiş"
"unsur-u hakikat","Kur'an ve Hadisle ifade edilen hakikatlerin anlaşılmasına engel olan bazı şüphelerin kaynağının tesbiti ve giderilmesi ne dair yazılmış konu, madde"
"mukaddemat","önsözler"
"mesail","meseleler, problemler"
"saykal","cilalamak, parlatmak"
"beyan","açıklama, anlatma, ifade etme"
"unsur-u belâğat","belâgat maddesi, belâgat ilmi; düzgün, kusursuz, hâlin ve makamın icabına göre söz söyleme dili, üslûbu"
"keşf","açığa çıkarmak"
"unsur-u akide","akide unsuru, iman esasları konusu"
"ecvibe-i Japoniye","Japonlara verilen cevaplar; bk. Japonya"
"beyan","açıklama, anlatma, ifade etme"
"ilmü's-sema","gök bilimi astronomi"
"ilmü'l-arz","yer bilimi, jeoloji"
"ilmü'l-beşer","insan ilmi, antropoloji"
"tahkik","araştırma, inceleme"
"nevi","tür, çeşit"
"tefsir","açıklama, yorum"
"Maksad","gaye, amaç"
"uruc","yükselmek, ulaşmak"
"mukaddeme","giriş, giriş bölümü, önsöz"
"istimdad","yardım istemek"
"ehl-i tahkik","gerçeği araştıran ve delilleriyle bilen âlimler"
"düstur","kural, prensip, ilke"
"Mukaddeme","giriş, giriş bölümü, önsöz"
"Takarrur","karar bulmak, genel kabul görmek"
"usul","metod, yol, tarz"
"nakil","aktarılan bilgi; Kur'ân-ı Kerim ve sünnet"
"teâruz","birbirine zıt olmak, çatışmak"
"asıl itibar","asıl kabul edilir, temel olarak dikkate alınır"
"nakil","aktarılan bilgi; Kur'ân-ı Kerim ve sünnet"
"tevil","yorumlama, yorum; sözün ilk anlamını değil de ihtimal dahilinde bulunan başka anlamlarını (mecâzî) esas alarak yorumlama"
"tahakkuk","kesin ve şüphesiz olarak gerçekleşmek"
"intişar","yayılmak"
"makasıd-ı esasiye","esas gayeler, temel maksatlar"
"anasır-ı asliye","asıl, temel unsurlar"
"ispat-ı Sâni-i Vâhid","tek olan ve herşeyi mükemmel ve san'atlı bir şekilde yaratan Allah'ın varlığının ispatı"
"nübüvvet","peygamberlik"
"haşr-i cismanî","insanların öldükten sonra âhirette diriltilip Allah'ın huzurunda toplanmasının hem beden, hem de ruh itibarıyla olması"
"adalet","her varlığa, var olması ve hayatını devam ettirmesi için ihtiyaç duyduğu şeylerin en ince ölçülerle ve tam vaktinde verilmesi; hak sahibine hakkının verilmesi ve haksızı terbiye etme ve cezalandırma"
"hikmet","amel etmek için hakkı arama, hakkı bilme; ilimlerin en yücesiyle eşyanın hakikatini bilme"
"irad","sunma, söyleme"
"makasıd","gayeler, maksatlar; burada tevhid, nübüvvet, haşir ve adalet olmak üzere Kur'ân'ın gözettiği dört temel maksat kasdediliyor"
"istitradî","asıl mevzudan olmayan, tamamlayıcı unsur, ara söz"
"intizam","düzen, tertip"
"Sâni-i Zülcelâl","herşeyi san'atla yapan büyüklük ve haşmet sahibi Allah"
"istidlâl","delil getirme, çıkarmada bulunma; eserden müessire zihnin intikali; güneşin yeryüzündeki ışığından güneşin varlığını anlamak gibi"
"intizam","düzen, tertip"
"kemâl-i vuzuh","mükemmel bir açıklık"
"Sâni","herşeyi mükemmel bir şekilde ve san'atla yaratan Allah"
"vücud","var olma"
"kast ve irade","bir işi bilerek, maksatlı bir şekilde ve isteyerek yapma"
"irad","sunma, söyleme"
"kat'iyen","kesinlikle"
"şehadet","şahit olmak, tanık olmak"
"intizam-ı san'at","san'attaki düzenlilik"
"cihet","yön"
"canib","taraf, yön, yan"
"lemean","parıldayan, ışık saçan"
"hüsn-ü hilkat","yaratılıştaki güzellik"
"nazar-ı hikmet","herşeyde bir gaye ve hedef arayarak bakan göz"
"masnu","san'at eseri olarak yaratılan varlık"
"lisan","dil"
"Sâni","herşeyi mükemmel bir şekilde ve san'atla yaratan Allah"
"hikmet","amel etmek için hakkı arama, hakkı bilme; ilimlerin en yücesiyle eşyanın hakikatini bilme"
"tesbih","Allah'ı her türlü kusurdan yüce tutarak şanına lâyık ifadelerle anmak"
"nev'","tür, çeşit, cins"
"şehadet","şahit olmak, tanık olmak"
"maksat","amaç, gaye"
"kâinatın kitabı","bir kitap gibi kudret kalemiyle yazılmış olan kâinat"
"intizam","düzen, tertip, disiplin"
"rumuz","remizler; ince işaretler"
"işarat","işaretler, belirtiler"
"taallüm","öğrenmek"
"Teşekkülât-ı kâinat","âlemin ve içindekilerin dış görünüşü, şekilleri; düzenin varlığına işaret eden eşyanın şekilleri; oluşumu"
"nefsülemir","aslı, gerçek yüzü"
"bizzat","özellikle"
"taallûk","ilgilendirmek, ait olmak"
"meclis-i âlî-i Kur'ânîye","Kur'ân'ın yüce meclisi"
"ferd","kişi, birey"
"muvazzaf","vazifeli, görevli"
"İntizam","düzen, tertip, disiplin"
"ittifak","birlik, uyum içinde olmak"
"Sultan-ı Ezel","hüküm ve saltanatı bütün zamanları kaplayan Allah"
"saltanat","egemenlik, hâkimiyet"
"fenn-i hakikî","müsbet ilim; akıl ve deneyle ispatlanan ilimler"
"müntehab","seçilmiş, seçkin; sahasına alınmış"
"fünun-u hakikiye","gerçek ve doğru olan müsbet ilimler; akıl ve deneyle ispatlanan ilimler"
"zübde","öz, hülâsa"
"izhar","açığa çıkarma, gösterme"
"nev'","çeşit, tür"
"nümune","örnek"
"hilkat","yaratılış"
"cârî","geçerli, yürürlükte olan"
"kavanîn ve nevâmis-i İlâhiye","ilâhî hüküm ve kanunlar"
"tatbik","uygulama"
"mutabık","örtüşme, uyuşma, birbirini tamamlayan"
"nevâmis-i fıtriye","yaratılış kanunları, fıtrat yasaları"
"imdad","yardım"
"neşvünema","büyüyüp gelişme"
"hâsiyet","özellik"
"din-i mübin-i İslâm","hakikatleri açıkça ortaya koyan İslâm dini"
"sair","diğer, başka"
"hevâ","nefsin hoşuna giden faydasız arzular"
"heves","gelip geçici arzu ve istek"
"muallâk","bir yere asılı veya bağlı olmadan boşlukta, havada duran"
"medet","yardım"
"zulmet","karanlık"
"tagayyür","değişim, değişme"
"mümtaz","seçkin, ayrıcalıklı, üstün"
"serfiraz","benzerlerinden üstün olan"
"hakikat","doğru, gerçek, esas"
"nümune","örnek"
"efkâr","fikirler, düşünceler"
"hakaik","hakikatlar"
"tevcih","yöneltmek"
"teşvik","şevklendirmek, isteklendirmek"
"tenbih","uyarmak"
"Ezcümle","meselâ, örneğin"
"kasem","yemin"
"temeyyüz","benzerlerinden farklı ve üstün olmak"
"ecram-ı ulviye ve süfliye","yerdeki ve gökteki cisimler"
"tefekkür","Cenâb-ı Hakkı tanımayı sonuç verecek şekilde varlıklar üzerinde düşünme"
"gaflet","umursamazlık, dikkatsizlik, fark etmeme"
"ikaz","uyarmak"
"kasemat-ı Kur'âniye","Kur'ân'da geçen yeminler"
"nevm-i gaflet","gaflet uykusu"
"kar'u'l-asâ","doktorun, hastanın bedenine vurup muâyene etmesi; (mecâz) hatayı hatırlatmak için işaret vermek, ikaz etmek"
"tahakkuk","kesin ve şüphesiz gerçekleşmek"
"şek","şüphe, tereddüt"
"mu'ciz","acze düşüren, benzerini yapmakta insanları çaresizliği düşüren, kimsenin yapamayacağı şey olan"
"derece-i belâğat","sözü muhatabın hâline göre düzgün, kusursuz, yerinde söylemenin yüksek derecesi"
"Kur'ân-ı mürşid","doğru yolu gösterici Kur'ân"
"esâlib-i Arab","Araplar'ın edebî üslûpları, ifade biçimleri"
"muvafık","uygun"
"tarik-i istidlâl","delil getirme, delillerle çıkarımda bulunma yolu"
"müstakîm","doğru, istikametli"
"vâzıh","açık, besbelli"
"ihtiyar","seçmek, tercih etmek"
"hissiyat-ı âmme","umuma, genele ait hisler, duygular"
"tefhim","anlatma, bildirme"
"irşad","doğru yolu gösterme, onu tebliğ etme"
"ihtiram","saygı, hürmet göstermek"
"intizam-ı kâinat","kâinatın düzeni"
"vech","şekil, tarz, yön"
"zikr","dile getirmek, anmak"
"mâruf","bilinen"
"me'nûs","alışılmış, ünsiyet edilmiş"
"müddeâ","iddia edilen şey"
"hafî","gizli, kapalı, örtülü"
"tarik-i irşad","irşad yolu; doğru yolu gösterme üslûbu"
"meslek-i belâğat","belâğat mesleği, maksada ve hâle uygun, düzgün ve güzel söz söyleme mesleği, san'atı"
"mezheb-i i'câz","olağanüstü şekilde başkalarını âciz bırakma yolu, tarzı"
"muhalif","aykırı, zıt"
"Yâ eyyühennas","ey insanlar"
"Feza","uzay boşluğu"
"meczup","cezbedilmiş; başkasının çekim gücüyle veya İlâhî aşkla hareket eden"
"müteharrik","hareketli"
"küre-i zemin","yeryüzü, dünya"
"cereyan","akım, hareket"
"müstakarr","karargâh, durulan yer"
"istikrar","kararlı bir şekilde yerleşmek, karar kılmak"
"şems","Güneş"
"ecram-ı ulviye","gökteki büyük cisimler, yıldızlar"
"cazibe-i umumiye","genel çekim kanunu"
"feza-yı gayr-ı mütenahî","sonsuz uzay boşluğu"
"münteşir","yayılmış"
"şecere-i hilkat","yaratılış ağacı"
"anasır-ı kesire","çeşitli unsurlar, çok sayıdaki elementler"
"münasebat-ı kimyeviye","kimyasal reaksiyonlar"
"nazar","bakmak"
"tedebbür","bir şeyin hakikatını düşünmek"
"Sâni-i Âlem","bütün varlık dünyasını san'atlı bir şekilde yaratan Allah"
"azamet","büyüklük, haşmet"
"tasavvur","zihinde canlandırarak düşünmek"
"âlem-i hayvanat-ı hurdebiniye","mikroskobik hayvanlar dünyası, gözle görülemeyecek kadar küçük hayvanların (bakteriler vs.) dünyası"
"istiab","içine almak, kaplama, doldurmak"
"katre","damla"
"hurdebin","mikroskop"
"temaşa","bakmak, seyretmek"
"Sâni-i Kâinat","kâinatın yaratıcısı; evreni ve herşeyi mükemmel bir san'atla yaratan Allah"
"kadir","herşeye gücü yeten, herşeyi yapabilen, sonsuz güç ve kudret sahibi"
"müddeâ","iddia edilen şey"
"hafî","gizli, kapalı, örtülü"
"muhtac-ı izah","izaha muhtaç, açıklamaya ihtiyaç duyulan"
"muzlim","karanlık"
"hakikat","doğru ve gerçek"
"tenvir","aydınlatmak"
"bedahet-i his","duyguların açık olan şeyleri idrak etme, algılama yeteneği"
"mugalâta-i nefis","nefsin aldatmak maksadıyla yanıltıcı sözler söylemesi; kendi nefsini bile bile kandırma"
"emr-i gayr-ı mâkule","aklın kabul etmediği, akla uymayan iş, şey"
"teklif","sorumlu tutma, yükümlülük getirme"
"i'câz-ı Kur'ân","Kur'ân'ın, bir benzerini yapmaktan başkalarını âciz bırakan olağanüstülüğü, mu'cizeliği"
"münezzeh","arınmış, kusur ve eksiklikten yüce"
"safî","duru, katıksız, temiz"
"dâmen","etek"
"ihlâl-i ifham","anlamayı zorlaştırma, önleme"
"gubar","toz"
"Kur'ân-ı Mu'cizü'l-Beyan","bütün açıklamaları mu'cize olan, bir benzerini yapmada insanları âciz bırakan Kur'ân"
"âyât-ı beyyinat","apaçık âyetler"
"telâfif","lif lif olan şey; âyet ve hadislerin birbirine bakan ve birbiriyle sarmaş-dolaş olan kelime ve cümleleri arasındaki mânâlar"
"maksad-ı hakikî","gerçek maksat, asıl gaye"
"telvih","gayeye doğrudan değil, dolayısıyla işaret etme"
"zevahir-i âyât","âyetlerin dış, zâhirî anlamları"
"kinaye","bir sözü gerçek mânâsına da gelebilecek şekilde, başka bir mânâda kullanma san'atı"
"menâr","yol gösteren, işâret (gemilere yol gösteren fener kulesi)"
"usul-ü mukarrere","kararlaşmış, kesinleşmiş kurallar, kâideler"
"Sıdk","doğruluk"
"kizb","yalan"
"tasdik","doğrulama, onaylama"
"tekzip","yalanlama"
"kinayât","kinâyeler"
"emsal","benzer"
