"mu'cize","Allah'ın izniyle peygamberler tarafından ortaya konulup bir benzerini yapmakta başkalarını aciz ve hayrette bırakan olağanüstü hal ve hareket"
"medar","kaynak olmak"
"mukabil","karşılık"
"müşabih","benzer"
"mecmua","kitap"
"Meyve","Risale-i Nur'da yer alan On Birinci Şua olan Meyve Risalesi"
"mesele-i nurâniye","nurlu, parlak mesele"
"Hüccetullahi'l-Bâliğa","Âyetü'l-Kübrâ, Tabiat ve Haşir Risalelerinin bazı bölümleri gibi Risale-i Nur'dan derlenen imanî meseleleri kesin delillerle ispat eden on bir hüccetten oluşan Asâ-yı Mûsâ'nın ikinci kısmı"
"hüccet-i katıa","kesin delil"
"cihet","yön"
"İmam-ı Ali","dördüncü halife olan Hz. Ali (r.a.); bk. Ali (r.a.)"
"fıkra","ifade, cümle"
"Asâ-yı Mûsâ","Hz. Mûsâ'nın mu'cizeli asâsı, bastonu; bk. Mûsâ (a.s.)"
"mecmua","kitap"
"tahsinkârane","iyilik ve güzelliğini överek"
"Zındıka","dinsizlik, inançsızlık"
"küfr-ü mutlak","gerçek, doğru"
"müdafaanâme","savunma metni"
"hakikî","gerçek, doğru"
"müdafaaname","savunma metni"
"mahsul","ürün"
"ihbar","haber verme "
"Yusuf","Kur'ân-ı Kerimde adı geçen, İsrailoğullarına gönderilen peygamberlerden birisi olup, Hz. Yakub'un (a.s.) oğludur; bk. Yusuf (a.s.)"
"aleyhisselâm","Allah'ın selâmı onun üzerine olsun"
"mahpus","hapsedilmiş"
"pîr","önder"
"nevi","tür"
"medrese-i Yusufiye","Kur'ân-ı Kerimde adı geçen, İsrailoğullarına gönderilen peygamberlerden birisi olup, Hz. Yakub'un (a.s.) oğludur; bk. Yusuf (a.s.)"
"hülâsa","tür"
"hülâsa","tür"
"izah","açıklama"
"sermaye-i hayat","hayat sermayesi"
"Hâlık","her şeyi yaratan Allah"
"ihsan","bağışlamak"
"sermaye","servet, varlık"
"hayat-ı dünyeviye","dünya hayatı"
"sarf","harcamak, kullanmak"
"kâfi","yeterli"
"hayat-ı uhreviye","âhiret hayatı"
"hilâf-ı akıl","akla aykırı, akıl dışı"
"ruhî","ruhla ilgili"
"meyusâne","ümitsizcesine"
"terbiye","belli bir amaca erişecek şekilde geliştirme, olgunlaştırma"
"terbiye","belli bir amaca erişecek şekilde geliştirme, olgunlaştırma"
"hasâret","zarar etmek, kaybetmek"
"kıyas","karşılaştırmak"
"sarf","harcamak, kullanmak"
"musibet","belâ, sıkıntı"
"fâni","geçici, ölümlü"
"bâki","kalıcı, devamlı"
"ruhî","ruhla ilgili"
"meyusiyet","ümitsizlik"
"zevâl","gelip geçmek, yok olmak"
"kefâreten","işlenen bir günahın ya da hatanın giderilmesi olarak"
"hikmet","sebep, maksat, gaye"
"terbiye","belli bir amaca erişecek şekilde geliştirme, olgunlaştırma"
"musibet","belâ, sıkıntı"
"tesellîdârâne","teselli ederek"
"iştirak","katılmak"
"ebedî","sonu olmayan, sonsuz"
"mücevherat","mücevherler, kıymetli taşlar"
"hissedar","pay sahibi"
"uhrevî","âhirete ait"
"mukadderat-ı beşer","insanlığın kaderi; Allah tarafından takdir olunmuş işler, başa gelecek olaylar"
"hüsn-ü hâtime","güzel son, imanlı bir şekilde ölme"
"mazhar","erişme, nail olma"
"ehl-i iman","iman edenler, mü'minler"
"enbiya","nebiler, peygamberler"
"ihbar","haber verme"
"keşf","açığa çıkarma, gözle görme"
"tasdik","doğrulamak, onaylamak"
"evliya","Allah'ın sevgili kulları, veliler"
"asfiya","hem âlim ve hem velî olan büyük zâtlar"
"sâdık","doğru, gerçek"
"muhbir","haber veren"
"maslahat","fayda, yarar"
"muhalif","aykırı, zıt"
"mukayese","kıyaslamak, karşılaştırmak"
"sergardiyan","başgardiyan"
"müdebbir","idareci, yönetici"
"muhafız","koruyan"
"mütedeyyin","dindar"
"tahattur","hatırlamak"
"inzibat","âsayiş, düzen"
"itikatsız","inançsız"
"Hülâsa","öz, özet, esas"
"izah","açıklamak"
"kat'î","kesin"
"zâhir","açık, görünen"
"mütemadiyen","sürekli olarak"
"muvakkat","geçici"
"zemin","yer"
"mezaristan","mezarlık"
"ziyade","çok, fazla"
"dehşetli","korkunç"
"hakikat","asıl, esas, gerçek"
"muamma","sır, anlamı gizli ve zor anlaşılır söz"
"hall","çözmek"
"keşf","gizli bir şeyi açığa çıkarmak, buluş yapmak"
"hülâsa","öz, özet, esas"
"ecel","ölüm vakti"
"cellâd","idama mahkum olanların hükümlerini infaz etmeye vazifeli olan adam"
"fevkinde","üstünde"
"kat'î","kesin"
"hülâsa","öz, özet, esas"
"idam-ı ebedî","dirilmemek üzere sonsuz yok oluş"
"ahbab","dostlar, sevilenler"
"akarib","akrabalar, yakınlar"
"darağacı","idam sehpası"
"bâki","kalıcı, sürekli"
"vesika","belge"
"saadet","mutluluk"
"terhis","göreve son verme"
"tezkere","belge"
"haps-i münferit","tek başına hapis, hücre hapsi"
"zindan-ı dünya","dünya zindanı"
"bâki","kalıcı, sürekli"
"nuranî","nurlu, aydınlık"
"ziyafetgâh","ziyafet yeri"
"bağistan","bağ, bahçe"
"hakikat","asıl, esas, gerçek"
"temsil","analoji, kıyaslama tarzında benzetme"
"gayet","son derece"
"umum","bütün"
"iştirak","katılmak"
"darağacı","idam sehpası"
"haps-i münferit","tek başına hapis, hücre hapsi"
"ilânat","ilânlar, duyurular"
"müşahede","görmek, gözlemlemek"
"kat'î","şüphesiz, kesin"
"kafile","grup, topluluk"
"zâhirde","görünürde"
"gayet","son derece"
"terbiyename","terbiye edici belge; belli bir terbiye ve eğitim programını içeren talimat, kitap"
"mübarek","bereketli, hayırlı"
"bil'ittifak","ittifakla, fikir birliğiyle"
"kat'î","şüphesiz, kesin"
"hâkim","hükmeden, idareci"
"ferman","emir, buyruk"
"terbiyename","terbiye edici belge; belli bir terbiye ve eğitim programını içeren talimat, kitap"
"evrad","virdler, zikirler"
"ihsan-ı şâhâne","padişahın hediyesi, ikramı"
"ferman","emir, buyruk"
"müttefikan","birleşerek, fikir birliğiyle"
"kat'î","şüphesiz, kesin"
"temsil","analoji, kıyaslama tarzında benzetme"
"ecel","ölüm vakti"
"darağacı","idam sehpası"
"mukadderat-ı nev-i beşer","insanlığın kaderi; Allah tarafından takdir olunmuş işler, başa gelecek olaylar"
"ehl-i iman","iman edenler, mü'minler"
"tâat","itaat, Allah'ın emirlerine uyma"
"hüsn-ü hâtime","güzel son, imanlı olarak ölmek"
"ebedî","varlığının sonu olmayan, sonsuz"
"sefahet","gayri meşru zevk ve eğlencelere düşkünlük"
"itikatsızlık","inançsızlık"
"fısk","günah, günahkârlık"
"idam-ı ebedî","dirilmemek üzere sonsuz yok oluş"
"haps-i münferit","tek başına hapis, hücre hapsi"
"beka-i ruh","ruhun ölümsüzlüğü, devamlılığı"
"sefahet","gayri meşru zevk ve eğlencelere düşkünlük"
"şekavet-i ebediye","sonsuz sıkıntı, mutsuzluk"
"kat'î","şüphesiz, kesin"
"nişane-i tasdik","doğrulayıcı nişan, alamet"
"hadsiz","sınırsız"
"mu'cize","Allah'ın izniyle peygamberler tarafından ortaya konulup bir benzerini yapmakta başkalarını aciz ve hayrette bırakan olağanüstü şey"
"keşfle","açığa çıkarma, buluş yapma"
"tasdik","doğrulamak, onaylamak"
"ziyade","çok, fazla"
"evliya","Allah'ın sevgili kulları, veliler"
"kaddesallahü esrârehüm","Allah sırlarını pak ve mübarek kılsın"
"meşâhir-i insaniye","insanlığın meşhurları"
"kat'î","kesin, şüphesiz"
"burhan","mantıkî delil, kanıt"
"hüccet","güçlü delil"
"yakînî","şüphe edilmeyecek derece kesinlik"
"sûret","biçim, şekil"
"tasdik","doğrulamak, onaylamak"
"muhakkik","gerçekleri araştıran ve delilleriyle bilen âlim"
"müçtehid","âyet ve hadîsler başta olmak üzere diğer dinî delillerden hüküm çıkarma bilgi ve kabiliyetine sahip olan"
"sıddîkîn","daima doğruluk üzere ve Allah'a ve peygambere sadakatte en ileride olanlar"
"bil'icmâ","oy birliği ile"
"mütevatir","yalan üzerinde birleşmeleri mümkün olmayan toplulukların naklettiği haber"
"nev-i insan","insan türü, insanlık"
"kamer","ay"
"cemaat-i azîme","çok büyük topluluk"
"taife-i ehl-i hakikat","hak ve doğruluk üzere olanlar grubu"
"beşer","insan"
"kudsî","her türlü kusur ve noksandan uzak, kutsal"
"âlî","yüce, yüksek"
"heyet","kurul"
"ferman","buyruk, emir"
"saadet-i ebediye","sonsuz mutluluk"
"sırat-ı müstakim","dosdoğru yol"
"dehşetli","korkunç, ürküntü verici"
"nazara","dikkate almak"
"muhbir","haber veren"
"hadsiz","sayısız, sınırsız"
"muhbir","haber veren"
"kat'î","kesin, şüphesiz"
"ihbar","haber verme"
"saadet-i ebediye","sonsuz mutluluk"
"dağdağalı","sıkıntılı, meşakkatli"
"şekavet-i daime","sonsuz mutsuzluk ve azap"
"ihtiyar","seçmek, tercih etmek"
"muhbir","haber veren"
"ihtimal-i tehlike","tehlike ihtimali"
"ihtiyar","seçmek, tercih etmek"
"bedbaht","kötü bahtlı, talihsiz"
"dehşetli","korkunç, ürküntü verici"
"musallat","sataşmak, ilişmek"
"ejderha","büyük yılan"
"ehemmiyet","önem vermek"
"ehemmiyet","önem vermek"
"hakikat-i hal","durumun gerçek yönü"
"musibet","belâ, dert, felâket"
"mübarek","bereketli, hayırlı"
"heyet","kurul"
"sefahet","gayrı meşru zevk ve eğlence"
"musibet","belâ, dert, felâket"
"musibet","belâ, dert, felâket"
"rağmına","zıddına, inadına"
"müddet-i haps","hapis süresi"
"mübarek","bereketli, hayırlı"
"kafile","grup, topluluk"
"bâki","devamlı, kalıcı"
"fâni","geçici, ölümlü"
"mukabil","karşılık"
"bâki","devamlı, kalıcı"
"musibet","belâ, dert, felâket"
"terbiyehane","terbiye ve eğitim yeri, ıslah evi"
"müdebbir","idareci, yönetici"
"câni","cinayet işlemiş"
"sefahet","gayrı meşru zevk ve eğlence"
"muzır","zararlı"
"mübarek","bereketli, hayırlı"
"müftehirâne","iftihar ederek, övünerek"
"hülâsa","öz, özet, esas"
"Eskişehir Hapishanesi","bk. Eskişehir"
"raks","dansetmek"
"iffet","namus"
"muhafaza","saklamak, korumak"
"nazar","bakış, dikkat"
"kat'î","kesin, şüphesiz"
"müşahede","görme, gözlem"
"hakikat","doğru, gerçek"
"âhir","son"
"berzah","kabir âlemi"
"hâdisat","hâdiseler, olaylar"
"hal-i hazır","şimdiki zaman"
"istikbal","gelecek zaman"
"hâdisat","hâdiseler, olaylar"
"ehl-i dalâlet ve sefahet","zevk, eğlence ve yasak şeylere düşkün, doğru ve hak yoldan sapmış inançsız kimseler"
"gayr-ı meşru","helâl olmayan, dine aykırı"
"teellüm","elem, acı çekme"
"Eskişehir Hapishanesi","bk. Eskişehir"
"müşahede","görme, gözlem"
"sefahet","gayrı meşru zevk ve eğlence"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"terviç","revaç, kıymet verme, değerini artırmak"
"şahs-ı mânevî","belli bir kişi olmayıp, bir topluluktan meydana gelen mânevî kişilik"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"sefahet","gayrı meşru zevk ve eğlence"
"Kat'iyen","kesin olarak"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"zaman-ı mazi","geçmiş zaman"
"mâdum","yok, ölü"
"vahşetli","ürkütücü"
"mezaristan","mezarlık"
"alâkadar","ilgili olma"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"hadsiz","sayısız, sınırsız"
"firak","ayrılık"
"nihayetsiz","sonsuz"
"ebedî","sonu olmayan, sonsuz"
"cüz'î","ferdî, az, küçük"
"istikbal","gelecek zaman"
"itikatsız","inançsızlık"
"cihet","taraf, yön"
"mâdum","yok, ölü"
"dehşetli","korkunç, ürkütücü"
"vahşetgâh","vahşet yeri, ürkütücü yer"
"zaman-ı hazır","şimdiki zaman"
"biçare","çaresiz"
"ecel","ölüm vakti"
"cellâd","infaz memuru, idama mahkûm olanları idam etmekle görevli kişi"
"mütemadiyen","sürekli olarak"
"alâkadar","ilgili olma"
"hadsiz","sayısız, sınırsız"
"elîm","acı ve üzüntü veren, üzücü"
"sefihâne","yasak zevk ve eğlencelere düşkün bir şekilde"
"cüz'î","az, küçük, ferdî"
"zîr ü zeber","darmadağın, alt üst etmek, yok etmek"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"sefahet","gayrı meşru zevk ve eğlence"
"iman-ı tahkiki","inandığı şeylerin aslını, esâsını bilerek inanma; sarsılmaz iman"
"istikamet","doğruluk, doğru yol"
"zaman-ı mazi","geçmiş zaman"
"mâdum","yok"
"mezaristan","mezarlık"
"mevcut","var"
"istikbal","gelecek"
"inkılâp eden","dönüşmek"
"nuranî","nurlu, aydınlık"
"bâki","devamlı, kalıcı"
"istikbal","gelecek"
"saadet","mutluluk"
"intizar salonu","bekleme salonu"
"haysiyet","itibar, özellik"
"elem","üzüntü, acı"
"nevi","tür"
"istikbal","gelecek"
"vahşetgâh","vahşet yeri, ürkütücü yer"
"saadet-i ebediye","sonsuz mutluluk"
"hadsiz","sayısız, sınırsız"
"rahmet","İlâhî şefkat, merhamet"
"kerem","cömertlik, ikram, ihsan"
"Rahmân-ı Rahîm-i Zülcelâli ve'l-İkram","kullarına karşı özel rahmeti olan ve rahmetinin eserleri dünya ve âhireti dolduran haşmet ve ikram sahibi Allah"
"ihsan","bağış, ikram"
"sevkiyat","göndermeler"
"müşahede","görmek, gözlemlemek"
"bâki","devamlı, kalıcı"
"nevi","tür"
"elem","üzüntü, acı"
"mezkûr","anılan, sözü geçen"
"bahs","konu"
"münasebet","ilişki, bağlantı"
"hâşiye","dipnot, açıklayıcı not"
"temsil","analoji, kıyaslama tarzında benzetme"
"beyan","açıklamak"
"gayet","son derece"
"sekerat","can çekişme ânı"
"meyusâne","ümitsizcesine"
"elîm","acı ve üzüntü veren, üzücü"
"ebedî","sonu olmayan, sonsuz"
"firak","ayrılık"
"Hazret-i Hızır","farklı bir hayat mertebesinde yaşayan, Allah'ın izniyle, çok sıkıntıda kalanların imdadına yetişen ve Kur'ân'da Hz. Mûsâ ile olan kıssası zikredilen büyük zat; bk. Hızır (a.s.)"
"Hakîm-i Lokman","bk. Lokman Hekim"
"tiryak","derman, güçlü ilâç"
"alâkadar","ilgili olma"
"mahbup","sevgili"
"mazi","geçmiş zaman"
"mezaristan","mezarlık"
"nazar","bakış, dikkat, düşünce"
"hakikat-i iman","iman gerçeği"
"Hakîm-i Lokman","bk. Lokman Hekim"
"idamhâne","idam yeri"
"tevehhüm","sanmak, zannetmek"
"mezaristan","mezarlık"
"lisan-ı hal","hal dili"
"hadsiz","sayısız, sınırsız"
"hakikat","doğru, gerçek"
"tecessüm","cisimleşmek"
"cennet-i hususiye","özel cennet"
"şecere-i tûbâ","Cennetteki tûba ağacı"
"muannid","inatçı, direnen"
"sefahet","gayrı meşru zevk ve eğlence"
"Cevaben","cevap olarak"
"mazi","geçmiş zaman"
"müstakbel","gelecek zaman"
"elem","acı, keder"
"teessüf","eseflenme, üzülme"
"Hâlık","her şeyi yaratan Allah"
"elem","acı, keder"
"şefkat-i İlâhiye","Allah'ın şefkati"
"gayb","bilinmeyen ve görünmeyen âlem"
"setretmek","örtmek"
"Hususan","bilhassa, özellikle"
"mazi","geçmiş zaman"
"müstakbel","gelecek zaman"
"cihet","şekil, yön"
"gaybîlik","bilinmezlik"
"setr-i gayb","gaybın örtülü olması"
"istirahat","dinlenme"
"teessüf","eseflenme, üzülme"
"elîm","acıklı, üzücü"
"firak","ayrılık"
"cüz'î","az, küçük, ferdî"
"cihet","şekil, yön"
"hakikat","doğru, gerçek"
"ziyade","çok, fazla"
"fâni","geçici, ölümlü"
"sâfi","saf, hâlis, temiz"
"ilzam","susturmak"
"mütemerrid","inatçı, inançsızlıkta direnen"
"ecnebî","yabancı"
"Cevaben","cevap olarak"
"Ecnebi","yabancı"
"kemâlât","mükemellikler, kusursuzluklar"
"medar","sebep, vesile"
"seciye","üstün özellikler, güzel karakter"
"âhir","son"
"umumî","bütün"
"Âhirzaman Peygamberi","son peygamber olan ve dünya hayatının kıyamete yakın son devresinde gönderilen Peygamberimiz Hz. Muhammed (a.s.m.)"
"aleyhissalâtü vesselâm","Allah'ın salât ve selâmı onun üzerine olsun"
"kemâlât","mükemellikler, kusursuzluklar"
"hakiki","gerçek"
"Yahudi","semâvî dinlerin en eskisi olan Yahudiliğe mensup olan; bk. Yahudilik"
"Mecusi","ateşperest, ateşe tapan; bk. Mecûsîlik"
"Nasranî","Hıristiyanlık dinine mensup olan kimse; bk. Hıristiyanlık"
"seciye","üstün özellik, karakter"
"muzır","zararlı"
"hâlet","durum, hal"
"muannid","inatçı, inanmamakta direnen"
"mütemerrid","inatçı, inançsızlıkta direnen"
"medrese-i Yusufiye","Hz. Yusuf'un (a.s.) hapiste kalmasına benzetilerek, iman ve Kur'ân hizmetinden dolayı tutuklananların hapsedildiği yer mânâsında kullanılan hapishane"
"hakikat","doğru, gerçek"
"hakikat","doğru, gerçek"
"kat'î","kesin bir şekilde"
"mütemerrid","inatçı, inançsızlıkta direnen"
"istikbal","gelecek"
"âhir","son"
"menfaat","yarar, fayda"
"selâmet","esenlik, rahatlık"
"istikamet","doğruluk, doğru yol"
"hülya","hayal"
"kaza","vaktinde kılınamayan namazı sonradan kılmak"
"istifade","faydalanmak, yararlanmak"
"seciye","üstün özellik, karakter"
"mübarek","bereketli, hayırlı"
"a'mâl-i saliha","dinin emir ve yasaklarına uygun davranışlar"
"alâkadar","ilgili, alakalı"
"câni","cinayet işlemiş"
"zebâni","cehennemlikleri cehenneme atmakla vazifeli cehennem memuru"
"medrese-i Yusufiye","Hz. Yusuf'un (a.s.) hapiste kalmasına benzetilerek, iman ve Kur'ân hizmetinden dolayı tutuklananların hapsedildiği yer mânâsında kullanılan hapishane"
"nezaret","bakmak, gözetmek"
"müstakim","doğruluk üzere olan, doğru yolda olan"
"Küre-i arz","yerküre, dünya"
"herc ü merce getiren","yakıp yıkmak, altını üstüne getirmek"
"mukadderat","Allah tarafından takdir olunmuş işler ve başa gelecek olaylar"
"Harb-i Umumî","İkinci Dünya Savaşı; bk. İkinci Harb-i Umumî"
"mütedeyyin","dindar"
"hâdise","olay"
"sermaye","mal varlığı"
"mütedâhil","iç içe, birbiri içinde"
"küre-i arz","yerküre, dünya"
"nev-i beşer","insanlar"
"zîhayat","canlı, hayat sahibi"
"nevi","tür"
"muvakkat","geçici"
"makûsen mütenasip","ters orantılı"
"câzibedar","çekicilik"
"cihet","taraf, yön"
"mâlâyani","anlamsız, kişinin kendisine yararı olmayan"
"âfâkî","dış dünyaya ait"
"Sermaye-i hayat","hayat sermayesi"
"kıymettar","kıymetli, değerli"
"şerik","ortak olmak"
"Cihan Harbi","İkinci Dünya Savaşı; bk. İkinci Harb-i Umumî"
"hâdise","olay"
"zemin","yer"
"hâkimiyet-i âmme","genel hâkimiyet, egemenlik"
"hâdise","olay"
"bilâtereddüt","tereddütsüz"
"meşâhir-i insaniye","insanların meşhurları, ünlü kişiler"
"hadsiz","sayısız, sınırsız"
"nev-i beşer","insanlar"
"mürşid","doğru ve hak yolu gösteren"
"müttefikan","birleşerek, fikir birliğiyle"
"Kâinat Sahibi","evrenin ve herşeyin yaratıcısı ve sahibi, Allah"
"Mutasarrıf","sonsuz tasarruf hakkı olan, mülkünde dilediği gibi tasarruf eden, her işi kendi istek ve kurallarına göre idare eden Allah"
"ahd","söz, vaad"
"istinaden","dayanarak"
"mukabil","karşılık"
"zemin","yer"
"kasır","köşk, saray"
"müzeyyen","süslenmiş"
"bâki","devamlı, kalıcı"
"vesika","belge, güvence"
"maddiyyun","materyalistler, herşeyi madde ile açıklamaya çalışanlar"
"tâun","salgın ve ölümcül hastalık"
"ehl-i keşif ve tahkik","gayb âlemine ait bilinmeyen hakikatleri Cenâb-ı Allah'ın lütfu ve ihsanıyla bilen ve ilmen doğrulayan kimseler"
"vefiyat","vefatlar, ölümler"
"sekerat","ölüm sarhoşluğu, can çekişme hali"
"müşahede","görmek, gözlemlemek"
"vekil","sözcü"
"ebedî","sonu olmayan, sonsuz"
"âfâkî","dış dünyaya ait"
"mâlâyaniyat","faydasız, yararlı olmayan boş şeyler"
"iştigal","meşgul olma, uğraşma"
"şakirt","öğrenci"
"ziyade","çok, fazla"
"sarf","harcamak"
"musibet","belâ, dert, felâket"
"şakirt","öğrenci"
"vesika","belge, güvence"
"berat","kurtuluş"
"iman-ı tahkikî","inandığı şeylerin aslını, esâsını bilerek inanma; sarsılmaz iman"
"Kur'ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur'ân"
"mu'cize-i mâneviye","mânevî mu'cize"
"neş'et","çıkmak, yetişmek"
"vekil","sözcü"
"zındık","dinsiz"
"maddiyyun","materyalistler, herşeyi madde ile açıklamaya çalışanlar"
"gaddarâne","acımasızca, zulmederek"
"desise","hile, aldatma"
"erkân","ileri gelenler, reisler"
"iğfal","gaflete düşürerek kandırmak, aldatmak"
"cihazat","cihazlar, parçalar, kitaplar"
"Hükümet-i Cumhuriye","Cumhuriyet hükümeti"
"mebus","milletvekili"
"erkân","ileri gelenler, reisler"
"müstesna","dışında"
"İnşaallah","Allah'ın izniyle, Allah dilerse"
"ıslahhane","ıslah evi, iyileştirme, düzeltme yeri"
"bahtiyar","talihli, mutlu"
"mahpus","hapsedilmiş"
"tevzi","dağıtmak"
"izah","açıklamak"
"kat'iyet","kesinlik"
"fâni","geçici, ölümlü"
"iffet","namus"
"hayrat","hayırlar"
"istikamet dairesinde","İslâmiyet dairesinde"
"sarf","harcamak, kullanmak"
"ebedî","sonu olmayan, sonsuz"
"bâki","kalıcı, devamlı"
"semâvî","İlâhî, Allah tarafından gönderilen"
"ferman","buyruk, emir"
"sefahet","gayrı meşru zevk ve eğlence"
"sarf","harcamak, kullanmak"
"katl","öldürme"
"gayr-ı meşru","dine aykırı, helâl olmayan"
"mes'uliyet","sorumluluk, yükümlülük"
"azab","acı, sıkıntı"
"zevâl","gelip geçicilik, yok olma"
"teessüf","eseflenme, üzülme"
"mücâzât","cezalar"
"ziyade","çok, fazla"
"elem","acı, keder"
"elem","acı, keder"
"firak","ayrılık"
"elem","acı, keder"
"mukabele","karşılık"
"elem","acı, keder"
"cüz'î","ferdî, az, küçük"
"neş'et","meydana gelmek, doğmak"
"sefahethane","gayri meşru, helâl olmayan zevk ve eğlence yeri"
"mezaristan","mezarlık"
"kabristan","mezarlık"
"ekseriyet","çoğunluk"
"suiistimal","kötüye kullanma"
"gayr-ı meşru","dine aykırı, helâl olmayan"
"esef","üzüntü, acı"
"istikamet dairesinde","İslâmiyet dairesinde"
"gayet","son derece"
"nimet-i İlâhiye","Allah'ın nimeti"
"vasıta-i hayrat","hayırların vasıtası, aracı"
"gayet","son derece"
"bâki","kalıcı, devamlı"
"âyât","âyetler, deliler"
"semâvî","İlâhî, Allah tarafından gönderilen"
"ferman","buyruk, emir"
"iffet","namus"
"istikamet","doğruluk, İslâmî yaşam"
"sarf","harcamak, kullanmak"
"elzem","çok lüzumlu, pek gerekli"
"izah","açıklama"
"kat'î","kesin"
"hadsiz","sayısız, sınırsız"
