"kelime","anlam"
"Mün'im-i Hakikî","gerçek nimet verici olan Allah"
"kıymettar","kıymetli, değerli"
"zikir","Allah'ı anmak"
"şükür","nimeti veren Allah'a karşı minnet duymak, teşekkür etmek"
"fikir","nimeti vereni düşünmek"
"Bismillâh","Allah'ın adıyla"
"zikir","Allah'ı anmak"
"Âhir","son"
"Elhamdü lillâh","hamd ve şükür yalnızca Allah'a mahsustur"
"şükür","nimeti veren Allah'a karşı minnet duymak, teşekkür etmek"
"kıymettar","kıymetli, değerli"
"harika-i san'at","san'at harikası"
"Ehad","bir olan ve herbir varlıkta birliği tecellî eden Allah"
"Samed","hiçbir şeye muhtaç olmayan, ama herşey Ona muhtaç olan Allah"
"mucize-i kudret","Allah'ın kudret mucizesi"
"hediye-i rahmet","Allah'ın rahmet hediyesi"
"derk","algılamak, anlamak"
"fikir","nimeti vereni düşünmek"
"kıymettar","kıymetli, değerli"
"miskin","zavallı"
"belâhet","aptallık, ahmaklık"
"zahirî","görünürdeki"
"mün'im","nimet veren"
"medih","övmek"
"muhabbet","sevmek"
"Mün'im-i Hakikî","gerçek nimet verici olan Allah"
"belâhet","aptallık, ahmaklık"
"nefis","kişinin kendisi"
"ebleh","ahmak, aptal, akılsız"
"nam","ad"
"nam","ad"
"nam","ad"
"nam","ad"
"vesselâm","artık bitti, bundan sonra selam"
"Makam","yer"
"Makam","yer"
"münasebet","bağlantı, ilişki"
"Bismillâhirrahmânirrahîm","Rahmân ve Rahîm olan Allah'ın adıyla"
"esrar","sırlar, gizli gerçekler"
"sır","gizem, gizli gerçek"
"İHTAR","hatırlatma, uyarı"
"rahmet","şefkat, merhamet"
"nur","ışık"
"nefs","kişinin kendisi"
"nota","bildiri"
"suret","şekil, biçim"
"sır","gizem, gizli gerçek"
"nur","ışık"
"zaptetmek","tutmak"
"maatteessüf","ne yazık ki"
"muvaffak","başarılı"
"nefs","kişinin kendisi"
"murad","kastetmek"
"nefs","kişinin kendisi"
"has","özel"
"münasebettar","ilişkili, bağlantılı"
"nefs","kişinin kendisi"
"nefs","kişinin kendisi"
"huşyar","uyanık"
"medar-ı istifade","faydalanma vesilesi"
"Makam","yer"
"müdakkik","dikkatli, araştırıcı"
"tasvip","uygun bulma"
"ziyade","çok, fazla"
"ziyade","çok, fazla"
"nâzır","bakar, yönelik"
"MAKAM","yer"
"sır","gizem, gizli gerçek"
"SIR","gizem, gizli gerçek"
"Bismillâhirrahmânirrahîm","Rahmân ve Rahîm olan Allah'ın adıyla"
"cilve","yansıma, görüntü"
"Kâinat","evren, yaratılmış herşey"
"sima","yüz"
"arz","yer, dünya"
"sima","yüz"
"sima","yüz"
"nümune","örnek"
"sikke-i rububiyet","Rablık mührü; Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesinin, onları terbiye edip idaresi ve egemenliği altında bulundurmasının işareti, mührü"
"heyet-i mecmua","genel yapı, bütün"
"teâvün","yardımlaşma"
"tesanüd","dayanışma"
"teânuk","birbirine sarılma"
"tecâvüb","birbirinin ihtiyacına cevap verme"
"tezahür","görünen"
"sikke-i kübrâ-yı Ulûhiyet","Allah'ın ilâhlığının en büyük mührü"
"Bismillâh","Allah'ın adıyla"
"küre-i arz","yerküre, dünya"
"sima","yüz"
"nebâtat","bitkiler"
"hayvanât","hayvanlar"
"tedbir","idare etme, çekip çevirme"
"terbiye","besleme, yetiştirme"
"teşabüh","birbirine benzeme"
"tenasüp","uygunluk"
"intizam","düzenlilik"
"insicam","düzgünlük, uyumluluk"
"lûtuf","iyilik, ihsan, yardım"
"tezahür","görünen"
"sikke-i kübrâ-yı Rahmâniyet","Allah'ın merhamet ediciliğinin en büyük işareti"
"Bismillâhirrahmân","Rahmân olan Allah'ın adıyla"
"mahiyet-i câmia","genel yapı ve özellik"
"sima","yüz"
"letâif-i re'fet","şefkat ve merhametin güzellikleri"
"dekaik-ı şefkat","şefkatin incelikleri"
"şuâât-ı merhamet-i İlâhiye","Cenab-ı Allah'ın merhametinin parıltıları"
"tezahür","görünen"
"sikke-i ulyâ-yı Rahîmiyet","rahmeti herşeyi kuşatan Allah'ı gösteren yüce işaret"
"Rahîm","sonsuz rahmet sahibi Allah"
"Bismillâhirrahmânirrahîm","Rahmân ve Rahîm olan Allah'ın adıyla"
"Rahîm","sonsuz rahmet sahibi Allah"
"Bismillâhirrahmânirrahîm","Rahmân ve Rahîm olan Allah'ın adıyla"
"sahife-i âlem","kâinat sayfası"
"satır-ı nuranî","parlak ve nurlu satır"
"teşkil","meydana getirme"
"sikke-i ehadiyet","Allah'ın herbir varlıkta birliğini gösteren işaret, mühür"
"kudsî","kusursuz ve yüce"
"hayt","bağ, ip"
"Bismillâhirrahmânirrahîm","Rahmân ve Rahîm olan Allah'ın adıyla"
"nüzûl","inmek"
"semere-i kâinat","kâinatın meyvesi"
"âlem","kâinat, evren"
"nüsha-i musağğara","küçültülmüş nümune"
"Ferş","yer"
"Arş","göğün en yüksek katı; Allah'ın büyüklüğünün ve yüceliğinin tecelli ettiği yer"
"insanî arş","insanın mânen yükselebileceği en yüce makam"
"Kur'ân-ı Mu'cizü'l-Beyan","açıklamalarıyla mu'cize olan Kur'ân"
"hadsiz","sayısız"
"kesret-i mahlûkat","yaratılmışların çokluğu"
"tezahür","görünen"
"vâhidiyet","Allah'ın bütün varlıkları kaplayan birlik tecellisi"
"ukul","akıllar"
"vâhidiyet","Allah'ın bütün varlıkları kaplayan birlik tecellisi"
"ehadiyet","Allah'ın herbir varlıkta görülen birlik tecellisi"
"cilve","yansıma, görüntü"
"ziya","ışık"
"hadsiz","sayısız"
"eşya","şeyler, varlıklar"
"ihata","kuşatmak, kapsamak"
"Mecmu-u ziya","ışığın tamamı"
"mülâhaza","düşünme, akla getirme"
"tasavvur","düşünme, zihinde tasarlama"
"nazar","bakış"
"aks","yansıma"
"cilve-i zâtî","zâtının görüntüsü"
"ziya","ışık"
"hararet","sıcaklık"
"hassa","özellik"
"sıfât","vasıflar, özellikler"
"ziya","ışık"
"hararet","sıcaklık"
"elvân-ı seb'a","yedi renk"
"keyfiyat","özellikler, nitelikler"
"umum","genel"
"mukabil","karşılık"
"ihata","kuşatmak"
"ehadiyet","Allah'ın herbir varlıkta görülen birlik tecellisi"
"samediyet-i İlâhiye","Allah'ın hiçbir şeye muhtaç olmayıp herşeyin Ona muhtaç olması"
"hususan","özellikle"
"zîhayat","canlı"
"hususan","özellikle"
"mahiyet","asıl, nitelik, özellik"
"âyine","ayna"
"esmâ","isimler"
"cilve","yansıma, görüntü"
"vahdet","Allah'ın birliği"
"vâhidiyet","Allah'ın bütün varlıkları kaplayan birlik tecellisi"
"cihet","yön"
"mevcudat","varlıklar"
"mevcudat","varlıklar"
"ihata","kuşatmak"
"vâhidiyet","Allah'ın bütün varlıkları kaplayan birlik tecellisi"
"ukul","akıllar"
"Zât-ı Akdes","her türlü kusur ve noksandan yüce olan Allah"
"vâhidiyet","Allah'ın bütün varlıkları kaplayan birlik tecellisi"
"sikke-i ehadiyet","Allah'ın herbir varlık üzerinde birliğini gösteren mühür"
"nazar","dikkat"
"sikke","mühür, işaret"
"ukde","düğüm, çözümü zor iş"
"irâe","göstermek"
"Bismillâhirrahmânirrahîm","Rahmân ve Rahîm olan Allah'ın adıyla"
"hadsiz","sınırsız"
"kâinat","evren, yaratılmış herşey"
"bilmüşahede","görüldüğü gibi"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"mevcudat","varlıklar"
"bilbedâhe","ap açık bir şekilde"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"hadsiz","sınırsız"
"ihtiyacat","ihtiyaçlar"
"mahlûkat","yaratılmışlar"
"bilbedâhe","ap açık bir şekilde"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"heyet","genel, bütün"
"müteveccih","yönelmiş"
"kâinat","evren, yaratılmış herşey"
"müteveccih","yönelmiş"
"muavenet","yardım"
"bilbedâhe","ap açık bir şekilde"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"hadsiz","sınırsız"
"fezâ","uzay"
"hâli","boş"
"âlem","kâinat, evren"
"nurlandıran","ışıklandırmak, aydınlatmak"
"bilmüşahede","görüldüğü gibi"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"fâni","ölümlü, geçici"
"ebed","sonsuzluk"
"namzet","aday"
"ezelî ve ebedî bir Zât","varlığının başlangıcı ve sonu olmayan Zât, Allah"
"bilbedâhe","ap açık bir şekilde"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"cazibedar","cazibeli, çekici"
"medetkâr","yardım eden"
"hakikat-i mahbube","sevimli hakikat"
"Bismillâhirrahmânirrahîm","Rahmân ve Rahîm olan Allah'ın adıyla"
"hakikat","gerçek, doğru"
"vahşet-i mutlaka","tam bir yalnızlık ve ürküntü hali"
"hadsiz","sınırsız"
"ihtiyâcât","ihtiyaçlar"
"elem","acı, sıkıntı"
"Sultan-ı Ezel ve Ebed","hüküm ve egemenliği ezelden ebede devam eden Sultan, Allah"
"taht","makam"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"şefaat","yardım, inayet, ikram vesilesi"
"şuâât","parıltılar, ışıklar"
"halil","dost"
"kâinat","evren, yaratılmış herşey"
"envâ","çeşitler, türler"
"hikmet","gaye, fayda"
"hâcât","ihtiyaçlar"
"kemâl-i intizam ve inâyet","tam ve mükemmel düzenlilik ve yardım"
"bilbedâhe","ap açık bir şekilde"
"hâlet","hal, durum"
"kâinat","evren, yaratılmış herşey"
"nev'","tür, çeşit"
"muavenet","yardım"
"muhâlât","imkansız, akla uzak şeyler"
"intaç","netice vermek"
"âciz-i mutlak","son derece güçsüz"
"sultan-ı mutlak","herşeye hükmeden, mutlak egemenlik sahibi sultan"
"kudret","güç, kuvvet, iktidar"
"kâinat","evren, yaratılmış herşey"
"Kadîr-i Mutlak","sınırsız güç ve kudret sahibi Allah"
"muavenet","yardım"
"kâinat","evren, yaratılmış herşey"
"envâ","türler, çeşitler"
"envâ-ı mahlûkat","bütün yaratılmış varlık türleri"
"müteveccihen","yönelmiş olarak"
"muavenet","yardım"
"hâcet","ihtiyaç"
"lebbeyk","buyurun, emredin efendim"
"Zât-ı Zülcelâl","sonsuz haşmet ve yücelik sahibi olan Zât, Allah"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"hürmet","saygı"
"kat'iyen","kesinlikle"
"zaif-i mutlak","son derece zayıf"
"âciz-i mutlak","son derece güçsüz"
"fakir-i mutlak","sınırsız ihtiyaç sahibi"
"fâni","ölümlü, geçici"
"mahlûk","yaratık"
"kâinat","evren, yaratılmış herşey"
"musahhar","boyun eğdirmek"
"imdad","yardım"
"hikmet","gaye, fayda"
"inâyet","bütün yararların, hikmetlerin ve faydaların kaynağı olan düzenlilik"
"kudret","güç, kuvvet, iktidar"
"tazammun","içine alan"
"hakikat-i rahmet","rahmet gerçeği"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"küllî","büyük, kapsamlı"
"hâlis","samimi, saf, temiz"
"sâfî","duru, katıksız, temiz"
"hürmet","saygı"
"hâlis","samimi, saf, temiz"
"sâfî","duru, katıksız, temiz"
"hürmet","saygı"
"Bismillâhirrahmânirrahîm","Rahmân ve Rahîm olan Allah'ın adıyla"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"vusul","kavuşma, erişme"
"Rahmân","rahmeti sonsuz, yarattıklarını esirgeyip koruyan, şefkat eden ve rızıklandıran Allah"
"dergâh","makam, huzur"
"şefaatçi","af vesilesi yapma"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"vücud","varlık, var oluş"
"tahakkuk","gerçekleşme"
"zâhir","açık, âşikar"
"intizam","düzen, tertip"
"hâsıl","meydana gelmek"
"kâinat","evren, yaratılmış herşey"
"daire-i kübrâ","en büyük daire"
"ism-i İlâhî","Allah'ın ismi"
"cilve","yansıma, görüntü"
"nuranî","nurlu, aydınlık"
"kâinat","evren, yaratılmış herşey"
"sima","yüz, çehre"
"sikke-i rahmet","rahmet mührü"
"hâtem-i Rahîmiyet","Allah'ın rahmetini gösteren mühür"
"nakş-ı şefkat","şefkat nakşı"
"hâtem-i inâyet","yardım mührü"
"nesc","dokumak, örmek"
"şems","güneş"
"kamer","ay"
"anâsır","unsurlar (hava, su, toprak, ateş)"
"maâdin","madenler"
"nebâtat","bitkiler"
"hayvânât","hayvanlar"
"nakş-ı âzam","büyük nakış"
"şuâ","ışık, parıltı"
"tanzim","düzenleyen"
"hâdim","hizmetçi"
"nebâtî","bitkisel"
"hayvânî","hayvansal"
"umum","bütün"
"valide","ana"
"fedakârâne","fedakârca"
"zevilhayat","canlılar"
"hayat-ı insaniye","insan hayatı"
"musahhar","boyun eğdiren"
"rububiyet-i İlâhiye","Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"nakş-ı âzam","büyük nakış"
"ehemmiyet","önem"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"izhar","gösteren"
"Rahmân-ı Zülcemâl","sonsuz güzellik ve merhamet sahibi Allah"
"istiğnâ-yı mutlak","sınırsız zenginlik"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"ihtiyac-ı mutlak","sınırsız ihtiyaç"
"zîhayat","canlı"
"makbul","kabul gören"
"şefaatçi","af ve lütuf vesilesi yapma"
"Bismillâhirrahmânirrahîm","Rahmân ve Rahîm olan Allah'ın adıyla"
"şefaatçi","af ve lütuf vesilesi yapma"
"zemin","yeryüzü"
"muhtelif","çeşitli"
"nebâtât","bitkiler"
"hayvânât","hayvanlar"
"taife","topluluk, grup"
"kemâl-i intizam","tam ve mükemmel bir düzen"
"hikmet","fayda"
"inâyet","bütün yararların, hikmetlerin ve faydaların kaynağı olan düzenlilik"
"küre-i arz","yerküre, dünya"
"sima","yüz, çehre"
"hâtem-i ehadiyet","Allah'ın herbir varlıkta görülen birlik mührü"
"vaz'","koymak"
"bilbedâhe","ap açık bir şekilde"
"belki","aslında, işin doğrusu"
"bilmüşahede","gözle görüldüğü gibi"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"vücud","varlık"
"küre-i arz","yerküre, dünya"
"sima","yüz, çehre"
"mevcudat","varlıklar"
"kat'î","kesin"
"mevcudat","varlıklar"
"tahakkuk","gerçekleşme"
"zemin","yeryüzü"
"hâtem-i rahmet","rahmet mührü"
"sikke-i ehadiyet","Allah'ın herbir varlıkta görülen birlik işareti"
"mahiyet-i mâneviye","mânevî nitelik, özellik"
"sima","yüz, çehre"
"sikke-i rahmet","rahmet mührü"
"küre-i arz","yerküre, dünya"
"sima","yüz, çehre"
"sikke-i merhamet","merhamet mührü"
"kâinat","evren, yaratılmış herşey"
"sima","yüz, çehre"
"sikke-i uzmâ-yı rahmet","rahmetin en büyük mührü"
"cilve","yansıma, görüntü"
"nokta-i mihrakiye","odak noktası"
"câmiiyet","genişlik, kapsayıcılık"
"sima","yüz, çehre"
"sima","yüz, çehre"
"sikke-i rahmet","rahmet mührü"
"hâtem-i ehadiyet","Allah'ın herbir varlıkta görülen birlik mührü"
"vaz'","koymak"
"ehemmiyet","önem"
"harekât","hareketler"
"müteveccih","yönelmiş"
"kâinat","evren, yaratılmış herşey"
"abes","boş ve faydasız"
"hilkat şeceresi","yaratılış ağacı"
"cihet","yön"
"vech","şekil, yön"
"noksaniyet","noksanlık, eksiklik"
"zâhir","açık, âşikar"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"ziya","ışık"
"hikmet","gaye, fayda"
"Hâşâ","asla, öyle değil"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"arş","en yüce makam"
"mirac","yükseliş, basamak"
"mirac","yükseliş, basamak"
"Bismillâhirrahmânirrahîm","Rahmân ve Rahîm olan Allah'ın adıyla"
"mirac","yükseliş, basamak"
"Kur'ân-ı Mu'cizü'l-Beyân","açıklamalarıyla mu'cize olan Kur'ân"
"mübarek","bereketli, uğurlu"
"iptidâ","başlangıç"
"umum","bütün"
"mübarek","bereketli, uğurlu"
"mebde'","başlangıç"
"azamet-i kadr","kıymetin büyüklüğü"
"kat'î","kesin"
"hüccet","delil"
"İmam-ı Şâfiî","Ehl-i Sünnetin amelde dört hak mezhebinden biri olan Şâfiî mezhebinin kurucusu; bk. İmam-ı Şâfiî"
"müçtehid","âyet ve hadisler başta olmak üzere diğer dinî delillerden hüküm çıkaran büyük İslâm âlimleri"
"nâzil","inmek"
"Hadsiz","sınırsız"
"kesret","çokluk"
"vâhidiyet","Allah'ın bütün varlıkları kaplayan birlik tecellisi"
"tecellî","yansıma, görünme"
"kâfi","yeterli"
"Mecmu","bütün, hepsi"
"vahdet","birlik, teklik"
"Zât-ı Ehad","herbir varlıkta birliği tecelli eden Zât, Allah"
"mülâhaza","düşünme, akla getirme"
"küre-i arz","yerküre, dünya"
"vüs'at","genişlik"
"binaen","–dayanarak, dolayı"
"cüz'iyat","küçük şeyler"
"zâhir","açık, âşikar"
"sikke-i ehadiyet","Allah'ın herbir varlıkta birliğini gösteren mühür"
"nevi","tür"
"sikke-i ehadiyet","Allah'ın herbir varlıkta birliğini gösteren mühür"
"Zât-ı Ehad","herbir varlıkta birliği tecelli eden Zât, Allah"
"mülâhaza","düşünme, akla getirme"
"hâtem-i Rahmâniyet","Allah'ın rahmet ve merhametini gösteren mühür"
"sikke-i ehadiyet","Allah'ın herbir varlıkta birliğini gösteren mühür"
"külfetsiz","zahmetsiz"
"Zât-ı Akdes","her türlü kusur ve noksandan yüce olan Zât, Allah"
"müteveccih","yönelmiş"
"Kur'ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur'ân"
"sırr-ı azîm","büyük sır"
"kâinat","evren, yaratılmış herşey"
"daire-i âzam","en büyük daire"
"semâvât","gökler"
"arz","yer"
"hilkat","yaratılış"
"dakik","ufak, ince"
"cüz'î","küçük, ferdî"
"zâhir","görünen, açık"
"suret","şekil"
"hâtem-i ehadiyet","Allah'ın herbir varlıkta birliğini gösteren mühür"
"hilkat-i insan","insanın yaratılışı"
"sima","yüz, çehre"
"dekaik-i nimet ve hikmet","nimet ve hikmet incelikleri"
"Mâbûd","kendisine ibadet edilen Allah"
"mezkûr","sözü geçen"
"hakikat","gerçek"
"mucizâne","mu'cizeli bir şekilde"
"suret","şekil"
"hadsiz","sayısız"
"mahlûkat","yaratılmışlar, varlıklar"
"nihayetsiz","sonsuz"
"kesret","çokluk"
"vahdet","birlik, teklik"
"sikke","mühür, işaret"
"mütedahil","iç içe, birbiri içinde"
"sikke","mühür, işaret"
"envâ","türler, çeşitler"
"vahdet","birlik, teklik"
"kesret","çokluk"
"vahdet","birlik, teklik"
"hakikî","gerçek, doğru"
"vahdet","birlik, teklik"
"ehadiyet","Allah'ın herbir varlıkta görülen birlik tecellisi"
"sikke","mühür, işaret"
"kesret","çokluk"
"Zât-ı Akdes","her türlü kusur ve noksandan yüce olan Zât, Allah"
"sikke-i ehadiyet","Allah'ın herbir varlıkta birliğini gösteren mühür"
"nazar","bakış, dikkat"
"celb","çekmek"
"sikke-i ehadiyet","Allah'ın herbir varlıkta birliğini gösteren mühür"
"cazibedar","cazibeli, çekici"
"halâvet","tatlılık, hoşluk"
"cemâl","güzellik"
"hakikat","gerçek"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"sikke","mühür, işaret"
"Rahîmiyet","Allah'ın rahmet ediciliği"
"hâtem","mühür, damga"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"zîşuur","şuur sahibi"
"nazar","bakış, dikkat"
"celb","çekmek"
"ehadiyet","Allah'ın herbir varlıkta görülen birlik tecellisi"
"sikke","mühür, işaret"
"isal","ulaştırmak, eriştirmek"
"Zât-ı Ehadiye","tek olan ve hiçbir şeye muhtaç olmayan Zât, Allah"
"mülâhaza","düşünme, akla getirme"
"hakikî","gerçek, doğru"
"mazhar","eriştirmek"
"Bismillâhirrahmânirrahîm","Rahmân ve Rahîm olan Allah'ın adıyla"
"fihriste","program, içindekiler"
"mücmel","özetlenmiş"
"hülâsa","özet"
"mezkûr","sözü geçen"
"sırr-ı azîm","büyük sır"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"tabakat","tabakalar, dereceler"
"esrar-ı rahmet","rahmetin sırları"
"envâr-ı Rahîmiyeti ve şefkat","türler, çeşitler"
"hadis-i şerif","Peygamberimize ait söz, emir veya davranışlar"
"vârid","ulaşmak, erişmek"
"ev kemâ kal","söylendiği gibi"
"hadis-i şerif","Peygamberimize ait söz, emir veya davranışlar"
"ehl-i tarikat","tarikata mensup olanlar"
"akaid-i imaniye","iman esasları"
"münasip","uygun"
"acip","ilginç, hayret verici"
"tefsir","yorumlamak"
"ehl-i aşk","aşk ehli, Allah aşıkları"
"sima-yı mânevî","mânevî görünüş"
"suret-i Rahmân","Cenab-ı Allah'ın sureti, görünüşü"
"nazar","bakış"
"Ehl-i tarikat","tarikata mensup olanlar"
"ekser","pekçok"
"sekir","mânâ alemindeki sarhoşluk"
"ehl-i aşk","aşk ehli, Allah aşıkları"
"istiğrak","Allah aşkıyla kendinden geçme"
"iltibas","karıştırma"
"hakikat","gerçek doğru, esas"
"muhalif","zıt, aykırı"
"telâkki","anlayış, kabul ediş"
"mâzur","özürlü"
"esas-ı akaid","iman esası"
"münâfi","zıt, aykırı"
"kâinat","evren, yaratılmış herşey"
"muntazam","düzenli"
"zerre","atom"
"hikmet","gaye, fayda"
"zerrât","zerreler, atomlar"
"muntazam","düzenli"
"istihdam","çalıştıran"
"Zât-ı Akdes-i İlâhî","her türlü kusur ve noksandan uzak olan Zât, Allah"
"şerîk","ortak"
"nazîr","benzer, eş"
"nidd","denk, misil"
"suret","şekil"
"şebîh","benzer"
"mesel","örnek"
"temsil","kıyaslama tarzında benzetme, analoji"
"şuûnât","Cenâb-ı Hakkın yüce sıfatlarının mahiyetlerinde bulunan ve onları tecelliye sevk eden Zâtına ait mukaddes özellikler"
"esmâ","isimler"
"mesel","örnek"
"temsil","kıyaslama tarzında benzetme, analoji"
"şuûnât","Cenâb-ı Hakkın yüce sıfatlarının mahiyetlerinde bulunan ve onları tecelliye sevk eden Zâtına ait mukaddes özellikler"
"nokta-i nazar","bakış noktası"
"mezkûr","sözü geçen"
"hadis-i şerif","Peygamberimize ait söz, emir veya davranışlar"
"makasıd","maksatlar, gayeler"
"ism-i Rahmân","Allah'ın sonsuz rahmet ve merhamet sahibi olduğunu bildiren ismi"
"suret","şekil"
"sabıkan","bundan önce"
"beyan","açıklamak"
"kâinat","evren, yaratılmış herşey"
"sima","yüz, çehre"
"şuâ","ışık, parıltı"
"tezahür","beliren, görünen"
"ism-i Rahmân","Allah'ın sonsuz rahmet ve merhamet sahibi olduğunu bildiren ismi"
"zemin","yer"
"sima","yüz, çehre"
"rububiyet-i mutlaka-i İlâhiye","Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"hadsiz","sınırsız"
"cilve","yansıma, görüntü"
"tezahür","belirme, görünme"
