"kelime","anlam"
"emsal","benzerler"
"beşer","insanlar"
"hayat-ı bâkiye","devamlı ve kalıcı hayat"
"saadet-i ebediye","sonsuz mutluluk"
"beşer","insanlar"
"Kur'ân-ı Mu'cizü'l-Beyan","açıklamalarıyla benzerini yapmakta akılları âciz bırakan Kur'ân"
"âyât","âyetler"
"sarihan","açıkça"
"hadsiz","sayısız"
"hüccet","delil"
"hayat-ı bâkiye","devamlı ve kalıcı hayat"
"saadet-i ebediye","sonsuz mutluluk"
"nev-i beşer","insanlık, insan türü"
"kıyamet","dünyanın sonu, varlığın bozulup dağılması"
"hatip","konuşmacı"
"din-i hak","hak din, İslâmiyet"
"cemiyet","dernek"
"rû-yi zemin","yeryüzü"
"hükûmet","yönetim, idare"
"Kur'ân-ı Mu'cizü'l-Beyan","açıklamalarıyla benzerini yapmakta akılları âciz bırakan Kur'ân"
"misli","benzer"
"mu'cize-i ekber","en büyük mu'cize"
"Saniyen","ikinci olarak"
"mu'cize-i kübrâ","en büyük mu'cize"
"muannid","inatçı"
"hissiyat","hisler, duygular"
"tenvir","nurlandırma, aydınlatma"
"hazine-i Kur'âniye","Kur'ân hazinesi"
"dellâl","davetçi, ilâncı"
"me'haz","kaynak"
"merci","başvurulacak, sığınılacak yer"
"mu'cize-i mâneviye","Kur'ân'ın mânâya ait mu'cizeliği"
"muannid","inatçı"
"zındık","dinsiz"
"galebe","üstün gelmek"
"dalâlet","hak yoldan sapkınlık, inançsızlık"
"Tabiat Risalesi","Yirmi Üçüncü Lem'a"
"gaflet","umursamazlık, âhiretten ve Allah'ın emir ve yasaklarından habersiz davranma"
"daire-i âfâk","çok büyük ve geniş daire, dış âlem"
"fen","bilim"
"Hüccet","delil"
"gaflet","umursamazlık, âhiretten ve Allah'ın emir ve yasaklarından habersiz davranma"
"nur-u tevhid","her şeyin bir olan Allah'a ait olduğunu bilmekten gelen aydınlık"
"elzem","çok gerekli, en lüzumlu"
"tedrisat","eğitim ve öğretim kurumları"
"binaen","dayanarak"
"dershane-i Nuriye","Risale-i Nur'un okunduğu yerler"
"hakikat","gerçek, esas; bir şeyin gerçek mahiyeti"
"izah","açıklama"
"mârifet","bilme ve tanıma"
"mukabil","karşılık, denk gelen"
"inşaallah","Allah dilerse, izin verirse"
"temin","sağlama"
"hayat-ı dünyeviyesine ve siyasiyesine ve uhreviyesine","dünya hayatı, siyasî hayat ve âhiret hayatı"
"lemeat","parıltılar"
"dellâl","duyurucu, ilân edici"
"terviç","bir düşünceyi tutma, destekleme, yayma"
"neşr","yayımlama"
"kefaret","günahın bağışlanmasına vesile olan şey"
"müthiş","dehşet veren, korkutan"
"anarşist","bk. Anarşizm"
"sed","engel"
"Salisen","üçüncü olarak"
"Ramazan-ı Şerif","mübarek Ramazan ayı"
"elemli","acı veren, üzücü"
"meşgale","meşguliyet, iş"
"Hüsrev","(1899-1977) Risale-i Nur'un baş kâtiplerindendir. Tevafuklu Kur'ân-ı Kerim'i baştan sona elle yazdı ve çoğalttı; bk. Hüsrev (Altınbaşak)"
"mu'cizat","mu'cizeler; insanların benzerini yapmakta âciz kaldıkları olağanüstü hâller, işler"
"mu'cizat","mu'cizeler; insanların benzerini yapmakta âciz kaldıkları olağanüstü hâller, işler"
"cüz","kısım, parça"
"Hafız Ali","bk. Hafız Ali (Ergün)"
"Tahirî","(1900-1977) Bediüzzaman'ın, Risale-i Nur'un yazılması ve matbaalarda basılmasında büyük emeği olan bir talebesi; bk. Tahirî Mutlu"
"keramet","Allah'ın bir ikramı olarak, görünen olağanüstü hâl"
"Hizbü'l-Ekber-i Kur'âniye","bk."
"suret","biçim, şekil"
"ders-i Kur'âniye","Kur'ân dersi"
"ruh u can","ruh ve can; çok büyük istek, bütün içtenlik"
"kast u azm","kesin olarak amaçlayıp karar vermek"
"Hizbü'l-Ekber-i Kur'âniye","bk."
"mu'cizat","mu'cizeler; insanların benzerini yapmakta âciz kaldıkları olağanüstü hâller, işler"
"tab","yazmak, basmak"
"inşaallah","Allah dilerse, izin verirse"
"Aziz","çok değerli, izzetli"
"sıddık","çok doğru ve sadık"
"Evvelâ","ilk olarak"
"has şakirt","Üstadın çok değer verdiği ilk sıradaki talebeler"
"müştemilât","içindekiler"
"evliya-yı meşhûre","meşhur velîler"
"Osman-ı Halidî","bk. Beşkazalı Osman Halidî"
"sarih","açık"
"ihbar","haber verme"
"Isparta","bk. Isparta"
"ehl-i kalb","kalb ehli olanlar, kalbiyle mânevî olarak yükselmiş olanlar"
"zahir","açık, âşikar"
"hakikat","asıl,<span class=arapca></span>gerçek"
"dâvâ","iddia"
"iltibas","karıştırma"
"biçare","çaresiz"
"ziyade","çok, fazla"
"kanaat","görüş, fikir"
"tâdil","düzeltme"
"bahadır","kahraman, cesur, yiğit"
"kanaat","görüş, fikir"
"ehl-i kalb","kalb ehli olanlar, kalbiyle mânevî olarak yükselmiş olanlar"
"hak","doğru"
"hakikat","asıl,<span class=arapca></span>gerçek"
"tabir","açıklama, ifade"
"hakikat","asıl,<span class=arapca></span>gerçek"
"Ümmet","Hz. Peygambere inanıp onun yolundan gidenler, mü'minler"
"âhirzaman","dünya hayatının kıyamete yakın son devresi"
"zât","kişi"
"vazife","görev"
"kıymettar","değerli"
"iman-ı tahkikî","sağlam, sarsılmaz bir iman"
"neşir","yayma"
"ehl-i iman","Allah'a ve Ondan gelen her şeye inananlar, mü'minler"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"vazife","görev"
"bitemâmihâ","tamamen, bütünüyle, hepsi"
"İmam-ı Ali","bk. Ali (r.a.)"
"Gavs-ı Âzam","Abdülkadir-i Geylânî Hazretlerinin nâmı; en büyük gavs, evliyâ; bk. Abdülkadir-i Geylânî"
"zât","kişi"
"zât","kişi"
"şahs-ı mânevî","belli bir kişi olmayıp bir topluluktan meydana gelen tüzel kişilik"
"keşf","kalb gözüyle görme, manevî âlemlere ait bazı olayları ve hakikatleri görme"
"şahs-ı mânevî","belli bir kişi olmayıp bir topluluktan meydana gelen tüzel kişilik"
"hâdim","hizmetçi, hizmet eden"
"hâdim","hizmetçi, hizmet eden"
"mültefitane","iltifat ederek"
"hakikat","asıl,<span class=arapca></span>gerçek"
"mübarek","bereketli, hayırlı"
"zât","kişi"
"neşir","yayma"
"tatbik","uygulama"
"zât","kişi"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi"
"icra","yürütme, yerine getirme"
"tatbik","uygulama"
"itikad","inanma"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"sadakat","bağlılık, sebat"
"hakimiyet","egemenlik, hükümranlık"
"tatbik","uygulama"
"zât","kişi"
"hilâfet-i İslâmiye","İslâm halifeliği"
"ittihad-ı İslâm","İslâm birliği"
"bina","üzerine kurma, yapma"
"İsevî ruhanîler","Hz. İsâ'nın (a.s.) dinine mensup din adamları, rahipler"
"ittifak","birleşme, birlik"
"din-i İslâm","İslâm dini"
"tatbik","uygulama"
"ziyade","çok, fazla"
"kıymettar","değerli"
"şaşaalı","gösterişli, göz alıcı"
"umum","bütün, genel"
"avâm","halk tabakası, sıradan insanlar"
"nazar","bakış, görüş, düşünce"
"has Nurcular","Üstadın çok değer verdiği ilk sıradaki talebeler"
"evliya","Allah dostları, velîler"
"tâbir","yorum, açıklama"
"tevil","yorum"
"ehl-i dünya","dünyaya dalıp, âhireti düşünmeyenler"
"ehl-i siyaset","siyasetle uğraşanlar, politikacılar, idareciler"
"hakikat","asıl, gerçek"
"haml","yüklenme"
"iltibas","karıştırma"
"Fâni","geçici olan, ölümlü"
"pişdar","öncü"
"şakirt","öğrenci, talebe"
"şahs-ı mânevî","belli bir kişi olmayıp bir topluluktan meydana gelen tüzel kişilik"
"âciz","güçsüz"
"iltibas","karıştırma"
"hakikî","asıl, gerçek"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"uhrevî","ahirete ait"
"makamat","makamlar, yerler"
"ehl-i siyaset","siyasetle uğraşanlar, politikacılar, idareciler"
"evham","kuruntular, şüpheler"
"neşr","yayma"
"şahs-ı mânevî","belli bir kişi olmayıp bir topluluktan meydana gelen tüzel kişilik"
"bâkî","ölümsüz, devamlı, kalıcı"
"hakikat","asıl, gerçek"
"fâni","geçici olan, ölümlü"
"âciz","güçsüz"
"sukut","düşme, alçalma"
"bina","üzerine kurma, yapma"
"Elhasıl","kısaca, özetle"
"zât","kişi"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme; samimiyet"
"avâm-ı mü'minîn","mü'minlerin avam tabakası"
"nazar","bakış, görüş, düşünce"
"hakikat","asıl, gerçek"
"Yakîniyet-i bürhaniye","kesin delilden çıkan şüphesizlik"
"kazâyâ-yı makbûle","kabul görmüş olan realite, mevcut durum"
"zann-ı galib","belki budur şeklindeki kanaat, üstün ihtimal"
"inkılâp","değişim, dönüşüm"
"muannid","inatçı, direnen"
"dalâlet","hak yoldan ayrılma, sapkınlık"
"mütemerrid","inatçı, dikkafalı"
"zındıka","dinsizlik, inançsızlık"
"galebe","üstünlük"
"mütehayyir","hayrete düşen, kararsız"
"ehl-i iman","Allah'a ve Ondan gelen her şeye inananlar, mü'minler"
"Ehl-i siyaset","siyasetle uğraşanlar, politikacılar, idareciler"
"evham","kuruntular, şüpheler"
"münasip","uygun"
"Müceddid","yenileyici; hadis-i sahih ile her yüz senede bir geleceği bildirilen, dinin hakikatlerini, asrın ihtiyacına göre ders veren peygamber vârisi olan âlim zât"
"pişdar","öncü"
"Umum","bütün, genel"
"Aziz","çok değerli, izzetli"
"sıddık","çok doğru ve bağlı"
"sebatkâr","sebat eden"
"vefadar","vefâlı, sözünde ve dostluğunda devamlı olan"
"Ankara ehl-i vukufu","Ankara Mahkemesi bilirkişi heyeti"
"keramet","Allah'ın bir ikramı olarak görünen olağanüstü hâl ve fiil"
"işaret-i gaybiye","geleceğe veya bilinmeyen bir olaya işaret yoluyla verilen haber"
"inkâr","inanmama, kabul etmeme"
"keramet","Allah'ın bir ikramı olarak görünen olağanüstü hâl ve fiil"
"keramet","Allah'ın bir ikramı olarak görünen olağanüstü hâl ve fiil"
"izhar","gösterme, açığa çıkarma"
"tenkid","eleştiri"
"mukabil","karşılık"
"müdafaat","savunmalar"
"keramet","Allah'ın bir ikramı olarak görünen olağanüstü hâl ve fiil"
"had","sınır, yetki"
"mu'cize-i mâneviye","mânevî mu'cize"
"tereşşuhat","sızıntılar, izler"
"lem'a","parıltı"
"hakikî","asıl, gerçek"
"tefsir","açıklama, yorum; Kur'ân'ın mânâlarını açıklayan kitap"
"keramet","Allah'ın bir ikramı olarak görünen olağanüstü hâl ve fiil"
"şakirt","öğrenci, talebe"
"kuvve-i mâneviye","mânevî güç, moral"
"takviye","destekleme, güçlendirme"
"ikramât-ı İlâhiye","Allah tarafından gelen ikramlar, ihsan ve lütuflar"
"nev'","çeşit, tür"
"izhar","gösterme, açığa çıkarma"
"şükür","nimetlere karşı memnunluk gösterme, Allah'a teşekkür etme"
"câiz","sakıncasız, doğru"
"makbul","kabul gören, geçerli"
"binaen","dayanarak"
"izhar","gösterme, açığa çıkarma"
"tahşidat","yığınak yapma, bir konu üzerinde yoğunlaşma"
"mevzu","konu"
"ekser","çoğunluk"
"keramet","Allah'ın bir ikramı olarak görünen olağanüstü hâl ve fiil"
"hizmet-i imaniye","iman hizmeti"
"tahribat","tahripler, yıkıp bozmalar"
"mukabil","karşılık"
"lâakal","en az"
"kâtip","yazan, yazıcı"
"ehl-i idare","idareciler, yöneticiler"
"takdir","beğeniyi dile getiren ifade"
"zarurî","zorunlu, gerekli"
"hizmet-i imaniye","iman hizmeti"
"hayat-ı bâkiye","devamlı ve kalıcı olan âhiret hayatı"
"hayat-ı fâniye","geçici dünya hayatı"
"meşgale","meşguliyet, uğraş"
"ehl-i iman","Allah'a ve Allah'tan gelen her şeye inanan kimseler, mü'minler"
"vâcip","zorunlu"
"misal","örnek"
"men","yasaklama, engel olma"
"kuvve-i mâneviye","mânevî güç, moral"
"ihtiyar","irade, dileme, tercih"
"garip","kimsesiz, zavallı"
"bîçare","çaresiz, zavallı"
"tecrit","soyutlama, ayırma, yalnız bırakma"
"tazyik","baskı"
"nev'","çeşit, tür"
"ihtilât","insanların arasına girmek, onlar arasında bulunmak"
"kuvve-i mâneviye","mânevî güç, moral"
"ihtiyar","irade, dileme, tercih"
"mâni","engel"
"şakirt","öğrenci, talebe"
"kuvve-i mâneviye","mânevî güç, moral"
"medar","dayanak noktası, kaynak"
"ikramât-ı İlâhiye","Allah tarafından gelen ikramlar, ihsan ve lütuflar"
"beyan","açıklama, anlatma"
"tahşidat","öneminden dolayı bir şeyin üzerinde fazla durma"
"hikmet","sır, fayda, gaye; her şeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde yapılması"
"hâşâ","asla, kesinlikle öyle değil!"
"temeddüh","övünmek, böbürlenmek"
"hodfuruşluk","kendini beğendirme"
"esas","temel, özellik"
"ihlâs","ibadet ve davranışlarda sadece Allah rızasını gözetme samimiyet"
"İnşaallah","Allah'ın izniyle"
"müdafaa","savunma"
"mânen","mânevî olarak"
"müdafaa","savunma"
"Umum","bütün"
"hemşire","kız kardeş"
"hâssaten","özellikle"
"makbul","kabul gören, geçerli"
"taife","grup, topluluk"
"muhterem","hürmete lâyık, saygıdeğer"
"ihtiyar","irade, dileme, tercih"
"Ramazan-ı Şerif","şerefli Ramazan ayı"
"makbuliyet","kabul edilmişlik, geçerlilik"
"gaybî","bilinmeyen, gayb âlemine ait"
"risale","küçük çaplı kitap; Risale-i Nur'un her bir bölümü"
"Sair","diğer, başka"
"remiz","gizli, ince işaret"
"îma","işaret"
"emâre","alâmet, belirti"
"ittifak","birleşme, fikir birliği"
"sarahat","sarih olma, açıklık"
"Vahdet-i mesele","konu birliği"
"emare","alâmet, belirti"
"teyid","destekleme, kuvvetlendirme"
"İmam-ı Ali","bk. Ali (r.a.)"
"Radiyallahu Anh","Allah ondan razı olsun"
"keramet-i gaybiye","gelecekle ilgili Allah'ın bir ikramı olarak verilen haberler"
"Ankara ehl-i vukufu","Ankara Mahkemesi bilirkişi heyeti"
"tetkik","inceleme, araştırma"
"Keramet","Allah'ın bir ikramı olarak görünen olağanüstü hâl ve fiil"
"keramet","Allah'ın bir ikramı olarak görünen olağanüstü hâl ve fiil"
"keramet","Allah'ın bir ikramı olarak görünen olağanüstü hâl ve fiil"
"tefsir","Kur'ân-ı Kerimi mânâ bakımından açıklama, yorum"
"muarız","karşı çıkan, muhalif"
"kesretli","pek çok"
"kuvve-i mâneviye","mânevî güç, moral"
"gaybî imdat","bilinmeyen, gayb âleminden gelen yardım"
"teşci","cesaret verme, cesaretlendirme"
"sebat","kararlı olma"
"metanet","sağlamlık"
"mecburiyet-i kat'iye","kesin zorunluluk"
"hodfuruşluk","kendini beğendirmeye çalışma"
"sukut","düşme, değer kaybetme"
"ehl-i iman","Allah'a ve Allah'tan gelen herşeye inanan kimseler, mü'minler"
"dalâlet-i mutlaka","mutlak dalâlet, tam bir sapkınlık"
"uhrevî","âhirete ait"
"saadet","mutluluk"
"İşârât-ı Kur'âniye","Kur'ân'ın işaretleri; Birinci Şuâ"
"keramet-i Aleviye","Hz. Ali'nin (r.a.) kerameti; Sikke-i Tasdik-i Gaybî'de yer alan Otuz Birinci Mektubun On Sekizinci Lem'ası"
"keramet-i Gavsiye","Abdülkadir Geylânî'nin Risale-i Nur'la ilgili kerametli bir şekilde verdiği haberlerin yeraldığı Sekizinci Lem'a; bk. Abdülkadir-i Geylânî"
"tenbih","ikaz, uyarı"
"ihtar","hatırlatma, ikaz"
"mahrem","gizli olan, herkese söylenmeyen, gizli sır"
"risale","küçük çaplı kitap; Risale-i Nur'un her bir bölümü"
"muannid","inatçı"
"nâmahrem","yabancı"
"risale","küçük çaplı kitap; Risale-i Nur'un her bir bölümü"
"sathî","sığ, yüzeysel"
"nazar","bakış, görüş"
"sebebiyet","sebep olmak"
"mecmua","kitap"
"has","özel, ait"
"ehass-ı havas","seçkinlerin en seçkini"
"intişar","yayılma"
"mezkûr","anılan, sözü geçen"
"ehl-i insaf","insaflı olanlar"
"alâkadar","alâkalı, ilgili"
"has","özel, ait"
"şakird","talebe, öğrenci"
"tensib","uygun görme"
"tetkik","inceleme, araştırma"
"neşr","yayımlama"
"risale","küçük çaplı kitap; Risale-i Nur'un her bir bölümü"
"emare","belirti, işaret"
"makbuliyet","kabul edilmişlik"
"kesretli","çok"
"emare","belirti, işaret"
"ima","ince işaret"
"ilmelyakîn","ilme ve sağlam delillere dayanarak, kuşkuya yer bırakmayacak şekilde kesin bilme"
"aynelyakîn","gözlem ve müşahedeye dayanarak, kuşkuya yer bırakmayacak şekilde kesin bilme"
"hakkalyakîn","bizzat yaşamak suretiyle, kuşkuya yer bırakmayacak şekilde kesin bilme"
"risale","küçük çaplı kitap; Risale-i Nur'un her bir bölümü"
"mütalâa","dikkatlice okuyup inceleme"
"hususan","bilhassa, özellikle"
"cifrî","cifir ilmiyle ilgili; bk. Cifir İlmi"
"hesabat","hesaplar"
"umum","genel, bütün"
"keramet-i Gavsiye","Abdülkadir Geylânî'nin Risale-i Nur'la ilgili kerametli bir şekilde verdiği haberlerin yeraldığı Sekizinci Lem'a; bk. Abdülkadir-i Geylânî"
"âhir","son"
"Şamlı Hafız Tevfik","bk. Şamlı Hafız Tevfik"
"fıkra","belli bir düşünceyi anlatmak üzere kaleme alınan yazı; makale"
"âhir","son"
"mütalâa","dikkatlice okuyup inceleme"
"mukaddeme","ilk söz, başlangıç"
"Şamlı Hafız Tevfik","bk. Şamlı Hafız Tevfik"
"Fıkra","kısa yazı"
"Zübdetü'r-Resâil Umdetü'l-Vesâil","bk. Zübdetü'r-Resâil Umdetü'l-Vesâil"
"kutbü'l-ârifîn","ariflerin en büyüğü, en ileri geleni"
"Ziyaeddin Mevlânâ Şeyh Hâlid","bk. Mevlânâ Hâlid-i Bağdâdî"
"Mevlânâ","bk. Mevlânâ Hâlid-i Bağdâdî"
"kuddise sirruhu","sırrı mukaddes olsun, sırrı temiz olsun"
"mektubat","mektuplar"
"resâil-i şerife","şerefli mektuplar"
"muktebes","iktibas edilmiş, alıntı yapılmış, aktarılmış"
"nasâyih-i kudsiye","kutsal nasihatler, ögütler"
"mukaddem","evvel, önce"
"Bursa","bk. Bursa"
"Hasan Efendi","bk. Hasan Efendi"
"mütalâa","dikkatlice okuma, inceleme"
"muvaffak","başarma"
"Hazret-i Mevlânâ","bk. Mevlânâ Hâlid-i Bağdâdî"
"İmam-ı Rabbânî","bk. İmam-ı Rabbânî"
"tarik-i Nakşî","bk. Nakşibendîlik"
"tarik-i Hâlidiye-i Nakşiye","bk. Mevlânâ Hâlid-i Bağdâdî"
"pîr","reis; herhangi bir meslek veya sanatın kurucusu, başlatıcısı"
"mütalâa","dikkatlice okuma, inceleme"
"Hazret-i Mevlânâ","bk. Mevlânâ Hâlid-i Bağdâdî"
"tercüme-i hal","biyografi, bir kişinin hayatını anlatan eser"
"fıkra","kısa yazı"
"Ashâb-ı Kütüb-i Sitte","Kütüb-ü sitte ashabı, meşhur altı sahih hadis kitabı olan Sahih-i Buhâri, Sahih-i Müslim, İbni Mâce, Ebu Davud, Tırmizi ve Neseî'nin yazarları; bk. Kütüb-ü Sitte"
"İmam-ı Hâkim","bk. İmam-ı Hâkim"
"Müstedrek","bk. İmam-ı Hâkim"
"Ebu Davud","bk. Ebu Davud"
"Kitab-ı Sünen","bk. Kitab-ı Sünen"
"Beyhakî","bk. Beyhakî"
"Şuab-ı İman","bk. Şuab-ı İman"
"tahriç","hadisleri, ilk rivayet edene ulaşarak zikretme"
"Cenâb-ı Hak","Hakkın tâ kendisi olan, şeref ve yücelik sahibi Allah"
"müceddid-i din","dini yenileyen"
"hadîs-i şerif","Peygamber Efendimizin (a.s.m.) mübarek söz, fiil ve hareketi veya onun onayladığı başkasına ait söz, iş veya davranış"
"mazhar","elde eden, erişen"
"mâsadak","doğrulayan, örnek olan"
"mazhar-ı tâm","tam mazhar, tam olarak erişme"
"Mevlânâ","bk. Mevlânâ Hâlid-i Bağdâdî"
"eş-şehîr","meşhur, bilinen"
"kutbü'l-ârifîn","ariflerin en büyüğü, en ileri geleni"
"gavsü'l-vâsılîn","hakikate, marifete ermiş anlamına gelen, Allah'ın sevgili kullarından büyükleri için kullanılan bir ifade"
"vâris-i Muhammedî","Hz. Muhammed'in (a.s.m.) vârisi, mirasçısı"
"kâmilü't-tarikati'l-âliyye ve'l-müceddidiyye Hâlid-i Zülcenâheyn","müceddid ve yüksek tarikat sahibi olan Halid-i Zülcenaheyn; bk. Mevlânâ Hâlid-i Bağdâdî"
"Kuddise sirruhu","sırrı mukaddes olsun, sırrı temiz olsun"
"ilâ âhir","sonuna kadar"
"tarihçe-i hayat","hayat hikayesi, biyografi"
"tevellüd","doğum"
"Saltanat-ı Hind","bk. Hindistan"
"payitaht","başkent"
"Cihanâbâd","bk. Cihanâbâd"
"dahil","katılma, içeri girme"
"Tarik-i Nakşî","Nakşî tarikatı bk. Nakşibendîlik"
"silsile","zincir"
"müceddidiyet","müceddidlik, yenileyicilik"
"ehl-i siyaset","siyaset adamları, politikacılar"
"nazar-ı dikkatini celb","dikkat çekme"
"diyar-ı Şam","Şam diyarı, bölgesi; bk. Şam"
"hicret","göç, bir memleketten başka bir memlekete taşınma"
"Hazret-i Mevlânâ","bk. Mevlânâ Hâlid-i Bağdâdî"
"Hazret-i Osman bin Affan","bk. Osman (r.a.)"
"radıyallahü anh","Allah ondan razı olsun"
"mensup","bağlı"
"tercüme-i hal","biyografi, hayat hikâyesi"
"istidad-ı fıtrî","yaratılışındaki yetenek"
"kabiliyet-i harika","harika kabiliyet"
"sin","yaş"
"bâliğ","ulaşmak"
"a'lem-i ulemâ-i asr","asrın bilinen âlimlerinden"
"allâme-i vakit","zamanın en büyük âlimi"
"Süleymaniye","bk. Süleymaniye"
"tedris-i ulûm","ilimlerin öğretimi, ders vermesi"
"iştigal","meşgul olma, ilgilenme"
"tarihçe-i hayat","hayat hikâyesi, biyografi"
"tevafuk","denk düşme, uygun gelme"
"Hazret-i Mevlânâ","bk. Mevlânâ Hâlid-i Bağdâdî"
"Mevlânâ Hâlid","bk. Mevlânâ Hâlid-i Bağdâdî"
"hitam","son"
"Hazret-i Mevlânâ","bk. Mevlânâ Hâlid-i Bağdâdî"
"tecdid-i din","dinin yenilenmesi, yeniden yorumlanması"
"mücahede","cihad etme, mücadele"
"mukaddeme","başlangıç"
"Hindistan","bk. Hindistan"
"payitaht","başkent"
"Osmanlı Saltanatı","bk. Osmanlı Devleti"
"payitaht","başkent"
"mücahede-i mâneviye","mânevî cihad etme, mücadele"
"Ehl-i siyaset","siyaset adamları, politikacılar"
"Hazret-i Mevlânâ","bk. Mevlânâ Hâlid-i Bağdâdî"
"tevehhüm","kuruntuya kapılmak, az tehlike ihtimali de olsa, çok korkmak"
"diyar-ı Şam","Şam diyarı, bölgesi; bk. Şam"
"nakl","yer değiştirme"
"vaki","gerçekleşme, meydana gelme"
"Ankara","bk. Ankara"
"Van","bk. Van"
"inziva","yalnız başına bir yere çekilip dünya işleriyle uğraşmama"
"Şeyh Said hâdisesi","bk. Şeyh Said"
"vuku","gerçekleşme"
"münasebetiyle","sebebiyle"
"ehl-i siyaset","siyaset adamları, politikacılar"
"vehm","kuruntu, olmayan şeyi varmış gibi gösteren düşünce"
"Burdur","bk. Burdur"
"Isparta","bk. Isparta"
"Kastamonu","bk. Kastamonu"
"Afyon","bk. Afyon"
"ikamet","oturum"
"Hazret-i Mevlânâ","bk. Mevlânâ Hâlid-i Bağdâdî"
"bâliğ","erişme, ulaşma"
"allâme-i zaman","zamanın en büyük âlimi"
"fuhûl-u ulemâ","ilim ve faziletçe benzerlerinden üstün olan âlimler"
"tarihçe-i hayat","hayat hikayesi, biyografi"
"malûm","bilinen, belli"
"icâzet","eski medrese usûlüne göre bir öğrencinin hocasından öğrendiği ilimler hakkında yeterlilik belgesi alması"
"a'lem-i ulemâ-i zaman","zamanın en iyi bilen, en büyük âlimi"
"muaraza","sözle mücadele"
"icâzet","eski medrese usûlüne göre bir öğrencinin hocasından öğrendiği ilimler hakkında yeterlilik belgesi alması"
"tedris","ders verme"
"Hazret-i Mevlânâ","bk. Mevlânâ Hâlid-i Bağdâdî"
"neslen","nesil bakımından"
"Osmanlı","bk. Osmanlı Devleti"
"Sünnet-i Seniye","Peygamberimizin söz, fiil ve hareketlerine dayanan yüce prensipler"
"Kur'ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet ve faydalar bulunan Kur'ân"
"meşreben","hareket metodu açısından"
"Hazret-i Osman-ı Zinnûreyn","bk. Osman (r.a.)"
"Hazret-i Mevlânâ","bk. Mevlânâ Hâlid-i Bağdâdî"
"eczâ","kısımlar, bölümler; ilâcın etkili olan maddesi"
"Sünnet-i Seniye","Peygamberimizin söz, fiil ve hareketlerine dayanan yüce prensipler"
"ihyâ","canlandırma, kuvvetlendirme"
