"kelime","anlam"
"Mâşaallah","Allah dilemiş ve ne güzel yapmış ve Allah nazardan saklasın gibi anlamlara gelen ve beğenmeyi ifade etmek için kullanılan bir söz"
"bârekâllah","Allah hayırlı ve mübarek kılsın anlamında, beğenmeyi ifade etmek için kullanılan bir söz"
"Kerâmât-ı Aleviye","Hz. Ali'nin kerametleri; Hz. Ali'nin (r.a.) Risale-i Nur hakkındaki kerametlerinin anlatıldığı risale; Sekizinci Şua, On Sekizinci Lem'a, Yirmi Sekizinci Lem'a"
"Risaletü'n-Nur","Risale-i Nur'un diğer bir adı"
"tasdik","doğrulama, onaylama"
"kerâmât-ı kalem-i Alevî","Hafız Ali'nin kaleminden ortaya çıkan kerametler"
"kıymettar","kıymetli, değerli"
"Mu'cizat-ı Ahmediye","Peygamber Efendimizin (a.s.m.) gösterdiği mu'cizelerin anlatıldığı risale; On Dokuzuncu Mektup"
"keramet","Allah'ın bir ikramı olarak, Onun sevgili kullarında görünen olağanüstü hâl ve fiil"
"kalem-i Hüsrevî","Hüsrev Altınbaşak'ın hattı, yazısı; bk. Hüsrev (Altınbaşak)"
"ruhânî","ruhlar âlemine ait varlık"
"Mübarekler","Mübarekler Heyeti; Üstad Bediüzzaman'ın Kuleönü talebeleri için mektuplarda kullandığı tabir"
"Rüştü","(1899-1974) Üstad Bediüzzaman'ın, Risale-i Nur'un yazı ve neşir hizmetinde bulunduğu için pek çok defa tutuklanıp hapse konan bir talebesi; bk. Rüştü"
"Re'fet","(1886-1975) sorduğu pek çok ilmî sorunun cevabı Risale-i Nur'da, özellikle Mektubat'ta yer alan, Bediüzzaman'ın bir talebesi; bk. Re'fet Bey"
"Süleyman","(1898-1965) Bediüzzaman'a sekiz sene sadakatle hizmet ettiği için sıddık ünvanını alan, Bediüzzaman'ın en yakın talebe ve hizmetkârı; bk. Sıddık Süleyman"
"Abdullah","bk. Abdullah Çavuş (Yavaşer)"
"sair","diğer, başka"
"beyan","açıklama"
"kıymettar","kıymetli, değerli"
"hususî","özel"
"azamet","büyüklük"
"ehemmiyet","değer, önem"
"muârız","karşı çıkan, muhalif"
"şeytanet","şeytanlık"
"nispet","oran, ölçü"
"ihtiyat","önlem alma, tedbirli hareket etme"
"Hafız Ali","(1898-1944) Bediüzzaman'ın, Risale-i Nur'u elle çoğaltmak için çok büyük gayretler gösteren talebesi; bk. Hafız Ali (Ergün)"
"Hüsrev","(1899-1977) Risale-i Nur'un baş kâtiplerindendir. Tevafuklu Kur'ân-ı Kerimi baştan sona elle yazdı ve çoğalttı; bk. Hüsrev (Altınbaşak)"
"mahviyet","tevazu, alçak gönüllülük"
"irtibat","bağ, ilişki"
"Risale-i İhlâs","İhlâs Risalesi; Yirmi Birinci Lem'a"
"mazhar","erişme, nail olma"
"ihsas","hissettirme, hatırlatma"
"fevkalâde","olağanüstü, çok güzel"
"Aziz","izzetli, çok değerli, saygın"
"sıddık","çok doğru ve bağlı"
"hizmet-i Kur'âniye","Kur'ân hizmeti"
"dirayet","bilgi, kavrayış"
"Ehemmiyet","değer, önem"
"şahs-ı manevî","mânevî şahıs; belli bir ideal ve gaye etrafında bir araya gelen topluluğun oluşturduğu mânevî şahsiyet ve ortak kimlik; tüzel kişilik"
"fâni","geçici, ölümlü"
"mahiyet","nitelik, esas"
"nazara","dikkate alma"
"alı","bk. Hafız Ali (Ergün)"
"Hususan","bilhassa, özellikle"
"biçare","çaresiz"
"ziyade","çok, fazla"
"ehemmiyet","değer, önem"
"batman","eskiden kullanılan ve 8 kiloluk ağırlığa karşılık gelen bir ölçü birimi"
"batman","eskiden kullanılan ve 8 kiloluk ağırlığa karşılık gelen bir ölçü birimi"
"Lillâhilhamd","Allah'a hamd olsun ki"
"istikbal","gelecek"
"tenvir","nurlandırma, aydınlatma"
"mu'cize-i Kur'âniye","Kur'ân'ın mu'cizesi"
"vâkıa","olay"
"medh ü senâ","övme ve yüceltme"
"nimet","iyilik, lütuf, ihsan"
"muvaffakiyet","başarı"
"hakikatli","doğru gerçeklere sahip"
"iştirak","ortak olma, katılma"
"sa'y","çalışma"
"mazhariyet","ayna olma, bir nimete erişme"
"ebed","sonsuzluk"
"iftihar","övünmek"
"Sabri","bk. Sabri Arseven"
"Sabri","bk. Sabri Arseven"
"Süleyman","bk. Sıddık Süleyman"
"Hüsrev","bk. Hüsrev (Altınbaşak)"
"cihet","yön"
"cihet","yön"
"iştirak","ortak olma, katılma"
"Nur fabrikası","Bediüzzaman'ın Hafız Ali, Küçük Ali, Tahirî Mutlu gibi bazı talebelerinin oluşturduğu mânevî bir şirket; bk. Nur Fabrikası"
"nam","ad, isim"
"Hafız Ali","(1898-1944) Bediüzzaman'ın, Risale-i Nur'u elle çoğaltmak için çok büyük gayretler gösteren talebesi; bk. Hafız Ali (Ergün)"
"Fevkalâde","olağanüstü, çok güzel"
"ehemmiyet","değer, önem"
"hâlis","içten, katıksız, samimi"
"dirayet","bilgi, kavrayış"
"terakki","ilerleme, yükselme"
"Abdurrahman","(1904-1930) Bediüzzaman'ın ağabeyi Molla Abdullah'ın oğlu; bk. Abdurrahman (Nursî)"
"Ali","bk. Hafız Ali (Ergün)"
"Küçük Ali","bk. Küçük Ali"
"mübarek","hayırlı, değerli"
"münevver","nurlu, aydın"
"Büyük Ali","bk. Hafız Ali (Ergün)"
"acip","hayrette bırakıcı, hayranlık verici"
"hakikat","gerçek, doğru"
"hakikat","gerçek, doğru"
"had","sınır, yetki"
"hudud","sınır, uç"
"fermân","buyurma"
"Gavs-ı Âzam Şâh-ı Geylânî","bk. Abdülkadir-i Geylânî"
"İmam-ı Gazâlî","(1058-1111) İslâm âlimleri arasında en çok eser verenlerden biridir. Dönemindeki felsefecilerin İslâmiyet aleyhine sordukları sorularına çok etkili cevaplar verdiği için İslâmın delili lakabını almıştır; bk. İmam-ı Gazâlî"
"İmam-ı Rabbânî","(1564-1624) soyu Hz. Ömer'e dayanan ve Hindistan'da yetişen büyük velî, âlim ve müceddid zât; bk. İmam-ı Rabbânî"
"vazifeten","vazife yönünden"
"hadis","Peygamber Efendimizin (a.s.m.) mübarek sözü"
"kıymettar","kıymetli, değerli"
"irşâdat","irşâdlar, doğru ve hak yolu göstermeler"
"fiilen","fiili olarak, davranışla"
"tasdik","onaylama, doğrulama"
"cihet","yön, taraf"
"ferdiyet","birlik, bireysellik"
"hikmet-i Rabbani","kâinatın Rabbi olan Allah tarafından herşeyin belirli gayelere yönelik olarak anlamlı, faydalı ve tam yerli yerinde yaratılması"
"ferid","tek, eşsiz"
"kudsî","kutsal, kusursuz ve yüce"
"dâhi","son derece zeki kimse; dehâ ve hikmet sahibi"
"ümmet","Hz. Peygambere inanıp onun yolundan giden mü'minler"
"müşkilât","zorluklar"
"şerait","şartlar"
"şahs-ı mânevî","mânevî şahıs, belli bir ideal ve gaye etrafında bir araya gelen topluluğun oluşturduğu mânevî şahsiyet ve ortak kimlik"
"Risaletü'n-Nur","Risale-i Nur'un diğer bir adı"
"sırr-ı tesanüd","dayanışma sırrı, esprisi"
"ferd-i ferid","tek, eşsiz fert"
"şakirt","talebe, öğrenci"
"binaen","dayanarak"
"nefer","asker, er"
"müşiriyet","mareşallik"
"dümdarlık vazifesi","ordunun arkasındaki güvenliği koruma görevi"
"Re'fet","(1886-1975) sorduğu pek çok ilmî sorunun cevabı Risale-i Nur'da, özellikle Mektubat'ta yer alan, Bediüzzaman'ın bir talebesi; bk. Re'fet Bey"
"iştiyak","çok kuvvetli arzu ve istek"
"hususî","özel"
"kıymettar","kıymetli, değerli"
"letafetli","güzel, hoş"
"Risaletü'n-Nur","Risale-i Nur'un diğer bir adı"
"ehemmiyetli","önemli, değerli"
"muhatap","hitap edilen"
"hayalen","hayalî olarak, hayal ederek"
"Risaletü'n-Nur","Risale-i Nur'un diğer bir adı"
"fevkalâde","olağanüstü, çok güzel"
"intişar","yayılma"
"nazar-ı dikkati celb","dikkat çekme"
"ziyade","çok, fazla"
"ihtiyat","önlem alma, tedbirli hareket etme"
"İktisat Risalesi","On Dokuzuncu Lem'a"
"Çocukların Taziyenamesi risaleleri","On Yedinci Mektup"
"hususan","bilhassa, özellikle"
"haslar","özel kişiler; ileri gelen mühim yakınlar topluluğu"
"mübarek","hayırlı, değerli"
"kıymettar","kıymetli, değerli"
"karye","köy; nahiyeden küçük olan yerleşim yeri"
"karye","köy; nahiyeden küçük olan yerleşim yeri"
"teşrik","katma, ortak etme"
"Aziz","izzetli, çok değerli, saygın"
"sıddık","çok doğru ve sadık"
"vefâkâr","vefâlı; sözünde ve dostluğunda devamlı olan"
"muhabere","haberleşme, konuşma"
"fevkalâde","olağanüstü, çok güzel"
"tazyik","baskı"
"tecrid","bir kişinin yalnız başına bırakılması, insanlarla görüştürülmemesi"
"Hâlık-ı Rahîm","Merhametli Yaratıcı; sonsuz merhamet ve şefkat sahibi olan ve herşeyi yaratan Allah"
"hadsiz","sayısız, sınırsız"
"şükür","nimetlere karşı memnunluk gösterme, Allah'a teşekkür etme"
"ihsan","bağışlama, ikram etme, verme"
"suikasıt","kötü kasıt"
"akîm","neticesiz, sonuçsuz"
"müfarakat","ayrılık"
"haps-i münferid","tek başına hapis, hücre hapsi"
"berakât","bereketler"
"inâyet-i İlâhiye","Allah'ın inâyeti, özel yardımı"
"mes'udâne","mutlu bir şekilde"
"rahmet","İlâhî şefkat, merhamet ve ihsan"
"iltifat","iyilik ve güzellikle muamele"
"Sabri","(1893-1954) asıl görevi imamlık olan Sabri Arseven yeni yazılan Nurları dağıtma görevini üzerine aldığı için, Bediüzzaman kendisine Santral Sabri ismini vermiştir; bk. Sabri Arseven"
"vehmî","olmayan bir şeyi var gibi kabul etme"
"asabî","sinirle ilgili"
"hatar","tehlike"
"hatarat","akla gelen fikirler"
"seyyie","günah, kötülük"
"temessül","görüntü şeklinde yansıyan"
"suret","şekil, resim"
"timsal","aynadaki görüntü; akis"
"ihtiyarsız","irade dışı, istemeden"
"küfrî","inkârcılığa ait; inkâr ve inançsızlığa sebep olan iş, söz"
"ilm-i usul","bir işin nasıl yapılacağını gösteren ilim; metodoloji"
"tasavvur-u küfür","küfrü düşünme, hayal etme"
"tahayyül-ü şetm","çirkin ve kötü şeyleri hayal etme"
"şetm","çirkin söz, kötü düşünce"
"Hasene","iyilik, sevap"
"nuranî","nurlu, aydınlık"
"tasavvur","düşünme"
"tahayyül","hayale getirme"
"hasene","iyilik, sevap"
"nuranî","nurlu, aydınlık"
"timsal","aynadaki görüntü; akis"
"ziya","ışık, parlaklık"
"hâsiyet","özellik, hususiyet"
"kesif","yoğun, katı"
"misal","görüntü"
"sair","diğer, başka"
"teellümât-ı ruhaniye","ruhun çektiği elemler, acılar"
"mücahede","cihad etme; mücadele etme"
"Rabbanî","Rab olan Allah'a ait"
"emn","eminlik, güven"
"ye's","ümitsizlik"
"varta","tehlike, bataklığa düşme"
"hikmet","sebep, sır, gaye"
"havf","korku"
"reca","ümit"
"müvazene","denge, ölçü"
"şükür","nimetlere karşı memnunluk gösterme; Allah'a teşekkür etme"
"kabz—bast hâletleri","kalbin bir açılıp genişlemesi, bir kapanıp kısırlaşması hâlleri"
"tecellî","yansıma"
"intibah ehli","uyanık olanlar; hak ve hakikati anlayıp yanlıştan dönenler"
"ehl-i hakikat","doğru ve hak yolda olan kimseler"
"medâr-ı terakki","yükselme, ilerleme sebebi"
"düstur-u meşhur","meşhur düstur, kural"
"Şamlı Tevfik","(1889-1965) Barla'da hem Üstad hazretlerine katiplik, hem cami imam-hatipliği, hem de Kur'ân-ı Kerim tilaveti muallimliği yaptı; bk. Hafız Tevfik"
"ihtiyat","önlem alma, tedbirli hareket etme"
"takdir","beğeniyi dile getirme"
"kıymettar","kıymetli, değerli"
"suret","biçim, şekil"
"Şükür","nimetlere karşı memnunluk gösterme; Allah'a teşekkür etme"
"iştiyak","kuvvetli arzu; şevkle ve istekle yönelme"
"Sabri","(1893-1954) asıl görevi imamlık olan Sabri Arseven yeni yazılan Nurları dağıtma görevini üzerine aldığı için, Bediüzzaman kendisine Santral Sabri ismini vermiştir; bk. Sabri Arseven"
"İmamet","imamlık"
"Risaletü'n-Nur","Risale-i Nur'un diğer bir adı"
"ruhsat","izin, müsaade"
"Hüsrev","(1899-1977) Risale-i Nur'un baş kâtiplerinden olup, tevafuklu Kur'ân-ı Kerim'i baştan sona elle yazıp çoğalttı; bk. Hüsrev (Altınbaşak)"
"takdir","beğeniyi dile getirme"
"mesrur","sevindirme"
"fevkalâde","olağanüstü, çok güzel"
"müferrah","ferahlatma"
"risale","küçük çaplı kitap; Risale-i Nur'un bölümlerinden her birisi"
"mübarek","hayırlı, değerli"
"istinsah","nüshasını çıkarma, çoğaltma"
"mesrûrâne","sevinçli bir şekilde"
"Rüştü","(1899-1974) Üstad Bediüzzaman'ın, Risale-i Nur'un yazı ve neşir hizmetinde bulunduğu için pek çok defa tutuklanıp hapse konan bir talebesi; bk. Rüştü"
"Re'fet","bk. Re'fet Bey"
"sıhhat","sağlık, sağlamlık"
"kemâl-i sadakat","tam bağlılık"
"sebat","kararlılık"
"hazin","hüzün veren, acıklı"
"izale","giderme, ortadan kaldırma"
"Isparta","bk. Isparta"
"Isparta","bk. Isparta"
"karye","köy; nahiyeden küçük olan yerleşim yeri"
"Nurs","bk. Nurs Köyü"
"emvât","ölüler"
"Nurs","Bediüzzaman Said Nursî'nin doğduğu köy; bk. Nurs Köyü"
"emvât","ölüler"
"nazar","bakış"
"vilâyet","il"
"Ali","bk. Küçük Ali"
"hâlisâne","ihlâslı bir şekilde, samimî, içten"
"zuhur","görünme, ortaya çıkma"
"Abdullah","bk. Abdullah Çavuş (Kula)"
"umum","bütün"
"teşrik","katma, ortak etme"
"tebliğ","bildirme"
"Muhabere","haberleşme, konuşma"
"kıymettar","kıymetli, değerli"
"ihtiyat","önlem alma, tedbirli hareket etme"
"münafık","iki yüzlü; inanmadığı halde inanmış görünen kimse"
"risale","küçük çaplı kitap; Risale-i Nur'un bölümlerinden her birisi"
"irsal","gönderilme"
"Maatteessüf","üzülerek, ne yazık ki"
"ehemmiyetli","önemli"
"hakikat","gerçek, doğru"
"Kuleönü","Isparta'ya 23 km uzaklıkta bulunan Atabey ilçesinin güneyinde olan bir kasaba"
"hâlis","içten, katıksız, samimi"
"mübarek","hayırlı, değerli"
"İslâm köyü","Isparta'nın bir kasabası; bk. İslâmköy"
"sadık","doğru sözlü, dürüst"
"kesretli","çok"
"Barla","bk. Barla"
"vefadar","vefâlı; sözünde ve dostluğunda devamlı olan"
"bilhassa","özellikle"
"Eğirdir","bk. Eğirdir"
"fedakâr","önem verdiği bir şey uğrunda her türlü sıkıntıya katlanıp her şeyini fedâ eden kimse"
"vefadar","vefâlı; sözünde ve dostluğunda devamlı olan"
"Hakkı","bk. Hakkı Efendi"
"Mehmed","bk. Mehmed Feyzi (Pamukçu)"
"sair","diğer"
"umum","bütün"
"ihvan","kardeşler"
"itimat","dayanan, güvenen"
"Aziz","izzetli, çok değerli, saygın"
"fedâkâr","önem verdiği bir şey uğrunda her türlü sıkıntıya katlanıp her şeyini fedâ eden kimse"
"vefâkâr","vefalı; sözünde ve dostluğunda devamlı olan"
"hizmet-i Kur'âniye ve imaniye","iman ve Kur'ân hizmeti"
"muktedir","gücü yeten, güç ve iktidar sahibi"
"medâr-ı tesellî","teselli kaynağı"
"hakkı","bk. Hakkı Efendi"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"ebeden","sonsuza dek"
"Âmin","Allah'ım kabul eyle"
"İrsâlât","gönderilenler"
"bilhassa","özellikle"
"mukabil","karşılık"
"kat'î","kesin, şüphesiz"
"kanaat","bir fikre, görüşe ulaşma; görüş, fikir"
"Risale","küçük çaplı kitap; Risale-i Nur'un bölümlerinden her birisi"
"riyaset","başkanlık"
"tenvir","nurlandıran, aydınlatan"
"mu'cize-i mâneviye-i Kur'âniye","Kur'ân'ın mânevî mu'cizesi"
"asr","yüzyıl"
"ehemmiyet","önem, değer"
"mürşid","irşad eden, doğru yolu gösteren"
"Risale","küçük çaplı kitap; Risale-i Nur'un bölümlerinden her birisi"
"heyet-i mecmua","bütünü; bütün parçaların hepsi birden"
"sair","diğer, başka"
"mürşid","irşad eden, doğru yolu gösteren"
"muvafık","uygun"
"hakikat-i ilmiye","ilmî gerçek"
"münasip","uygun"
"nevi","tür"
"bilhassa","özellikle"
"hakaik-i imaniye","iman hakikatleri, gerçekleri"
"izhar","açığa çıkarma, gösterme"
"intişar","yayılma"
"azîm","çok büyük"
"keramet","Allah'ın bir ikramı olarak görülen olağanüstü hâl ve hareket"
"keramet-i zâhire","apaçık keramet, görünen keramet"
"Mu'cizât-ı Ahmediye","Peygamber Efendimizin (a.s.m.) gösterdiği mu'cizelerin anlatıldığı risale; On Dokuzuncu Mektup"
"Âyetü'l-Kübrâ","en büyük delil anlamına gelen Risale-i Nur'da bir bölüm; Yedinci Şua"
"risale","küçük çaplı kitap; Risale-i Nur'un bölümlerinden her birisi"
"mahsus","has, özel"
"keramet","Allah'ın bir ikramı olarak görülen olağanüstü hâl ve hareket"
"emâre","işaret, nişan"
"vâkıa","olay"
"kat'î","kesin, şüphesiz"
"kanaat","bir fikre, görüşe ulaşma; görüş, fikir"
"sekerat","can çekişme anı"
"mürşid","irşad eden, doğru yolu gösteren"
"müteaddit","bir çok, çeşitli"
"vâkıa","olay"
"tefekkür","Allah'ı tanımayı sonuç verecek şekilde varlıklar üzerinde düşünme"
"ibadet-i nâfile","farz ve vâcib olmayan ibadet"
"misal","benzer, örnek"
"Nurun Hizb-i Ekberi","Ayetü'l-Kübra'daki hakikatlerin Arapça olarak açıklandığı tefekkürî eser; bk. Hizb-i Ekber"
"müşahede","görme, gözlemleme"
"kanaat","bir fikre, görüşe ulaşma; görüş, fikir"
"Risale","küçük çaplı kitap; Risale-i Nur'un bölümlerinden her birisi"
"Kur'ân'ın Hizb-i Âzamı","Kur'ân'daki bazı ayetlerin derlenerek bir araya getirilmiş zikir ve duâ mecmuası; bk. Hizb-i Kur'ân"
"Arabî","Arapça"
"suret","biçim, şekil"
"inşaallah","Allah dilerse, izin verirse"
"evvel","önce"
"Âyetü'l-Kübrâ","en büyük delil anlamına gelen ve Risale-i Nur'da yer alan bir bölüm; Yedinci Şua"
"hülâsa","özet"
"nam","isim, unvan"
"Hizb","Ayetü'l-Kübra'daki hakikatlerin Arapça olarak açıklandığı tefekkürî eser; bk. Hizb-i Ekber"
"İhtiyarsız","irade dışı, istemeden"
"fıkra","bölüm, kısım; belli bir düşünceyi anlatmak üzere kaleme alınan yazı; makale"
"inkişaf","gelişme, açılma"
"inbisat","genişleme, yayılma"
"Âyetü'l-Kübrâ","en büyük delil anlamına gelen ve Risale-i Nur'da yer alan bir bölüm; Yedinci Şua"
"misal-i müsağğar","küçültülmüş nümune"
"şehadet-i tevhidiye","tevhidle ilgili şahitlik, Cenâb-ı Hakkın varlığına ve birliğine şahitlik etme"
"ziyalandı","aydınlanma"
"inşirah","ferahlık, sevinç"
"mütefekkirâne","tefekkür ederek, düşünerek"
"fıkra","bölüm, kısım; belli bir düşünceyi anlatmak üzere kaleme alınan yazı; makale"
"beyan","açıklama"
"Evliya","Allah'ın sevgili kulları, veliler"
"divan","şiir ya da manzume kitabı; şiirlerin toplândığı kitap"
"ulema","âlimler"
"mütalâa","dikkatle okuma, inceleme"
"Risaletü'n-Nur","Risale-i Nur'un diğer bir adı"
"iz'ân","şüphesiz, kesin şekilde inanma"
"mübarek","hayırlı, değerli"
"ekser","çoğunluk, pek çok"
"divan","şiir ya da manzume kitabı; şiirlerin toplândığı kitap"
"ulema","âlimler"
"risale","küçük çaplı kitap"
"mârifet","Allah'ı bilme ve tanıma"
"feyiz","ilham; bolluk, bereket"
"esasat","esaslar, temel prensipler"
"erkân-ı iman","imanın esasları, şartları"
"erkân","rükünler, esaslar"
"cemaat","topluluk, grup"
"suret","biçim, şekil"
"taarruz","saldırı"
"divan","şiir ya da manzume kitabı; şiirlerin toplândığı kitap"
"risale","küçük çaplı kitap"
"has","özel"
"taarruz","saldırı"
"def","ortadan kaldırma"
"Risaletü'n-Nur","Risale-i Nur'un diğer bir adı"
"mu'cize","bir benzerini yapma konusunda başkalarını âciz bırakan olağanüstü şey"
"esasat","esaslar, temel prensipler"
"mevcut","var olan"
"cihet","yön, taraf"
"burhan","kuvvetli delil"
"tahkik","doğruluğunu araştırma"
"muhafaza","koruma"
"şübehat","şüpheler, tereddütler"
"divan","şiir ya da manzume kitabı; şiirlerin toplândığı kitap"
"Velî","Allah dostu"
"makamat","makamlar, mertebeler"
"feyiz","ilham; bolluk, bereket"
"Risaletü'n-Nur","Risale-i Nur'un diğer bir adı"
"hakikat","gerçek, doğru"
"müşahede","görme, gözlemleme"
"saadet-i ebediye","sonu olmayan, sonsuz mutluluk"
"Risaletü'n-Nur","Risale-i Nur'un diğer bir adı"
"evvel","önce"
"nefs","kişinin kendisi"
"nefs-i emmare","insanı daima kötülüğe, yasak zevk ve isteklere sevk eden duygu"
"vesvese","şüphe, kuruntu"
"izale","gideren, ortadan kaldıran"
"hâlis","içten, katıksız, samimi"
"cemaat","topluluk, grup"
"şahs-ı mânevî-i dalâlet","dalâleti mânen temsil eden mânevî şahıs; sapkınlığın tüzel kişiliği"
"galibâne","galip gelerek"
"mukabele","karşılık verme"
"Risaletü'n-Nur","Risale-i Nur'un diğer bir adı"
"sair","diğer"
"ulema","âlimler"
"nazar","bakış"
"evliya","Allah'ın sevgili kulları, veliler"
"misilli","gibi"
"keşf","kalb gözüyle görme; mânevî âlemlere ait bazı olayları ve hakikatleri görme"
"ittihad","birleşme"
"imtizac","birleşme, kaynaşma"
"sair","diğer"
"letâif","lâtifeler, duygular"
"teavün","yardımlaşma"
"evc-i âlâ","en üst derece"
"Taarruz","saldıran"
"hakaik-i imaniye","iman hakikatleri, esasları"
"Aziz","izzetli, çok değerli, saygın"
"sıddık","çok doğru ve bağlı"
"medâr-ı tesellîm ve sürur","teselli ve mutluluk kaynağı"
"sebat","kararlılık"
"metanet","sağlam duruş, kararlılık"
"tahammül","katlanma, yüklenme"
"zelzele","deprem, sarsıntı"
"itikad","inanç"
"şakk-ı kamer","Peygamberimizin (a.s.m.) bir işaretiyle Ay'ın ikiye bölünmesi mu'cizesi"
"mu'cize-i Kur'ân","Kur'ân'ın mu'cizesi"
"mütemerrid","inatçı, dikkafalı"
"tasdik","onaylama, kabul etme"
"cemaat","topluluk, grup"
"şakirt","talebe, öğrenci"
"hak ve hakikat mesleği","doğrular ve gerçekler üzerine işleyen meslek; Kur'ân yolu"
"misli","benzeri; katı"
"Şükür","nimetlere karşı memnunluk gösterme, Allah'a teşekkür etme"
"elhamdülillâh","ezelden ebede her türlü hamd ve övgü, şükür ve minnet Allah'a mahsustur"
"risale","küçük çaplı kitap; Risale-i Nur'un bölümlerinden her birisi"
"mütalâa","dikkatle okuma, inceleme"
"hakikat","gerçek, doğru"
"mükerrer","tekrarlanmış"
"Makam","konum"
"münasebet","bağlantı, ilişki"
"ihtiyar","dileme, istek, irade"
"kuvve-i hafıza","hafıza duygusu, bellek"
"nisyan","unutkanlık"
"ihtar","hatırlatma, uyarı"
"âhir","son"
"risalet-i Ahmediye","Peygamberimiz Hz. Muhammed'in (a.s.m.) peygamberliği"
"mu'cize-i Kur'ân","Kur'ân mu'cizesi"
"tekrarat","tekrarlar"
"hikmet","sebep, sır, gaye"
"tefsir","açıklama, yorum"
"Risaletü'n-Nur","Risale-i Nur'un diğer bir adı"
"tezahür","belirme, görünme, ortaya çıkma"
"tekrarat","tekrarlar"
"hikmet","sebep, sır, gaye"
"münasip","uygun"
"Lütfü","bk. Lütfi"
"Abdurrahman","(1904-1930) Bediüzzaman'ın ağabeyi Molla Abdullah'ın oğlu; bk. Abdurrahman (Nursî)"
"Hafız Ali","(1898-1944) Bediüzzaman'ın, Risale-i Nur'u elle çoğaltmak için çok büyük gayretler gösteren talebesi; bk. Hafız Ali (Ergün)"
"Küçük Ali","bk. Küçük Ali"
"nam","ad"
"Yirmi Dokuzuncu Lem'a-i Arabiye","Arapça olarak telif edilen, Tefekkürname adındaki Yirmi Dokuzuncu Lem'a"
"tefsir","açıklama, yorum"
"İnşaallah","Allah dilerse, izin verirse"
"Risaletü'n-Nur","Risale-i Nur'un diğer bir adı"
"şakird","talebe, öğrenci"
"izah","açıklama"
"Hazret-i Ali","dört büyük halifenin dördüncüsü; bk. Ali (r.a.)"
"ihtiyat","önlem alma, tedbirli hareket etme"
"remiz","işaret"
"zekâvet","zekilik"
"fehm","anlayış, kavrayış"
"hiddet","öfke, kızgınlık"
"Rus","bk. Rusya"
"nesholup","hükmü yürürlükten kalkma; hükümsüz olma"
"tahrif","hükmü yürürlükten kalkma; bozulma"
"hak","doğru, gerçek, asıl"
"ebedî","sonsuz, sonu olmayan"
"Mukaddeme-i haşriye","haşre dair giriş bölümü; Dokuzuncu Şuâ'nın başlangıcı"
"makamat","makamlar, Dokuzuncu Şuâ'nın devamı olan bölümler"
"vecih","yön, şekil"
"haşr","yeniden diriliş; insanların öldükten sonra âhirette diriltilip Allah'ın huzurunda toplanması ve hesaba çekilmesi"
"hakikat","doğru gerçek"
"burhan","kuvvetli ve sarsılmaz delil"
"umum","bütün, herkes"
"nispeten","kıyasla, oranla"
"kâfi","yeterli"
"mânen","mânevî olarak"
"icbar","zorlanma"
"tehir","ertelenme"
"tâcil","çabuklaştırılma, hızlandırılma"
