"kelime","anlam"
"hitap","seslenme, konuşma"
"mâhiyet","temel nitelik, özellik"
"Kur'ân-ı Hakîm","her âyet ve sûresinde sayısız hikmet, mu'cize ve faydalar bulunan Kur'ân"
"fehm","anlayış, kavrayış"
"bayraktar","bayrak taşıyan, önde giden"
"diyanet","din; dindarlık"
"necip","asil, soylu"
"fazilet","güzel ahlâk, mânevî değer, erdem"
"buhran","bunalım"
"halâs","kurtuluş"
"çare-i necat","kurtuluş çaresi"
"Beşeriyet","insanlık"
"dehşetli","korkunç, ürkütücü"
"sadme","darbe, yıkıcı müdahale"
"anarşi","bk. Anarşizm"
"ifsat","bozmak"
"tahrib","harap etme, yıkma"
"yegâne","tek"
"İlâhî","Allah tarafından olan"
"semâvî","Allah tarafından olan, İlâhî"
"dini","din ile ilgili"
"ezelî","başlangıcı olmayan sonsuz"
"ebedî","varlığının sonu olmayan, sonsuz"
"hakikat-i İslâmiyet","İslâmiyetin hakikatleri, esasları"
"hakikat-i İslâmiye ve Kur'âniye","İslâmiyetin ve Kur'an'ın hakikatleri, esasları"
"müspet","olumlu, uygun, pozitif"
"müdellel","delilli, ispatlı"
"nazar-ı tahkik","tahkikli, doğru bakış"
"ifade","anlatmak, söylemek"
"Nur Müellifi","Risale-i Nur'u telif eden, yazan"
"tarafgirâne","taraftarlık göstererek"
"adâvet","düşmanlık, kin"
"münakaşa","tartışma"
"fürûat","ayrıntılar"
"nev-i beşer","insanlık"
"erkân-ı imaniye","iman esasları"
"medar-ı saadet","mutluluk kaynağı"
"umum","bütün"
"rabıta-i uhuvvet","kardeşlik bağı"
"hakaik-i imaniye","iman hakikatleri, gerçekleri"
"vakf","bağışlamak"
"hizmet-i İslâmiye","İslâm dinine hizmet"
"mesâil-i diniye","din ile ilgili konular"
"umum","bütün"
"tazammun","içeren, içine alan"
"vüs'at","genişlik"
"camiiyet","kapsayıcılık"
"hâiz","sahip"
"dinî","din ile ilgili"
"nev'","çeşit"
"teyit","destekleme, kuvvetlendirme"
"cadde-i kübrâ-yı Kur'âniye","Kur'ân'ın büyük ve geniş caddesi; Kur'ân yolu"
"umum","bütün"
"ehl-i iman ve İslâm","Allah'a ve Allah'tan gelen her şeye inanan ve Müslüman olanlar"
"şâmil","kapsamlı, içine alan"
"ifade","anlatmak, söylemek"
"tahribat","tahripler, yıkıp bozmalar"
"lisan-ı hal","hâl dili"
"tarz-ı hizmet","hizmet tarzı, metodu"
"tevfik-i İlâhiye","Allah'ın yardımı"
"muvafık","uygun"
"tebarüz","belirtme, gösterme"
"küllî","kapsamlı, genel"
"Tahirî","bk. Tahirî Mutlu"
"Zübeyir","bk. Zübeyir Gündüzalp"
"Mustafa Sungur","bk. Mustafa Sungur"
"evham","olmayan bir şeyi var zannederek şüphelenme, kuruntuya kapılma"
"mahrem","gizli olan, herkese gösterilmeyen"
"gayr-ı mahrem","gizli olmayan"
"esrar","sırlar"
"taharriyat","aramalar"
"Isparta","bk. Isparta"
"tetkik","inceleme, araştırma"
"mûcib","gerektiren"
"evrak","sayfalar, yapraklar"
"Ankara ehl-i vukufu","Ankara'da görevli olan bilirkişi kurulu"
"ittifak","birleşme"
"beraat","temize çıkma, suçsuz olduğunun anlaşılması"
"zarurî","zorunlu"
"hürmet","saygı"
"dâvâ","iddia"
"hazır","meydanda, göz önünde olan"
"tasdik","doğrulama, onaylama"
"reis","başkan, lider"
"mebus","milletvekili"
"erkân","devletin önde gelen idarecileri"
"Harb-i Umumî","İkinci Dünya Savaşı"
"intişar","yayılan"
"telifat","yazılmış kitaplar, eserler"
"zarfında","içinde"
"âsâyiş","bir yerin düzen ve güvenlik içinde bulunması durumu, güvenlik"
"vilâyet","il"
"zabıta","polis"
"taharri","arama tarama"
"iştigal","uğraşan"
"vilâyet","il"
"merkez-i hükûmet","yönetim merkezi, Ankara"
"tahliye","serbest bırakma"
"iştiha","iştah; istek, arzu"
"meyl","eğilim, arzu"
"tereşşuhat","sızıntılar"
"emâre","alâmet, belirti"
"safahat","safhalar, aşamalar, dönemler"
"emâre","alâmet, belirti"
"muannid","inatçı"
"müddeiumumî","savcı"
"vukuat","güvenliği bozan olaylar, suçlar"
"imkânat","olabilirlikler, ihtimaller, olasılıklar"
"istimal","kullanma"
"mükerreren","defalarca"
"iddianame","savcının iddialarını topladığı ve soruşturma sonunda mahkemede okuduğu yazı"
"katl","öldürme"
"Elhasıl","kısaca, özetle"
"divane","akılsız, deli"
"umûr-u dünya","dünya işleri"
"lâkayt","ilgisiz, duyarsız"
"saadet","mutluluk"
"ihlâs","içtenlik, samimiyet; ibadet ve davranışlarda sadece Allah'ın rızasını gözetme"
"tenezzül","inme, alçalma"
"tâciz","sıkıntı vermek, rahatsız etmek"
"tazyik","zorlamak, baskı yapmak"
"âsâyiş","bir yerin düzen ve güvenlik içinde bulunması durumu; güvenlik"
"nevi","çeşit, tür"
"ihanet","hainlik etmek; hakarette bulunmak"
"evham","olmayan bir şeyi var zannederek şüphelenmek, kuruntuya kapılmak"
"divane","akılsız, deli"
"Kürdistan","bk. Kürdistan"
"vilâyât-ı Şarkiye","Doğu illeri"
"Şeyh Sinûsî","bk. Şeyh Sinûsî"
"vâiz-i umumî","genel vaiz"
"ihtilâl","ayaklanma, karışıklık"
"hayat-ı dünyeviye","dünyaya ait hayat"
"uhrevî","âhirete ait"
"zâyiat","kayıplar, zararlar"
"tâbi","bağlı olma, uyma"
"sırr-ı ihlâs","ihlâs sırrı; ibadet ve davranışlarda sadece Allah'ın rızasını gözetmenin sırrı, gücü"
"Ankara","bk. Ankara"
"idam-ı ebedî","bütün sevdiklerinden sonsuza dek ayrılış; geri dönmemek üzere sonsuza kadar yok oluş"
"necat","kurtuluş"
"ruh u can","ruh ve can, bütün içtenlik"
"Beraet","temize çıkma, suçsuz olduğunun anlaşılması"
"Denizli","bk. Denizli"
"tarassut","gözetleme"
"tâciz","rahatsız etme"
"kàbil-i inkâr","inkâr edilebilir"
"keramet","Allah'ın bir ikramı olarak görülen olağanüstü hâl ve fiil"
"mazlumiyet","zulme uğramışlık"
"risale","mektup, Risale-i Nur'un herbir bölümü"
"şakirt","talebe, öğrenci"
"cereyan","akım, fikir hareketi"
"cemiyet","topluluk, dernek, örgüt"
"komite","kötü bir maksat için kurulmuş gizli cemiyet, dernek"
"vesika","belge"
"tetkikat","araştırmalar, incelemeler"
"tedbir","idare, daha önceden düşünüp önlem alma"
"mahrem","gizli"
"esrar","sırlar"
"mes'ul","sorumlu"
"deha","olağanüstü zeka ve akıl sahibi kimse"
"inayetkârâne","lütfederek, ihsan ve ikram ederek"
"hıfz-ı İlâhî","Allah'ın koruması, himayesi"
"dehâ","olağanüstü zeka ve akıl sahibi kimse"
"mübareze","karşı koyma, çarpışma"
"hıfz-ı İlâhî","Allah'ın koruması, himayesi"
"inâyet-i Rabbâniye","Allah'ın özel yardımı, ihsan ve ikramı"
"firavunâne","Firavun gibi"
"temerrüd","inat etme, ayak direme"
"tarassut","gözetleme"
"nezaret","gözetim altında tutma"
"esrar","sırlar"
"hayat-ı içtimaiye","toplumsal hayat"
"bilâistisna","istisnasız, ayırt etmeksizin"
"mûcip","gerektiren"
"nüsha","kopya"
"risale","küçük kitap; Risale-i Nur'daki herbir bölüm"
"mucib-i mes'uliyet","sorumluluk gerektiren"
"cihet","şekil, yön"
"ittifak","birleşme, birlik"
"beraet","temize çıkma, suçsuz olduğunun anlaşılması"
"risale","küçük kitap; Risale-i Nur'daki herbir bölüm"
"kanaat-ı vicdaniye","vicdânî kanaat"
"mevkuf","tevkif edilmiş, tutuklu"
"kat'î","kesin, şüphesiz"
"hüccet","güçlü kanıt, delil"
"tevehhüm","olmayan birşeyi var sayma"
"zulüm","haksızlık, eziyet, işkence"
"nezaret","gözetim"
"tâdil","düzeltme"
"tarassut","gözetleme"
"zafiyet","zayıflık, güçsüzlük"
"beddua","Allah'tan birisi için kötülük isteme, kötü dua"
"Mazlum","zulme uğramış"
"Arş","göğün en yüksek katı; Cenâb-ı Hakkın sınırsız egemenliğinin tecellî ettiği yüce yer"
"zâlim","zulmeden, acımasız"
"bedbaht","kötü bahtlı, talihsiz"
"takke","şapka"
"Avrupa-perest","Avrupa düşkünü; bk. Avrupa"
"ruhsat-ı şer'iye","dinin verdiği izin"
"cebr-i kanunî","kanunî zorlama"
"cihet","şekil, yön"
"azîmet-i şer'iye","dinî azimet; dinde takva ile hareket etmek"
"takvâ","Allah'ın emirlerini tutup, günahlardan sakınma"
"cihet","şekil, yön"
"hayat-ı içtimaiye","toplumsal hayat"
"muhalif","aykırı, zıt"
"beyhude","boşu boşuna, faydasız"
"muhalif","aykırı, zıt"
"tasdik","doğrulama, onaylama"
"alâka","bağlantı, ilgi"
"hayat-ı siyasiye","siyasî hayat"
"muhalefet","karşıt olma, aykırılık"
"tevehhüm","olmayan bir şeyi varsayarak şüphelenmek, kuruntuya kapılmak"
"divane","deli, akılsız"
"Divane","deli, akılsız"
"divane","deli, akılsız"
"minnet","kendini borçlu hissetme"
"Aziz","çok değerli, izzetli"
"sıddık","çok doğru"
"makbuliyet","kabul edilmişlik, geçerlilik"
"risale","küçük çaplı kitap; Risale-i Nur'un her bir bölümü"
"mecmua","düzenlenmiş şey, kitap"
"mecmua","düzenlenmiş şey, kitap"
"ziyade","çok, fazla"
"cihet","şekil, yön"
"Nurlar","Risale-i Nur'daki risaleler, bölümler"
"intişar","yayılma"
"Umum","bütün, genel"
"makbuliyet","kabul edilmişlik, geçerlilik"
"gaybî","gayb âlemine ait"
"dâvâ","iddia, konu"
"ittifak","birleşme"
"sarahat","açıklık"
"Vahdet-i mesele","konu birliği"
"cihet","şekil, yön"
"emâre","alâmet, belirti"
"teyid","destekleme"
"İmam-ı Ali","bk. Ali (r.a.)"
"keramet-i gaybiye","Allah'ın bir ikramı olarak, Onun sevgili kullarının olağanüstü bir şekilde gelecekle ilgili verdiği haber"
"Ankara ehl-i vukufu","Ankara'da görevli olan bilirkişi kurulu"
"tetkik","inceleme, araştırma"
"Keramet","Allah'ın bir ikramı olarak, Onun sevgili kullarında görünen olağanüstü hâl ve fiil"
"keramet","Allah'ın bir ikramı olarak, Onun sevgili kullarında görünen olağanüstü hâl ve fiil"
"keramet","Allah'ın bir ikramı olarak, Onun sevgili kullarında görünen olağanüstü hâl ve fiil"
"tefsir","açıklama, yorum"
"ikram","İlâhî bağış ve ihsan"
"münasip","uygun"
"hadsiz","sınırsız"
"muarız","karşı çıkan"
"kesretli","pek çok"
"kuvve-i mâneviye","mânevî güç, moral"
"gaybî","bilinmeyen, gayb âlemine ait"
"imdat","yardım"
"teşcî","cesaretlendirme"
"sebat","kararlı olma"
"metanet","sağlamlık, kararlılık"
"mecburiyet-i kat'iye","kesin zorunluluk"
"hodfuruşluk","kendini beğenme ve başkasına da beğendirmeye çalışma"
"sukut","değerden düşme, değerini yitirme"
"ehl-i iman","Allah'a ve Allah'tan gelen her şeye inanan kimseler, mü'minler"
"dalâlet-i mutlaka","mutlak dalâlet, tam bir sapkınlık"
"uhrevî","âhirete ait"
"saadet","mutluluk"
"Ankara ehl-i vukufu","Ankara'da görevli olan bilirkişi kurulu"
"ittifak","birleşme, fikir birliği"
"sûret","nüsha, kopya"
"cem'an","bir yere toplamak suretiyle, toplanmış olarak"
"telif edilen","yazılan"
"ecza","bütünü oluşturan parçalar, kısımlar"
"şakirt","talebe"
"şakirt","talebe"
"muhabere","haberleşme"
"klişe","yazı kalıbı, madenî levha şeklinde yazı kalıbı"
"salâhiyet","yetki"
"mahiyet","esas nitelik, temel özellik"
"risale","küçük çaplı kitap; Risale-i Nur'un her bir bölümü"
"nev","çeşit, tür"
"Risale","küçük çaplı kitap; Risale-i Nur'un her bir bölümü"
"tefsir","açıklama, yorum"
"hadis","Peygamber Efendimizin (a.s.m.) mübarek söz, fiil ve hareketi veya onun onayladığı başkasına ait söz, fiil ve hareketler"
"şerh","açıklama"
"akide","inanç"
"ibare","metin, cümle"
"temsil","analoji, kıyaslama tarzında benzetme"
"vak'a","hadise, olay"
"esnaf","sınıflar, halk tabakaları"
"menkıbe","meşhur kimselerin hallerine dair hayat hikâyesi"
"ihtiva","içermek"
"mevcud","var"
"teşkil","oluşturan, meydana getiren"
"risale","küçük çaplı kitap; Risale-i Nur'un her bir bölümü"
"risale","küçük çaplı kitap; Risale-i Nur'un her bir bölümü"
"müellif","telif eden, yazan"
"hasbî","samimî, karşılıksız"
"âlet","kullanma"
"cemiyet","topluluk"
"teşkil","oluşturmak"
"ihlâl","bozma"
"sarih","açık"
"Şakirt","öğrenci, talebe"
"âdi","basit, sıradan"
"muhabere","haberleşme"
"nevi","çeşit, tür"
"İstanbul","bk. İstanbul"
"sakîl","ağır"
"rüya-yı muvakkat","geçici rüya"
"İstanbul","bk. İstanbul"
"gaflet","dalgınlık, asıl görevlerine karşı dikkatsiz davranma"
"tasvir","anlatma, ifade etme"
"münasebet","alâka, ilgi"
"Eski Said","Bediüzzaman'ın, Risale-i Nur'un yazılmaya başlandığı zamana kadarki dönemi ifade eden tabir; bk. Bediüzzaman Said Nursî"
"risale","küçük çaplı kitap; Risale-i Nur'un her bir bölümü"
"mecmua","derleme eser, kitap"
"Isparta","bk. Isparta"
"şakirt","öğrenci, talebe"
"tenezzül","inme, eğilme, alçalma"
"mühim","önemli"
"Hüccetü'l-Bâliğa","şüphesizlik derecesine ulaşmış delil mânâsında Asâ-yı Mûsâ'nın İkinci Kısmına verilen ad"
"münâcât","Allah'a yalvarış, dua"
"fâni","geçici"
"dâvâ","iddia"
"bâki","devamlı, kalıcı"
"itikad","inanç"
"dâvâ","iddia"
"Hakiki","asıl, gerçek"
"dâvâ","iddia"
"haric","dış"
"dâvâ","iddia"
"selâmet-i kalb","kalbin kurtuluşu, esenliği"
"hakikî","asıl, gerçek"
"neşr-i esrar-ı Kur'âniye","Kur'ân'daki sırları insanlara yayma"
"hamiyet-i İslâmiye","İslâmiyet'i koruma, Müslümanlara sahip çıkma gayreti"
"alâkadar","alâkalı, ilgili"
"hane","ev"
"düstur","kâide, kural"
"Amel","davranış, iş"
"rıza-i İlâhî","Allah rızası"
"menfaat","çıkar"
"sofî","tasavvuf ehli, tarikat mensubu, mânevî olgunluk için çalışan"
"tarikat","İlâhî hakikatlere ulaşmak için şeyhin gözetiminde takip edilen yol"
"Hubb-u câh","makam mevkî sevgisi"
"nazarı kendine celb etmek","dikkat çekmek"
"maraz","hastalık, illet"
"şirk","Allah'a ortak koşma"
"şeyh","tarikat dersi veren mânevî lider, mürşid"
"namzet","aday"
"uhuvvet","kardeşlik"
"peder","baba"
"mürşid","irşad edici, doğru yolu gösteren"
"vaziyet","durum, hâl"
"ittifak","birleşme, birlik"
"suret","nüsha, kopya"
"maznun","zanlı, zan altında olan, sânık"
"atıf","yönlendirilen"
"isnad olunan","dayandırılan"
"adem-i mâlumat","bilgisizlik"
"beyan","açıklama, izah etme"
"bilhassa","özellikle"
"Ankara Ağır Ceza Mahkemesi","bk. Ankara"
"riyaset","başkanlık"
"ehl-i vukuf","bilirkişi kurulu"
"intihap olunan","seçilen"
"Müşavere Heyeti","Danışma Kurulu"
"âzâ","üye"
"dersiâm","herkese ders vermeye yetkili bulunan kimse"
"Yusuf Ziya Yörükhan","bk. Yusuf Ziya Yörükhan"
"Ankara Dil-Tarih Fakültesi Şarkiyat Enstitüsü","Günümüzde Ankara Üniversitesi Sosyal Bilimler Enstitüsüdür"
"Necati Lügal","bk. Necati Lügal"
"âzâ","üye"
"tanzim kılınan","düzenlenen"
"evrak","sayfalar, yapraklar"
"mevcut","var olan"
"yegân yegân","ayrı ayrı, birer birer"
"tetkik olunan","incelenen, araştırılan"
"risale","küçük çaplı kitap; Risale-i Nur'un her bir bölümü"
