"kelime","anlam"
"İsevîlik","Hz. İsa'nın getirdiği din, Hıristiyanlık"
"tasaffi","temizlenme, safileşme"
"hurafat","aslı esası olmayan saçma inanışlar"
"tecerrüd","soyutlanma, sıyrılma"
"inkılâp","dönüşme"
"İsevîlik","Hz. İsa'nın getirdiği din, Hıristiyanlık"
"şahs-ı mânevî","belli bir kişi olmayıp bir topluluktan meydana gelen tüzel kişilik"
"vahy-i semâvî","Allah tarafından peygambere gelen vahiy"
"şahs-ı mânevî","belli bir kişi olmayıp bir topluluktan meydana gelen tüzel kişilik"
"Hazret-i İsâ","semavî kitaplardan İncil'in kendisine indirildiiği, İbni Meryem ve Mesih isimleriyle anılan peygamber; bk. İsâ (a.s.)"
"aleyhisselâm","Allah'ın selâmı onun üzerine olsun"
"İsevîlik","Hz. İsa'nın getirdiği din, Hıristiyanlık"
"şahs-ı mânevî","belli bir kişi olmayıp bir topluluktan meydana gelen tüzel kişilik"
"şahs-ı mânevî","belli bir kişi olmayıp bir topluluktan meydana gelen tüzel kişilik"
"Deccal","kıyamet kopmadan önce gelen, İslâmı kaldırmaya çalışan, dinlere savaş açan, yalancı ve aldatıcı kimse"
"inkâr-ı ulûhiyet","Cenâb-ı Allah'ı inkâr fikri"
"tabaka-i hayat","hayat tabakası"
"Şüheda","şehitler, Allah yolunda ölenler"
"Nass-ı Kur'ân","Kur'ân'ın kesin ve açık hükmü"
"şüheda","şehitler, Allah yolunda ölenler"
"fevkinde","üstünde"
"tabaka-i hayat","hayat tabakası"
"şüheda","şehitler, Allah yolunda ölenler"
"hayat-ı dünyevî","dünya hayatı"
"tarik-i hak","hak yolu"
"Cenâb-ı Hak","Hakkın ta kendisi olan, şeref ve azamet sahibi yüce Allah"
"kemâl-i kerem","lütuf ve cömertliğin mükemmelliği, kusursuz ikram edicilik"
"hayat-ı dünyeviye","dünya hayatı"
"âlem-i berzah","dünya ile âhiret arasındaki kabir âlemi"
"ihsan","bağış, iyilik, lütuf"
"âlem","dünya"
"kemâl-i saadet","tam ve mükemmel mutluluk"
"mütelezziz","lezzetlenme"
"firak","ayrılık"
"Ehl-i kubur","kabirdekiler, ölüler"
"çendan","gerçi"
"bâki","devamlı, kalıcı"
"Berzah","dünya ile âhiret arasındaki âlem, kabir âlemi"
"saadet","mutluluk"
"şüheda","şehitler, Allah yolunda ölenler"
"hakikî","gerçek"
"hakikî","gerçek"
"saadet","mutluluk"
"mazhar","erişme, nail olma"
"âlem-i berzah","dünya ile âhiret arasındaki kabir âlemi"
"emvat","ölüler"
"şüheda","şehitler, Allah yolunda ölenler"
"hayat-ı berzahiye","kabir hayatı"
"Hadsiz","sayısız"
"vakıat","olaylar"
"rivayat","rivayetler, nakledilen şeyler"
"şüheda","şehitler, Allah yolunda ölenler"
"tarz-ı hayat","hayat tarzı"
"mazhar","erişme, nail olma"
"sabit","kesin, ispatlanmış"
"kat'î","kesin"
"Seyyidü'ş-Şüheda","şehitlerin seyyidi, efendisi"
"Hazret-i Hamza","bk. Hamza (r.a.)"
"radıyallahü anh","Allah ondan razı olsun"
"mükerrer","tekrarla, defalarca"
"vakıat","olaylar"
"iltica","sığınma"
"muhafaza","koruma"
"dünyevî","dünyaya ait"
"vakıat","olaylar"
"tabaka-i hayat","hayat tabakası"
"tenvir","nurlandırma, aydınlatma"
"Ubeyd","Üstad Bediüzzaman'ın ablası Dürriye Hanımın oğlu; bk. Ubeyd"
"esaret","esirlik, tutsaklık"
"mahall-i defn","ölünün toprağa defnedildiği yer, kabir yeri"
"rüya-yı sadıka","doğru olan rüya"
"tahte'l-arz","yeraltı"
"menzil","yer, ev"
"şüheda","şehitler, Allah yolunda ölenler"
"tabaka-i hayat","hayat tabakası"
"istilâ","işgal"
"menzil","yer, ev"
"cüz'î","küçük ve ferdî"
"şerâit","şartlar"
"emârat","belirtiler, işaretler"
"hakikat","gerçek"
"şuhud","şahid olma, görme"
"kanaat","görüş, fikir"
"tabaka-i hayat","hayat tabakası"
"Ehl-i kubur","kabirdekiler, ölüler"
"hayat-ı ruhanî","ruhânî hayat, ruhen yaşanan hayat"
"mevt","ölüm"
"tebdil-i mekân","yer değişikliği"
"ıtlak-ı ruh","ruhun serbest bırakılması"
"terhis","göreve son verme"
"idam","yok etme"
"adem","yokluk, hiçlik"
"fenâ","gelip geçicilik"
"Hadsiz","sayısız"
"vakıat","olaylar"
"ervâh-ı evliya","velilerin ruhları"
"temessül","belirme, görünme"
"ehl-i keşf","maneviyat âlemlerinde iman hakikatlerini gözleme yeteneğine sahip insanlar, veliler"
"tezahür","görünme, ortaya çıkma"
"sair","diğer, başka"
"ehl-i kubur","kabirdekiler, ölüler"
"yakazaten","uyanıkken"
"menâmen","uykudayken"
"münasebet","bağlantı, ilişki"
"vakıa","olay"
"mutabık","uygun"
"ihbarat","haber vermeler"
"delâil","deliller"
"tabaka-i hayat","hayat tabakası"
"tenvir","nurlandırma, aydınlatma"
"bekà-i ruh","ruhun ölümsüzlüğü ve devamlılığı"
"tabaka-i hayat","hayat tabakası"
"delâil-i kat'iye","kesin deliller"
"Furkan-ı Hakîm","doğru ile yanlışı birbirinden ayıran hikmetli Kur'ân"
"Mevt","ölüm"
"mahlûk","yaratılmış"
"nimet","iyilik, lütuf, ihsan"
"ifham","anlatma, bildirme"
"zâhiren","görünürde"
"mevt","ölüm"
"inhilâl","çözülme, dağılma"
"adem","yokluk, hiçlik"
"tefessüh","çürüyüp bozulma"
"hâdimü'l-lezzât","lezzetleri yok eden"
"mahlûk","yaratılmış"
"nimet","iyilik, lütuf, ihsan"
"âhir","son"
"mevt","ölüm"
"vazife-i hayat","hayat vazifesi"
"terhis","göreve son verme"
"tebdil-i mekân","yer değişikliği"
"tahvil-i vücut","vücudun başka hâle girmesi, değişmesi"
"hayat-ı bâkiye","devamlı ve kalıcı olan âhiret hayatı"
"mebde","başlangıç"
"hayat-ı bâkiye","devamlı ve kalıcı olan âhiret hayatı"
"mukaddime","başlangıç, giriş"
"halk","yaratma"
"takdir","Allah'ın ezelî ilmiyle belirlemesi"
"halk","yaratma"
"takdir","Allah'ın ezelî ilmiyle belirlemesi"
"hikmet","herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde olması"
"tedbir","idare etme, çekip çevirme"
"tabaka-i hayat","hayat tabakası"
"hayat-ı nebâtiye","bitkilerin hayatı"
"mevt","ölüm"
"muntazam","düzenli"
"eser-i san'at","san'at eseri"
"Zira","çünkü"
"mevt","ölüm"
"tefessüh","çürüyüp bozulma"
"muntazam","düzenli"
"muamele-i kimyeviye","kimyasal işlem"
"mizan","ölçü"
"imtizâcât-ı unsuriye","elementlerin kaynaşması, kimyevî birleşme"
"hikmet","herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde olması"
"teşekkülât-ı zerreviye","atomların teşekkülü, oluşması"
"intizam","düzen, tertip"
"hikmet","herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde olması"
"tezahür","belirme, ortaya çıkma"
"mevt","ölüm"
"mebde-i hayat","hayatın başlangıcı"
"ayn-ı hayat","hayatın ta kendisi"
"mahlûk","yaratılmış"
"muntazam","düzenli"
"zîhayat","hayat sahibi, canlı"
"mide-i insaniye","insanın midesi"
"menşe","kaynak, esas"
"mevt","ölüm"
"muntazam","düzenli"
"mahlûk","yaratılmış"
"ednâ","en aşağı, en önemsiz"
"tabaka-i hayat","hayat tabakası"
"hayat-ı nebâtiye","bitkilerin hayatı"
"mevt","ölüm"
"mahlûk","yaratılmış"
"hikmet","herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde olması"
"intizam","düzen, tertip"
"tabaka-i hayat","hayat tabakası"
"ulvî","yüksek, yüce"
"hayat-ı insaniye","insanî hayat"
"mevt","ölüm"
"âlem-i berzah","dünya ile âhiret arasındaki kabir âlemi"
"hayat-ı bâkiye","devamlı ve kalıcı olan âhiret hayatı"
"mevt","ölüm"
"nimet","iyilik, lütuf, ihsan"
"cihet","yön"
"vücuh","vecihler, yönler"
"vech","yön"
"vazife-i hayat","hayat vazifesi"
"tekâlif-i hayat","hayatla ilgili sorumluluklar ve yükümlülükler"
"âzâd","hürriyetine kavuşturma"
"ahbab","sevilenler, dostlar"
"âlem-i berzah","dünya ile âhiret arasındaki kabir âlemi"
"visal","kavuşma"
"nimet","iyilik, lütuf, ihsan"
"dağdağa","sıkıntı, kargaşa"
"zelzele","sarsıntı, deprem"
"vüs'atli","geniş"
"sürurlu","mutlu, sevinçli"
"ıztırap","acı, sıkıntı"
"bâki","devamlı, kalıcı"
"mazhariyet","sahip olma, erişme"
"Mahbûb-u Bâkî","varlıklar tarafından çok sevilen ve varlığının sonu olmayan sonsuz sevgili, Allah"
"daire-i rahmet","rahmet dairesi"
"şerâit-i hayatiye","hayat şartları"
"esbab","sebebler"
"mevt","ölüm"
"fevkinde","üstünde"
"nimet","iyilik, lütuf, ihsan"
"ıztırap","acı, sıkıntı"
"peder","baba"
"valide","anne"
"ced","dede, ata"
"ced","dede, ata"
"sefalet-i hal","perişan ve yoksul bir hal, yaşayış"
"nikmet","azap, ceza; nimetin zıttı"
"mevt","ölüm"
"nimet","iyilik, lütuf, ihsan"
"şedâid","şiddetler; sıkıntılı ve zahmetli durumlar"
"rahmet","şefkat, merhamet, ihsan"
"Nevm","uyku"
"rahmet","şefkat, merhamet, ihsan"
"istirahat","dinlenme, rahatlama"
"hususan","bilhassa, özellikle"
"musibetzede","musibete, belâya uğrayan kimse"
"nevm","uyku"
"mevt","ölüm"
"musibetzede","musibete, belâya uğrayan kimse"
"müptelâ","imtihana tabi tutulmuş"
"ayn-ı nimet ve rahmet","rahmetin ve nimetin ta kendisi"
"ehl-i dalâlet","doğru ve hak yoldan sapmış inançsız kimseler"
"müteaddit","birçok, çeşitli"
"kat'î","kesin"
"mevt","ölüm"
"nikmet","azap, ceza; nimetin zıttı"
"nikmet","azap, ceza; nimetin zıttı"
"azap","acı, sıkıntı"
"azap","acı, sıkıntı"
"bahis","konu"
"rivâyat","rivayetler, nakledilen şeyler"
"tahte'l-arz","yeraltı"
"beyan","açıklama"
"küre-i arz","yerküre, dünya"
"hareket-i seneviye","senelik hareket"
"mecma-ı haşir","haşirde toplanma yeri"
"arz","yer, dünya"
"medar-ı senevî","(dünyanın) güneş etrafındaki bir yıllık yörüngesi"
"Küre-i arz","yerküre, dünya"
"mesafe-i azîme","büyük mesafe"
"mahlûkat","yaratıklar"
"Kamer","ay"
"vücud","varlık"
"mahlûk","yaratılmış"
"suğrâ","küçük"
"kübrâ","büyük"
"suğrâ","küçük"
"kübrâ","büyük"
"inkılâp","dönüşme"
"menzil","yer, mekân"
"Cehennem-i Suğrâ","Küçük Cehennem"
"İlm-i tabakatü'l-arz","yeraltı ilmi, jeoloji"
"malûm","bilinen"
"ekseriya","genellikle, çoğunlukla"
"hafriyat","yeri derinlemesine kazma"
"tezayüd","artma"
"nısf-ı kutr-u arz","dünyanın yarıçapı"
"derece-i hararet","sıcaklık derecesi"
"câmi","kapsamlı, içine alan"
"ateş-i dünyevî","dünya ateşi"
"şedit","şiddetli"
"rivayet-i hadîs","Peygamberimizden rivayet edilen söz, emir veya davranışlar"
"muvafık","uygun"
"Cehennem-i Suğrâ","Küçük Cehennem"
"Cehennem-i Kübrâ","Büyük Cehennem"
"vezâif","vazifeler, görevler"
"âlem-i berzah","dünya ile âhiret arasındaki kabir âlemi"
"ehâdis","hadisler, Peygamberimize ait söz, emir veya davranışlar"
"Âlem-i âhiret","öldükten sonraki hayat, âhiret âlemi"
"küre-i arz","yerküre, dünya"
"sekene","sâkinler, ikâmet edenler"
"medar-ı senevî","(dünyanın) güneş etrafındaki bir yıllık yörüngesi"
"meydan-ı haşr","haşir meydanı"
"Cehennem-i Suğrâ","Küçük Cehennem"
"Cehennem-i Kübrâ","Büyük Cehennem"
"emr-i İlâhî","Allah'ın emri"
"Ehl-i İtizâl","ehl-i sünnet dışı Mutezile mezhebine mensup olan kimseler"
"halk","yaratmak"
"inbisat","genişleme, yayılma"
"sekene","sâkinler, ikâmet edenler"
"münasip","uygun"
"inkişaf","açılma, gelişme"
"galat","hatâ, yanlış"
"gabâvet","ahmaklık, zekâ geriliği"
"perde-i gayb","mânevî âlemleri gözümüzden saklayan perde"
"âlem-i âhiret","öldükten sonraki hayat, âhiret âlemi"
"menzil","yer, mekân"
"kâinat","evren, yaratılmış herşey"
"Âhiret âlemi","öteki dünya, öldükten sonraki hayat"
"menzil","yer, mekân"
"dünyevî","dünyaya ait"
"rivâyât","rivayetler, nakledilen şeyler"
"işârât","işaretler"
"münasebettar","ilgili, bağlantılı"
"şiddet-i hararet","sıcaklığın şiddeti"
"dünyevî","dünyaya ait"
"ism-i Hakîm","Allah'ın herşeyi hikmetle yaptığını bildiren ismi"
"nur","aydınlık, ışık"
"Arz","yer, dünya"
"medar-ı senevî","(dünyanın) güneş etrafındaki bir yıllık yörüngesi"
"Cehennem-i Kübrâ","Büyük Cehennem"
"Cehennem-i Suğra","Küçük Cehennem"
"tevkil","vekil tayin etme"
"vezâif","vazifeler, görevler"
"Kadîr-i Zülcelâl","kudreti herşeyi kuşatan ve sonsuz haşmet ve yücelik sahibi olan Allah"
"hikmet-i İlâhiye","Allah'ın hikmeti; herşeyi belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde yaratması"
"Cehennem-i Kübrâ","Büyük Cehennem"
"Kadîr-i Zülcelâl","kudreti herşeyi kuşatan ve sonsuz haşmet ve yücelik sahibi olan Allah"
"malik","sahip"
"Hakîm-i Zülkemâl","sonsuz kemâl sahibi ve herşeyi hikmetle yaratan Allah"
"kemâl-i hikmet","hikmet ve düzenin mükemmelliği"
"intizam","düzenlilik, tertip"
"kamer","ay"
"arz","yer, dünya"
"azamet-i kudret","kudret ve düzenin büyüklüğü"
"intizam","düzenlilik, tertip"
"arz","yer, dünya"
"raptetmiş","bağlamak"
"seyyârât","gezegenler"
"arz","yer, dünya"
"sür'at-i seneviye","dünyanın yıllık hızı"
"haşmet-i rububiyet","Rablığın haşmeti; Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurmasının görkemi"
"şemsü'ş-şümus","güneşler güneşi, en büyük güneş"
"saltanat-ı rububiyet","Rablık saltanatı; Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"nuranî","nurdan yaratılmış"
"saltanat-ı rububiyet","Rablık saltanatı; Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"azamet-i kudret","kudret ve düzenin büyüklüğü"
"Zât-ı Zülcelâl","sonsuz haşmet ve yücelik sahibi Zât, Allah"
"kemâl-i hikmet","hikmet ve düzenin mükemmelliği"
"azamet-i kudret","kudret ve düzenin büyüklüğü"
"saltanat-ı rububiyet","Rablık saltanatı; Allah'ın herbir varlığa yaratılış gayelerine ulaşmaları için muhtaç olduğu şeyleri vermesi, onları terbiye edip idaresi ve egemenliği altında bulundurması"
"Cehennem-i Kübrâ","Büyük Cehennem"
"âhiret","öteki dünya, öldükten sonraki sonsuz hayat"
"semâ","gök"
"iş'âl","tutuşturma"
"hararet","sıcaklık"
"âlem-i nur","nur âlemi"
"nur","aydınlık, ışık"
"nar","ışığı olmayan ateş"
"hararet","sıcaklık"
"ehl-i azâb","azâp ve ceza görecek kimseler"
"mesken","yer"
"mahpes","hapis yeri"
"Fâtır-ı Hakîm","herşeyi hikmetle ve harika üstün san'atıyla yoktan yaratan Allah"
"Zât-ı Zülcelâl","sonsuz haşmet ve yücelik sahibi Zât, Allah"
"kudret","güç, iktidar"
"hikmet","herşeyin belirli gayelere yönelik olarak, mânâlı, faydalı ve tam yerli yerinde olması"
"küre-i arz","yerküre, dünya"
"Cehennem-i Suğrâ","Küçük Cehennem"
"Cehennem-i Kübrâ","Büyük Cehennem"
"Elhasıl","özetle, sonuç olarak"
"şecere-i hilkat","yaratılış ağacı"
"ebed","sonu olmayan, sonsuzluk"
"müntehâ","son nokta, uç"
"silsile-i kâinat","kâinat zinciri, varlık halkaları"
"mahal","yer, mekân"
"silsile","zincir"
"Süflî","aşağı, alçak"
"sakîl","ağır"
"nuranî","nurlu, parlak"
"ulvî","yüksek, yüce"
"seyl-i şuûnât","olayların, iş ve fiillerin akışı"
"mahsulât-ı mâneviye-i arziye","yeryüzünün mânevî ürünleri"
"mahzen","depo"
"Mahzen","depo"
"mekân","yer"
"mahsulât","mahsuller, ürünler"
"nev'","çeşit, tür"
"fena","kötü"
"ebed","sonu olmayan, sonsuzluk"
"cereyan","hareket"
"mevcudat-ı seyyâle","devamlı akıp giden varlıklar"
"havz","havuz"
"Havz","havuz"
"seyl","sel, akıntı"
"tecemmu","birikme, toplanma"
"habîsât","kötü ve çirkin şeyler"
"müzahrefât","süprüntüler, atıklar"
"esfel","aşağı ve alçak yer"
"tayyibât","iyi ve güzel şeyler"
"sâfiyât","saf ve temiz şeyler"
"âlâ","yüce ve yüksek yer"
"lütuf","iyilik, ihsan, bağış"
"kahr","mahvetme, yok etme"
"rahmet","şefkat, merhamet"
"azamet","büyüklük"
"tecellîgâh","yansıma ve görünme yeri"
"Tecellîgâh","yansıma ve görünme yeri"
"Rahmân-ı Zülcemâl","sonsuz güzellik sahibi ve kullarına karşı çok merhametli olan ve rahmet eserleri bütün varlık âlemini kuşatan Allah"
"Kahhâr-ı Zülcelâl","sonsuz haşmet ve yücelik sahibi olan ve herşeye her zaman mutlak galip gelen ve kahretmeye gücü yeten Allah"
"tecellîgâh","yansıma ve görünme yeri"
"vücut","varlık"
"kat'î","kesin"
"suret","biçim, şekil"
"silsile","zincir"
"mahzen","depo"
"mahsulât","mahsuller, ürünler"
"havz","havuz"
"tecellîgâh","yansıma ve görünme yeri"
"rahmet","şefkat, merhamet"
"kahr","mahvetme, yok etme"
"vücut","varlık"
"kat'î","kesin"
"yakîn","şüpheye yer bırakmayacak derecede kesinlik"
"Mahbup","sevgili"
"aşk-ı mecazî","gerçek olmayan aşk; geçici ve sınırlı bir güzelliğe karşı duyulan sevgi"
"aşk-ı hakikî","gerçek aşk; gerçek güzellik sahibi olan Allah'a duyulan sevgi"
"inkılâp","dönüşme"
"ekser","pekçok"
"nas","insanlar"
"aşk-ı mecazî","gerçek olmayan aşk; geçici ve sınırlı bir güzelliğe karşı duyulan sevgi"
"aşk-ı hakikî","gerçek aşk; gerçek güzellik sahibi olan Allah'a duyulan sevgi"
"inkılâp","dönüşme"
"fâni","geçici, ölümlü"
"aşk-ı mecazî","gerçek olmayan aşk; geçici ve sınırlı bir güzelliğe karşı duyulan sevgi"
"zeval","geçip gitme, sona erme"
"fenâ","gelip geçicilik, ölümlülük"
"bâki","devamlı, kalıcı, ölümsüz"
"mahbup","sevgili"
"âyine-i esmâ-i İlâhiye","Allah'ın isimlerini gösteren ayna, varlıklar"
"mezraa-i âhiret","âhiretin tarlası"
"muvaffak","başarılı olma"
"gayr-ı meşru","helâl olmayan, dine aykırı"
"mecazî","gerçek olmayan"
"aşk-ı hakikî","gerçek aşk; gerçek güzellik sahibi olan Allah'a duyulan sevgi"
"zâil","geçici, yok olucu"
"haricî","dışa ait"
"iltibas","karıştırma"
"ehl-i dalâlet","doğru ve hak yoldan sapmış, inançsız ve âhiretten habersiz, mânevî sorumluluklarına karşı duyarsız kimseler"
"âfâk","dış dünya"
"umumî","genel, herkese ait"
"hususî","özel"
"tabiat","doğa, canlı cansız bütün varlıklar, maddî âlem"
"dest-i inâyet","koruyucu el"
"hakikat","gerçek, doğru"
"tenvir","nurlandırma, aydınlatma"
"temsil","kıyaslama tarzında benzetme, analoji"
"ziynet","süs"
"endam","boy"
"hakikî","gerçek, doğru"
"umumî","genel, herkese ait"
"misalî","görüntüden ibaret"
"hususî","özel"
"hususî","özel"
"heyet","şekil, suret, yapı"
"hâkezâ","böylece, bunun gibi"
"tasarruf","kullanma ve yönetme"
"haricî","dışa ait"
"umumî","genel, herkese ait"
"tasarruf","kullanma ve yönetme"
"tağyir","değiştirme"
"Hususî","özel"
"umumî","genel, herkese ait"
"hakikat","gerçek, doğru"
"ahkâm","hükümler, esaslar"
"harap","yıkma, yok etme"
"menzil","durak, yer"
"endam","boy"
"âlem","dünya"
"hususî","özel"
"âlem","dünya"
"sahife-i a'mâl","iş ve davranışların yazıldığı sayfa"
"bina","yapma, kurma"
"zâil","geçici, yok olucu"
"fâni","gelip geçici, ölümlü"
"muhabbet","sevgi"
"hususî","özel"
"nukuş-u esmâ-i İlâhiye","Allah'ın güzel isimlerinin nakışları, işlemeleri"
"intikal","geçme"
"hususî","özel"
"âhiret","öteki dünya, öldükten sonraki hayat"
"muvakkat","geçici"
"derk","anlamak, kavramak"
"şedit","şiddetli"
"talep","istek"
"muhabbet","sevgi"
"hissiyat","hisler, duygular"
"semere","meyve, sonuç"
"uhrevî","âhirete ait"
"fevâid","faydalar"
"mecazî","gerçek olmayan"
"hakikî","gerçek, doğru"
"inkılâp","dönüşme"
"mazhar","erişme, sahip olma"
"nefs","kişinin kendisi"
"zevâl","geçip gitme, sona erme"
"hususî","özel"
"umumî","genel, herkese ait"
"lâyemut","ölümsüz"
"farz","varsaymak"
"şedit","şiddetli"
"hissiyat","hisler, duygular"
"muhabbet","sevgi"
"hadsiz","sınırsız"
"azap","acı, şiddetli sıkıntı"
"muhabbet","sevgi"
"yetimâne","yetimce"
"şefkat","içten ve karşılıksız merhamet, sevgi"
"meyusâne","ümitsizce"
"rikkat","acıma"
"tevellüt","doğma, meydana gelme"
"zîhayat","hayat sahibi, canlı"
"zevâl","geçip gitme, sona erme"
"maruz","tesiri altında ve karşısında olma"
"mahlûkat","yaratıklar"
"rikkat","acıma"
"firkat","ayrılık"
"ye's-i mutlak","tam bir ümitsizlik"
"elem","acı, keder, üzüntü"
"gaflet","âhirete, Allah'ın emir ve yasaklarına duyarsız davranma hâli, umursamazlık"
"şedit","şiddetli"
"şefkat","içten ve karşılıksız merhamet, sevgi"
"elem","acı, keder, üzüntü"
"ulvî","yüksek, yüce"
"tiryak","ilaç, derman"
"zîhayat","hayat sahibi, canlı"
"mevt","ölüm"
"zevâl","geçip gitme, sona erme"
"Zât-ı Bâkî","kendi varlığı sonsuza kadar devam eden ve dilediği varlığa bekâ veren, onları sonsuz ve kalıcı hale getiren Zât; Allah"
"bâki","devamlı, kalıcı, sonsuz"
"esmâ","isimler"
"daimî","devamlı, sürekli"
"cilve","görüntü, akis"
"âyine-i ervah","ruhların aynası"
"bâki","devamlı, kalıcı, sonsuz"
"şefkat","içten ve karşılıksız merhamet, sevgi"
"sürur","mutluluk, sevinç"
"inkılâp","dönüşme"
"zeval","geçip gitme, sona erme"
"fenâ","gelip geçicilik, ölümlülük"
"maruz","tesiri altında ve karşısında olma"
"mahlûkat","yaratıklar"
"cemâl-i münezzeh","kusur ve çirkinlikten uzak güzellik"
"hüsn-ü mukaddes","kutsal ve kusursuz güzellik"
"ihsas","hissettirme"
"tahsin","güzelleştirme"
"tezyin","süsleme"
"ihsan","bağış, iyilik, lütuf"
"tenvir-i daimî","daimî, sürekli aydınlık, aydınlatma"
"zeval","geçip gitme, sona erme"
"fenâ","gelip geçicilik, ölümlülük"
"tezyid-i hüsün","güzelliğin ziyadeleşmesi, artması"
"tecdid-i lezzet","lezzeti yenileme, tazeleme"
"teşhir-i san'at","san'atın sergilenmesi"
"şevk","şiddetli arzu ve istek"
"ziyadeleştirir","artırmak, fazlalaştırmak"
"mezkûr","adı geçen"
"malûm","bilinen"
"SALİSEN","üçüncü olarak"
"kaide","düstur, prensip"
"biraderzade","kardeş çocuğu, yeğen"
"Abdülmecid","Bediüzzaman'ın kardeşi; bk. Abdülmecid (Nursî)"
"Abdurrahman","Bedüzzaman'ın yeğeni; bk. Abdurrahman (Nursî)"
"münasebet","bağlantı, ilişki"
"kaide","düstur, prensip"
"Eski Said","Bediüzzaman'ın kendisi için kullandığı tabirdir. Risale-i Nur'un yazılmaya başlandığı zamana kadar olan dönemi ifade eder; bk. Bediüzzaman Said Nursî"
"minnet","iyilik karşısında kendini borçlu hissetme"
"Minnet","iyilik karşısında kendini borçlu hissetme"
"meşakkat","sıkıntı, zorluk"
"kaide","düstur, prensip"
"Eski Said","Bediüzzaman'ın kendisi için kullandığı tabirdir. Risale-i Nur'un yazılmaya başlandığı zamana kadar olan dönemi ifade eder; bk. Bediüzzaman Said Nursî"
"biçare","çaresiz"
"irsiyet","soya çekim, aslından gelen benzerlik"
"haslet","huy, karakter"
"tezehhüd","yapmacık bir tarzda dindar görünme"
"sun'î","uydurma, yapmacık"
"istiğnâ","tokgönüllülük, ihtiyaç duymama"
